"Date","Prac","Subject","Age","Sex","Hand","Block","Bin","Trial","Shape","Label","Match","CorrResp","Resp","ACC","RT","Morality","Identity"
"26-May-2018_10:02:22","Exp",7327,19,"female","R",2,2,16,"moralOther","moralOther","match","m","m",1,0.8875,"Good","Other"
"26-May-2018_10:02:24","Exp",7327,19,"female","R",2,2,17,"moralSelf","immoralOther","mismatch","n","n",1,0.5379,"Good","Self"
"26-May-2018_10:02:27","Exp",7327,19,"female","R",2,2,18,"moralOther","immoralSelf","mismatch","n","n",1,0.7092,"Good","Other"
"26-May-2018_10:02:29","Exp",7327,19,"female","R",2,2,19,"immoralSelf","immoralSelf","match","m","m",1,0.7762,"Bad","Self"
"26-May-2018_10:02:32","Exp",7327,19,"female","R",2,2,20,"moralSelf","moralSelf","match","m","m",1,0.9165,"Good","Self"
"26-May-2018_10:02:34","Exp",7327,19,"female","R",2,2,21,"immoralSelf","moralOther","mismatch","n","n",1,0.9076,"Bad","Self"
"26-May-2018_10:02:36","Exp",7327,19,"female","R",2,2,22,"moralOther","moralOther","match","m","m",1,0.5586,"Good","Other"
"26-May-2018_10:02:39","Exp",7327,19,"female","R",2,2,23,"immoralOther","immoralOther","match","m","m",1,0.6024,"Bad","Other"
"26-May-2018_10:02:41","Exp",7327,19,"female","R",2,2,24,"moralSelf","moralOther","mismatch","n","m",0,0.5592,"Good","Self"
"26-May-2018_10:02:43","Exp",7327,19,"female","R",2,3,1,"immoralSelf","immoralSelf","match","m","m",1,0.5631,"Bad","Self"
"26-May-2018_10:02:45","Exp",7327,19,"female","R",2,3,2,"immoralOther","immoralSelf","mismatch","n","m",0,0.6432,"Bad","Other"
"26-May-2018_10:02:48","Exp",7327,19,"female","R",2,3,3,"moralSelf","moralSelf","match","m","m",1,0.7407,"Good","Self"
"26-May-2018_10:02:50","Exp",7327,19,"female","R",2,3,4,"immoralSelf","immoralSelf","match","m","m",1,0.6843,"Bad","Self"
"26-May-2018_10:02:52","Exp",7327,19,"female","R",2,3,5,"moralSelf","moralSelf","match","m","m",1,0.6868,"Good","Self"
"26-May-2018_10:02:55","Exp",7327,19,"female","R",2,3,6,"immoralOther","moralSelf","mismatch","n","n",1,0.6012,"Bad","Other"
"26-May-2018_10:02:57","Exp",7327,19,"female","R",2,3,7,"immoralSelf","immoralSelf","match","m","m",1,0.7179,"Bad","Self"
"26-May-2018_10:02:59","Exp",7327,19,"female","R",2,3,8,"moralSelf","immoralOther","mismatch","n","n",1,0.6611,"Good","Self"
"26-May-2018_10:03:02","Exp",7327,19,"female","R",2,3,9,"moralOther","immoralOther","mismatch","n","n",1,0.7591,"Good","Other"
"26-May-2018_10:03:04","Exp",7327,19,"female","R",2,3,10,"immoralSelf","moralOther","mismatch","n","n",1,0.6989,"Bad","Self"
"26-May-2018_10:03:06","Exp",7327,19,"female","R",2,3,11,"moralOther","moralOther","match","m","n",0,0.6896,"Good","Other"
"26-May-2018_10:03:08","Exp",7327,19,"female","R",2,3,12,"moralOther","moralOther","match","m","m",1,0.452,"Good","Other"
"26-May-2018_10:03:11","Exp",7327,19,"female","R",2,3,13,"moralOther","immoralOther","mismatch","n","n",1,0.6098,"Good","Other"
"26-May-2018_10:03:13","Exp",7327,19,"female","R",2,3,14,"immoralSelf","immoralOther","mismatch","n","n",1,0.7788,"Bad","Self"
"26-May-2018_10:03:15","Exp",7327,19,"female","R",2,3,15,"moralSelf","moralSelf","match","m","m",1,0.8151,"Good","Self"
"26-May-2018_10:03:18","Exp",7327,19,"female","R",2,3,16,"moralSelf","immoralOther","mismatch","n","n",1,0.6402,"Good","Self"
"26-May-2018_10:03:20","Exp",7327,19,"female","R",2,3,17,"immoralOther","immoralOther","match","m","m",1,0.6497,"Bad","Other"
"26-May-2018_10:03:22","Exp",7327,19,"female","R",2,3,18,"immoralSelf","moralOther","mismatch","n","n",1,0.6314,"Bad","Self"
"26-May-2018_10:03:25","Exp",7327,19,"female","R",2,3,19,"moralOther","moralOther","match","m","m",1,0.8047,"Good","Other"
"26-May-2018_10:03:27","Exp",7327,19,"female","R",2,3,20,"moralOther","immoralOther","mismatch","n","n",1,0.6815,"Good","Other"
"26-May-2018_10:03:29","Exp",7327,19,"female","R",2,3,21,"immoralOther","moralOther","mismatch","n","n",1,0.692,"Bad","Other"
"26-May-2018_10:03:32","Exp",7327,19,"female","R",2,3,22,"immoralOther","immoralOther","match","m","m",1,0.6106,"Bad","Other"
"26-May-2018_10:03:34","Exp",7327,19,"female","R",2,3,23,"immoralOther","immoralOther","match","m","m",1,0.4516,"Bad","Other"
"26-May-2018_10:03:36","Exp",7327,19,"female","R",2,3,24,"moralSelf","moralOther","mismatch","n","m",0,0.8494,"Good","Self"
"26-May-2018_10:03:57","Exp",7327,19,"female","R",2,4,1,"moralSelf","moralSelf","match","m","m",1,0.8153,"Good","Self"
"26-May-2018_10:03:59","Exp",7327,19,"female","R",2,4,2,"immoralSelf","immoralSelf","match","m","m",1,0.8724,"Bad","Self"
"26-May-2018_10:04:02","Exp",7327,19,"female","R",2,4,3,"immoralOther","immoralOther","match","m","m",1,0.6466,"Bad","Other"
"26-May-2018_10:04:04","Exp",7327,19,"female","R",2,4,4,"immoralSelf","moralSelf","mismatch","n","n",1,0.7003,"Bad","Self"
"26-May-2018_10:04:07","Exp",7327,19,"female","R",2,4,5,"moralSelf","moralSelf","match","m","m",1,0.843,"Good","Self"
"26-May-2018_10:04:09","Exp",7327,19,"female","R",2,4,6,"moralOther","immoralSelf","mismatch","n","n",1,0.9965,"Good","Other"
"26-May-2018_10:04:12","Exp",7327,19,"female","R",2,4,7,"moralOther","immoralOther","mismatch","n","n",1,0.8931,"Good","Other"
"26-May-2018_10:04:14","Exp",7327,19,"female","R",2,4,8,"immoralOther","moralOther","mismatch","n","n",1,0.7318,"Bad","Other"
"26-May-2018_10:04:17","Exp",7327,19,"female","R",2,4,9,"moralOther","moralOther","match","m","m",1,0.8391,"Good","Other"
"26-May-2018_10:04:19","Exp",7327,19,"female","R",2,4,10,"immoralSelf","moralOther","mismatch","n","n",1,0.6326,"Bad","Self"
"26-May-2018_10:04:21","Exp",7327,19,"female","R",2,4,11,"immoralOther","immoralOther","match","m","m",1,0.6422,"Bad","Other"
"26-May-2018_10:04:23","Exp",7327,19,"female","R",2,4,12,"moralSelf","immoralOther","mismatch","n","n",1,0.5876,"Good","Self"
"26-May-2018_10:04:26","Exp",7327,19,"female","R",2,4,13,"immoralOther","immoralOther","match","m","m",1,0.6202,"Bad","Other"
"26-May-2018_10:04:28","Exp",7327,19,"female","R",2,4,14,"moralOther","moralSelf","mismatch","n","n",1,0.9013,"Good","Other"
"26-May-2018_10:04:30","Exp",7327,19,"female","R",2,4,15,"immoralSelf","immoralSelf","match","m","m",1,0.7,"Bad","Self"
"26-May-2018_10:04:33","Exp",7327,19,"female","R",2,4,16,"moralSelf","moralOther","mismatch","n","m",0,0.7385,"Good","Self"
"26-May-2018_10:04:35","Exp",7327,19,"female","R",2,4,17,"immoralSelf","immoralSelf","match","m","m",1,0.6902,"Bad","Self"
"26-May-2018_10:04:38","Exp",7327,19,"female","R",2,4,18,"moralOther","moralOther","match","m","n",0,0.9566,"Good","Other"
"26-May-2018_10:04:40","Exp",7327,19,"female","R",2,4,19,"immoralOther","moralOther","mismatch","n","n",1,0.8245,"Bad","Other"
"26-May-2018_10:04:42","Exp",7327,19,"female","R",2,4,20,"moralSelf","moralSelf","match","m","m",1,0.6058,"Good","Self"
"26-May-2018_10:04:45","Exp",7327,19,"female","R",2,4,21,"immoralSelf","moralOther","mismatch","n","n",1,0.6906,"Bad","Self"
"26-May-2018_10:04:47","Exp",7327,19,"female","R",2,4,22,"moralOther","moralOther","match","m",NA,-1,1.0841,"Good","Other"
"26-May-2018_10:04:50","Exp",7327,19,"female","R",2,4,23,"immoralOther","moralOther","mismatch","n","n",1,0.7356,"Bad","Other"
"26-May-2018_10:04:52","Exp",7327,19,"female","R",2,4,24,"moralSelf","immoralOther","mismatch","n","n",1,0.9149,"Good","Self"
"26-May-2018_10:04:54","Exp",7327,19,"female","R",2,5,1,"moralSelf","moralSelf","match","m","m",1,0.466,"Good","Self"
"26-May-2018_10:04:57","Exp",7327,19,"female","R",2,5,2,"moralOther","immoralSelf","mismatch","n","n",1,0.644,"Good","Other"
"26-May-2018_10:04:59","Exp",7327,19,"female","R",2,5,3,"immoralOther","moralSelf","mismatch","n","n",1,0.6737,"Bad","Other"
"26-May-2018_10:05:01","Exp",7327,19,"female","R",2,5,4,"moralSelf","moralSelf","match","m","m",1,0.7439,"Good","Self"
"26-May-2018_10:05:04","Exp",7327,19,"female","R",2,5,5,"moralOther","moralSelf","mismatch","n","n",1,0.5995,"Good","Other"
"26-May-2018_10:05:06","Exp",7327,19,"female","R",2,5,6,"moralSelf","moralSelf","match","m","m",1,0.6444,"Good","Self"
"26-May-2018_10:05:08","Exp",7327,19,"female","R",2,5,7,"moralOther","immoralSelf","mismatch","n","n",1,0.6821,"Good","Other"
"26-May-2018_10:05:10","Exp",7327,19,"female","R",2,5,8,"moralOther","moralOther","match","m","m",1,0.4125,"Good","Other"
"26-May-2018_10:05:12","Exp",7327,19,"female","R",2,5,9,"immoralSelf","immoralSelf","match","m","n",0,0.5976,"Bad","Self"
"26-May-2018_10:05:15","Exp",7327,19,"female","R",2,5,10,"immoralSelf","moralOther","mismatch","n","n",1,0.5943,"Bad","Self"
"26-May-2018_10:05:17","Exp",7327,19,"female","R",2,5,11,"immoralOther","moralOther","mismatch","n","m",0,0.6109,"Bad","Other"
"26-May-2018_10:05:19","Exp",7327,19,"female","R",2,5,12,"immoralSelf","moralSelf","mismatch","n","m",0,0.804,"Bad","Self"
"26-May-2018_10:05:22","Exp",7327,19,"female","R",2,5,13,"moralSelf","immoralSelf","mismatch","n","n",1,0.9288,"Good","Self"
"26-May-2018_10:05:24","Exp",7327,19,"female","R",2,5,14,"moralOther","moralOther","match","m","m",1,0.7161,"Good","Other"
"26-May-2018_10:05:27","Exp",7327,19,"female","R",2,5,15,"immoralSelf","immoralOther","mismatch","n","n",1,0.6753,"Bad","Self"
"26-May-2018_10:05:29","Exp",7327,19,"female","R",2,5,16,"moralSelf","immoralSelf","mismatch","n","n",1,0.6815,"Good","Self"
"26-May-2018_10:05:31","Exp",7327,19,"female","R",2,5,17,"immoralSelf","immoralSelf","match","m","m",1,0.4519,"Bad","Self"
"26-May-2018_10:05:33","Exp",7327,19,"female","R",2,5,18,"immoralOther","immoralOther","match","m","m",1,0.8496,"Bad","Other"
"26-May-2018_10:05:36","Exp",7327,19,"female","R",2,5,19,"moralSelf","immoralSelf","mismatch","n","n",1,0.8474,"Good","Self"
"26-May-2018_10:05:39","Exp",7327,19,"female","R",2,5,20,"immoralOther","immoralSelf","mismatch","n","n",1,1.0451,"Bad","Other"
"26-May-2018_10:05:41","Exp",7327,19,"female","R",2,5,21,"immoralSelf","immoralSelf","match","m","m",1,0.5548,"Bad","Self"
"26-May-2018_10:05:43","Exp",7327,19,"female","R",2,5,22,"immoralOther","immoralOther","match","m","m",1,0.6467,"Bad","Other"
"26-May-2018_10:05:45","Exp",7327,19,"female","R",2,5,23,"moralOther","moralOther","match","m","m",1,0.5965,"Good","Other"
"26-May-2018_10:05:48","Exp",7327,19,"female","R",2,5,24,"immoralOther","immoralOther","match","m","n",0,0.6691,"Bad","Other"
"26-May-2018_10:05:53","Exp",7327,19,"female","R",3,1,1,"immoralOther","immoralOther","match","m","m",1,0.7798,"Bad","Other"
"26-May-2018_10:05:55","Exp",7327,19,"female","R",3,1,2,"moralOther","moralOther","match","m","m",1,0.5921,"Good","Other"
"26-May-2018_10:05:58","Exp",7327,19,"female","R",3,1,3,"moralOther","moralSelf","mismatch","n",NA,-1,1.0841,"Good","Other"
"26-May-2018_10:06:00","Exp",7327,19,"female","R",3,1,4,"immoralOther","moralOther","mismatch","n","n",1,0.7152,"Bad","Other"
"26-May-2018_10:06:03","Exp",7327,19,"female","R",3,1,5,"immoralOther","moralSelf","mismatch","n","n",1,0.6984,"Bad","Other"
"26-May-2018_10:06:05","Exp",7327,19,"female","R",3,1,6,"moralOther","immoralSelf","mismatch","n","n",1,0.8729,"Good","Other"
"26-May-2018_10:06:08","Exp",7327,19,"female","R",3,1,7,"moralOther","moralSelf","mismatch","n","n",1,0.9272,"Good","Other"
"26-May-2018_10:06:10","Exp",7327,19,"female","R",3,1,8,"moralSelf","immoralOther","mismatch","n","n",1,0.7466,"Good","Self"
"26-May-2018_10:06:13","Exp",7327,19,"female","R",3,1,9,"moralOther","moralOther","match","m","m",1,0.7542,"Good","Other"
"26-May-2018_10:06:15","Exp",7327,19,"female","R",3,1,10,"immoralSelf","immoralSelf","match","m","m",1,0.6941,"Bad","Self"
"26-May-2018_10:06:17","Exp",7327,19,"female","R",3,1,11,"moralSelf","immoralOther","mismatch","n","m",0,0.7648,"Good","Self"
"26-May-2018_10:06:20","Exp",7327,19,"female","R",3,1,12,"immoralOther","immoralOther","match","m","m",1,0.6208,"Bad","Other"
"26-May-2018_10:06:22","Exp",7327,19,"female","R",3,1,13,"immoralSelf","moralSelf","mismatch","n","n",1,0.6101,"Bad","Self"
"26-May-2018_10:06:24","Exp",7327,19,"female","R",3,1,14,"immoralOther","moralSelf","mismatch","n","n",1,0.6271,"Bad","Other"
"26-May-2018_10:06:26","Exp",7327,19,"female","R",3,1,15,"moralOther","moralOther","match","m","m",1,0.6404,"Good","Other"
"26-May-2018_10:06:29","Exp",7327,19,"female","R",3,1,16,"moralSelf","immoralOther","mismatch","n","n",1,0.5939,"Good","Self"
"26-May-2018_10:06:31","Exp",7327,19,"female","R",3,1,17,"moralSelf","moralSelf","match","m","m",1,0.5784,"Good","Self"
"26-May-2018_10:06:33","Exp",7327,19,"female","R",3,1,18,"immoralOther","immoralOther","match","m","m",1,0.6228,"Bad","Other"
"26-May-2018_10:06:35","Exp",7327,19,"female","R",3,1,19,"immoralSelf","moralOther","mismatch","n","m",0,0.604,"Bad","Self"
"26-May-2018_10:06:38","Exp",7327,19,"female","R",3,1,20,"immoralSelf","immoralSelf","match","m","n",0,0.9609,"Bad","Self"
"26-May-2018_10:06:40","Exp",7327,19,"female","R",3,1,21,"immoralSelf","immoralSelf","match","m","m",1,0.5726,"Bad","Self"
"26-May-2018_10:06:42","Exp",7327,19,"female","R",3,1,22,"moralSelf","moralSelf","match","m","m",1,0.6928,"Good","Self"
"26-May-2018_10:06:45","Exp",7327,19,"female","R",3,1,23,"immoralSelf","moralOther","mismatch","n","n",1,0.8754,"Bad","Self"
"26-May-2018_10:06:47","Exp",7327,19,"female","R",3,1,24,"moralSelf","moralSelf","match","m","m",1,0.6336,"Good","Self"
"26-May-2018_10:06:49","Exp",7327,19,"female","R",3,2,1,"immoralSelf","immoralSelf","match","m","m",1,0.6752,"Bad","Self"
"26-May-2018_10:06:52","Exp",7327,19,"female","R",3,2,2,"moralOther","moralSelf","mismatch","n","n",1,0.7213,"Good","Other"
"26-May-2018_10:06:54","Exp",7327,19,"female","R",3,2,3,"immoralSelf","moralSelf","mismatch","n","n",1,0.7925,"Bad","Self"
"26-May-2018_10:06:57","Exp",7327,19,"female","R",3,2,4,"moralSelf","moralOther","mismatch","n","n",1,0.8571,"Good","Self"
"26-May-2018_10:06:59","Exp",7327,19,"female","R",3,2,5,"moralOther","immoralOther","mismatch","n","n",1,0.691,"Good","Other"
"26-May-2018_10:07:01","Exp",7327,19,"female","R",3,2,6,"immoralOther","immoralOther","match","m","m",1,0.5655,"Bad","Other"
"26-May-2018_10:07:03","Exp",7327,19,"female","R",3,2,7,"moralSelf","immoralOther","mismatch","n","n",1,0.6216,"Good","Self"
"26-May-2018_10:07:06","Exp",7327,19,"female","R",3,2,8,"moralOther","immoralSelf","mismatch","n","n",1,0.7789,"Good","Other"
"26-May-2018_10:07:08","Exp",7327,19,"female","R",3,2,9,"moralSelf","moralSelf","match","m","m",1,0.6312,"Good","Self"
"26-May-2018_10:07:11","Exp",7327,19,"female","R",3,2,10,"immoralOther","immoralSelf","mismatch","n","m",0,0.7485,"Bad","Other"
"26-May-2018_10:07:13","Exp",7327,19,"female","R",3,2,11,"immoralSelf","moralOther","mismatch","n","n",1,0.8121,"Bad","Self"
"26-May-2018_10:07:15","Exp",7327,19,"female","R",3,2,12,"moralOther","moralOther","match","m","m",1,0.8131,"Good","Other"
"26-May-2018_10:07:18","Exp",7327,19,"female","R",3,2,13,"immoralOther","moralSelf","mismatch","n","n",1,0.5582,"Bad","Other"
"26-May-2018_10:07:20","Exp",7327,19,"female","R",3,2,14,"moralSelf","moralSelf","match","m","m",1,0.7779,"Good","Self"
"26-May-2018_10:07:22","Exp",7327,19,"female","R",3,2,15,"immoralOther","immoralOther","match","m","m",1,0.6704,"Bad","Other"
"26-May-2018_10:07:25","Exp",7327,19,"female","R",3,2,16,"moralOther","moralOther","match","m","m",1,0.7005,"Good","Other"
"26-May-2018_10:07:27","Exp",7327,19,"female","R",3,2,17,"moralOther","moralOther","match","m","m",1,0.5712,"Good","Other"
"26-May-2018_10:07:29","Exp",7327,19,"female","R",3,2,18,"immoralOther","immoralSelf","mismatch","n","n",1,0.5713,"Bad","Other"
"26-May-2018_10:07:31","Exp",7327,19,"female","R",3,2,19,"immoralSelf","immoralSelf","match","m","m",1,0.5952,"Bad","Self"
"26-May-2018_10:07:34","Exp",7327,19,"female","R",3,2,20,"immoralOther","immoralOther","match","m","m",1,0.6279,"Bad","Other"
"26-May-2018_10:07:36","Exp",7327,19,"female","R",3,2,21,"moralSelf","moralOther","mismatch","n","m",0,0.6171,"Good","Self"
"26-May-2018_10:07:38","Exp",7327,19,"female","R",3,2,22,"immoralSelf","moralSelf","mismatch","n","n",1,0.7782,"Bad","Self"
"26-May-2018_10:07:41","Exp",7327,19,"female","R",3,2,23,"immoralSelf","immoralSelf","match","m","m",1,0.9345,"Bad","Self"
"26-May-2018_10:07:43","Exp",7327,19,"female","R",3,2,24,"moralSelf","moralSelf","match","m","m",1,0.5619,"Good","Self"
"26-May-2018_10:07:45","Exp",7327,19,"female","R",3,3,1,"immoralSelf","immoralSelf","match","m","n",0,0.714,"Bad","Self"
"26-May-2018_10:07:48","Exp",7327,19,"female","R",3,3,2,"moralOther","immoralOther","mismatch","n","n",1,0.8049,"Good","Other"
"26-May-2018_10:07:50","Exp",7327,19,"female","R",3,3,3,"immoralOther","moralSelf","mismatch","n","n",1,0.6177,"Bad","Other"
"26-May-2018_10:07:53","Exp",7327,19,"female","R",3,3,4,"moralOther","moralOther","match","m","n",0,1.0747,"Good","Other"
"26-May-2018_10:07:55","Exp",7327,19,"female","R",3,3,5,"immoralOther","moralSelf","mismatch","n","n",1,0.849,"Bad","Other"
"26-May-2018_10:07:57","Exp",7327,19,"female","R",3,3,6,"immoralOther","immoralOther","match","m","m",1,0.6628,"Bad","Other"
"26-May-2018_10:08:00","Exp",7327,19,"female","R",3,3,7,"immoralSelf","immoralOther","mismatch","n","n",1,0.6647,"Bad","Self"
"26-May-2018_10:08:02","Exp",7327,19,"female","R",3,3,8,"moralSelf","moralSelf","match","m","m",1,0.6826,"Good","Self"
"26-May-2018_10:08:05","Exp",7327,19,"female","R",3,3,9,"moralSelf","immoralSelf","mismatch","n","n",1,0.8291,"Good","Self"
"26-May-2018_10:08:07","Exp",7327,19,"female","R",3,3,10,"moralSelf","moralSelf","match","m","m",1,0.7943,"Good","Self"
"26-May-2018_10:08:09","Exp",7327,19,"female","R",3,3,11,"moralOther","moralOther","match","m","m",1,0.6909,"Good","Other"
"26-May-2018_10:08:12","Exp",7327,19,"female","R",3,3,12,"immoralOther","moralOther","mismatch","n","n",1,0.6374,"Bad","Other"
"26-May-2018_10:08:14","Exp",7327,19,"female","R",3,3,13,"immoralSelf","immoralSelf","match","m","m",1,0.6388,"Bad","Self"
"26-May-2018_10:08:16","Exp",7327,19,"female","R",3,3,14,"moralSelf","moralSelf","match","m","m",1,0.6803,"Good","Self"
"26-May-2018_10:08:19","Exp",7327,19,"female","R",3,3,15,"moralOther","immoralOther","mismatch","n","m",0,0.8508,"Good","Other"
"26-May-2018_10:08:21","Exp",7327,19,"female","R",3,3,16,"immoralSelf","moralSelf","mismatch","n","n",1,0.7046,"Bad","Self"
"26-May-2018_10:08:23","Exp",7327,19,"female","R",3,3,17,"moralOther","moralOther","match","m","n",0,0.8515,"Good","Other"
"26-May-2018_10:08:26","Exp",7327,19,"female","R",3,3,18,"immoralSelf","immoralSelf","match","m","m",1,0.6332,"Bad","Self"
"26-May-2018_10:08:28","Exp",7327,19,"female","R",3,3,19,"immoralOther","immoralOther","match","m","m",1,0.7387,"Bad","Other"
"26-May-2018_10:08:31","Exp",7327,19,"female","R",3,3,20,"moralOther","immoralSelf","mismatch","n","n",1,0.9063,"Good","Other"
"26-May-2018_10:08:33","Exp",7327,19,"female","R",3,3,21,"moralSelf","moralOther","mismatch","n","m",0,0.5492,"Good","Self"
"26-May-2018_10:08:35","Exp",7327,19,"female","R",3,3,22,"moralSelf","immoralOther","mismatch","n","n",1,0.6768,"Good","Self"
"26-May-2018_10:08:38","Exp",7327,19,"female","R",3,3,23,"immoralSelf","moralSelf","mismatch","n","n",1,0.8431,"Bad","Self"
"26-May-2018_10:08:40","Exp",7327,19,"female","R",3,3,24,"immoralOther","immoralOther","match","m","m",1,0.6686,"Bad","Other"
"26-May-2018_10:09:00","Exp",7327,19,"female","R",3,4,1,"moralSelf","moralSelf","match","m","m",1,0.4858,"Good","Self"
"26-May-2018_10:09:02","Exp",7327,19,"female","R",3,4,2,"immoralOther","moralOther","mismatch","n","n",1,0.6323,"Bad","Other"
"26-May-2018_10:09:04","Exp",7327,19,"female","R",3,4,3,"immoralSelf","moralSelf","mismatch","n","n",1,0.7734,"Bad","Self"
"26-May-2018_10:09:07","Exp",7327,19,"female","R",3,4,4,"moralOther","moralOther","match","m","m",1,0.8899,"Good","Other"
"26-May-2018_10:09:09","Exp",7327,19,"female","R",3,4,5,"moralSelf","moralSelf","match","m","m",1,0.7003,"Good","Self"
"26-May-2018_10:09:12","Exp",7327,19,"female","R",3,4,6,"immoralSelf","immoralSelf","match","m","m",1,0.771,"Bad","Self"
"26-May-2018_10:09:14","Exp",7327,19,"female","R",3,4,7,"moralSelf","moralOther","mismatch","n","m",0,0.7311,"Good","Self"
"26-May-2018_10:09:17","Exp",7327,19,"female","R",3,4,8,"immoralSelf","moralSelf","mismatch","n","n",1,0.9424,"Bad","Self"
"26-May-2018_10:09:19","Exp",7327,19,"female","R",3,4,9,"immoralOther","moralOther","mismatch","n","n",1,0.7661,"Bad","Other"
"26-May-2018_10:09:21","Exp",7327,19,"female","R",3,4,10,"immoralOther","immoralOther","match","m","m",1,0.5102,"Bad","Other"
"26-May-2018_10:09:23","Exp",7327,19,"female","R",3,4,11,"immoralSelf","immoralSelf","match","m","m",1,0.713,"Bad","Self"
"26-May-2018_10:09:26","Exp",7327,19,"female","R",3,4,12,"immoralOther","immoralOther","match","m","m",1,0.804,"Bad","Other"
"26-May-2018_10:09:28","Exp",7327,19,"female","R",3,4,13,"immoralOther","immoralOther","match","m","m",1,0.5048,"Bad","Other"
"26-May-2018_10:09:30","Exp",7327,19,"female","R",3,4,14,"moralOther","moralOther","match","m","m",1,0.7478,"Good","Other"
"26-May-2018_10:09:33","Exp",7327,19,"female","R",3,4,15,"moralOther","immoralSelf","mismatch","n","n",1,0.5953,"Good","Other"
"26-May-2018_10:09:35","Exp",7327,19,"female","R",3,4,16,"moralSelf","moralSelf","match","m","m",1,0.5878,"Good","Self"
"26-May-2018_10:09:37","Exp",7327,19,"female","R",3,4,17,"moralOther","immoralOther","mismatch","n","n",1,0.7405,"Good","Other"
"26-May-2018_10:09:40","Exp",7327,19,"female","R",3,4,18,"moralOther","moralOther","match","m","m",1,0.788,"Good","Other"
"26-May-2018_10:09:42","Exp",7327,19,"female","R",3,4,19,"immoralSelf","immoralSelf","match","m","m",1,0.6525,"Bad","Self"
"26-May-2018_10:09:44","Exp",7327,19,"female","R",3,4,20,"moralOther","immoralSelf","mismatch","n","n",1,0.6903,"Good","Other"
"26-May-2018_10:09:47","Exp",7327,19,"female","R",3,4,21,"moralSelf","immoralOther","mismatch","n","n",1,0.7728,"Good","Self"
"26-May-2018_10:09:49","Exp",7327,19,"female","R",3,4,22,"immoralOther","immoralSelf","mismatch","n","m",0,0.7249,"Bad","Other"
"26-May-2018_10:09:51","Exp",7327,19,"female","R",3,4,23,"immoralSelf","moralOther","mismatch","n","n",1,0.772,"Bad","Self"
"26-May-2018_10:09:54","Exp",7327,19,"female","R",3,4,24,"moralSelf","immoralOther","mismatch","n","n",1,0.7561,"Good","Self"
"26-May-2018_10:09:56","Exp",7327,19,"female","R",3,5,1,"moralOther","moralSelf","mismatch","n","m",0,0.6719,"Good","Other"
"26-May-2018_10:09:58","Exp",7327,19,"female","R",3,5,2,"immoralSelf","moralSelf","mismatch","n","n",1,0.7421,"Bad","Self"
"26-May-2018_10:10:01","Exp",7327,19,"female","R",3,5,3,"immoralSelf","immoralSelf","match","m","n",0,0.8057,"Bad","Self"
"26-May-2018_10:10:03","Exp",7327,19,"female","R",3,5,4,"moralOther","immoralOther","mismatch","n","n",1,0.8827,"Good","Other"
"26-May-2018_10:10:06","Exp",7327,19,"female","R",3,5,5,"moralOther","moralOther","match","m","m",1,0.8291,"Good","Other"
"26-May-2018_10:10:08","Exp",7327,19,"female","R",3,5,6,"moralOther","moralOther","match","m","m",1,0.5464,"Good","Other"
"26-May-2018_10:10:10","Exp",7327,19,"female","R",3,5,7,"immoralOther","immoralOther","match","m","m",1,0.642,"Bad","Other"
"26-May-2018_10:10:13","Exp",7327,19,"female","R",3,5,8,"immoralOther","moralSelf","mismatch","n","n",1,0.6034,"Bad","Other"
"26-May-2018_10:10:15","Exp",7327,19,"female","R",3,5,9,"moralSelf","immoralOther","mismatch","n","n",1,0.68,"Good","Self"
"26-May-2018_10:10:17","Exp",7327,19,"female","R",3,5,10,"immoralSelf","immoralOther","mismatch","n","n",1,0.8666,"Bad","Self"
"26-May-2018_10:10:20","Exp",7327,19,"female","R",3,5,11,"moralOther","moralOther","match","m","m",1,0.5887,"Good","Other"
"26-May-2018_10:10:22","Exp",7327,19,"female","R",3,5,12,"moralSelf","moralSelf","match","m","m",1,0.6132,"Good","Self"
"26-May-2018_10:10:24","Exp",7327,19,"female","R",3,5,13,"immoralSelf","moralSelf","mismatch","n","n",1,0.5903,"Bad","Self"
"26-May-2018_10:10:27","Exp",7327,19,"female","R",3,5,14,"moralSelf","moralOther","mismatch","n","m",0,0.7987,"Good","Self"
"26-May-2018_10:10:29","Exp",7327,19,"female","R",3,5,15,"immoralOther","immoralOther","match","m","m",1,0.5796,"Bad","Other"
"26-May-2018_10:10:31","Exp",7327,19,"female","R",3,5,16,"moralSelf","immoralSelf","mismatch","n","n",1,0.7119,"Good","Self"
"26-May-2018_10:10:34","Exp",7327,19,"female","R",3,5,17,"immoralSelf","immoralSelf","match","m","m",1,0.8189,"Bad","Self"
"26-May-2018_10:10:36","Exp",7327,19,"female","R",3,5,18,"immoralSelf","immoralSelf","match","m","m",1,0.5719,"Bad","Self"
"26-May-2018_10:10:38","Exp",7327,19,"female","R",3,5,19,"moralOther","immoralOther","mismatch","n","n",1,0.708,"Good","Other"
"26-May-2018_10:10:40","Exp",7327,19,"female","R",3,5,20,"immoralOther","immoralOther","match","m","m",1,0.5428,"Bad","Other"
"26-May-2018_10:10:42","Exp",7327,19,"female","R",3,5,21,"moralSelf","moralSelf","match","m","m",1,0.5585,"Good","Self"
"26-May-2018_10:10:45","Exp",7327,19,"female","R",3,5,22,"immoralOther","moralOther","mismatch","n","n",1,0.6423,"Bad","Other"
