,?..build,computer.platform,date,time,subject,seed,sessionid,blockcode,blocknum,trialcode,trialnum,current_condition,condition_index,oldnew,ltm_item,oldnew_resp,oldnew_RT
21976,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,210,65,6,5,114,4,1312
21977,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,213,55,5,5,120,4,844
21978,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,216,15,1,5,98,4,625
21979,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,219,20,2,0,152,1,1505
21980,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,222,60,6,0,24,3,1417
21981,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,230,35,3,5,115,4,1414
21982,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,233,25,2,5,120,4,648
21983,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,236,50,5,0,26,3,1253
21984,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,239,40,4,0,182,3,770
21985,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,242,15,1,5,124,5,1782
21986,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,245,10,1,0,146,1,2153
21987,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,248,20,2,0,149,4,2106
21988,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,251,55,5,5,106,4,744
21989,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,254,40,4,0,190,4,1009
21990,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,257,55,5,5,101,4,811
21991,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,260,10,1,0,147,1,1788
21992,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,263,65,6,5,132,4,2001
21993,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,266,10,1,0,149,1,1639
21994,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,269,65,6,5,109,4,998
21995,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,272,45,4,5,126,4,766
21996,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,275,30,3,0,188,4,785
21997,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,278,35,3,5,131,4,901
21998,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,281,50,5,0,27,4,1293
21999,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,284,40,4,0,183,1,2312
22000,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,287,35,3,5,130,4,1872
22001,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,290,60,6,0,27,2,1467
22002,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,293,45,4,5,125,3,1136
22003,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,296,15,1,5,102,4,1352
22004,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,299,25,2,5,110,4,988
22005,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,302,60,6,0,23,4,745
22006,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,305,20,2,0,153,2,3228
22007,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,308,15,1,5,121,4,1119
22008,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,311,45,4,5,127,3,824
22009,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,314,30,3,0,190,3,1046
22010,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,317,65,6,5,123,4,1287
22011,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,320,55,5,5,100,4,927
22012,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,323,25,2,5,131,4,1786
22013,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,326,60,6,0,25,5,1435
22014,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,329,20,2,0,145,5,929
22015,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,332,50,5,0,24,4,1082
22016,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,335,30,3,0,185,4,1068
22017,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,338,65,6,5,111,5,923
22018,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,341,30,3,0,187,4,1481
22019,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,344,10,1,0,153,1,1753
22020,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,347,25,2,5,130,3,1768
22021,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,350,30,3,0,192,3,774
22022,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,353,50,5,0,30,1,2283
22023,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,356,50,5,0,22,3,806
22024,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,359,60,6,0,22,4,675
22025,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,362,25,2,5,119,4,682
22026,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,365,50,5,0,23,4,685
22027,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,368,30,3,0,186,3,882
22028,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,371,55,5,5,99,4,1836
22029,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,374,55,5,5,108,4,1024
22030,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,377,35,3,5,104,4,1122
22031,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,380,45,4,5,99,4,737
22032,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,383,45,4,5,118,4,1038
22033,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,386,55,5,5,113,4,968
22034,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,389,35,3,5,112,4,785
22035,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,392,60,6,0,21,5,1003
22036,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,395,10,1,0,156,2,1981
22037,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,398,40,4,0,192,3,935
22038,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,401,20,2,0,154,4,952
22039,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,404,15,1,5,128,3,779
22040,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,407,10,1,0,152,3,814
22041,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,410,35,3,5,122,4,1573
22042,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,413,15,1,5,127,4,732
22043,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,416,25,2,5,102,5,951
22044,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,419,15,1,5,107,5,883
22045,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,422,65,6,5,112,4,986
22046,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,425,45,4,5,116,4,883
22047,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,428,65,6,5,101,3,1347
22048,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,431,40,4,0,181,3,722
22049,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,434,40,4,0,187,4,803
22050,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,437,20,2,0,147,4,648
22051,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,440,20,2,0,150,4,570
22052,6.5.1,win,2021/11/18,17:48:51,6112e922bc691be5b832927d,23,1,main,2,next_trial,443,60,6,0,29,4,741
22053,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,practice,1,next_trial,17,85,8,5,42,4,2977
22054,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,practice,1,next_trial,20,80,8,0,2,2,1907
22055,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,practice,1,next_trial,23,85,8,5,41,4,1886
22056,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,practice,1,next_trial,26,80,8,0,1,3,2356
22057,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,9,50,5,0,27,2,3563
22058,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,12,25,2,5,112,4,1864
22059,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,15,55,5,5,133,5,2163
22060,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,18,15,1,5,110,3,1596
22061,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,21,40,4,0,187,3,1464
22062,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,24,15,1,5,113,6,2073
22063,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,27,35,3,5,130,4,1673
22064,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,30,10,1,0,157,3,1666
22065,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,33,30,3,0,197,2,1467
22066,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,36,55,5,5,115,4,2654
22067,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,39,10,1,0,155,1,1852
22068,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,42,60,6,0,33,5,1722
22069,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,45,15,1,5,104,5,2090
22070,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,48,25,2,5,105,2,2084
22071,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,51,20,2,0,152,3,1247
22072,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,54,65,6,5,136,3,1384
22073,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,57,35,3,5,107,5,1783
22074,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,60,45,4,5,108,5,1855
22075,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,63,65,6,5,137,3,1535
22076,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,66,40,4,0,192,2,1339
22077,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,69,65,6,5,115,5,2344
22078,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,72,60,6,0,30,4,1548
22079,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,75,20,2,0,157,2,1768
22080,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,78,10,1,0,159,2,1698
22081,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,81,30,3,0,198,5,2014
22082,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,84,50,5,0,33,3,1677
22083,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,87,50,5,0,31,1,1918
22084,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,90,40,4,0,190,4,1969
22085,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,93,35,3,5,134,3,2278
22086,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,96,55,5,5,121,5,2436
22087,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,99,45,4,5,124,4,2548
22088,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,102,20,2,0,159,3,1390
22089,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,105,30,3,0,196,5,1984
22090,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,108,25,2,5,135,2,2172
22091,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,111,60,6,0,35,3,1196
22092,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,114,45,4,5,131,3,1509
22093,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,117,10,1,0,153,1,1963
22094,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,120,20,2,0,161,2,1632
22095,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,123,55,5,5,131,4,1686
22096,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,126,60,6,0,25,3,1423
22097,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,129,65,6,5,107,3,1229
22098,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,132,55,5,5,124,2,1579
22099,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,135,50,5,0,34,2,2303
22100,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,138,15,1,5,117,4,1861
22101,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,141,55,5,5,114,5,1888
22102,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,144,20,2,0,153,2,2081
22103,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,147,25,2,5,118,3,1351
22104,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,150,65,6,5,129,3,1373
22105,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,153,65,6,5,128,2,2734
22106,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,156,50,5,0,25,5,2100
22107,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,159,30,3,0,195,4,1513
22108,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,162,30,3,0,189,4,3509
22109,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,165,60,6,0,31,3,1360
22110,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,168,15,1,5,111,3,1465
22111,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,171,25,2,5,117,3,1486
22112,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,174,20,2,0,155,4,1674
22113,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,177,35,3,5,129,5,1911
22114,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,180,35,3,5,118,4,1809
22115,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,183,10,1,0,160,1,2242
22116,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,186,35,3,5,105,3,1514
22117,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,189,15,1,5,116,5,1845
22118,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,192,40,4,0,193,4,1510
22119,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,195,45,4,5,123,3,1552
22120,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,198,30,3,0,194,4,2508
22121,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,201,10,1,0,151,2,1760
22122,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,204,40,4,0,195,2,1985
22123,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,207,50,5,0,29,1,1929
22124,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,210,60,6,0,28,4,2133
22125,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,213,40,4,0,196,4,1884
22126,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,216,45,4,5,130,2,1704
22127,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,219,45,4,5,106,5,3533
22128,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,222,25,2,5,120,5,3234
22129,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,230,40,4,0,188,3,1600
22130,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,233,35,3,5,123,5,1593
22131,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,236,10,1,0,156,2,1435
22132,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,239,60,6,0,34,2,1704
22133,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,242,50,5,0,28,1,1816
22134,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,245,65,6,5,119,2,2123
22135,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,248,50,5,0,26,4,1708
22136,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,251,60,6,0,32,2,1350
22137,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,254,25,2,5,109,3,2298
22138,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,257,25,2,5,114,3,1441
22139,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,260,65,6,5,121,3,1514
22140,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,263,35,3,5,128,2,1694
22141,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,266,15,1,5,122,3,1754
22142,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,269,45,4,5,125,2,2128
22143,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,272,55,5,5,103,5,1990
22144,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,275,40,4,0,189,4,1844
22145,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,278,20,2,0,158,4,2281
22146,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,281,40,4,0,197,3,1889
22147,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,284,60,6,0,36,3,1730
22148,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,287,10,1,0,152,2,2299
22149,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,290,15,1,5,127,5,1592
22150,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,293,55,5,5,112,4,1674
22151,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,296,15,1,5,125,4,2170
22152,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,299,55,5,5,126,3,1420
22153,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,302,30,3,0,187,2,1246
22154,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,305,25,2,5,122,3,2400
22155,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,308,50,5,0,35,3,1938
22156,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,311,45,4,5,127,4,1670
22157,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,314,65,6,5,134,4,1712
22158,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,317,30,3,0,188,1,2254
22159,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,320,30,3,0,192,2,1607
22160,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,323,35,3,5,109,3,1305
22161,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,326,20,2,0,154,4,1477
22162,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,329,20,2,0,160,5,2444
22163,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,332,45,4,5,138,3,3467
22164,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,335,10,1,0,154,2,1882
22165,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,338,20,2,0,162,3,1900
22166,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,341,60,6,0,29,3,1640
22167,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,344,35,3,5,136,4,1765
22168,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,347,60,6,0,27,3,1539
22169,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,350,10,1,0,158,2,1860
22170,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,353,20,2,0,151,4,1802
22171,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,356,15,1,5,132,3,1591
22172,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,359,40,4,0,198,5,2506
22173,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,362,30,3,0,190,2,1974
22174,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,365,35,3,5,119,5,1828
22175,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,368,50,5,0,36,4,1634
22176,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,371,15,1,5,120,4,1706
22177,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,374,10,1,0,162,1,2051
22178,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,377,10,1,0,161,2,1677
22179,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,380,60,6,0,26,5,2145
22180,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,383,25,2,5,116,4,2458
22181,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,386,25,2,5,132,3,1684
22182,6.5.1,mac,2021/11/18,16:24:23,610030180e6429e36c3d07e4,24,1,main,2,next_trial,389,55,5,5,108,3,1601
