"","age","language","avgtemp","DEQ","ALEX1","ALEX2","ALEX3","ALEX4","ALEX5","ALEX6","ALEX7","ALEX8","ALEX9","ALEX10","ALEX11","ALEX12","ALEX13","ALEX14","ALEX15","ALEX16","ECR1","ECR2","ECR3","ECR4","ECR5","ECR6","ECR7","ECR8","ECR9","ECR10","ECR11","ECR12","ECR13","ECR14","ECR15","ECR16","ECR17","ECR18","ECR19","ECR20","ECR21","ECR22","ECR23","ECR24","ECR25","ECR26","ECR27","ECR28","ECR29","ECR30","ECR31","ECR32","ECR33","ECR34","ECR35","ECR36","HOME1","HOME2","HOME3","HOME4","HOME5","HOME6","HOME7","HOME8","HOME9","KAMF1","KAMF2","KAMF3","KAMF4","KAMF5","KAMF6","KAMF7","SNI1","SNI2","SNI3","SNI4","SNI5","SNI6","SNI7","SNI8","SNI9","SNI10","SNI11","SNI12","SNI13","SNI14","SNI15","SNI16","SNI17","SNI18","SNI19","SNI20","SNI21","SNI22","SNI23","SNI24","SNI25","SNI26","SNI27","SNI28","SNI29","SNI30","SNI31","SNI32","socialdiversity"
"329",1990,1,36.5,50.6000061,3,3,3,2,3,3,1,1,3,1,3,3,3,2,4,3,4,1,1,2,6,1,2,1,6,4,2,1,1,5,1,1,1,1,1,1,1,1,1,1,2,1,7,2,1,1,1,1,7,2,1,5,5,4,5,5,5,5,5,5,5,2,2,2,2,2,1,1,1,1,NA,4,4,4,4,3,3,4,4,2,1,2,8,3,8,8,1,2,8,2,"Gefahrenabwehr","Sportverein 1","Sportverein 2","Uni",NA,7,7,7,7,NA,10
"330",1990,7,36.55,39.92889404,4,2,4,2,2,2,2,4,4,3,4,4,2,1,2,2,7,7,7,7,7,7,6,5,6,2,6,3,6,2,5,6,6,4,2,1,2,2,3,1,3,2,1,2,2,1,1,3,2,1,2,1,4,3,2,2,2,4,2,2,3,4,5,7,3,4,2,4,2,1,0,4,2,5,0,1,0,5,3,1,1,1,1,3,4,3,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"331",1990,9,36.65,52.25,2,3,2,2,2,2,2,2,2,2,2,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,7,1,2,2,1,4,2,1,1,3,1,1,2,2,1,1,1,2,1,2,2,1,4,4,1,1,4,4,4,4,4,2,2,2,4,4,5,4,2,5,2,5,1,1,NA,4,2,4,4,8,3,7,5,2,5,1,NA,6,1,6,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"332",1990,7,36.7,39.92889404,2,2,4,3,2,4,3,3,3,2,4,2,3,2,3,2,3,2,2,5,6,2,2,2,6,2,2,2,6,2,2,2,3,2,5,2,4,2,2,2,2,2,2,2,2,3,2,2,4,4,2,3,5,4,4,5,5,5,5,4,4,4,4,5,4,4,5,5,2,1,0,4,4,5,0,3,1,8,4,1,1,2,5,1,1,7,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"333",1990,5,36.80555556,37.55769348,4,4,1,4,2,4,4,2,2,4,2,2,2,2,2,2,6,3,5,6,2,5,6,5,5,5,3,5,3,2,6,5,7,2,4,2,2,3,2,3,2,3,3,2,2,2,2,5,7,7,2,3,4,4,3,4,3,2,4,4,4,3,2,4,3,3,3,1,1,1,NA,4,4,2,1,2,1,7,6,1,NA,2,6,3,1,4,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"334",1991,5,35.1,51.75,1,1,1,2,3,1,1,2,1,1,1,3,3,2,1,2,4,1,2,1,2,4,1,2,2,2,2,2,2,4,2,4,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,2,2,4,4,3,4,4,4,4,4,4,3,2,5,5,4,4,2,4,2,1,NA,3,3,5,NA,2,2,6,6,1,NA,2,8,1,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"335",1991,5,35.15,51.75,3,2,2,3,2,3,3,2,3,2,3,2,2,3,3,3,3,4,3,4,4,3,3,4,3,3,4,3,3,3,4,3,3,3,3,4,3,4,4,3,3,5,5,5,4,4,4,3,5,3,4,3,4,3,4,3,3,3,4,4,4,4,5,4,3,3,3,3,1,1,NA,4,4,4,1,1,NA,4,8,2,8,2,3,1,NA,NA,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"336",1991,5,35.15,1.293106079,2,2,3,2,2,3,4,2,2,2,2,2,2,2,4,2,2,2,6,2,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,3,4,5,3,2,3,3,2,1,NA,4,4,5,NA,2,2,8,8,2,1,2,8,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"337",1991,3,35.25,39.91169739,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,2,5,2,1,3,5,5,2,3,5,2,6,2,2,2,2,6,2,1,3,3,4,2,2,2,2,2,2,3,2,3,2,2,4,4,2,2,5,4,4,4,4,5,5,5,4,5,4,4,2,3,2,3,2,1,NA,4,4,4,1,8,6,8,8,1,NA,2,8,1,NA,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"338",1991,5,35.33333333,37.55380249,4,5,4,1,5,5,5,5,5,4,3,2,5,1,5,1,7,7,7,7,7,7,7,7,1,7,1,7,7,7,7,7,7,7,7,1,7,1,7,7,7,1,1,1,1,1,1,7,1,1,1,1,5,4,4,4,4,5,3,2,4,2,3,4,3,3,5,5,2,1,NA,4,4,5,NA,3,2,4,4,1,NA,2,8,1,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"339",1991,1,35.6,47.39990234,2,2,2,2,3,2,4,2,2,3,2,2,3,2,3,2,2,2,2,2,4,2,2,2,6,3,2,2,2,2,2,2,2,1,4,3,2,3,2,2,2,2,2,4,4,3,5,1,6,6,2,5,5,5,4,5,5,5,3,4,4,4,4,6,2,4,2,4,1,1,NA,4,4,4,2,2,2,4,4,1,NA,1,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"340",1991,1,35.6,52.40969849,2,1,2,1,3,3,2,2,1,3,3,1,2,2,2,1,5,2,6,3,7,4,5,5,5,4,3,4,1,2,6,5,4,4,2,1,7,2,2,1,3,3,2,1,2,1,2,1,6,6,2,3,4,4,4,5,5,3,4,5,5,4,5,4,4,2,2,3,2,1,NA,4,4,5,NA,4,1,8,8,1,NA,2,6,3,1,8,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"341",1991,5,35.7,51.75,2,1,1,5,2,2,3,4,1,1,2,1,2,4,4,2,1,1,1,1,1,5,2,1,7,1,6,1,2,1,2,1,2,2,1,7,2,5,2,4,2,6,7,6,6,6,7,2,7,6,6,7,5,5,5,5,4,5,4,4,5,1,1,3,2,2,2,1,2,1,NA,2,2,5,NA,8,5,7,3,2,8,1,NA,3,1,8,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"342",1991,5,35.75,NA,2,3,3,3,1,2,3,2,2,2,1,2,2,2,3,2,5,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,2,5,5,4,5,5,4,3,4,4,4,5,4,5,4,4,4,2,1,NA,4,4,5,NA,1,NA,5,6,1,NA,2,6,1,NA,NA,3,2,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"343",1991,6,35.75,44.81860352,2,2,1,1,4,3,4,2,1,2,3,2,3,2,3,1,1,1,1,2,3,3,2,2,7,1,7,3,4,1,2,1,1,5,7,1,1,NA,4,8,3,1,1,1,NA,1,1,4,7,NA,1,1,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,2,1,NA,4,4,4,3,3,1,4,3,1,NA,2,8,3,2,8,2,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"344",1991,4,35.8,NA,2,1,2,2,2,1,1,2,2,1,1,2,3,3,4,2,1,1,1,2,4,1,1,6,3,1,3,1,2,2,1,1,5,2,3,5,6,5,5,3,2,3,2,7,6,5,6,2,3,3,2,2,4,2,4,4,2,1,1,2,2,2,2,1,1,1,2,2,2,1,NA,4,2,4,1,2,2,5,5,1,NA,2,8,1,NA,NA,6,1,NA,2,"OSI Boksing","Seminar PSY101","Seminar PSY1101","OSI Dans","Kollokvie",7,5,5,7,3,7
"345",1991,5,35.8,1.293106079,3,4,2,4,2,2,4,4,4,4,3,2,2,3,4,4,5,5,5,3,4,4,4,3,5,5,5,4,4,3,3,6,3,5,5,3,4,3,5,4,3,3,5,2,3,3,3,3,3,3,3,3,5,5,5,5,5,5,2,4,4,5,4,5,1,3,3,3,2,1,NA,4,4,5,NA,8,8,7,7,2,1,2,3,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"346",1991,1,35.85,48.1499939,2,2,2,2,2,2,2,2,1,1,4,2,2,2,2,5,3,2,1,2,2,5,3,2,5,1,5,2,2,1,1,1,3,1,1,1,2,1,1,7,1,7,7,2,1,1,1,1,5,6,1,2,5,5,4,5,4,4,4,4,4,5,7,5,5,5,5,5,1,1,NA,4,2,4,2,4,3,5,3,1,NA,2,4,1,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"347",1991,5,35.9,51.75,2,2,1,2,2,2,2,3,3,2,2,1,1,4,4,2,2,3,4,3,2,1,3,6,4,3,5,2,5,2,2,2,2,2,3,6,6,3,6,3,3,6,5,6,4,7,5,6,7,5,6,6,2,4,3,2,2,1,2,3,3,1,2,1,2,2,2,2,2,1,NA,4,1,5,NA,5,1,1,1,1,NA,2,8,1,NA,NA,5,1,NA,2,"Sports",NA,NA,NA,NA,7,NA,NA,NA,NA,5
"348",1991,9,35.9,54.3500061,3,4,2,4,4,3,4,2,2,3,2,3,2,1,3,3,4,3,4,4,5,5,2,4,3,4,3,5,5,4,3,3,5,4,2,4,5,3,5,2,2,3,3,4,3,5,5,3,5,5,3,4,2,3,3,3,4,3,4,3,2,4,4,6,3,4,5,4,1,1,NA,4,4,3,3,5,5,8,5,2,1,1,NA,2,4,2,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"349",1991,4,35.9,59.91670227,3,2,4,2,3,4,4,2,2,4,3,1,2,1,2,2,5,5,5,5,3,6,5,5,5,5,2,2,5,2,5,5,6,1,4,2,6,5,4,5,5,5,6,3,3,3,3,3,5,5,5,3,4,2,4,4,3,4,4,4,4,4,3,2,1,1,3,3,2,1,NA,4,1,4,1,1,NA,5,4,1,NA,2,7,3,1,1,5,1,NA,2,"Sport","Kollektiv","Kollokvie","Ingen","Ingen",3,5,3,0,0,7
"350",1991,3,35.9,39.91169739,2,2,3,2,2,2,2,2,3,2,2,2,2,2,4,2,6,2,6,6,6,7,5,2,7,4,6,5,4,6,5,4,5,4,2,2,6,3,6,3,2,1,2,2,3,4,3,2,3,3,1,3,4,4,4,5,4,4,4,4,4,3,2,3,1,1,3,3,2,1,NA,4,2,5,NA,3,3,2,2,2,1,2,6,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"351",1991,1,35.91,47.36669922,4,4,2,4,3,2,2,4,1,3,2,2,3,1,3,1,1,1,2,1,1,2,1,2,2,1,1,1,3,1,4,1,2,1,3,2,1,2,1,2,2,2,2,2,2,2,2,2,7,7,2,1,5,5,5,5,5,2,2,5,5,3,4,4,2,2,5,3,2,1,NA,4,2,5,NA,6,6,8,7,1,NA,2,3,3,1,3,1,2,3,2,"Pfadfinder",NA,NA,NA,NA,5,NA,NA,NA,NA,7
"352",1991,1,35.95,51.30830383,2,2,2,2,2,1,3,1,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,4,1,1,1,4,2,1,1,1,3,6,1,1,1,1,1,5,3,4,1,4,5,4,4,3,2,2,3,3,4,5,6,3,2,2,4,1,1,NA,4,2,4,1,5,3,4,3,1,NA,2,6,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"353",1991,5,35.95,51.75,2,5,1,4,4,5,2,2,4,2,2,1,1,3,1,2,6,5,6,6,4,6,6,7,5,6,5,6,5,3,7,5,6,4,6,3,5,5,5,2,2,4,5,4,4,7,3,6,4,3,5,4,4,4,5,5,5,4,2,4,4,1,2,3,2,2,2,5,2,1,NA,4,4,5,NA,8,1,5,2,1,NA,2,7,1,NA,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"354",1991,1,36.05,46.5388031,3,2,1,2,1,2,2,2,1,2,2,1,1,4,3,1,1,2,2,5,2,2,2,6,2,2,2,5,1,1,1,5,2,5,1,1,6,2,1,1,1,5,5,2,2,1,1,1,6,5,2,2,3,2,4,3,4,1,1,3,3,3,3,5,2,2,3,4,2,1,NA,4,2,5,NA,4,3,7,4,1,NA,2,3,1,NA,NA,1,1,NA,2,"Meditationsgruppe",NA,NA,NA,NA,2,NA,NA,NA,NA,5
"355",1991,5,36.05555556,37.54150391,2,2,1,3,2,2,2,3,4,2,4,3,4,2,3,2,4,4,4,4,4,5,5,4,4,4,2,4,4,5,3,4,5,4,3,3,3,2,3,3,3,4,3,4,3,4,4,3,3,3,4,4,5,4,5,5,4,3,1,3,3,3,3,4,4,4,4,2,2,1,NA,4,4,5,NA,3,3,5,5,2,8,2,8,3,1,8,1,2,4,2,"work","church",NA,NA,NA,7,7,NA,NA,NA,8
"356",1991,5,36.1,51.75,2,2,1,2,1,4,4,2,2,2,2,3,2,2,3,2,5,2,5,5,5,6,1,4,2,4,2,4,2,5,7,4,6,1,4,2,6,5,2,2,4,4,5,2,3,3,1,5,6,5,1,4,2,3,4,4,3,2,3,2,2,4,4,3,2,3,1,2,4,1,NA,4,4,5,NA,3,2,5,4,1,NA,2,3,2,1,4,3,1,NA,2,"Movie club","Pole dancing group",NA,NA,NA,5,2,NA,NA,NA,6
"357",1991,3,36.1,39.91169739,1,4,1,2,1,3,1,2,2,2,1,1,2,1,1,1,5,4,4,6,5,4,2,4,7,1,7,4,2,1,4,4,4,1,2,7,6,7,6,4,5,7,7,4,2,6,5,4,7,7,2,5,4,4,3,5,4,4,4,4,4,5,8,7,7,7,7,8,2,1,NA,4,4,5,NA,1,NA,3,3,1,NA,2,8,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"358",1991,3,36.15,39.91169739,2,2,2,2,2,2,3,2,2,4,2,2,2,3,2,2,5,3,2,4,6,5,5,2,4,2,5,2,2,2,2,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,5,3,5,5,4,5,4,4,4,5,6,5,4,4,4,4,1,1,NA,4,4,4,4,4,1,7,4,1,NA,2,8,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"359",1991,5,36.15,51.75,2,3,2,2,2,3,3,2,2,3,2,2,2,1,2,2,6,5,6,6,6,4,5,5,4,2,3,5,5,3,5,5,4,4,5,3,5,4,5,5,3,4,4,3,4,5,3,3,5,5,3,5,4,4,4,4,4,4,2,3,3,3,4,3,2,2,2,3,2,1,NA,4,4,5,NA,8,1,8,4,1,NA,2,8,1,NA,NA,2,1,NA,2,"Oxford sirens","phonetics class",NA,NA,NA,10,5,NA,NA,NA,5
"360",1991,1,36.15,47.29200745,1,3,4,2,1,3,1,2,1,2,1,1,2,1,3,1,2,1,1,1,4,6,1,1,1,2,7,1,6,4,1,5,2,2,3,2,1,2,1,2,1,2,2,1,1,1,1,4,1,3,2,2,5,4,5,4,4,5,5,5,5,5,8,7,7,7,6,7,2,1,NA,4,2,5,NA,3,3,3,2,1,NA,2,6,1,NA,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"361",1991,9,36.2,52.25,4,5,2,4,2,4,5,5,4,3,4,1,1,3,5,3,1,1,1,5,4,2,1,4,2,1,6,2,2,2,5,6,2,1,7,7,4,6,6,6,6,6,5,4,4,5,6,6,4,4,4,7,5,5,5,5,5,5,5,3,3,3,3,4,2,2,1,1,2,1,NA,4,4,5,1,4,2,3,1,2,4,2,8,2,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"362",1991,4,36.2,59.91270447,4,3,1,3,4,3,2,3,2,2,4,2,2,2,3,2,6,2,2,3,6,2,2,2,2,2,2,3,4,2,5,6,6,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,5,5,4,5,5,3,3,4,4,4,6,6,3,4,3,3,1,1,NA,4,4,4,2,8,4,8,8,2,1,2,8,3,1,6,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"363",1991,9,36.2,51.1000061,2,3,2,3,4,3,3,2,2,2,2,3,3,2,2,2,2,2,2,5,5,5,2,2,2,2,6,2,2,2,2,4,5,1,2,2,2,1,2,1,1,2,1,2,2,2,2,1,3,2,2,2,5,5,5,5,5,5,5,5,5,5,7,7,7,6,5,4,1,1,NA,4,4,3,1,8,6,8,5,2,4,2,4,2,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"364",1991,4,36.2,59.91270447,4,5,3,3,4,3,5,2,4,4,3,3,2,2,2,2,3,4,4,5,4,4,4,4,4,3,3,5,4,4,4,4,6,4,3,2,5,3,2,2,3,3,3,3,3,3,3,3,3,3,2,4,2,4,3,5,5,3,3,4,4,2,4,5,3,3,3,2,2,1,NA,4,4,4,1,8,6,8,8,1,NA,2,5,3,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"365",1991,3,36.2,39.91169739,1,1,1,2,1,1,1,2,4,1,1,2,2,2,3,2,6,2,2,5,5,3,2,5,2,2,2,2,5,1,2,5,2,2,2,2,2,2,2,5,2,2,2,2,2,3,2,2,2,2,2,2,4,4,4,5,5,5,5,5,5,5,3,3,1,3,3,2,4,1,NA,4,4,4,1,4,3,7,7,1,NA,2,5,1,NA,NA,1,1,NA,2,"??renci Toplulu?u",NA,NA,NA,NA,7,NA,NA,NA,NA,6
"366",1991,5,36.25,51.75,3,3,3,2,4,3,3,4,3,4,4,1,3,2,3,2,5,5,5,5,7,5,5,5,3,4,2,6,5,4,5,4,6,5,5,3,4,3,5,3,4,4,3,2,5,5,3,4,3,4,3,4,4,4,4,4,4,4,3,3,3,4,4,3,1,1,4,4,1,1,NA,4,4,2,1,4,3,6,4,1,NA,2,6,3,1,8,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"367",1991,6,36.3,44.81860352,2,4,2,4,2,3,3,2,2,2,1,5,3,1,3,2,5,3,7,3,7,5,3,4,4,5,6,7,4,8,8,4,3,5,4,4,7,6,7,4,8,3,1,3,4,3,3,2,5,4,4,3,2,2,2,4,4,4,4,3,3,4,5,4,2,4,3,3,2,1,NA,4,4,5,NA,8,8,4,8,2,4,2,4,1,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"368",1991,6,36.335,44.81860352,2,4,2,4,2,2,4,2,4,2,1,2,4,2,2,2,2,2,2,4,2,2,2,8,NA,2,NA,2,2,2,8,2,2,2,8,5,5,3,8,8,5,5,5,6,6,6,6,5,6,6,NA,3,4,4,2,5,3,4,3,4,4,3,3,4,3,2,3,3,1,1,NA,4,4,4,1,4,3,5,5,2,1,2,2,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"369",1991,2,36.35,33.44999695,4,4,2,4,4,4,4,4,2,4,5,2,2,2,3,1,4,2,3,5,2,6,3,5,3,1,4,1,3,1,1,5,7,2,2,3,6,3,3,2,5,2,2,3,3,2,2,2,7,7,2,6,5,5,4,5,5,5,2,5,5,3,4,5,3,2,1,2,2,1,NA,4,2,5,NA,3,3,4,1,1,NA,2,8,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"370",1991,6,36.4,44.81860352,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,7,1,1,1,1,1,1,7,1,1,1,5,5,5,5,5,5,3,5,5,2,2,1,2,2,2,2,2,1,NA,4,4,4,4,7,7,4,4,1,NA,2,6,2,1,1,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"371",1991,8,36.4,40.66099548,2,2,2,3,2,2,2,2,2,2,2,3,2,3,5,1,6,6,3,3,6,6,6,5,3,2,3,2,2,2,2,7,6,2,2,4,5,1,2,2,2,4,1,4,4,1,1,2,3,3,1,1,4,5,4,4,5,3,3,3,3,4,5,5,2,5,2,4,2,1,NA,4,4,4,2,4,4,6,4,2,3,1,NA,3,1,8,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"372",1991,3,36.4,39.91169739,4,5,3,3,5,3,4,3,4,3,4,2,2,2,2,1,7,7,6,7,7,7,7,7,1,5,7,6,6,7,7,6,7,2,5,3,7,3,4,2,2,3,3,4,1,4,2,2,2,5,3,5,3,2,4,4,5,4,1,3,3,5,7,6,6,6,5,6,2,1,NA,4,4,5,NA,3,2,6,6,1,NA,2,8,1,NA,NA,1,1,NA,2,"bkft",NA,NA,NA,NA,3,NA,NA,NA,NA,5
"373",1991,5,36.44444444,37.55220032,4,5,1,4,2,4,2,2,4,2,4,2,2,1,2,2,6,1,1,1,1,1,5,6,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,4,4,5,4,3,2,2,2,4,4,6,2,2,4,3,2,1,NA,4,4,5,NA,3,2,4,3,1,NA,2,3,1,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"374",1991,9,36.45,52.25,2,2,2,2,2,2,2,4,1,2,2,2,2,1,4,2,1,1,1,1,1,1,1,1,7,1,7,1,1,1,7,1,4,4,7,7,1,7,7,7,1,7,7,7,7,7,7,6,4,4,7,7,5,1,5,5,1,5,5,5,5,5,7,6,7,5,6,3,2,1,NA,4,2,5,1,2,3,1,1,1,NA,2,4,2,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"375",1991,3,36.45,39.91169739,2,1,1,1,2,2,4,1,2,2,1,2,2,2,2,2,5,1,2,1,2,1,1,1,1,1,1,2,2,5,1,2,1,1,1,1,2,2,1,2,1,2,1,1,2,2,1,1,2,1,2,5,4,3,4,5,3,3,1,3,4,5,7,5,2,6,5,5,2,1,NA,4,4,4,1,8,5,8,8,1,NA,2,8,1,NA,NA,1,2,8,2,"siyasi parti",NA,NA,NA,NA,7,NA,NA,NA,NA,7
"376",1991,4,36.45,59.91270447,3,2,1,2,2,2,3,2,1,1,3,3,1,2,2,3,2,2,5,2,5,4,1,3,5,2,5,2,2,2,5,2,2,2,2,2,3,2,2,2,2,2,2,2,1,3,3,2,2,3,1,2,4,4,4,4,3,4,4,4,4,5,5,5,2,3,2,3,4,1,NA,4,4,3,1,5,2,4,4,1,NA,2,8,1,NA,NA,1,1,NA,2,"Kollokvie","0","0","0","0",4,0,0,0,0,7
"377",1991,5,36.45,1.293106079,2,4,2,4,2,2,2,2,2,4,2,2,4,3,4,4,3,3,3,4,4,3,3,5,5,3,4,3,3,3,5,3,5,3,5,3,5,4,3,4,5,4,5,3,5,5,3,5,4,4,4,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,NA,4,4,5,NA,2,2,3,3,1,NA,2,8,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"378",1991,6,36.5,44.81860352,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,5,5,5,5,5,5,3,5,5,3,2,1,2,2,2,2,2,1,NA,4,4,4,2,7,6,4,4,1,NA,2,3,2,1,6,6,1,NA,2,"Nektaria fitnes tim",NA,NA,NA,NA,5,NA,NA,NA,NA,7
"379",1991,7,36.5,30.58009338,1,2,2,2,2,2,4,2,4,2,2,2,1,2,2,2,7,2,1,2,6,1,1,2,4,1,4,4,2,1,1,1,6,1,2,2,1,2,1,2,1,2,2,1,1,1,1,4,2,2,2,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,1,0,4,2,4,1,8,1,8,4,1,1,2,5,3,1,8,1,2,1,1,"У     ",NA,NA,NA,NA,3,NA,NA,NA,NA,9
"380",1991,5,36.5,51.75,2,4,1,2,3,1,2,2,3,2,2,3,2,2,4,3,2,3,2,3,2,2,2,4,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,2,2,5,4,4,5,4,5,3,5,5,4,3,4,3,2,2,2,2,1,NA,4,4,5,NA,4,3,7,5,2,1,2,8,1,NA,NA,3,1,NA,2,"College Student Body",NA,NA,NA,NA,2,NA,NA,NA,NA,6
"381",1991,7,36.5,30.58009338,2,2,1,3,2,4,2,2,3,2,2,2,2,2,4,2,6,2,2,3,4,3,2,5,2,3,2,3,3,1,2,1,1,2,2,5,5,4,5,6,5,2,2,5,2,6,2,4,3,5,3,6,4,4,4,4,4,3,4,2,4,3,5,7,2,5,1,1,2,1,0,4,4,5,0,5,2,5,1,1,1,1,1,1,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"382",1991,3,36.5,39.91169739,3,2,3,3,2,3,4,3,4,3,4,2,4,4,4,3,6,5,3,6,7,5,6,5,6,4,6,4,4,2,2,6,6,2,2,2,5,3,5,2,1,3,3,3,6,3,3,5,3,2,3,4,5,4,5,5,5,5,4,4,4,3,6,4,2,2,4,3,2,1,NA,4,2,5,NA,3,7,5,8,1,NA,2,4,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"383",1991,1,36.55,49.49339294,2,2,1,2,2,1,1,3,1,1,1,1,2,2,4,3,4,3,4,4,4,2,3,4,3,5,5,1,3,1,3,3,2,1,4,6,4,5,5,4,4,4,4,5,4,7,6,3,7,6,3,4,2,4,3,4,2,2,1,4,3,3,3,2,2,3,3,3,2,1,NA,4,1,5,NA,5,1,8,5,1,NA,2,8,3,1,6,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"384",1991,9,36.55,52.61669922,1,2,1,2,2,3,3,1,1,2,2,4,3,1,3,2,2,1,2,5,6,5,1,1,2,1,4,2,2,2,2,6,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,6,5,5,2,2,4,5,4,5,5,5,3,4,5,4,5,3,2,2,4,1,2,1,NA,4,4,5,1,8,2,6,6,1,NA,2,6,6,8,8,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"385",1991,5,36.55555556,37.31199646,2,2,2,1,1,2,2,2,2,2,1,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,7,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,4,3,4,3,3,3,2,1,1,NA,4,4,4,1,4,4,3,3,2,2,2,5,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
