id,GENDER,SE_perf,SE_soc,SE_phys,SSES,personality,BFI10_1PP,BFI10_3PP_sp,BFI10_3PP_real
73,2,4,3.285714286,2.5,9.79,2,2,3.3,3.1
73,2,4,3.285714286,2.5,9.79,3,2.5,3.283333,3.133333
73,2,4,3.285714286,2.5,9.79,4,5,2.533333,2.583333
73,2,4,3.285714286,2.5,9.79,5,2.5,3.033333,2.9
74,2,1.714285714,2.428571429,2.333333333,6.48,1,3,3.583333,2.9
74,2,1.714285714,2.428571429,2.333333333,6.48,2,3.5,3.066667,3.016667
74,2,1.714285714,2.428571429,2.333333333,6.48,3,3,3.2,3.2
74,2,1.714285714,2.428571429,2.333333333,6.48,4,4,2.233333,2.75
74,2,1.714285714,2.428571429,2.333333333,6.48,5,4,2.766667,3.216667
75,2,3.285714286,3.571428571,2.833333333,9.69,1,2.5,2.9,2.516667
75,2,3.285714286,3.571428571,2.833333333,9.69,2,3.5,2.983333,2.566667
75,2,3.285714286,3.571428571,2.833333333,9.69,3,3.5,3.133333,2.9
75,2,3.285714286,3.571428571,2.833333333,9.69,4,5,2.85,3.5
75,2,3.285714286,3.571428571,2.833333333,9.69,5,3,2.866667,2.966667
76,2,3.142857143,3,2,8.14,1,4.5,3.1,2.316667
76,2,3.142857143,3,2,8.14,2,3.5,2.933333,2.8
76,2,3.142857143,3,2,8.14,3,3,3.233333,2.9
76,2,3.142857143,3,2,8.14,4,3,2.816667,3.883333
76,2,3.142857143,3,2,8.14,5,4.5,2.883333,2.9
77,2,4.285714286,2.857142857,3.666666667,10.81,1,4,3.383333,3.283333
77,2,4.285714286,2.857142857,3.666666667,10.81,2,3.5,2.983333,2.566667
77,2,4.285714286,2.857142857,3.666666667,10.81,3,3.5,3.216667,2.85
77,2,4.285714286,2.857142857,3.666666667,10.81,4,5,2.583333,3.016667
77,2,4.285714286,2.857142857,3.666666667,10.81,5,4.5,2.983333,2.633333
