"Subj";"Trial";"b1";"b2";"b3";"b4";"Cat";"Imgname"
"s33";"22";27;30;11;2;"SR";"s33_sr07"
"s33";"23";27;24;2;3;"RA";"ra06"
"s33";"24";51;60;15;2;"RA";"ra01"
"s33";"25";19;21;24;2;"SR";"s33_sr16"
"s33";"26";69;100;12;1;"SR";"s33_sr10"
"s33";"27";12;45;0;3;"RA";"ra13"
"s33";"28";20;57;97;1;"NR";"s34_sr12"
"s33";"29";10;25;18;3;"NR";"s34_sr05"
"s33";"30";46;80;100;1;"SR";"s33_sr12"
"s33";"31";47;45;0;2;"NR";"s34_sr10"
"s33";"32";40;56;45;2;"RA";"ra04"
"s33";"33";78;93;99;1;"SR";"s33_sr11"
"s33";"34";35;17;3;3;"SR";"s33_sr05"
"s33";"35";5;28;73;2;"GA";"ga12"
"s33";"36";7;14;18;2;"NR";"s34_sr06"
"s33";"37";60;90;98;2;"SR";"s33_sr01"
"s33";"38";62;33;10;3;"GA";"ga06"
"s33";"39";36;13;6;1;"SR";"s33_sr14"
"s33";"40";21;22;33;2;"NR";"s34_sr03"
"s33";"41";58;64;16;2;"RA";"ra14"
"s33";"42";72;44;11;1;"GA";"ga02"
"s33";"43";73;98;99;1;"SR";"s33_sr20"
"s33";"44";53;37;98;1;"SR";"s33_sr17"
"s33";"45";31;39;42;2;"GA";"ga14"
"s33";"46";19;73;99;1;"RA";"ra16"
"s33";"47";21;32;9;1;"GA";"ga13"
"s33";"48";16;18;20;3;"GA";"ga07"
"s33";"49";44;34;70;1;"SR";"s33_sr02"
"s33";"50";29;66;43;1;"NR";"s34_sr02"
"s33";"51";37;52;23;2;"GA";"ga10"
"s33";"52";45;42;28;1;"GA";"ga05"
"s33";"53";75;99;14;1;"RA";"ra02"
"s33";"54";74;99;7;1;"GA";"ga04"
"s33";"55";54;59;9;2;"GA";"ga09"
"s33";"56";50;25;3;2;"NR";"s34_sr20"
"s33";"57";58;74;9;3;"RA";"ra09"
"s33";"58";39;70;7;1;"NR";"s34_sr13"
"s33";"59";46;46;59;1;"SR";"s33_sr04"
"s33";"60";18;26;4;2;"SR";"s33_sr06"
"s33";"61";41;65;33;1;"NR";"s34_sr14"
"s33";"62";38;67;27;1;"NR";"s34_sr11"
"s33";"63";29;48;19;1;"RA";"ra17"
"s33";"64";29;34;27;2;"RA";"ra10"
"s33";"65";56;52;99;1;"SR";"s33_sr18"
"s33";"66";27;18;0;2;"RA";"ra11"
"s33";"67";10;2;0;3;"RA";"ra20"
"s33";"68";15;21;0;1;"GA";"ga17"
"s33";"69";15;30;24;2;"NR";"s34_sr15"
"s33";"70";50;32;71;2;"NR";"s34_sr08"
"s33";"71";30;26;42;2;"SR";"s33_sr03"
"s33";"72";18;21;57;2;"NR";"s34_sr19"
"s33";"73";38;33;92;1;"GA";"ga19"
"s33";"74";20;31;75;1;"RA";"ra03"
"s33";"75";38;23;46;1;"NR";"s34_sr16"
"s33";"76";30;23;44;3;"NR";"s34_sr01"
"s33";"77";57;54;41;2;"GA";"ga08"
"s33";"78";47;63;10;1;"SR";"s33_sr19"
"s33";"79";66;99;19;3;"RA";"ra19"
"s33";"80";3;0;0;3;"RA";"ra08"
"s34";"1";50;54;21;3;"RA";"ra08"
"s34";"2";60;58;11;2;"RA";"ra19"
"s34";"3";57;40;55;3;"SR";"s34_sr19"
"s34";"4";31;48;48;2;"GA";"ga08"
"s34";"5";54;43;77;3;"NR";"s33_sr01"
"s34";"6";16;21;60;3;"NR";"s33_sr16"
"s34";"7";54;56;11;3;"RA";"ra03"
"s34";"8";7;19;76;3;"GA";"ga19"
"s34";"9";32;13;4;3;"NR";"s33_sr19"
"s34";"10";44;29;57;3;"SR";"s34_sr03"
"s34";"11";44;38;64;3;"NR";"s33_sr08"
"s34";"12";30;3;1;3;"NR";"s33_sr15"
"s34";"13";6;15;2;3;"GA";"ga17"
"s34";"14";42;52;2;3;"RA";"ra20"
"s34";"15";66;82;8;3;"RA";"ra11"
"s34";"16";61;51;78;3;"SR";"s34_sr18"
"s34";"17";63;73;13;2;"RA";"ra10"
"s34";"18";66;70;13;3;"RA";"ra17"
"s34";"19";65;45;62;3;"NR";"s33_sr11"
"s34";"20";6;0;0;3;"NR";"s33_sr14"
"s34";"21";19;30;27;3;"SR";"s34_sr06"
"s34";"22";25;19;24;3;"SR";"s34_sr04"
"s34";"23";20;10;52;3;"NR";"s33_sr13"
"s34";"24";71;80;6;2;"RA";"ra09"
"s34";"25";26;15;4;3;"NR";"s33_sr20"
"s34";"26";74;71;32;2;"GA";"ga09"
"s34";"27";68;72;53;2;"GA";"ga04"
"s34";"28";61;72;4;2;"RA";"ra02"
"s34";"29";56;46;48;3;"GA";"ga05"
"s34";"30";37;43;2;3;"GA";"ga10"
"s34";"31";36;47;73;3;"NR";"s33_sr02"
"s34";"32";46;45;92;3;"SR";"s34_sr02"
"s34";"33";55;66;60;3;"GA";"ga07"
"s34";"34";28;13;10;3;"GA";"ga13"
"s34";"35";56;80;4;2;"RA";"ra16"
"s34";"36";37;25;5;2;"GA";"ga14"
"s34";"37";23;24;17;3;"SR";"s34_sr17"
"s34";"38";33;25;81;3;"SR";"s34_sr20"
"s34";"39";50;49;46;3;"GA";"ga02"
"s34";"40";44;59;7;3;"RA";"ra14"
"s34";"41";33;36;71;3;"NR";"s33_sr03"
"s34";"42";34;36;79;3;"SR";"s34_sr14"
"s34";"43";60;67;6;3;"GA";"ga06"
"s34";"44";48;50;100;3;"SR";"s34_sr01"
"s34";"45";26;26;17;3;"NR";"s33_sr06"
"s34";"46";11;20;16;3;"GA";"ga12"
"s34";"47";40;23;54;3;"SR";"s34_sr05"
"s34";"48";48;32;67;3;"SR";"s34_sr11"
"s34";"49";80;98;51;3;"RA";"ra04"
"s34";"50";48;51;68;3;"NR";"s33_sr10"
"s34";"51";43;48;90;3;"SR";"s34_sr12"
"s34";"52";28;37;52;2;"NR";"s33_sr05"
"s34";"53";4;1;0;3;"NR";"s33_sr12"
"s34";"54";57;62;5;3;"RA";"ra13"
"s34";"55";23;26;82;3;"SR";"s34_sr10"
"s34";"56";23;27;92;3;"SR";"s34_sr16"
"s34";"57";54;58;3;2;"RA";"ra01"
"s34";"58";62;69;45;2;"RA";"ra06"
"s34";"59";49;47;79;3;"SR";"s34_sr07"
"s34";"60";25;27;35;3;"GA";"ga03"
"s34";"61";40;37;66;3;"NR";"s33_sr04"
"s34";"62";64;63;25;3;"RA";"ra07"
"s34";"63";22;13;12;3;"NR";"s33_sr18"
"s34";"64";54;54;3;3;"RA";"ra18"
"s34";"65";38;39;8;3;"GA";"ga01"
"s34";"66";14;17;18;3;"NR";"s33_sr17"
"s34";"67";20;17;11;3;"NR";"s33_sr07"
"s34";"68";2;2;2;3;"GA";"ga16"
"s34";"69";24;19;40;3;"GA";"ga11"
"s34";"70";42;46;86;3;"SR";"s34_sr15"
"s34";"71";32;18;35;3;"SR";"s34_sr09"
"s34";"72";71;77;8;2;"RA";"ra12"
"s34";"73";61;64;4;3;"RA";"ra05"
"s34";"74";50;43;56;3;"SR";"s34_sr08"
"s34";"75";5;4;13;3;"NR";"s33_sr09"
"s34";"76";8;7;54;3;"GA";"ga20"
"s34";"77";21;12;71;3;"GA";"ga15"
"s34";"78";27;24;21;3;"RA";"ra15"
"s34";"79";17;12;9;2;"GA";"ga18"
"s34";"80";43;37;51;3;"SR";"s34_sr13"
"s35";"1";65;70;57;2;"NR";"s36_sr03"
"s35";"2";82;52;5;3;"NR";"s36_sr14"
"s35";"3";90;72;40;2;"SR";"s35_sr11"
"s35";"4";12;25;3;3;"RA";"ra13"
"s35";"5";91;100;78;1;"SR";"s35_sr08"
"s35";"6";41;43;55;3;"SR";"s35_sr09"
"s35";"7";70;81;21;2;"GA";"ga17"
"s35";"8";58;69;17;3;"GA";"ga15"
"s35";"9";74;19;76;1;"NR";"s36_sr10"
"s35";"10";96;82;49;3;"RA";"ra09"
"s35";"11";65;43;6;3;"SR";"s35_sr17"
"s35";"12";91;37;28;3;"GA";"ga13"
"s35";"13";57;6;95;1;"SR";"s35_sr19"
"s35";"14";90;86;89;1;"RA";"ra15"
"s35";"15";60;79;27;3;"GA";"ga03"
"s35";"16";4;11;0;3;"RA";"ra20"
"s35";"17";50;37;41;3;"NR";"s36_sr01"
"s35";"18";43;47;61;3;"RA";"ra08"
"s35";"19";74;60;61;2;"SR";"s35_sr05"
"s35";"20";95;84;82;1;"SR";"s35_sr10"
"s35";"21";59;10;7;3;"RA";"ra19"
"s35";"22";92;90;94;3;"RA";"ra16"
"s35";"23";21;31;6;2;"NR";"s36_sr17"
"s35";"24";85;47;9;2;"NR";"s36_sr09"
"s35";"25";54;54;56;2;"SR";"s35_sr03"
"s35";"26";65;90;84;1;"GA";"ga08"
"s35";"27";23;69;31;3;"GA";"ga01"
"s35";"28";11;4;31;3;"NR";"s36_sr20"
"s35";"29";78;48;86;1;"SR";"s35_sr12"
"s35";"30";54;13;11;3;"RA";"ra18"
"s35";"31";50;94;76;2;"NR";"s36_sr08"
"s35";"32";92;100;40;3;"RA";"ra12"
"s35";"33";54;41;29;3;"RA";"ra14"
"s35";"34";37;33;22;3;"GA";"ga19"
"s35";"35";43;68;58;3;"NR";"s36_sr11"
"s35";"36";37;67;19;3;"NR";"s36_sr16"
"s35";"37";63;59;67;1;"GA";"ga18"
"s35";"38";50;11;57;3;"GA";"ga16"
"s35";"39";67;47;56;2;"RA";"ra03"
"s35";"40";89;88;83;1;"GA";"ga11"
"s35";"41";79;95;66;3;"NR";"s36_sr02"
"s35";"42";32;13;12;2;"NR";"s36_sr12"
"s35";"43";66;57;29;3;"SR";"s35_sr02"
"s35";"44";9;53;76;1;"SR";"s35_sr20"
"s35";"45";75;79;46;2;"NR";"s36_sr19"
"s35";"46";6;8;11;3;"RA";"ra05"
"s35";"47";27;75;29;3;"RA";"ra06"
"s35";"48";24;37;37;3;"SR";"s35_sr15"
"s35";"49";90;78;37;3;"GA";"ga05"
"s35";"50";23;89;78;2;"NR";"s36_sr15"
"s35";"51";97;86;60;1;"NR";"s36_sr13"
"s35";"52";70;86;40;3;"GA";"ga02"
"s35";"53";77;71;17;3;"SR";"s35_sr04"
"s35";"54";51;65;6;3;"NR";"s36_sr04"
"s35";"55";44;78;64;1;"GA";"ga20"
"s35";"56";34;94;99;1;"SR";"s35_sr07"
"s35";"57";4;36;35;3;"GA";"ga06"
"s35";"58";32;65;84;1;"SR";"s35_sr14"
"s35";"59";86;82;52;2;"SR";"s35_sr01"
"s35";"60";95;98;51;3;"RA";"ra10"
"s35";"61";75;91;17;3;"GA";"ga14"
"s35";"62";52;46;7;3;"RA";"ra02"
"s35";"63";73;69;42;3;"RA";"ra07"
"s35";"64";62;61;51;3;"NR";"s36_sr05"
"s35";"65";77;80;60;3;"SR";"s35_sr06"
"s35";"66";83;92;65;2;"NR";"s36_sr06"
"s35";"67";58;72;19;3;"GA";"ga07"
"s35";"68";52;56;18;2;"RA";"ra17"
"s35";"69";62;32;0;3;"NR";"s36_sr18"
"s35";"70";89;89;18;2;"RA";"ra04"
"s35";"71";80;78;10;3;"GA";"ga04"
"s35";"72";94;84;0;3;"GA";"ga09"
"s35";"73";49;39;32;3;"RA";"ra11"
"s35";"74";52;40;12;3;"RA";"ra01"
"s35";"75";35;4;6;2;"SR";"s35_sr13"
"s35";"76";70;80;15;2;"NR";"s36_sr07"
"s35";"77";86;56;2;3;"GA";"ga10"
"s35";"78";92;73;19;3;"GA";"ga12"
"s35";"79";28;38;43;2;"SR";"s35_sr16"
"s35";"80";58;35;27;2;"SR";"s35_sr18"
"s36";"1";44;0;47;3;"SR";"s36_sr18"
"s36";"2";1;1;11;3;"SR";"s36_sr16"
"s36";"3";18;12;99;3;"GA";"ga12"
"s36";"4";67;75;1;3;"GA";"ga10"
"s36";"5";34;25;31;3;"NR";"s35_sr07"
"s36";"6";61;65;17;1;"SR";"s36_sr13"
"s36";"7";34;25;1;3;"RA";"ra01"
"s36";"8";51;22;0;3;"RA";"ra11"
"s36";"9";56;49;0;2;"GA";"ga09"
"s36";"10";58;56;56;3;"GA";"ga04"
"s36";"11";39;31;49;3;"RA";"ra04"
"s36";"12";52;47;7;2;"NR";"s35_sr18"
"s36";"13";63;51;10;3;"RA";"ra17"
"s36";"14";36;52;97;3;"GA";"ga07"
"s36";"15";62;57;31;3;"NR";"s35_sr06"
"s36";"16";48;37;22;2;"SR";"s36_sr06"
"s36";"17";73;45;1;2;"NR";"s35_sr05"
"s36";"18";74;74;37;3;"RA";"ra07"
"s36";"19";59;36;1;3;"RA";"ra02"
"s36";"20";67;65;90;3;"GA";"ga14"
"s36";"21";33;4;1;3;"RA";"ra10"
"s36";"22";62;87;99;1;"SR";"s36_sr01"
"s36";"23";74;91;99;1;"SR";"s36_sr14"
"s36";"24";25;47;4;3;"GA";"ga06"
"s36";"25";12;39;55;2;"SR";"s36_sr07"
"s36";"26";31;4;23;3;"GA";"ga20"
"s36";"27";58;59;0;3;"NR";"s35_sr04"
"s36";"28";49;69;100;1;"SR";"s36_sr04"
"s36";"29";40;51;1;3;"GA";"ga02"
"s36";"30";0;1;88;3;"NR";"s35_sr13"
"s36";"31";38;8;70;3;"NR";"s35_sr15"
"s36";"32";34;44;26;3;"GA";"ga05"
"s36";"33";1;1;73;3;"SR";"s36_sr15"
"s36";"34";37;43;19;3;"RA";"ra06"
"s36";"35";32;26;19;3;"RA";"ra05"
"s36";"36";2;0;99;3;"NR";"s35_sr19"
"s36";"37";1;0;79;3;"SR";"s36_sr20"
"s36";"38";61;76;75;2;"SR";"s36_sr02"
"s36";"39";72;0;74;3;"NR";"s35_sr12"
"s36";"40";68;53;51;3;"NR";"s35_sr02"
"s36";"41";76;63;36;3;"GA";"ga11"
"s36";"42";50;41;45;3;"RA";"ra03"
"s36";"43";20;45;70;3;"GA";"ga16"
"s36";"44";49;51;34;3;"GA";"ga18"
"s36";"45";0;1;64;3;"NR";"s35_sr16"
"s36";"46";42;57;64;3;"NR";"s35_sr11"
"s36";"47";61;65;54;3;"GA";"ga19"
"s36";"48";67;63;0;3;"RA";"ra14"
"s36";"49";61;51;22;3;"RA";"ra12"
"s36";"50";70;71;46;3;"NR";"s35_sr08"
"s36";"51";27;23;0;3;"RA";"ra18"
"s36";"52";1;0;86;3;"SR";"s36_sr12"
"s36";"53";31;53;86;3;"NR";"s35_sr20"
"s36";"54";36;52;72;3;"GA";"ga01"
"s36";"55";55;55;23;3;"GA";"ga08"
"s36";"56";61;61;55;1;"SR";"s36_sr03"
"s36";"57";1;1;32;3;"NR";"s35_sr09"
"s36";"58";34;53;0;3;"NR";"s35_sr17"
"s36";"59";64;74;60;3;"RA";"ra16"
"s36";"60";23;30;1;3;"RA";"ra19"
"s36";"61";16;24;84;3;"SR";"s36_sr10"
"s36";"62";55;72;84;1;"SR";"s36_sr05"
"s36";"63";29;31;57;3;"RA";"ra08"
"s36";"64";32;38;6;2;"NR";"s35_sr01"
"s36";"65";1;1;1;3;"RA";"ra20"
"s36";"66";53;56;31;3;"GA";"ga03"
"s36";"67";76;67;47;3;"RA";"ra15"
"s36";"68";53;47;16;3;"SR";"s36_sr19"
"s36";"69";39;27;13;3;"GA";"ga13"
"s36";"70";7;62;85;3;"SR";"s36_sr17"
"s36";"71";62;39;9;3;"RA";"ra09"
"s36";"72";50;60;25;3;"NR";"s35_sr10"
"s36";"73";49;31;1;3;"GA";"ga15"
"s36";"74";57;55;31;3;"GA";"ga17"
"s36";"75";70;61;73;1;"SR";"s36_sr09"
"s36";"76";62;49;46;1;"SR";"s36_sr08"
"s36";"77";41;23;0;3;"RA";"ra13"
"s36";"78";5;43;73;3;"SR";"s36_sr11"
"s36";"79";1;1;81;3;"NR";"s35_sr14"
"s36";"80";50;57;33;3;"NR";"s35_sr03"
"s40";"1";20;13;39;3;"SR";"s40_sr14"
"s40";"2";49;23;91;3;"SR";"s40_sr08"
"s40";"3";65;54;31;3;"RA";"ra14"
"s40";"4";77;61;54;3;"SR";"s40_sr09"
"s40";"5";49;18;9;3;"NR";"s39_sr06"
"s40";"6";12;14;0;3;"RA";"ra20"
"s40";"7";62;22;25;3;"GA";"ga14"
"s40";"8";8;0;16;3;"SR";"s40_sr13"
"s40";"9";42;43;35;3;"SR";"s40_sr19"
"s40";"10";6;12;9;3;"GA";"ga07"
"s40";"11";7;30;0;3;"GA";"ga06"
"s40";"12";73;62;43;2;"RA";"ra15"
"s40";"13";18;6;27;2;"SR";"s40_sr03"
"s40";"14";6;11;0;3;"RA";"ra13"
"s40";"15";0;0;0;3;"NR";"s39_sr09"
"s40";"16";0;7;19;3;"GA";"ga12"
"s40";"17";10;41;0;3;"RA";"ra05"
"s40";"18";6;13;0;3;"RA";"ra18"
"s40";"19";37;61;44;3;"SR";"s40_sr18"
"s40";"20";6;4;10;3;"NR";"s39_sr13"
"s40";"21";0;4;0;2;"NR";"s39_sr01"
"s40";"22";18;29;9;3;"GA";"ga19"
"s40";"23";44;47;23;2;"GA";"ga09"
"s40";"24";0;4;0;2;"NR";"s39_sr08"
"s40";"25";14;5;13;3;"SR";"s40_sr01"
"s40";"26";36;26;4;3;"GA";"ga08"
"s40";"27";18;13;0;3;"RA";"ra11"
"s40";"28";39;7;0;3;"RA";"ra02"
"s40";"29";6;0;0;3;"GA";"ga01"
"s40";"30";10;8;9;3;"NR";"s39_sr03"
"s40";"31";22;7;3;3;"SR";"s40_sr12"
"s40";"32";47;13;0;3;"NR";"s39_sr20"
"s40";"33";84;96;94;2;"SR";"s40_sr20"
"s40";"34";78;82;25;3;"RA";"ra04"
"s40";"35";20;6;0;2;"RA";"ra08"
"s40";"36";16;10;10;3;"GA";"ga02"
"s40";"37";4;6;14;3;"NR";"s39_sr17"
"s40";"38";13;6;0;3;"NR";"s39_sr14"
"s40";"39";23;23;0;3;"RA";"ra16"
"s40";"40";61;61;56;3;"SR";"s40_sr17"
"s40";"41";57;52;17;3;"SR";"s40_sr06"
"s40";"42";24;14;6;3;"RA";"ra10"
"s40";"43";11;8;9;3;"NR";"s39_sr18"
"s40";"44";54;35;12;3;"GA";"ga11"
"s40";"45";17;1;0;3;"GA";"ga20"
"s40";"46";16;7;10;3;"NR";"s39_sr02"
"s40";"47";4;7;0;3;"NR";"s39_sr12"
"s40";"48";22;2;5;3;"SR";"s40_sr16"
"s40";"49";41;19;4;3;"NR";"s39_sr07"
"s40";"50";39;41;15;3;"RA";"ra07"
"s40";"51";30;4;31;3;"SR";"s40_sr02"
"s40";"52";20;12;73;3;"RA";"ra17"
"s40";"53";39;11;2;3;"RA";"ra19"
"s40";"54";13;5;5;3;"NR";"s39_sr15"
"s40";"55";55;64;71;2;"RA";"ra06"
"s40";"56";12;8;0;3;"GA";"ga17"
"s40";"57";46;26;6;3;"SR";"s40_sr10"
"s40";"58";6;4;0;3;"GA";"ga13"
"s40";"59";56;39;8;3;"RA";"ra12"
"s40";"60";0;0;0;3;"NR";"s39_sr11"
"s40";"61";4;3;0;3;"GA";"ga16"
"s40";"62";80;45;8;3;"SR";"s40_sr07"
"s40";"63";3;8;0;3;"GA";"ga05"
"s40";"64";9;13;0;3;"RA";"ra01"
"s40";"65";85;71;44;2;"RA";"ra09"
"s40";"66";8;10;13;3;"NR";"s39_sr10"
"s40";"67";12;10;8;3;"NR";"s39_sr16"
"s40";"68";20;2;5;3;"RA";"ra03"
"s40";"69";48;23;0;3;"GA";"ga10"
"s40";"70";22;37;2;3;"GA";"ga03"
"s40";"71";4;6;27;3;"SR";"s40_sr04"
"s40";"72";0;6;25;3;"SR";"s40_sr15"
"s40";"73";63;80;73;3;"GA";"ga04"
"s40";"74";10;11;4;3;"GA";"ga15"
"s40";"75";11;5;87;3;"SR";"s40_sr11"
"s40";"76";75;70;58;3;"NR";"s39_sr19"
"s40";"77";64;58;53;3;"GA";"ga18"
"s40";"78";12;7;13;3;"NR";"s39_sr04"
"s40";"79";18;0;3;3;"NR";"s39_sr05"
"s40";"80";41;14;0;3;"SR";"s40_sr05"
"s41";"1";57;17;6;3;"NR";"s42_sr04"
"s41";"2";41;21;26;3;"GA";"ga19"
"s41";"3";34;16;17;2;"GA";"ga13"
"s41";"4";36;25;35;2;"NR";"s42_sr15"
"s41";"5";44;29;9;3;"NR";"s42_sr19"
"s41";"6";60;70;18;3;"RA";"ra03"
"s41";"7";30;25;55;3;"SR";"s41_sr20"
"s41";"8";24;28;13;3;"NR";"s42_sr18"
"s41";"9";59;66;48;3;"RA";"ra04"
"s41";"10";27;14;9;3;"GA";"ga03"
"s41";"11";30;22;34;3;"SR";"s41_sr09"
"s41";"12";17;30;13;2;"SR";"s41_sr08"
"s41";"13";25;13;7;3;"GA";"ga16"
"s41";"14";39;19;28;3;"GA";"ga05"
"s41";"15";30;21;25;3;"NR";"s42_sr08"
"s41";"16";25;18;32;2;"SR";"s41_sr19"
"s41";"17";19;25;43;3;"SR";"s41_sr10"
"s41";"18";46;50;53;3;"GA";"ga12"
"s41";"19";54;60;20;3;"RA";"ra16"
"s41";"20";13;8;0;3;"RA";"ra20"
"s41";"21";23;25;12;3;"GA";"ga08"
"s41";"22";62;71;15;3;"RA";"ra19"
"s41";"23";10;11;65;3;"SR";"s41_sr15"
"s41";"24";46;65;30;3;"RA";"ra13"
"s41";"25";70;78;33;3;"RA";"ra09"
"s41";"26";23;41;13;3;"NR";"s42_sr13"
"s41";"27";9;22;4;3;"GA";"ga17"
"s41";"28";24;62;17;3;"GA";"ga10"
"s41";"29";18;16;69;3;"SR";"s41_sr14"
"s41";"30";48;18;48;3;"SR";"s41_sr05"
"s41";"31";58;60;26;3;"GA";"ga14"
"s41";"32";31;17;9;3;"NR";"s42_sr06"
"s41";"33";24;15;5;3;"NR";"s42_sr14"
"s41";"34";22;30;13;3;"SR";"s41_sr06"
"s41";"35";36;38;40;3;"SR";"s41_sr11"
"s41";"36";47;46;19;3;"GA";"ga09"
"s41";"37";80;77;44;2;"RA";"ra07"
"s41";"38";57;32;15;3;"GA";"ga18"
"s41";"39";60;59;81;2;"SR";"s41_sr01"
"s41";"40";34;28;13;3;"NR";"s42_sr10"
"s41";"41";47;23;39;3;"SR";"s41_sr18"
"s41";"42";35;15;44;3;"SR";"s41_sr13"
"s41";"43";46;12;4;3;"NR";"s42_sr09"
"s41";"44";68;56;15;3;"RA";"ra18"
"s41";"45";74;69;20;3;"RA";"ra06"
"s41";"46";73;39;4;3;"GA";"ga01"
"s41";"47";29;21;19;3;"NR";"s42_sr20"
"s41";"48";63;68;33;3;"GA";"ga04"
"s41";"49";62;69;13;3;"RA";"ra10"
"s41";"50";65;78;10;3;"RA";"ra02"
"s41";"51";58;67;34;3;"GA";"ga07"
"s41";"52";48;68;35;3;"GA";"ga11"
"s41";"53";52;27;64;3;"NR";"s42_sr17"
"s41";"54";27;18;11;2;"NR";"s42_sr05"
"s41";"55";59;66;25;3;"RA";"ra17"
"s41";"56";17;23;18;2;"SR";"s41_sr07"
"s41";"57";62;64;4;3;"RA";"ra14"
"s41";"58";20;19;5;3;"NR";"s42_sr02"
"s41";"59";26;47;13;3;"SR";"s41_sr04"
"s41";"60";57;57;21;3;"RA";"ra11"
"s41";"61";27;18;59;3;"NR";"s42_sr16"
"s41";"62";20;16;50;3;"NR";"s42_sr12"
"s41";"63";46;63;25;3;"RA";"ra08"
"s41";"64";16;20;30;3;"SR";"s41_sr02"
"s41";"65";25;51;25;3;"NR";"s42_sr11"
"s41";"66";28;55;21;3;"GA";"ga15"
"s41";"67";35;15;78;2;"SR";"s41_sr16"
"s41";"68";61;75;10;3;"RA";"ra05"
"s41";"69";53;76;85;2;"SR";"s41_sr03"
"s41";"70";34;18;11;3;"GA";"ga20"
"s41";"71";53;70;14;3;"RA";"ra12"
"s41";"72";48;14;14;3;"NR";"s42_sr07"
"s41";"73";16;10;8;3;"SR";"s41_sr17"
"s41";"74";64;73;9;3;"RA";"ra01"
"s41";"75";65;64;58;2;"RA";"ra15"
"s41";"76";21;29;22;3;"NR";"s42_sr01"
"s41";"77";20;15;13;2;"NR";"s42_sr03"
"s41";"78";49;66;10;3;"GA";"ga06"
"s41";"79";60;58;14;3;"GA";"ga02"
"s41";"80";16;34;9;3;"SR";"s41_sr12"
"s43";"1";40;9;1;3;"GA";"ga16"
"s43";"2";32;17;1;2;"GA";"ga13"
"s43";"3";51;80;74;2;"SR";"s43_sr03"
"s43";"4";61;85;80;2;"RA";"ra07"
"s43";"5";61;72;87;3;"GA";"ga17"
"s43";"6";62;69;25;3;"GA";"ga09"
"s43";"7";57;60;1;2;"NR";"s44_sr12"
"s43";"8";59;69;75;2;"NR";"s44_sr03"
"s43";"9";32;61;82;3;"SR";"s43_sr13"
"s43";"10";20;59;66;2;"RA";"ra02"
"s43";"11";62;58;2;2;"RA";"ra01"
"s43";"12";62;62;7;3;"NR";"s44_sr02"
"s43";"13";66;72;75;2;"GA";"ga11"
"s43";"14";83;81;95;3;"GA";"ga20"
"s43";"15";63;67;74;2;"RA";"ra03"
"s43";"16";51;55;57;3;"NR";"s44_sr14"
"s43";"17";63;79;92;1;"RA";"ra19"
"s43";"18";68;82;92;3;"NR";"s44_sr19"
"s43";"19";36;16;1;3;"NR";"s44_sr16"
"s43";"20";75;95;99;2;"SR";"s43_sr14"
"s43";"21";69;73;71;3;"NR";"s44_sr20"
"s43";"22";59;64;71;2;"NR";"s44_sr04"
"s43";"23";72;96;100;2;"RA";"ra12"
"s43";"24";63;58;99;3;"SR";"s43_sr10"
"s43";"25";65;60;27;3;"GA";"ga10"
"s43";"26";58;65;94;3;"SR";"s43_sr12"
"s43";"27";70;92;99;2;"SR";"s43_sr04"
"s43";"28";32;13;0;3;"GA";"ga18"
"s43";"29";62;54;93;3;"NR";"s44_sr17"
"s43";"30";82;80;100;2;"NR";"s44_sr09"
"s43";"31";77;80;100;2;"GA";"ga08"
"s43";"32";72;69;77;2;"RA";"ra06"
"s43";"33";73;80;100;2;"SR";"s43_sr05"
"s43";"34";62;70;89;2;"RA";"ra09"
"s43";"35";51;30;11;2;"GA";"ga03"
"s43";"36";78;72;97;3;"SR";"s43_sr20"
"s43";"37";24;7;2;3;"NR";"s44_sr15"
"s43";"38";75;94;57;2;"RA";"ra18"
"s43";"39";87;94;100;3;"SR";"s43_sr16"
"s43";"40";90;96;99;3;"SR";"s43_sr02"
"s43";"41";74;94;100;3;"NR";"s44_sr06"
"s43";"42";64;92;59;3;"GA";"ga19"
"s43";"43";82;96;58;1;"RA";"ra15"
"s43";"44";77;95;100;3;"NR";"s44_sr08"
"s43";"45";67;44;43;3;"SR";"s43_sr09"
"s43";"46";76;84;87;3;"GA";"ga12"
"s43";"47";25;51;21;3;"GA";"ga07"
"s43";"48";61;20;91;3;"SR";"s43_sr15"
"s43";"49";21;2;0;3;"NR";"s44_sr10"
"s43";"50";78;84;100;2;"SR";"s43_sr17"
"s43";"51";60;16;99;3;"SR";"s43_sr01"
"s43";"52";71;76;85;2;"RA";"ra05"
"s43";"53";9;44;50;2;"RA";"ra20"
"s43";"54";70;79;75;2;"GA";"ga06"
"s43";"55";72;76;77;2;"RA";"ra11"
"s43";"56";71;94;100;2;"RA";"ra14"
"s43";"57";84;93;99;3;"SR";"s43_sr07"
"s43";"58";65;68;89;3;"GA";"ga15"
"s43";"59";63;80;91;3;"SR";"s43_sr11"
"s43";"60";67;84;50;3;"SR";"s43_sr08"
"s43";"61";71;80;60;3;"NR";"s44_sr05"
"s43";"62";74;76;23;3;"GA";"ga02"
"s43";"63";69;83;50;3;"NR";"s44_sr18"
"s43";"64";6;10;1;3;"NR";"s44_sr11"
"s43";"65";71;85;96;2;"GA";"ga04"
"s43";"66";64;63;74;2;"NR";"s44_sr13"
"s43";"67";74;93;100;2;"RA";"ra16"
