"Subj";"Trial";"b1";"b2";"b3";"b4";"Cat";"Imgname"
"s18";"9";40;42;10;3;"GA";"ga20"
"s18";"10";67;63;18;3;"NR";"s17_sr20"
"s18";"11";31;59;1;3;"RA";"ra04"
"s18";"12";22;31;20;3;"GA";"ga13"
"s18";"13";39;27;12;3;"GA";"ga14"
"s18";"14";15;0;6;3;"SR";"s18_sr13"
"s18";"15";71;75;49;2;"NR";"s17_sr19"
"s18";"16";72;42;5;3;"RA";"ra11"
"s18";"17";52;52;11;2;"RA";"ra17"
"s18";"18";68;73;48;3;"NR";"s17_sr11"
"s18";"19";61;66;11;3;"NR";"s17_sr05"
"s18";"20";24;37;12;3;"GA";"ga19"
"s18";"21";55;16;47;2;"GA";"ga05"
"s18";"22";48;25;1;3;"RA";"ra18"
"s18";"23";30;18;2;3;"NR";"s17_sr14"
"s18";"24";24;44;24;2;"NR";"s17_sr10"
"s18";"25";63;37;49;2;"SR";"s18_sr14"
"s18";"26";18;57;15;3;"SR";"s18_sr09"
"s18";"27";66;60;4;3;"GA";"ga08"
"s18";"28";15;47;2;2;"RA";"ra14"
"s18";"29";11;56;1;3;"GA";"ga15"
"s18";"30";64;21;7;3;"NR";"s17_sr17"
"s18";"31";73;62;85;3;"SR";"s18_sr17"
"s18";"32";22;66;6;3;"GA";"ga01"
"s18";"33";12;63;72;3;"GA";"ga07"
"s18";"34";14;23;34;3;"NR";"s17_sr15"
"s18";"35";18;22;9;3;"NR";"s17_sr03"
"s18";"36";75;59;74;2;"GA";"ga02"
"s18";"37";67;58;1;3;"RA";"ra01"
"s18";"38";10;18;2;3;"SR";"s18_sr15"
"s18";"39";10;16;2;3;"NR";"s17_sr08"
"s18";"40";74;81;79;2;"SR";"s18_sr04"
"s18";"41";65;72;75;1;"SR";"s18_sr10"
"s18";"42";72;85;43;3;"RA";"ra15"
"s18";"43";83;79;81;1;"SR";"s18_sr02"
"s18";"44";70;72;37;2;"RA";"ra06"
"s18";"45";78;69;62;3;"GA";"ga11"
"s18";"46";63;67;49;3;"SR";"s18_sr05"
"s18";"47";72;71;64;2;"SR";"s18_sr18"
"s18";"48";84;76;75;3;"RA";"ra16"
"s18";"49";75;50;79;3;"SR";"s18_sr20"
"s18";"50";54;21;1;3;"NR";"s17_sr12"
"s18";"51";66;49;30;2;"SR";"s18_sr07"
"s18";"52";13;1;1;3;"GA";"ga12"
"s18";"53";46;1;49;3;"SR";"s18_sr16"
"s18";"54";59;21;61;3;"GA";"ga03"
"s18";"55";57;16;41;3;"GA";"ga06"
"s18";"56";68;83;98;1;"SR";"s18_sr01"
"s18";"57";66;70;16;3;"GA";"ga10"
"s18";"58";61;43;24;3;"SR";"s18_sr06"
"s18";"59";51;72;16;3;"SR";"s18_sr19"
"s18";"60";54;69;1;3;"RA";"ra09"
"s18";"61";65;73;70;3;"RA";"ra10"
"s18";"62";66;67;77;2;"NR";"s17_sr09"
"s18";"63";49;73;3;3;"GA";"ga09"
"s18";"64";76;71;68;2;"NR";"s17_sr02"
"s18";"65";73;82;20;3;"RA";"ra20"
"s18";"66";72;85;54;2;"RA";"ra07"
"s18";"67";39;35;15;3;"GA";"ga18"
"s18";"68";53;61;85;3;"NR";"s17_sr16"
"s18";"69";47;51;22;3;"GA";"ga17"
"s18";"70";21;27;1;3;"RA";"ra02"
"s18";"71";52;75;1;2;"RA";"ra03"
"s18";"72";57;75;2;3;"NR";"s17_sr04"
"s18";"73";44;62;10;3;"GA";"ga04"
"s18";"74";71;81;60;2;"GA";"ga16"
"s18";"75";42;35;2;3;"RA";"ra13"
"s18";"76";53;28;51;2;"SR";"s18_sr12"
"s18";"77";59;61;6;3;"RA";"ra12"
"s18";"78";58;53;32;3;"NR";"s17_sr18"
"s18";"79";50;13;0;3;"NR";"s17_sr06"
"s18";"80";58;73;53;2;"SR";"s18_sr03"
"s19";"1";63;65;98;1;"GA";"ga12"
"s19";"2";39;17;80;1;"SR";"s19_sr16"
"s19";"3";1;0;2;2;"RA";"ra20"
"s19";"4";54;52;62;2;"RA";"ra11"
"s19";"5";54;61;31;1;"NR";"s20_sr04"
"s19";"6";62;66;16;2;"GA";"ga05"
"s19";"7";58;62;14;1;"NR";"s20_sr18"
"s19";"8";1;0;3;1;"NR";"s20_sr14"
"s19";"9";66;69;99;1;"GA";"ga11"
"s19";"10";62;31;93;1;"NR";"s20_sr20"
"s19";"11";49;56;56;2;"RA";"ra01"
"s19";"12";59;61;83;2;"SR";"s19_sr04"
"s19";"13";67;79;96;1;"SR";"s19_sr05"
"s19";"14";75;75;97;1;"NR";"s20_sr12"
"s19";"15";27;2;2;3;"RA";"ra13"
"s19";"16";62;63;72;2;"NR";"s20_sr06"
"s19";"17";76;67;80;2;"RA";"ra14"
"s19";"18";55;75;69;1;"GA";"ga17"
"s19";"19";71;78;68;1;"GA";"ga09"
"s19";"20";79;78;12;1;"RA";"ra19"
"s19";"21";65;55;59;1;"RA";"ra03"
"s19";"22";52;50;83;1;"GA";"ga19"
"s19";"23";73;67;80;2;"NR";"s20_sr03"
"s19";"24";53;39;93;1;"SR";"s19_sr02"
"s19";"25";66;73;1;2;"GA";"ga10"
"s19";"26";6;0;2;1;"GA";"ga20"
"s19";"27";58;66;78;1;"SR";"s19_sr12"
"s19";"28";82;79;84;1;"SR";"s19_sr07"
"s19";"29";37;46;6;3;"GA";"ga06"
"s19";"30";77;73;60;2;"RA";"ra18"
"s19";"31";61;69;83;1;"NR";"s20_sr09"
"s19";"32";58;40;85;1;"SR";"s19_sr17"
"s19";"33";69;80;77;2;"NR";"s20_sr16"
"s19";"34";59;59;81;1;"GA";"ga13"
"s19";"35";71;70;85;1;"SR";"s19_sr18"
"s19";"36";71;51;62;1;"SR";"s19_sr10"
"s19";"37";61;70;50;1;"GA";"ga02"
"s19";"38";65;58;3;1;"GA";"ga03"
"s19";"39";38;40;90;1;"SR";"s19_sr20"
"s19";"40";51;67;71;1;"RA";"ra06"
"s19";"41";59;54;75;1;"SR";"s19_sr06"
"s19";"42";79;83;52;1;"RA";"ra09"
"s19";"43";65;67;87;1;"SR";"s19_sr08"
"s19";"44";38;35;80;1;"RA";"ra16"
"s19";"45";40;38;34;1;"GA";"ga16"
"s19";"46";61;65;94;1;"SR";"s19_sr01"
"s19";"47";70;72;80;1;"GA";"ga04"
"s19";"48";56;70;67;1;"RA";"ra04"
"s19";"49";41;37;28;2;"RA";"ra10"
"s19";"50";56;57;68;1;"GA";"ga18"
"s19";"51";65;74;84;1;"GA";"ga14"
"s19";"52";67;74;76;2;"RA";"ra07"
"s19";"53";40;30;71;3;"RA";"ra08"
"s19";"54";24;28;50;1;"NR";"s20_sr15"
"s19";"55";55;70;80;2;"NR";"s20_sr02"
"s19";"56";65;74;45;1;"RA";"ra17"
"s19";"57";67;76;38;1;"SR";"s19_sr19"
"s19";"58";61;64;30;2;"NR";"s20_sr07"
"s19";"59";56;37;77;1;"NR";"s20_sr19"
"s19";"60";72;56;64;2;"GA";"ga01"
"s19";"61";41;61;82;2;"NR";"s20_sr11"
"s19";"62";42;43;93;1;"SR";"s19_sr03"
"s19";"63";74;67;91;2;"SR";"s19_sr13"
"s19";"64";77;71;47;3;"NR";"s20_sr17"
"s19";"65";12;9;2;1;"NR";"s20_sr08"
"s19";"66";41;58;78;1;"SR";"s19_sr11"
"s19";"67";70;87;69;1;"NR";"s20_sr10"
"s19";"68";63;70;45;2;"NR";"s20_sr05"
"s19";"69";40;18;69;2;"RA";"ra02"
"s19";"70";53;75;26;2;"SR";"s19_sr09"
"s19";"71";54;58;95;1;"SR";"s19_sr15"
"s19";"72";35;65;65;2;"GA";"ga08"
"s19";"73";55;61;74;1;"NR";"s20_sr13"
"s19";"74";55;75;93;1;"SR";"s19_sr14"
"s19";"75";83;87;94;1;"RA";"ra15"
"s19";"76";73;79;98;2;"RA";"ra12"
"s19";"77";49;49;98;1;"NR";"s20_sr01"
"s19";"78";69;69;53;2;"GA";"ga15"
"s19";"79";72;70;32;2;"RA";"ra05"
"s19";"80";31;26;20;2;"GA";"ga07"
"s21";"1";42;77;62;3;"RA";"ra12"
"s21";"2";28;19;1;3;"RA";"ra11"
"s21";"3";34;26;76;3;"GA";"ga20"
"s21";"4";37;53;11;2;"GA";"ga08"
"s21";"5";63;78;98;3;"SR";"s21_sr14"
"s21";"6";67;90;66;3;"GA";"ga04"
"s21";"7";37;24;13;3;"GA";"ga16"
"s21";"8";55;82;23;2;"RA";"ra19"
"s21";"9";57;89;45;2;"GA";"ga11"
"s21";"10";22;7;1;3;"RA";"ra13"
"s21";"11";65;93;99;3;"SR";"s21_sr01"
"s21";"12";76;78;99;3;"SR";"s21_sr02"
"s21";"13";22;11;3;3;"NR";"s22_sr05"
"s21";"14";65;71;25;3;"NR";"s22_sr11"
"s21";"15";78;89;94;3;"SR";"s21_sr19"
"s21";"16";77;92;78;3;"SR";"s21_sr03"
"s21";"17";78;88;72;3;"NR";"s22_sr13"
"s21";"18";60;91;37;3;"RA";"ra03"
"s21";"19";29;8;1;3;"NR";"s22_sr02"
"s21";"20";27;5;1;3;"SR";"s21_sr12"
"s21";"21";36;52;76;3;"SR";"s21_sr04"
"s21";"22";55;70;42;3;"NR";"s22_sr03"
"s21";"23";73;85;79;3;"NR";"s22_sr18"
"s21";"24";65;89;19;3;"GA";"ga10"
"s21";"25";25;27;57;3;"NR";"s22_sr16"
"s21";"26";20;17;4;3;"NR";"s22_sr12"
"s21";"27";50;56;41;3;"SR";"s21_sr13"
"s21";"28";54;46;7;2;"RA";"ra14"
"s21";"29";60;76;77;3;"GA";"ga07"
"s21";"30";65;88;73;3;"NR";"s22_sr04"
"s21";"31";69;83;16;3;"RA";"ra02"
"s21";"32";62;82;11;2;"RA";"ra06"
"s21";"33";30;13;2;3;"NR";"s22_sr09"
"s21";"34";65;70;5;3;"RA";"ra05"
"s21";"35";58;54;56;3;"NR";"s22_sr07"
"s21";"36";80;84;19;3;"NR";"s22_sr19"
"s21";"37";57;27;15;3;"SR";"s21_sr07"
"s21";"38";50;70;54;3;"GA";"ga06"
"s21";"39";93;96;81;3;"RA";"ra09"
"s21";"40";67;89;94;3;"SR";"s21_sr08"
"s21";"41";88;91;92;3;"GA";"ga14"
"s21";"42";89;96;97;3;"GA";"ga18"
"s21";"43";44;14;1;3;"RA";"ra10"
"s21";"44";90;100;16;3;"RA";"ra04"
"s21";"45";72;75;91;3;"SR";"s21_sr18"
"s21";"46";14;40;13;3;"GA";"ga12"
"s21";"47";11;14;6;3;"GA";"ga19"
"s21";"48";10;12;3;3;"NR";"s22_sr10"
"s21";"49";64;61;55;2;"GA";"ga05"
"s21";"50";72;69;72;3;"NR";"s22_sr06"
"s21";"51";35;44;6;3;"GA";"ga15"
"s21";"52";62;66;27;3;"GA";"ga02"
"s21";"53";43;38;1;3;"SR";"s21_sr06"
"s21";"54";14;34;4;3;"SR";"s21_sr05"
"s21";"55";59;64;10;3;"GA";"ga03"
"s21";"56";36;33;86;3;"SR";"s21_sr11"
"s21";"57";40;27;70;3;"NR";"s22_sr17"
"s21";"58";35;13;6;3;"GA";"ga01"
"s21";"59";64;73;96;3;"SR";"s21_sr17"
"s21";"60";55;27;1;2;"RA";"ra18"
"s21";"61";65;58;67;3;"NR";"s22_sr14"
"s21";"62";66;74;34;3;"NR";"s22_sr20"
"s21";"63";69;69;82;3;"SR";"s21_sr20"
"s21";"64";90;96;92;2;"RA";"ra07"
"s21";"65";13;2;10;3;"NR";"s22_sr15"
"s21";"66";72;75;2;3;"GA";"ga09"
"s21";"67";82;95;93;3;"SR";"s21_sr10"
"s21";"68";63;88;94;3;"SR";"s21_sr16"
"s21";"69";37;19;1;3;"RA";"ra01"
"s21";"70";83;89;76;3;"RA";"ra15"
"s21";"71";61;52;18;3;"SR";"s21_sr09"
"s21";"72";79;94;99;3;"RA";"ra08"
"s21";"73";40;16;2;3;"GA";"ga13"
"s21";"74";32;42;33;3;"RA";"ra20"
"s21";"75";44;42;62;3;"GA";"ga17"
"s21";"76";80;74;60;3;"NR";"s22_sr08"
"s21";"77";83;89;91;3;"RA";"ra17"
"s21";"78";87;70;93;3;"SR";"s21_sr15"
"s21";"79";43;28;6;3;"NR";"s22_sr01"
"s21";"80";87;88;92;2;"RA";"ra16"
"s22";"1";87;100;75;2;"RA";"ra16"
"s22";"2";54;66;14;3;"NR";"s21_sr01"
"s22";"3";51;58;99;3;"SR";"s22_sr15"
"s22";"4";53;63;74;2;"RA";"ra17"
"s22";"5";33;20;68;3;"NR";"s21_sr08"
"s22";"6";41;54;65;3;"GA";"ga17"
"s22";"7";50;31;50;2;"RA";"ra20"
"s22";"8";9;8;72;3;"GA";"ga13"
"s22";"9";87;84;86;3;"RA";"ra08"
"s22";"10";72;59;82;3;"SR";"s22_sr09"
"s22";"11";45;39;78;3;"RA";"ra15"
"s22";"12";53;52;54;2;"RA";"ra01"
"s22";"13";27;7;84;3;"SR";"s22_sr16"
"s22";"14";25;15;49;3;"SR";"s22_sr10"
"s22";"15";16;18;64;2;"GA";"ga09"
"s22";"16";13;30;54;3;"NR";"s21_sr15"
"s22";"17";99;100;66;1;"RA";"ra07"
"s22";"18";88;85;85;2;"SR";"s22_sr20"
"s22";"19";58;52;54;3;"NR";"s21_sr20"
"s22";"20";51;52;56;3;"NR";"s21_sr14"
"s22";"21";54;55;25;2;"RA";"ra18"
"s22";"22";90;74;92;2;"SR";"s22_sr17"
"s22";"23";49;74;22;3;"GA";"ga01"
"s22";"24";78;79;85;3;"NR";"s21_sr17"
"s22";"25";57;57;95;2;"SR";"s22_sr11"
"s22";"26";43;39;15;3;"GA";"ga03"
"s22";"27";58;53;31;3;"SR";"s22_sr05"
"s22";"28";49;50;31;2;"SR";"s22_sr06"
"s22";"29";56;44;26;3;"GA";"ga02"
"s22";"30";55;51;61;3;"GA";"ga15"
"s22";"31";57;53;53;3;"NR";"s21_sr06"
"s22";"32";48;50;31;3;"GA";"ga05"
"s22";"33";24;34;81;3;"NR";"s21_sr10"
"s22";"34";6;4;7;3;"GA";"ga19"
"s22";"35";6;7;55;3;"GA";"ga12"
"s22";"36";15;17;85;2;"SR";"s22_sr18"
"s22";"37";89;85;87;3;"RA";"ra04"
"s22";"38";52;52;57;3;"RA";"ra10"
"s22";"39";60;84;66;2;"GA";"ga18"
"s22";"40";36;15;17;3;"GA";"ga14"
"s22";"41";77;77;60;2;"SR";"s22_sr08"
"s22";"42";79;81;56;2;"RA";"ra09"
"s22";"43";80;63;57;2;"GA";"ga06"
"s22";"44";61;56;55;3;"SR";"s22_sr07"
"s22";"45";1;1;85;3;"NR";"s21_sr19"
"s22";"46";11;17;78;3;"NR";"s21_sr07"
"s22";"47";14;17;38;2;"RA";"ra05"
"s22";"48";17;19;75;3;"NR";"s21_sr09"
"s22";"49";78;73;77;2;"RA";"ra06"
"s22";"50";60;52;56;2;"RA";"ra02"
"s22";"51";34;15;57;3;"NR";"s21_sr04"
"s22";"52";12;19;30;3;"GA";"ga07"
"s22";"53";83;80;52;2;"RA";"ra14"
"s22";"54";25;44;78;2;"SR";"s22_sr13"
"s22";"55";27;16;14;3;"NR";"s21_sr12"
"s22";"56";46;53;37;3;"NR";"s21_sr16"
"s22";"57";15;20;69;2;"GA";"ga10"
"s22";"58";25;19;88;3;"NR";"s21_sr18"
"s22";"59";51;58;57;3;"NR";"s21_sr03"
"s22";"60";38;37;56;2;"SR";"s22_sr04"
"s22";"61";54;52;81;3;"SR";"s22_sr12"
"s22";"62";40;33;54;3;"NR";"s21_sr02"
"s22";"63";99;100;66;2;"RA";"ra03"
"s22";"64";52;56;55;3;"NR";"s21_sr13"
"s22";"65";50;51;54;2;"SR";"s22_sr03"
"s22";"66";54;74;100;2;"SR";"s22_sr19"
"s22";"67";54;62;54;3;"NR";"s21_sr11"
"s22";"68";52;58;52;3;"NR";"s21_sr05"
"s22";"69";41;47;87;2;"SR";"s22_sr02"
"s22";"70";52;69;90;2;"SR";"s22_sr01"
"s22";"71";54;57;56;3;"RA";"ra13"
"s22";"72";18;33;63;3;"GA";"ga11"
"s22";"73";8;3;81;2;"RA";"ra19"
"s22";"74";15;17;28;3;"GA";"ga16"
"s22";"75";52;81;83;3;"GA";"ga04"
"s22";"76";0;0;14;3;"SR";"s22_sr14"
"s22";"77";20;23;51;3;"GA";"ga08"
"s22";"78";45;38;8;3;"GA";"ga20"
"s22";"79";51;76;54;2;"RA";"ra11"
"s22";"80";99;99;57;2;"RA";"ra12"
"s24";"1";10;31;4;3;"GA";"ga13"
"s24";"2";27;32;12;3;"RA";"ra03"
"s24";"3";19;25;10;3;"GA";"ga16"
"s24";"4";23;23;10;3;"NR";"s23_sr17"
"s24";"5";25;27;8;3;"GA";"ga14"
"s24";"6";40;42;5;3;"RA";"ra18"
"s24";"7";51;46;8;3;"GA";"ga15"
"s24";"8";20;17;70;3;"SR";"s24_sr14"
"s24";"9";59;72;11;3;"RA";"ra20"
"s24";"10";47;54;66;2;"NR";"s23_sr20"
"s24";"11";66;58;73;3;"GA";"ga07"
"s24";"12";43;40;80;3;"SR";"s24_sr12"
"s24";"13";47;41;79;2;"SR";"s24_sr16"
"s24";"14";19;23;23;3;"NR";"s23_sr14"
"s24";"15";71;72;97;1;"SR";"s24_sr01"
"s24";"16";61;46;3;3;"RA";"ra14"
"s24";"17";72;64;24;3;"RA";"ra15"
"s24";"18";13;50;51;3;"SR";"s24_sr17"
"s24";"19";17;15;68;3;"NR";"s23_sr10"
"s24";"20";63;58;17;2;"RA";"ra12"
"s24";"21";74;54;75;2;"NR";"s23_sr12"
"s24";"22";54;51;80;1;"SR";"s24_sr02"
"s24";"23";68;48;90;1;"SR";"s24_sr13"
"s24";"24";40;47;19;3;"GA";"ga09"
"s24";"25";68;54;69;3;"NR";"s23_sr13"
"s24";"26";81;52;56;3;"NR";"s23_sr04"
"s24";"27";30;47;5;3;"RA";"ra05"
"s24";"28";12;10;53;3;"SR";"s24_sr18"
"s24";"29";21;48;3;3;"RA";"ra01"
"s24";"30";66;56;85;1;"SR";"s24_sr06"
"s24";"31";82;55;93;2;"GA";"ga04"
"s24";"32";46;60;28;3;"GA";"ga11"
"s24";"33";50;53;17;3;"NR";"s23_sr01"
"s24";"34";32;33;68;2;"SR";"s24_sr04"
"s24";"35";89;77;34;2;"RA";"ra06"
"s24";"36";49;49;30;3;"NR";"s23_sr06"
"s24";"37";70;54;55;2;"NR";"s23_sr05"
"s24";"38";83;87;77;2;"RA";"ra16"
"s24";"39";26;24;18;3;"RA";"ra10"
"s24";"40";63;62;61;1;"NR";"s23_sr07"
"s24";"41";22;14;8;3;"NR";"s23_sr16"
"s24";"42";19;15;78;3;"SR";"s24_sr19"
"s24";"43";25;15;7;3;"GA";"ga18"
"s24";"44";58;51;28;3;"SR";"s24_sr08"
"s24";"45";60;25;16;3;"SR";"s24_sr07"
"s24";"46";82;46;12;3;"GA";"ga19"
"s24";"47";79;49;82;1;"SR";"s24_sr05"
"s24";"48";21;39;80;3;"NR";"s23_sr15"
"s24";"49";93;79;86;2;"RA";"ra07"
"s24";"50";86;77;10;3;"RA";"ra13"
"s24";"51";38;28;72;3;"SR";"s24_sr20"
"s24";"52";9;33;11;3;"SR";"s24_sr10"
"s24";"53";7;15;39;3;"NR";"s23_sr18"
"s24";"54";4;7;5;3;"GA";"ga20"
"s24";"55";50;53;4;3;"GA";"ga10"
"s24";"56";77;81;6;3;"RA";"ra02"
"s24";"57";66;78;7;2;"RA";"ra19"
"s24";"58";48;49;4;3;"NR";"s23_sr08"
"s24";"59";35;31;6;3;"NR";"s23_sr09"
"s24";"60";46;43;71;2;"SR";"s24_sr09"
"s24";"61";48;45;18;3;"SR";"s24_sr15"
"s24";"62";9;20;56;3;"NR";"s23_sr11"
"s24";"63";8;6;6;3;"GA";"ga17"
"s24";"64";32;44;9;3;"NR";"s23_sr02"
"s24";"65";88;72;36;3;"RA";"ra04"
"s24";"66";50;45;62;2;"SR";"s24_sr03"
"s24";"67";52;60;48;2;"RA";"ra11"
"s24";"68";45;74;16;3;"RA";"ra17"
"s24";"69";73;59;6;3;"GA";"ga02"
"s24";"70";62;54;15;3;"GA";"ga08"
"s24";"71";58;65;59;2;"RA";"ra08"
"s24";"72";59;38;11;3;"GA";"ga01"
"s24";"73";50;49;69;2;"SR";"s24_sr11"
"s24";"74";24;21;38;2;"GA";"ga05"
"s24";"75";72;87;65;3;"RA";"ra09"
"s24";"76";44;58;15;3;"GA";"ga03"
"s24";"77";37;57;9;3;"NR";"s23_sr03"
"s24";"78";7;12;11;3;"NR";"s23_sr19"
"s24";"79";44;65;13;3;"GA";"ga06"
"s24";"80";70;67;16;3;"GA";"ga12"
"s25";"1";54;35;24;3;"SR";"s25_sr14"
"s25";"2";87;91;93;2;"GA";"ga03"
"s25";"3";75;84;90;2;"RA";"ra08"
"s25";"4";65;77;57;2;"SR";"s25_sr07"
"s25";"5";79;88;66;2;"RA";"ra18"
"s25";"6";76;90;80;2;"SR";"s25_sr12"
"s25";"7";48;59;51;3;"NR";"s26_sr04"
"s25";"8";67;89;97;3;"RA";"ra17"
"s25";"9";44;43;38;3;"RA";"ra19"
"s25";"10";50;40;33;3;"NR";"s26_sr05"
"s25";"11";75;69;30;3;"RA";"ra13"
"s25";"12";72;79;87;3;"RA";"ra11"
"s25";"13";75;93;94;3;"GA";"ga07"
"s25";"14";66;67;48;2;"GA";"ga17"
"s25";"15";94;69;96;3;"RA";"ra01"
"s25";"16";55;52;78;3;"NR";"s26_sr01"
"s25";"17";59;90;58;3;"GA";"ga11"
"s25";"18";42;62;37;3;"GA";"ga16"
"s25";"19";45;77;38;3;"SR";"s25_sr09"
"s25";"20";40;76;54;3;"SR";"s25_sr04"
"s25";"21";40;36;84;3;"NR";"s26_sr03"
"s25";"22";72;84;57;3;"RA";"ra16"
"s25";"23";60;38;89;3;"NR";"s26_sr02"
"s25";"24";54;78;78;3;"NR";"s26_sr17"
"s25";"25";65;64;92;3;"SR";"s25_sr02"
"s25";"26";70;51;91;3;"SR";"s25_sr01"
"s25";"27";90;90;94;3;"RA";"ra15"
"s25";"28";70;85;72;3;"GA";"ga12"
"s25";"29";72;86;92;2;"GA";"ga08"
"s25";"30";68;76;90;3;"SR";"s25_sr03"
"s25";"31";42;41;74;3;"SR";"s25_sr17"
"s25";"32";81;68;94;3;"GA";"ga14"
"s25";"33";27;36;7;3;"NR";"s26_sr18"
"s25";"34";37;41;30;3;"NR";"s26_sr15"
"s25";"35";40;34;73;3;"SR";"s25_sr08"
"s25";"36";72;81;96;3;"RA";"ra07"
"s25";"37";87;89;71;3;"RA";"ra05"
"s25";"38";45;77;90;2;"SR";"s25_sr20"
"s25";"39";41;54;49;3;"NR";"s26_sr08"
"s25";"40";33;74;39;3;"NR";"s26_sr09"
"s25";"41";58;64;92;3;"GA";"ga15"
"s25";"42";33;41;52;3;"RA";"ra04"
"s25";"43";50;61;53;3;"GA";"ga13"
"s25";"44";62;65;78;2;"SR";"s25_sr15"
"s25";"45";71;94;91;3;"NR";"s26_sr20"
"s25";"46";73;95;70;3;"NR";"s26_sr06"
"s25";"47";50;68;95;3;"GA";"ga02"
"s25";"48";89;93;98;3;"RA";"ra06"
"s25";"49";61;26;5;3;"NR";"s26_sr16"
"s25";"50";46;77;96;2;"SR";"s25_sr16"
"s25";"51";79;75;91;2;"GA";"ga09"
"s25";"52";59;57;64;3;"GA";"ga10"
"s25";"53";46;32;36;3;"NR";"s26_sr12"
"s25";"54";82;76;97;3;"RA";"ra02"
"s25";"55";50;43;31;3;"NR";"s26_sr19"
"s25";"56";58;50;70;3;"NR";"s26_sr14"
"s25";"57";41;66;37;3;"GA";"ga19"
"s25";"58";61;63;30;3;"SR";"s25_sr10"
"s25";"59";66;73;84;2;"SR";"s25_sr05"
"s25";"60";57;76;63;3;"GA";"ga06"
"s25";"61";65;54;57;3;"NR";"s26_sr07"
"s25";"62";83;56;92;3;"GA";"ga01"
"s25";"63";93;94;97;2;"RA";"ra09"
"s25";"64";54;84;10;3;"RA";"ra20"
"s25";"65";69;65;32;3;"GA";"ga18"
"s25";"66";78;84;93;3;"NR";"s26_sr11"
"s25";"67";96;56;21;3;"SR";"s25_sr18"
"s25";"68";85;68;53;2;"RA";"ra03"
"s25";"69";30;45;35;3;"SR";"s25_sr19"
"s25";"70";20;50;30;3;"SR";"s25_sr13"
"s25";"71";32;45;83;3;"NR";"s26_sr10"
"s25";"72";53;48;60;3;"SR";"s25_sr06"
"s25";"73";86;84;95;3;"GA";"ga04"
"s25";"74";6;27;3;3;"NR";"s26_sr13"
"s25";"75";87;87;57;3;"RA";"ra14"
"s25";"76";82;91;77;2;"RA";"ra12"
"s25";"77";70;91;83;2;"SR";"s25_sr11"
"s25";"78";40;80;80;3;"RA";"ra10"
"s25";"79";96;89;95;2;"GA";"ga05"
"s25";"80";51;59;69;3;"GA";"ga20"
"s26";"1";61;68;61;3;"GA";"ga20"
"s26";"2";23;41;51;3;"GA";"ga05"
"s26";"3";57;31;61;3;"RA";"ra10"
"s26";"4";49;35;81;3;"SR";"s26_sr11"
"s26";"5";63;58;21;2;"RA";"ra12"
"s26";"6";59;51;35;3;"RA";"ra14"
"s26";"7";41;6;22;3;"NR";"s25_sr13"
"s26";"8";62;38;73;3;"GA";"ga04"
"s26";"9";32;41;75;3;"SR";"s26_sr06"
"s26";"10";30;12;38;3;"NR";"s25_sr10"
"s26";"11";18;3;63;3;"SR";"s26_sr13"
"s26";"12";34;40;65;3;"SR";"s26_sr19"
"s26";"13";68;71;65;3;"RA";"ra03"
"s26";"14";61;61;72;3;"SR";"s26_sr18"
"s26";"15";67;70;61;3;"NR";"s25_sr11"
"s26";"16";70;70;90;3;"GA";"ga18"
"s26";"17";6;5;7;3;"RA";"ra20"
"s26";"18";46;46;67;3;"RA";"ra09"
"s26";"19";18;8;4;3;"GA";"ga01"
"s26";"20";49;35;19;3;"NR";"s25_sr07"
"s26";"21";21;62;68;3;"GA";"ga06"
"s26";"22";56;60;66;3;"SR";"s26_sr05"
"s26";"23";51;55;65;3;"SR";"s26_sr10"
"s26";"24";16;21;12;3;"GA";"ga19"
"s26";"25";65;70;89;3;"NR";"s25_sr14"
"s26";"26";27;14;9;3;"NR";"s25_sr19"
"s26";"27";48;51;35;3;"RA";"ra02"
"s26";"28";8;7;75;3;"NR";"s25_sr12"
"s26";"29";5;4;19;3;"GA";"ga10"
"s26";"30";30;51;74;3;"GA";"ga09"
"s26";"31";51;59;61;3;"SR";"s26_sr16"
"s26";"32";7;8;0;3;"NR";"s25_sr16"
"s26";"33";32;53;24;3;"RA";"ra06"
"s26";"34";7;16;66;3;"GA";"ga02"
"s26";"35";25;15;10;3;"NR";"s25_sr06"
"s26";"36";46;71;59;2;"NR";"s25_sr20"
"s26";"37";65;80;100;3;"SR";"s26_sr15"
"s26";"38";72;72;74;3;"GA";"ga13"
"s26";"39";21;37;18;3;"RA";"ra04"
"s26";"40";6;8;0;3;"GA";"ga15"
"s26";"41";7;69;72;3;"NR";"s25_sr09"
"s26";"42";64;63;69;3;"NR";"s25_sr08"
"s26";"43";70;65;66;3;"SR";"s26_sr20"
"s26";"44";34;16;13;3;"RA";"ra05"
"s26";"45";75;83;88;3;"RA";"ra07"
"s26";"46";42;34;49;3;"SR";"s26_sr08"
"s26";"47";72;62;84;3;"NR";"s25_sr15"
"s26";"48";19;48;15;3;"NR";"s25_sr18"
"s26";"49";70;69;68;3;"GA";"ga14"
"s26";"50";72;44;26;3;"SR";"s26_sr17"
"s26";"51";39;10;12;2;"SR";"s26_sr03"
"s26";"52";37;11;49;3;"GA";"ga08"
"s26";"53";37;3;13;3;"GA";"ga12"
"s26";"54";69;74;75;3;"RA";"ra15"
