Block;Subj;Trial;Response
"b1";"s45";"32";62
"b1";"s45";"33";43
"b1";"s45";"34";71
"b1";"s45";"35";77
"b1";"s45";"36";74
"b1";"s45";"37";11
"b1";"s45";"38";75
"b1";"s45";"39";56
"b1";"s45";"40";7
"b1";"s45";"41";13
"b1";"s45";"42";10
"b1";"s45";"43";85
"b1";"s45";"44";78
"b1";"s45";"45";41
"b1";"s45";"46";42
"b1";"s45";"47";16
"b1";"s45";"48";56
"b1";"s45";"49";66
"b1";"s45";"50";49
"b1";"s45";"51";31
"b1";"s45";"52";26
"b1";"s45";"53";67
"b1";"s45";"54";43
"b1";"s45";"55";76
"b1";"s45";"56";43
"b1";"s45";"57";51
"b1";"s45";"58";59
"b1";"s45";"59";12
"b1";"s45";"60";76
"b1";"s45";"61";34
"b1";"s45";"62";73
"b1";"s45";"63";35
"b1";"s45";"64";75
"b1";"s45";"65";68
"b1";"s45";"66";61
"b1";"s45";"67";55
"b1";"s45";"68";72
"b1";"s45";"69";66
"b1";"s45";"70";59
"b1";"s45";"71";70
"b1";"s45";"72";82
"b1";"s45";"73";74
"b1";"s45";"74";81
"b1";"s45";"75";69
"b1";"s45";"76";39
"b1";"s45";"77";51
"b1";"s45";"78";81
"b1";"s45";"79";49
"b1";"s45";"80";78
"b2";"s45";"1";29
"b2";"s45";"2";67
"b2";"s45";"3";24
"b2";"s45";"4";32
"b2";"s45";"5";67
"b2";"s45";"6";75
"b2";"s45";"7";73
"b2";"s45";"8";58
"b2";"s45";"9";69
"b2";"s45";"10";69
"b2";"s45";"11";60
"b2";"s45";"12";60
"b2";"s45";"13";30
"b2";"s45";"14";23
"b2";"s45";"15";62
"b2";"s45";"16";17
"b2";"s45";"17";57
"b2";"s45";"18";41
"b2";"s45";"19";82
"b2";"s45";"20";82
"b2";"s45";"21";72
"b2";"s45";"22";29
"b2";"s45";"23";62
"b2";"s45";"24";66
"b2";"s45";"25";64
"b2";"s45";"26";74
"b2";"s45";"27";47
"b2";"s45";"28";47
"b2";"s45";"29";42
"b2";"s45";"30";77
"b2";"s45";"31";76
"b2";"s45";"32";67
"b2";"s45";"33";70
"b2";"s45";"34";58
"b2";"s45";"35";66
"b2";"s45";"36";73
"b2";"s45";"37";16
"b2";"s45";"38";77
"b2";"s45";"39";58
"b2";"s45";"40";25
"b2";"s45";"41";19
"b2";"s45";"42";38
"b2";"s45";"43";83
"b2";"s45";"44";73
"b2";"s45";"45";42
"b2";"s45";"46";40
"b2";"s45";"47";38
"b2";"s45";"48";58
"b2";"s45";"49";62
"b2";"s45";"50";47
"b2";"s45";"51";34
"b2";"s45";"52";17
"b2";"s45";"53";79
"b2";"s45";"54";27
"b2";"s45";"55";77
"b2";"s45";"56";58
"b2";"s45";"57";68
"b2";"s45";"58";66
"b2";"s45";"59";27
"b2";"s45";"60";81
"b2";"s45";"61";39
"b2";"s45";"62";75
"b2";"s45";"63";42
"b2";"s45";"64";47
"b2";"s45";"65";70
"b2";"s45";"66";3
"b2";"s45";"67";44
"b2";"s45";"68";75
"b2";"s45";"69";57
"b2";"s45";"70";49
"b2";"s45";"71";64
"b2";"s45";"72";77
"b2";"s45";"73";36
"b2";"s45";"74";77
"b2";"s45";"75";68
"b2";"s45";"76";12
"b2";"s45";"77";61
"b2";"s45";"78";80
"b2";"s45";"79";65
"b2";"s45";"80";77
"b3";"s45";"1";92
"b3";"s45";"2";39
"b3";"s45";"3";25
"b3";"s45";"4";28
"b3";"s45";"5";58
"b3";"s45";"6";100
"b3";"s45";"7";95
"b3";"s45";"8";48
"b3";"s45";"9";78
"b3";"s45";"10";98
"b3";"s45";"11";71
"b3";"s45";"12";47
"b3";"s45";"13";6
"b3";"s45";"14";4
"b3";"s45";"15";2
"b3";"s45";"16";31
"b3";"s45";"17";31
"b3";"s45";"18";15
"b3";"s45";"19";93
"b3";"s45";"20";96
"b3";"s45";"21";59
"b3";"s45";"22";68
"b3";"s45";"23";23
"b3";"s45";"24";58
"b3";"s45";"25";9
"b3";"s45";"26";81
"b3";"s45";"27";65
"b3";"s45";"28";13
"b3";"s45";"29";0
"b3";"s45";"30";97
"b3";"s45";"31";86
"b3";"s45";"32";81
"b3";"s45";"33";87
"b3";"s45";"34";61
"b3";"s45";"35";95
"b3";"s45";"36";88
"b3";"s45";"37";4
"b3";"s45";"38";89
"b3";"s45";"39";67
"b3";"s45";"40";3
"b3";"s45";"41";3
"b3";"s45";"42";5
"b3";"s45";"43";83
"b3";"s45";"44";82
"b3";"s45";"45";51
"b3";"s45";"46";9
"b3";"s45";"47";56
"b3";"s45";"48";61
"b3";"s45";"49";83
"b3";"s45";"50";43
"b3";"s45";"51";12
"b3";"s45";"52";6
"b3";"s45";"53";71
"b3";"s45";"54";12
"b3";"s45";"55";68
"b3";"s45";"56";57
"b3";"s45";"57";4
"b3";"s45";"58";76
"b3";"s45";"59";16
"b3";"s45";"60";89
"b3";"s45";"61";24
"b3";"s45";"62";85
"b3";"s45";"63";19
"b3";"s45";"64";30
"b3";"s45";"65";54
"b3";"s45";"66";2
"b3";"s45";"67";14
"b3";"s45";"68";24
"b3";"s45";"69";19
"b3";"s45";"70";46
"b3";"s45";"71";61
"b3";"s45";"72";84
"b3";"s45";"73";2
"b3";"s45";"74";86
"b3";"s45";"75";66
"b3";"s45";"76";3
"b3";"s45";"77";70
"b3";"s45";"78";82
"b3";"s45";"79";70
"b3";"s45";"80";74
"b4";"s45";"1";2
"b4";"s45";"2";3
"b4";"s45";"3";3
"b4";"s45";"4";3
"b4";"s45";"5";1
"b4";"s45";"6";1
"b4";"s45";"7";2
"b4";"s45";"8";3
"b4";"s45";"9";2
"b4";"s45";"10";1
"b4";"s45";"11";2
"b4";"s45";"12";3
"b4";"s45";"13";3
"b4";"s45";"14";3
"b4";"s45";"15";3
"b4";"s45";"16";1
"b4";"s45";"17";3
"b4";"s45";"18";3
"b4";"s45";"19";1
"b4";"s45";"20";1
"b4";"s45";"21";1
"b4";"s45";"22";2
"b4";"s45";"23";2
"b4";"s45";"24";2
"b4";"s45";"25";3
"b4";"s45";"26";1
"b4";"s45";"27";3
"b4";"s45";"28";1
"b4";"s45";"29";3
"b4";"s45";"30";1
"b4";"s45";"31";2
"b4";"s45";"32";3
"b4";"s45";"33";3
"b4";"s45";"34";3
"b4";"s45";"35";3
"b4";"s45";"36";1
"b4";"s45";"37";3
"b4";"s45";"38";1
"b4";"s45";"39";1
"b4";"s45";"40";3
"b4";"s45";"41";3
"b4";"s45";"42";3
"b4";"s45";"43";2
"b4";"s45";"44";1
"b4";"s45";"45";3
"b4";"s45";"46";3
"b4";"s45";"47";1
"b4";"s45";"48";2
"b4";"s45";"49";2
"b4";"s45";"50";3
"b4";"s45";"51";3
"b4";"s45";"52";3
"b4";"s45";"53";3
"b4";"s45";"54";3
"b4";"s45";"55";1
"b4";"s45";"56";2
"b4";"s45";"57";3
"b4";"s45";"58";3
"b4";"s45";"59";3
"b4";"s45";"60";1
"b4";"s45";"61";3
"b4";"s45";"62";1
"b4";"s45";"63";3
"b4";"s45";"64";3
"b4";"s45";"65";3
"b4";"s45";"66";3
"b4";"s45";"67";3
"b4";"s45";"68";2
"b4";"s45";"69";3
"b4";"s45";"70";1
"b4";"s45";"71";2
"b4";"s45";"72";1
"b4";"s45";"73";3
"b4";"s45";"74";1
"b4";"s45";"75";2
"b4";"s45";"76";3
"b4";"s45";"77";3
"b4";"s45";"78";1
"b4";"s45";"79";3
"b4";"s45";"80";1
"b1";"s46";"1";69
"b1";"s46";"2";47
"b1";"s46";"3";4
"b1";"s46";"4";65
"b1";"s46";"5";2
"b1";"s46";"6";91
"b1";"s46";"7";82
"b1";"s46";"8";57
"b1";"s46";"9";4
"b1";"s46";"10";1
"b1";"s46";"11";90
"b1";"s46";"12";1
"b1";"s46";"13";6
"b1";"s46";"14";71
"b1";"s46";"15";1
"b1";"s46";"16";58
"b1";"s46";"17";38
"b1";"s46";"18";1
"b1";"s46";"19";88
"b1";"s46";"20";7
"b1";"s46";"21";97
"b1";"s46";"22";1
"b1";"s46";"23";51
"b1";"s46";"24";11
"b1";"s46";"25";40
"b1";"s46";"26";37
"b1";"s46";"27";45
"b1";"s46";"28";92
"b1";"s46";"29";0
"b1";"s46";"30";4
"b1";"s46";"31";4
"b1";"s46";"32";6
"b1";"s46";"33";77
"b1";"s46";"34";56
"b1";"s46";"35";28
"b1";"s46";"36";12
"b1";"s46";"37";72
"b1";"s46";"38";77
"b1";"s46";"39";21
"b1";"s46";"40";7
"b1";"s46";"41";5
"b1";"s46";"42";7
"b1";"s46";"43";99
"b1";"s46";"44";5
"b1";"s46";"45";95
"b1";"s46";"46";88
"b1";"s46";"47";9
"b1";"s46";"48";8
"b1";"s46";"49";11
"b1";"s46";"50";75
"b1";"s46";"51";55
"b1";"s46";"52";9
"b1";"s46";"53";54
"b1";"s46";"54";12
"b1";"s46";"55";6
"b1";"s46";"56";90
"b1";"s46";"57";22
"b1";"s46";"58";21
"b1";"s46";"59";52
"b1";"s46";"60";18
"b1";"s46";"61";99
"b1";"s46";"62";99
"b1";"s46";"63";99
"b1";"s46";"64";99
"b1";"s46";"65";91
"b1";"s46";"66";99
"b1";"s46";"67";16
"b1";"s46";"68";66
"b1";"s46";"69";15
"b1";"s46";"70";98
"b1";"s46";"71";99
"b1";"s46";"72";31
"b1";"s46";"73";18
"b1";"s46";"74";85
"b1";"s46";"75";1
"b1";"s46";"76";99
"b1";"s46";"77";22
"b1";"s46";"78";99
"b1";"s46";"79";99
"b1";"s46";"80";8
"b2";"s46";"1";98
"b2";"s46";"2";86
"b2";"s46";"3";6
"b2";"s46";"4";95
"b2";"s46";"5";4
"b2";"s46";"6";95
"b2";"s46";"7";86
"b2";"s46";"8";36
"b2";"s46";"9";19
"b2";"s46";"10";11
"b2";"s46";"11";97
"b2";"s46";"12";0
"b2";"s46";"13";8
"b2";"s46";"14";82
"b2";"s46";"15";4
"b2";"s46";"16";64
"b2";"s46";"17";47
"b2";"s46";"18";4
"b2";"s46";"19";95
"b2";"s46";"20";14
"b2";"s46";"21";89
"b2";"s46";"22";7
"b2";"s46";"23";79
"b2";"s46";"24";52
"b2";"s46";"25";48
"b2";"s46";"26";81
"b2";"s46";"27";63
"b2";"s46";"28";94
"b2";"s46";"29";3
"b2";"s46";"30";10
"b2";"s46";"31";22
"b2";"s46";"32";30
"b2";"s46";"33";38
"b2";"s46";"34";62
"b2";"s46";"35";23
"b2";"s46";"36";15
"b2";"s46";"37";94
"b2";"s46";"38";64
"b2";"s46";"39";7
"b2";"s46";"40";13
"b2";"s46";"41";14
"b2";"s46";"42";11
"b2";"s46";"43";99
"b2";"s46";"44";8
"b2";"s46";"45";92
"b2";"s46";"46";92
"b2";"s46";"47";8
"b2";"s46";"48";68
"b2";"s46";"49";13
"b2";"s46";"50";86
"b2";"s46";"51";74
"b2";"s46";"52";10
"b2";"s46";"53";63
"b2";"s46";"54";17
"b2";"s46";"55";11
"b2";"s46";"56";83
"b2";"s46";"57";53
"b2";"s46";"58";16
"b2";"s46";"59";41
"b2";"s46";"60";37
"b2";"s46";"61";99
"b2";"s46";"62";98
"b2";"s46";"63";87
"b2";"s46";"64";88
"b2";"s46";"65";68
"b2";"s46";"66";98
"b2";"s46";"67";46
"b2";"s46";"68";65
"b2";"s46";"69";28
"b2";"s46";"70";99
"b2";"s46";"71";86
"b2";"s46";"72";26
"b2";"s46";"73";11
"b2";"s46";"74";89
"b2";"s46";"75";7
"b2";"s46";"76";99
"b2";"s46";"77";21
"b2";"s46";"78";96
"b2";"s46";"79";99
"b2";"s46";"80";13
"b3";"s46";"1";98
"b3";"s46";"2";100
"b3";"s46";"3";98
"b3";"s46";"4";82
"b3";"s46";"5";96
"b3";"s46";"6";99
"b3";"s46";"7";76
"b3";"s46";"8";90
"b3";"s46";"9";95
"b3";"s46";"10";20
"b3";"s46";"11";96
"b3";"s46";"12";6
"b3";"s46";"13";100
"b3";"s46";"14";99
"b3";"s46";"15";2
"b3";"s46";"16";98
"b3";"s46";"17";96
"b3";"s46";"18";99
"b3";"s46";"19";96
"b3";"s46";"20";98
"b3";"s46";"21";98
"b3";"s46";"22";5
"b3";"s46";"23";97
"b3";"s46";"24";9
"b3";"s46";"25";59
"b3";"s46";"26";68
"b3";"s46";"27";68
"b3";"s46";"28";95
"b3";"s46";"29";2
"b3";"s46";"30";86
"b3";"s46";"31";39
"b3";"s46";"32";26
"b3";"s46";"33";85
"b3";"s46";"34";61
"b3";"s46";"35";55
"b3";"s46";"36";64
"b3";"s46";"37";98
"b3";"s46";"38";88
"b3";"s46";"39";76
"b3";"s46";"40";82
"b3";"s46";"41";90
"b3";"s46";"42";95
"b3";"s46";"43";99
"b3";"s46";"44";69
"b3";"s46";"45";96
"b3";"s46";"46";96
"b3";"s46";"47";8
"b3";"s46";"48";96
"b3";"s46";"49";27
"b3";"s46";"50";97
"b3";"s46";"51";92
"b3";"s46";"52";4
"b3";"s46";"53";79
"b3";"s46";"54";56
"b3";"s46";"55";56
"b3";"s46";"56";12
"b3";"s46";"57";56
"b3";"s46";"58";33
"b3";"s46";"59";98
"b3";"s46";"60";98
"b3";"s46";"61";99
"b3";"s46";"62";100
"b3";"s46";"63";98
"b3";"s46";"64";98
"b3";"s46";"65";48
"b3";"s46";"66";94
"b3";"s46";"67";61
"b3";"s46";"68";97
"b3";"s46";"69";27
"b3";"s46";"70";100
"b3";"s46";"71";99
"b3";"s46";"72";10
"b3";"s46";"73";72
"b3";"s46";"74";95
"b3";"s46";"75";45
"b3";"s46";"76";99
"b3";"s46";"77";48
"b3";"s46";"78";63
"b3";"s46";"79";98
"b3";"s46";"80";18
"b4";"s46";"1";3
"b4";"s46";"2";3
"b4";"s46";"3";3
"b4";"s46";"4";3
"b4";"s46";"5";3
"b4";"s46";"6";2
"b4";"s46";"7";3
"b4";"s46";"8";3
"b4";"s46";"9";3
"b4";"s46";"10";3
"b4";"s46";"11";3
"b4";"s46";"12";3
"b4";"s46";"13";3
"b4";"s46";"14";3
"b4";"s46";"15";3
"b4";"s46";"16";3
"b4";"s46";"17";3
"b4";"s46";"18";3
"b4";"s46";"19";3
"b4";"s46";"20";3
"b4";"s46";"21";3
"b4";"s46";"22";3
"b4";"s46";"23";3
"b4";"s46";"24";3
"b4";"s46";"25";3
"b4";"s46";"26";3
"b4";"s46";"27";3
"b4";"s46";"28";3
"b4";"s46";"29";3
"b4";"s46";"30";3
"b4";"s46";"31";3
"b4";"s46";"32";3
"b4";"s46";"33";3
"b4";"s46";"34";3
"b4";"s46";"35";3
"b4";"s46";"36";3
"b4";"s46";"37";3
"b4";"s46";"38";3
"b4";"s46";"39";3
"b4";"s46";"40";3
"b4";"s46";"41";3
"b4";"s46";"42";3
"b4";"s46";"43";3
"b4";"s46";"44";3
"b4";"s46";"45";3
"b4";"s46";"46";3
"b4";"s46";"47";3
"b4";"s46";"48";3
"b4";"s46";"49";3
"b4";"s46";"50";3
"b4";"s46";"51";3
"b4";"s46";"52";3
"b4";"s46";"53";3
"b4";"s46";"54";3
"b4";"s46";"55";3
"b4";"s46";"56";3
"b4";"s46";"57";3
"b4";"s46";"58";3
"b4";"s46";"59";3
"b4";"s46";"60";3
"b4";"s46";"61";3
"b4";"s46";"62";3
"b4";"s46";"63";3
"b4";"s46";"64";3
"b4";"s46";"65";3
"b4";"s46";"66";2
"b4";"s46";"67";3
"b4";"s46";"68";3
"b4";"s46";"69";3
"b4";"s46";"70";3
"b4";"s46";"71";3
"b4";"s46";"72";3
"b4";"s46";"73";3
"b4";"s46";"74";3
"b4";"s46";"75";3
"b4";"s46";"76";3
"b4";"s46";"77";3
"b4";"s46";"78";3
"b4";"s46";"79";3
"b4";"s46";"80";3
"b1";"s47";"1";57
"b1";"s47";"2";48
"b1";"s47";"3";34
"b1";"s47";"4";61
"b1";"s47";"5";59
"b1";"s47";"6";57
"b1";"s47";"7";57
"b1";"s47";"8";70
"b1";"s47";"9";61
"b1";"s47";"10";70
"b1";"s47";"11";39
"b1";"s47";"12";59
"b1";"s47";"13";65
"b1";"s47";"14";46
"b1";"s47";"15";41
"b1";"s47";"16";57
"b1";"s47";"17";45
"b1";"s47";"18";23
"b1";"s47";"19";60
"b1";"s47";"20";52
"b1";"s47";"21";53
"b1";"s47";"22";23
"b1";"s47";"23";49
"b1";"s47";"24";63
"b1";"s47";"25";63
"b1";"s47";"26";52
"b1";"s47";"27";60
"b1";"s47";"28";59
"b1";"s47";"29";54
"b1";"s47";"30";57
"b1";"s47";"31";74
"b1";"s47";"32";69
"b1";"s47";"33";50
"b1";"s47";"34";62
"b1";"s47";"35";43
"b1";"s47";"36";23
"b1";"s47";"37";51
"b1";"s47";"38";25
"b1";"s47";"39";69
"b1";"s47";"40";59
"b1";"s47";"41";66
"b1";"s47";"42";58
"b1";"s47";"43";48
"b1";"s47";"44";46
"b1";"s47";"45";29
"b1";"s47";"46";39
"b1";"s47";"47";56
"b1";"s47";"48";60
"b1";"s47";"49";49
"b1";"s47";"50";28
"b1";"s47";"51";12
"b1";"s47";"52";6
"b1";"s47";"53";1
"b1";"s47";"54";9
"b1";"s47";"55";49
"b1";"s47";"56";49
"b1";"s47";"57";68
"b1";"s47";"58";36
"b1";"s47";"59";19
"b1";"s47";"60";51
"b1";"s47";"61";78
"b1";"s47";"62";57
"b1";"s47";"63";23
"b1";"s47";"64";11
"b1";"s47";"65";47
"b1";"s47";"66";23
"b1";"s47";"67";31
"b1";"s47";"68";71
"b1";"s47";"69";31
"b1";"s47";"70";47
"b1";"s47";"71";56
"b1";"s47";"72";49
"b1";"s47";"73";51
"b1";"s47";"74";37
"b1";"s47";"75";30
"b1";"s47";"76";9
"b1";"s47";"77";62
"b1";"s47";"78";100
"b1";"s47";"79";45
"b1";"s47";"80";30
"b2";"s47";"1";47
"b2";"s47";"2";29
"b2";"s47";"3";9
"b2";"s47";"4";73
"b2";"s47";"5";74
"b2";"s47";"6";52
"b2";"s47";"7";75
"b2";"s47";"8";80
"b2";"s47";"9";46
"b2";"s47";"10";59
"b2";"s47";"11";18
"b2";"s47";"12";31
"b2";"s47";"13";58
"b2";"s47";"14";21
"b2";"s47";"15";17
"b2";"s47";"16";56
"b2";"s47";"17";18
"b2";"s47";"18";3
"b2";"s47";"19";54
"b2";"s47";"20";44
"b2";"s47";"21";55
"b2";"s47";"22";16
"b2";"s47";"23";42
"b2";"s47";"24";74
"b2";"s47";"25";69
"b2";"s47";"26";49
"b2";"s47";"27";49
"b2";"s47";"28";17
"b2";"s47";"29";3
"b2";"s47";"30";50
"b2";"s47";"31";100
"b2";"s47";"32";49
"b2";"s47";"33";30
"b2";"s47";"34";78
"b2";"s47";"35";45
"b2";"s47";"36";12
"b2";"s47";"37";27
"b2";"s47";"38";12
"b2";"s47";"39";46
"b2";"s47";"40";48
"b2";"s47";"41";84
"b2";"s47";"42";52
"b2";"s47";"43";23
"b2";"s47";"44";19
"b2";"s47";"45";0
"b2";"s47";"46";44
"b2";"s47";"47";60
"b2";"s47";"48";45
"b2";"s47";"49";54
"b2";"s47";"50";21
"b2";"s47";"51";17
"b2";"s47";"52";38
"b2";"s47";"53";6
"b2";"s47";"54";19
"b2";"s47";"55";31
"b2";"s47";"56";40
"b2";"s47";"57";55
"b2";"s47";"58";49
"b2";"s47";"59";37
"b2";"s47";"60";44
"b2";"s47";"61";43
"b2";"s47";"62";44
"b2";"s47";"63";44
"b2";"s47";"64";26
"b2";"s47";"65";32
"b2";"s47";"66";44
"b2";"s47";"67";50
"b2";"s47";"68";33
"b2";"s47";"69";45
"b2";"s47";"70";48
"b2";"s47";"71";46
"b2";"s47";"72";48
"b2";"s47";"73";44
"b2";"s47";"74";43
"b2";"s47";"75";59
"b2";"s47";"76";44
"b2";"s47";"77";52
"b2";"s47";"78";100
"b2";"s47";"79";45
"b2";"s47";"80";28
"b3";"s47";"1";73
"b3";"s47";"2";10
"b3";"s47";"3";64
"b3";"s47";"4";22
"b3";"s47";"5";17
"b3";"s47";"6";50
"b3";"s47";"7";49
"b3";"s47";"8";48
"b3";"s47";"9";23
"b3";"s47";"10";23
"b3";"s47";"11";44
"b3";"s47";"12";67
"b3";"s47";"13";17
"b3";"s47";"14";43
"b3";"s47";"15";61
"b3";"s47";"16";58
"b3";"s47";"17";25
"b3";"s47";"18";50
"b3";"s47";"19";46
"b3";"s47";"20";24
"b3";"s47";"21";80
"b3";"s47";"22";22
"b3";"s47";"23";60
"b3";"s47";"24";12
"b3";"s47";"25";48
"b3";"s47";"26";30
"b3";"s47";"27";83
"b3";"s47";"28";24
"b3";"s47";"29";48
"b3";"s47";"30";16
"b3";"s47";"31";98
"b3";"s47";"32";18
"b3";"s47";"33";15
"b3";"s47";"34";61
"b3";"s47";"35";17
"b3";"s47";"36";46
"b3";"s47";"37";58
"b3";"s47";"38";51
"b3";"s47";"39";18
"b3";"s47";"40";18
"b3";"s47";"41";50
"b3";"s47";"42";7
"b3";"s47";"43";52
"b3";"s47";"44";51
"b3";"s47";"45";68
"b3";"s47";"46";17
"b3";"s47";"47";22
"b3";"s47";"48";15
"b3";"s47";"49";18
"b3";"s47";"50";54
"b3";"s47";"51";16
"b3";"s47";"52";75
"b3";"s47";"53";19
"b3";"s47";"54";50
"b3";"s47";"55";61
"b3";"s47";"56";15
"b3";"s47";"57";23
"b3";"s47";"58";22
"b3";"s47";"59";61
"b3";"s47";"60";70
"b3";"s47";"61";16
"b3";"s47";"62";15
"b3";"s47";"63";63
"b3";"s47";"64";10
"b3";"s47";"65";14
"b3";"s47";"66";54
"b3";"s47";"67";52
"b3";"s47";"68";11
"b3";"s47";"69";84
"b3";"s47";"70";11
"b3";"s47";"71";12
"b3";"s47";"72";17
"b3";"s47";"73";16
"b3";"s47";"74";13
"b3";"s47";"75";15
"b3";"s47";"76";76
"b3";"s47";"77";6
"b3";"s47";"78";99
"b3";"s47";"79";77
"b3";"s47";"80";14
"b4";"s47";"1";2
"b4";"s47";"2";3
"b4";"s47";"3";3
"b4";"s47";"4";3
"b4";"s47";"5";3
"b4";"s47";"6";3
"b4";"s47";"7";1
"b4";"s47";"8";3
"b4";"s47";"9";3
"b4";"s47";"10";2
"b4";"s47";"11";3
"b4";"s47";"12";2
"b4";"s47";"13";2
"b4";"s47";"14";3
"b4";"s47";"15";3
"b4";"s47";"16";3
"b4";"s47";"17";3
"b4";"s47";"18";3
"b4";"s47";"19";3
"b4";"s47";"20";3
"b4";"s47";"21";3
"b4";"s47";"22";3
"b4";"s47";"23";3
"b4";"s47";"24";3
"b4";"s47";"25";3
"b4";"s47";"26";3
"b4";"s47";"27";3
"b4";"s47";"28";3
"b4";"s47";"29";3
"b4";"s47";"30";3
"b4";"s47";"31";1
"b4";"s47";"32";3
"b4";"s47";"33";3
"b4";"s47";"34";2
"b4";"s47";"35";3
"b4";"s47";"36";3
"b4";"s47";"37";3
"b4";"s47";"38";3
"b4";"s47";"39";3
"b4";"s47";"40";3
"b4";"s47";"41";3
"b4";"s47";"42";3
"b4";"s47";"43";3
"b4";"s47";"44";3
"b4";"s47";"45";3
"b4";"s47";"46";3
"b4";"s47";"47";3
"b4";"s47";"48";3
"b4";"s47";"49";3
"b4";"s47";"50";3
"b4";"s47";"51";3
"b4";"s47";"52";3
"b4";"s47";"53";3
"b4";"s47";"54";3
"b4";"s47";"55";2
"b4";"s47";"56";2
"b4";"s47";"57";3
"b4";"s47";"58";3
"b4";"s47";"59";3
"b4";"s47";"60";3
"b4";"s47";"61";3
"b4";"s47";"62";3
"b4";"s47";"63";3
"b4";"s47";"64";3
"b4";"s47";"65";3
"b4";"s47";"66";3
"b4";"s47";"67";3
"b4";"s47";"68";3
"b4";"s47";"69";2
"b4";"s47";"70";3
"b4";"s47";"71";3
"b4";"s47";"72";3
"b4";"s47";"73";3
"b4";"s47";"74";3
"b4";"s47";"75";3
"b4";"s47";"76";3
"b4";"s47";"77";3
"b4";"s47";"78";1
"b4";"s47";"79";3
"b4";"s47";"80";3
"b1";"s48";"1";19
"b1";"s48";"2";64
"b1";"s48";"3";37
"b1";"s48";"4";64
"b1";"s48";"5";36
"b1";"s48";"6";11
"b1";"s48";"7";59
"b1";"s48";"8";74
"b1";"s48";"9";26
"b1";"s48";"10";22
"b1";"s48";"11";11
"b1";"s48";"12";0
"b1";"s48";"13";90
"b1";"s48";"14";28
"b1";"s48";"15";41
"b1";"s48";"16";73
"b1";"s48";"17";52
"b1";"s48";"18";79
"b1";"s48";"19";18
"b1";"s48";"20";70
"b1";"s48";"21";16
"b1";"s48";"22";11
"b1";"s48";"23";14
"b1";"s48";"24";25
"b1";"s48";"25";17
"b1";"s48";"26";8
"b1";"s48";"27";14
"b1";"s48";"28";48
"b1";"s48";"29";66
"b1";"s48";"30";25
"b1";"s48";"31";60
"b1";"s48";"32";30
"b1";"s48";"33";63
"b1";"s48";"34";22
"b1";"s48";"35";23
"b1";"s48";"36";0
"b1";"s48";"37";0
"b1";"s48";"38";12
"b1";"s48";"39";73
"b1";"s48";"40";0
"b1";"s48";"41";10
"b1";"s48";"42";88
"b1";"s48";"43";55
"b1";"s48";"44";74
"b1";"s48";"45";11
"b1";"s48";"46";31
"b1";"s48";"47";15
"b1";"s48";"48";57
"b1";"s48";"49";0
"b1";"s48";"50";3
"b1";"s48";"51";52
"b1";"s48";"52";24
"b1";"s48";"53";23
"b1";"s48";"54";9
"b1";"s48";"55";2
"b1";"s48";"56";13
"b1";"s48";"57";60
"b1";"s48";"58";20
"b1";"s48";"59";82
"b1";"s48";"60";10
"b1";"s48";"61";4
"b1";"s48";"62";14
"b1";"s48";"63";74
"b1";"s48";"64";64
"b1";"s48";"65";9
"b1";"s48";"66";0
"b1";"s48";"67";45
"b1";"s48";"68";6
"b1";"s48";"69";28
"b1";"s48";"70";23
"b1";"s48";"71";6
"b1";"s48";"72";47
"b1";"s48";"73";35
"b1";"s48";"74";14
"b1";"s48";"75";16
"b1";"s48";"76";87
"b1";"s48";"77";14
"b1";"s48";"78";88
"b1";"s48";"79";94
"b1";"s48";"80";5
"b2";"s48";"1";7
"b2";"s48";"2";7
"b2";"s48";"3";12
"b2";"s48";"4";76
"b2";"s48";"5";19
"b2";"s48";"6";7
"b2";"s48";"7";58
"b2";"s48";"8";68
"b2";"s48";"9";17
"b2";"s48";"10";17
"b2";"s48";"11";12
"b2";"s48";"12";29
"b2";"s48";"13";86
"b2";"s48";"14";0
"b2";"s48";"15";9
"b2";"s48";"16";78
"b2";"s48";"17";55
"b2";"s48";"18";25
"b2";"s48";"19";9
"b2";"s48";"20";51
"b2";"s48";"21";11
"b2";"s48";"22";3
"b2";"s48";"23";6
"b2";"s48";"24";6
"b2";"s48";"25";5
"b2";"s48";"26";25
"b2";"s48";"27";7
"b2";"s48";"28";51
"b2";"s48";"29";44
"b2";"s48";"30";13
"b2";"s48";"31";57
"b2";"s48";"32";100
"b2";"s48";"33";91
"b2";"s48";"34";7
"b2";"s48";"35";12
"b2";"s48";"36";0
"b2";"s48";"37";13
"b2";"s48";"38";3
"b2";"s48";"39";86
"b2";"s48";"40";1
"b2";"s48";"41";24
"b2";"s48";"42";85
"b2";"s48";"43";42
"b2";"s48";"44";86
"b2";"s48";"45";6
"b2";"s48";"46";14
"b2";"s48";"47";0
"b2";"s48";"48";10
"b2";"s48";"49";0
"b2";"s48";"50";16
"b2";"s48";"51";87
"b2";"s48";"52";12
"b2";"s48";"53";28
"b2";"s48";"54";13
"b2";"s48";"55";0
"b2";"s48";"56";52
"b2";"s48";"57";72
"b2";"s48";"58";8
"b2";"s48";"59";97
"b2";"s48";"60";9
"b2";"s48";"61";7
"b2";"s48";"62";13
"b2";"s48";"63";78
"b2";"s48";"64";61
"b2";"s48";"65";3
"b2";"s48";"66";0
