Block;Subj;Trial;Response
b2;s18;73;62
b2;s18;74;81
b2;s18;75;35
b2;s18;76;28
b2;s18;77;61
b2;s18;78;53
b2;s18;79;13
b2;s18;80;73
b3;s18;1;50
b3;s18;2;41
b3;s18;3;26
b3;s18;4;9
b3;s18;5;18
b3;s18;6;16
b3;s18;7;2
b3;s18;8;4
b3;s18;9;10
b3;s18;10;18
b3;s18;11;1
b3;s18;12;20
b3;s18;13;12
b3;s18;14;6
b3;s18;15;49
b3;s18;16;5
b3;s18;17;11
b3;s18;18;48
b3;s18;19;11
b3;s18;20;12
b3;s18;21;47
b3;s18;22;1
b3;s18;23;2
b3;s18;24;24
b3;s18;25;49
b3;s18;26;15
b3;s18;27;4
b3;s18;28;2
b3;s18;29;1
b3;s18;30;7
b3;s18;31;85
b3;s18;32;6
b3;s18;33;72
b3;s18;34;34
b3;s18;35;9
b3;s18;36;74
b3;s18;37;1
b3;s18;38;2
b3;s18;39;2
b3;s18;40;79
b3;s18;41;75
b3;s18;42;43
b3;s18;43;81
b3;s18;44;37
b3;s18;45;62
b3;s18;46;49
b3;s18;47;64
b3;s18;48;75
b3;s18;49;79
b3;s18;50;1
b3;s18;51;30
b3;s18;52;1
b3;s18;53;49
b3;s18;54;61
b3;s18;55;41
b3;s18;56;98
b3;s18;57;16
b3;s18;58;24
b3;s18;59;16
b3;s18;60;1
b3;s18;61;70
b3;s18;62;77
b3;s18;63;3
b3;s18;64;68
b3;s18;65;20
b3;s18;66;54
b3;s18;67;15
b3;s18;68;85
b3;s18;69;22
b3;s18;70;1
b3;s18;71;1
b3;s18;72;2
b3;s18;73;10
b3;s18;74;60
b3;s18;75;2
b3;s18;76;51
b3;s18;77;6
b3;s18;78;32
b3;s18;79;0
b3;s18;80;53
b4;s18;1;3
b4;s18;2;2
b4;s18;3;3
b4;s18;4;2
b4;s18;5;3
b4;s18;6;2
b4;s18;7;3
b4;s18;8;2
b4;s18;9;3
b4;s18;10;3
b4;s18;11;3
b4;s18;12;3
b4;s18;13;3
b4;s18;14;3
b4;s18;15;2
b4;s18;16;3
b4;s18;17;2
b4;s18;18;3
b4;s18;19;3
b4;s18;20;3
b4;s18;21;2
b4;s18;22;3
b4;s18;23;3
b4;s18;24;2
b4;s18;25;2
b4;s18;26;3
b4;s18;27;3
b4;s18;28;2
b4;s18;29;3
b4;s18;30;3
b4;s18;31;3
b4;s18;32;3
b4;s18;33;3
b4;s18;34;3
b4;s18;35;3
b4;s18;36;2
b4;s18;37;3
b4;s18;38;3
b4;s18;39;3
b4;s18;40;2
b4;s18;41;1
b4;s18;42;3
b4;s18;43;1
b4;s18;44;2
b4;s18;45;3
b4;s18;46;3
b4;s18;47;2
b4;s18;48;3
b4;s18;49;3
b4;s18;50;3
b4;s18;51;2
b4;s18;52;3
b4;s18;53;3
b4;s18;54;3
b4;s18;55;3
b4;s18;56;1
b4;s18;57;3
b4;s18;58;3
b4;s18;59;3
b4;s18;60;3
b4;s18;61;3
b4;s18;62;2
b4;s18;63;3
b4;s18;64;2
b4;s18;65;3
b4;s18;66;2
b4;s18;67;3
b4;s18;68;3
b4;s18;69;3
b4;s18;70;3
b4;s18;71;2
b4;s18;72;3
b4;s18;73;3
b4;s18;74;2
b4;s18;75;3
b4;s18;76;2
b4;s18;77;3
b4;s18;78;3
b4;s18;79;3
b4;s18;80;2
b1;s24;1;10
b1;s24;2;27
b1;s24;3;19
b1;s24;4;23
b1;s24;5;25
b1;s24;6;40
b1;s24;7;51
b1;s24;8;20
b1;s24;9;59
b1;s24;10;47
b1;s24;11;66
b1;s24;12;43
b1;s24;13;47
b1;s24;14;19
b1;s24;15;71
b1;s24;16;61
b1;s24;17;72
b1;s24;18;13
b1;s24;19;17
b1;s24;20;63
b1;s24;21;74
b1;s24;22;54
b1;s24;23;68
b1;s24;24;40
b1;s24;25;68
b1;s24;26;81
b1;s24;27;30
b1;s24;28;12
b1;s24;29;21
b1;s24;30;66
b1;s24;31;82
b1;s24;32;46
b1;s24;33;50
b1;s24;34;32
b1;s24;35;89
b1;s24;36;49
b1;s24;37;70
b1;s24;38;83
b1;s24;39;26
b1;s24;40;63
b1;s24;41;22
b1;s24;42;19
b1;s24;43;25
b1;s24;44;58
b1;s24;45;60
b1;s24;46;82
b1;s24;47;79
b1;s24;48;21
b1;s24;49;93
b1;s24;50;86
b1;s24;51;38
b1;s24;52;9
b1;s24;53;7
b1;s24;54;4
b1;s24;55;50
b1;s24;56;77
b1;s24;57;66
b1;s24;58;48
b1;s24;59;35
b1;s24;60;46
b1;s24;61;48
b1;s24;62;9
b1;s24;63;8
b1;s24;64;32
b1;s24;65;88
b1;s24;66;50
b1;s24;67;52
b1;s24;68;45
b1;s24;69;73
b1;s24;70;62
b1;s24;71;58
b1;s24;72;59
b1;s24;73;50
b1;s24;74;24
b1;s24;75;72
b1;s24;76;44
b1;s24;77;37
b1;s24;78;7
b1;s24;79;44
b1;s24;80;70
b2;s24;1;31
b2;s24;2;32
b2;s24;3;25
b2;s24;4;23
b2;s24;5;27
b2;s24;6;42
b2;s24;7;46
b2;s24;8;17
b2;s24;9;72
b2;s24;10;54
b2;s24;11;58
b2;s24;12;40
b2;s24;13;41
b2;s24;14;23
b2;s24;15;72
b2;s24;16;46
b2;s24;17;64
b2;s24;18;50
b2;s24;19;15
b2;s24;20;58
b2;s24;21;54
b2;s24;22;51
b2;s24;23;48
b2;s24;24;47
b2;s24;25;54
b2;s24;26;52
b2;s24;27;47
b2;s24;28;10
b2;s24;29;48
b2;s24;30;56
b2;s24;31;55
b2;s24;32;60
b2;s24;33;53
b2;s24;34;33
b2;s24;35;77
b2;s24;36;49
b2;s24;37;54
b2;s24;38;87
b2;s24;39;24
b2;s24;40;62
b2;s24;41;14
b2;s24;42;15
b2;s24;43;15
b2;s24;44;51
b2;s24;45;25
b2;s24;46;46
b2;s24;47;49
b2;s24;48;39
b2;s24;49;79
b2;s24;50;77
b2;s24;51;28
b2;s24;52;33
b2;s24;53;15
b2;s24;54;7
b2;s24;55;53
b2;s24;56;81
b2;s24;57;78
b2;s24;58;49
b2;s24;59;31
b2;s24;60;43
b2;s24;61;45
b2;s24;62;20
b2;s24;63;6
b2;s24;64;44
b2;s24;65;72
b2;s24;66;45
b2;s24;67;60
b2;s24;68;74
b2;s24;69;59
b2;s24;70;54
b2;s24;71;65
b2;s24;72;38
b2;s24;73;49
b2;s24;74;21
b2;s24;75;87
b2;s24;76;58
b2;s24;77;57
b2;s24;78;12
b2;s24;79;65
b2;s24;80;67
b3;s24;1;4
b3;s24;2;12
b3;s24;3;10
b3;s24;4;10
b3;s24;5;8
b3;s24;6;5
b3;s24;7;8
b3;s24;8;70
b3;s24;9;11
b3;s24;10;66
b3;s24;11;73
b3;s24;12;80
b3;s24;13;79
b3;s24;14;23
b3;s24;15;97
b3;s24;16;3
b3;s24;17;24
b3;s24;18;51
b3;s24;19;68
b3;s24;20;17
b3;s24;21;75
b3;s24;22;80
b3;s24;23;90
b3;s24;24;19
b3;s24;25;69
b3;s24;26;56
b3;s24;27;5
b3;s24;28;53
b3;s24;29;3
b3;s24;30;85
b3;s24;31;93
b3;s24;32;28
b3;s24;33;17
b3;s24;34;68
b3;s24;35;34
b3;s24;36;30
b3;s24;37;55
b3;s24;38;77
b3;s24;39;18
b3;s24;40;61
b3;s24;41;8
b3;s24;42;78
b3;s24;43;7
b3;s24;44;28
b3;s24;45;16
b3;s24;46;12
b3;s24;47;82
b3;s24;48;80
b3;s24;49;86
b3;s24;50;10
b3;s24;51;72
b3;s24;52;11
b3;s24;53;39
b3;s24;54;5
b3;s24;55;4
b3;s24;56;6
b3;s24;57;7
b3;s24;58;4
b3;s24;59;6
b3;s24;60;71
b3;s24;61;18
b3;s24;62;56
b3;s24;63;6
b3;s24;64;9
b3;s24;65;36
b3;s24;66;62
b3;s24;67;48
b3;s24;68;16
b3;s24;69;6
b3;s24;70;15
b3;s24;71;59
b3;s24;72;11
b3;s24;73;69
b3;s24;74;38
b3;s24;75;65
b3;s24;76;15
b3;s24;77;9
b3;s24;78;11
b3;s24;79;13
b3;s24;80;16
b4;s24;1;3
b4;s24;2;3
b4;s24;3;3
b4;s24;4;3
b4;s24;5;3
b4;s24;6;3
b4;s24;7;3
b4;s24;8;3
b4;s24;9;3
b4;s24;10;2
b4;s24;11;3
b4;s24;12;3
b4;s24;13;2
b4;s24;14;3
b4;s24;15;1
b4;s24;16;3
b4;s24;17;3
b4;s24;18;3
b4;s24;19;3
b4;s24;20;2
b4;s24;21;2
b4;s24;22;1
b4;s24;23;1
b4;s24;24;3
b4;s24;25;3
b4;s24;26;3
b4;s24;27;3
b4;s24;28;3
b4;s24;29;3
b4;s24;30;1
b4;s24;31;2
b4;s24;32;3
b4;s24;33;3
b4;s24;34;2
b4;s24;35;2
b4;s24;36;3
b4;s24;37;2
b4;s24;38;2
b4;s24;39;3
b4;s24;40;1
b4;s24;41;3
b4;s24;42;3
b4;s24;43;3
b4;s24;44;3
b4;s24;45;3
b4;s24;46;3
b4;s24;47;1
b4;s24;48;3
b4;s24;49;2
b4;s24;50;3
b4;s24;51;3
b4;s24;52;3
b4;s24;53;3
b4;s24;54;3
b4;s24;55;3
b4;s24;56;3
b4;s24;57;2
b4;s24;58;3
b4;s24;59;3
b4;s24;60;2
b4;s24;61;3
b4;s24;62;3
b4;s24;63;3
b4;s24;64;3
b4;s24;65;3
b4;s24;66;2
b4;s24;67;2
b4;s24;68;3
b4;s24;69;3
b4;s24;70;3
b4;s24;71;2
b4;s24;72;3
b4;s24;73;2
b4;s24;74;2
b4;s24;75;3
b4;s24;76;3
b4;s24;77;3
b4;s24;78;3
b4;s24;79;3
b4;s24;80;3
b1;s21;1;42
b1;s21;2;28
b1;s21;3;34
b1;s21;4;37
b1;s21;5;63
b1;s21;6;67
b1;s21;7;37
b1;s21;8;55
b1;s21;9;57
b1;s21;10;22
b1;s21;11;65
b1;s21;12;76
b1;s21;13;22
b1;s21;14;65
b1;s21;15;78
b1;s21;16;77
b1;s21;17;78
b1;s21;18;60
b1;s21;19;29
b1;s21;20;27
b1;s21;21;36
b1;s21;22;55
b1;s21;23;73
b1;s21;24;65
b1;s21;25;25
b1;s21;26;20
b1;s21;27;50
b1;s21;28;54
b1;s21;29;60
b1;s21;30;65
b1;s21;31;69
b1;s21;32;62
b1;s21;33;30
b1;s21;34;65
b1;s21;35;58
b1;s21;36;80
b1;s21;37;57
b1;s21;38;50
b1;s21;39;93
b1;s21;40;67
b1;s21;41;88
b1;s21;42;89
b1;s21;43;44
b1;s21;44;90
b1;s21;45;72
b1;s21;46;14
b1;s21;47;11
b1;s21;48;10
b1;s21;49;64
b1;s21;50;72
b1;s21;51;35
b1;s21;52;62
b1;s21;53;43
b1;s21;54;14
b1;s21;55;59
b1;s21;56;36
b1;s21;57;40
b1;s21;58;35
b1;s21;59;64
b1;s21;60;55
b1;s21;61;65
b1;s21;62;66
b1;s21;63;69
b1;s21;64;90
b1;s21;65;13
b1;s21;66;72
b1;s21;67;82
b1;s21;68;63
b1;s21;69;37
b1;s21;70;83
b1;s21;71;61
b1;s21;72;79
b1;s21;73;40
b1;s21;74;32
b1;s21;75;44
b1;s21;76;80
b1;s21;77;83
b1;s21;78;87
b1;s21;79;43
b1;s21;80;87
b2;s21;1;77
b2;s21;2;19
b2;s21;3;26
b2;s21;4;53
b2;s21;5;78
b2;s21;6;90
b2;s21;7;24
b2;s21;8;82
b2;s21;9;89
b2;s21;10;7
b2;s21;11;93
b2;s21;12;78
b2;s21;13;11
b2;s21;14;71
b2;s21;15;89
b2;s21;16;92
b2;s21;17;88
b2;s21;18;91
b2;s21;19;8
b2;s21;20;5
b2;s21;21;52
b2;s21;22;70
b2;s21;23;85
b2;s21;24;89
b2;s21;25;27
b2;s21;26;17
b2;s21;27;56
b2;s21;28;46
b2;s21;29;76
b2;s21;30;88
b2;s21;31;83
b2;s21;32;82
b2;s21;33;13
b2;s21;34;70
b2;s21;35;54
b2;s21;36;84
b2;s21;37;27
b2;s21;38;70
b2;s21;39;96
b2;s21;40;89
b2;s21;41;91
b2;s21;42;96
b2;s21;43;14
b2;s21;44;100
b2;s21;45;75
b2;s21;46;40
b2;s21;47;14
b2;s21;48;12
b2;s21;49;61
b2;s21;50;69
b2;s21;51;44
b2;s21;52;66
b2;s21;53;38
b2;s21;54;34
b2;s21;55;64
b2;s21;56;33
b2;s21;57;27
b2;s21;58;13
b2;s21;59;73
b2;s21;60;27
b2;s21;61;58
b2;s21;62;74
b2;s21;63;69
b2;s21;64;96
b2;s21;65;2
b2;s21;66;75
b2;s21;67;95
b2;s21;68;88
b2;s21;69;19
b2;s21;70;89
b2;s21;71;52
b2;s21;72;94
b2;s21;73;16
b2;s21;74;42
b2;s21;75;42
b2;s21;76;74
b2;s21;77;89
b2;s21;78;70
b2;s21;79;28
b2;s21;80;88
b3;s21;1;62
b3;s21;2;1
b3;s21;3;76
b3;s21;4;11
b3;s21;5;98
b3;s21;6;66
b3;s21;7;13
b3;s21;8;23
b3;s21;9;45
b3;s21;10;1
b3;s21;11;99
b3;s21;12;99
b3;s21;13;3
b3;s21;14;25
b3;s21;15;94
b3;s21;16;78
b3;s21;17;72
b3;s21;18;37
b3;s21;19;1
b3;s21;20;1
b3;s21;21;76
b3;s21;22;42
b3;s21;23;79
b3;s21;24;19
b3;s21;25;57
b3;s21;26;4
b3;s21;27;41
b3;s21;28;7
b3;s21;29;77
b3;s21;30;73
b3;s21;31;16
b3;s21;32;11
b3;s21;33;2
b3;s21;34;5
b3;s21;35;56
b3;s21;36;19
b3;s21;37;15
b3;s21;38;54
b3;s21;39;81
b3;s21;40;94
b3;s21;41;92
b3;s21;42;97
b3;s21;43;1
b3;s21;44;16
b3;s21;45;91
b3;s21;46;13
b3;s21;47;6
b3;s21;48;3
b3;s21;49;55
b3;s21;50;72
b3;s21;51;6
b3;s21;52;27
b3;s21;53;1
b3;s21;54;4
b3;s21;55;10
b3;s21;56;86
b3;s21;57;70
b3;s21;58;6
b3;s21;59;96
b3;s21;60;1
b3;s21;61;67
b3;s21;62;34
b3;s21;63;82
b3;s21;64;92
b3;s21;65;10
b3;s21;66;2
b3;s21;67;93
b3;s21;68;94
b3;s21;69;1
b3;s21;70;76
b3;s21;71;18
b3;s21;72;99
b3;s21;73;2
b3;s21;74;33
b3;s21;75;62
b3;s21;76;60
b3;s21;77;91
b3;s21;78;93
b3;s21;79;6
b3;s21;80;92
b4;s21;1;3
b4;s21;2;3
b4;s21;3;3
b4;s21;4;2
b4;s21;5;3
b4;s21;6;3
b4;s21;7;3
b4;s21;8;2
b4;s21;9;2
b4;s21;10;3
b4;s21;11;3
b4;s21;12;3
b4;s21;13;3
b4;s21;14;3
b4;s21;15;3
b4;s21;16;3
b4;s21;17;3
b4;s21;18;3
b4;s21;19;3
b4;s21;20;3
b4;s21;21;3
b4;s21;22;3
b4;s21;23;3
b4;s21;24;3
b4;s21;25;3
b4;s21;26;3
b4;s21;27;3
b4;s21;28;2
b4;s21;29;3
b4;s21;30;3
b4;s21;31;3
b4;s21;32;2
b4;s21;33;3
b4;s21;34;3
b4;s21;35;3
b4;s21;36;3
b4;s21;37;3
b4;s21;38;3
b4;s21;39;3
b4;s21;40;3
b4;s21;41;3
b4;s21;42;3
b4;s21;43;3
b4;s21;44;3
b4;s21;45;3
b4;s21;46;3
b4;s21;47;3
b4;s21;48;3
b4;s21;49;2
b4;s21;50;3
b4;s21;51;3
b4;s21;52;3
b4;s21;53;3
b4;s21;54;3
b4;s21;55;3
b4;s21;56;3
b4;s21;57;3
b4;s21;58;3
b4;s21;59;3
b4;s21;60;2
b4;s21;61;3
b4;s21;62;3
b4;s21;63;3
b4;s21;64;2
b4;s21;65;3
b4;s21;66;3
b4;s21;67;3
b4;s21;68;3
b4;s21;69;3
b4;s21;70;3
b4;s21;71;3
b4;s21;72;3
b4;s21;73;3
b4;s21;74;3
b4;s21;75;3
b4;s21;76;3
b4;s21;77;3
b4;s21;78;3
b4;s21;79;3
b4;s21;80;2
b1;s22;1;87
b1;s22;2;54
b1;s22;3;51
b1;s22;4;53
b1;s22;5;33
b1;s22;6;41
b1;s22;7;50
b1;s22;8;9
b1;s22;9;87
b1;s22;10;72
b1;s22;11;45
b1;s22;12;53
b1;s22;13;27
b1;s22;14;25
b1;s22;15;16
b1;s22;16;13
b1;s22;17;99
b1;s22;18;88
b1;s22;19;58
b1;s22;20;51
b1;s22;21;54
b1;s22;22;90
b1;s22;23;49
b1;s22;24;78
b1;s22;25;57
b1;s22;26;43
b1;s22;27;58
b1;s22;28;49
b1;s22;29;56
b1;s22;30;55
b1;s22;31;57
b1;s22;32;48
b1;s22;33;24
b1;s22;34;6
b1;s22;35;6
b1;s22;36;15
b1;s22;37;89
b1;s22;38;52
b1;s22;39;60
b1;s22;40;36
b1;s22;41;77
b1;s22;42;79
b1;s22;43;80
b1;s22;44;61
b1;s22;45;1
b1;s22;46;11
b1;s22;47;14
b1;s22;48;17
b1;s22;49;78
b1;s22;50;60
b1;s22;51;34
b1;s22;52;12
b1;s22;53;83
b1;s22;54;25
b1;s22;55;27
b1;s22;56;46
b1;s22;57;15
b1;s22;58;25
b1;s22;59;51
b1;s22;60;38
b1;s22;61;54
b1;s22;62;40
b1;s22;63;99
b1;s22;64;52
b1;s22;65;50
b1;s22;66;54
b1;s22;67;54
b1;s22;68;52
b1;s22;69;41
b1;s22;70;52
b1;s22;71;54
b1;s22;72;18
b1;s22;73;8
b1;s22;74;15
b1;s22;75;52
b1;s22;76;0
b1;s22;77;20
b1;s22;78;45
b1;s22;79;51
b1;s22;80;99
b2;s22;1;100
b2;s22;2;66
b2;s22;3;58
b2;s22;4;63
b2;s22;5;20
b2;s22;6;54
b2;s22;7;31
b2;s22;8;8
b2;s22;9;84
b2;s22;10;59
b2;s22;11;39
b2;s22;12;52
b2;s22;13;7
b2;s22;14;15
b2;s22;15;18
b2;s22;16;30
b2;s22;17;100
b2;s22;18;85
b2;s22;19;52
b2;s22;20;52
b2;s22;21;55
b2;s22;22;74
b2;s22;23;74
b2;s22;24;79
b2;s22;25;57
b2;s22;26;39
b2;s22;27;53
b2;s22;28;50
b2;s22;29;44
b2;s22;30;51
b2;s22;31;53
b2;s22;32;50
b2;s22;33;34
b2;s22;34;4
b2;s22;35;7
b2;s22;36;17
b2;s22;37;85
b2;s22;38;52
b2;s22;39;84
b2;s22;40;15
b2;s22;41;77
b2;s22;42;81
b2;s22;43;63
b2;s22;44;56
b2;s22;45;1
b2;s22;46;17
b2;s22;47;17
b2;s22;48;19
b2;s22;49;73
b2;s22;50;52
b2;s22;51;15
b2;s22;52;19
b2;s22;53;80
b2;s22;54;44
b2;s22;55;16
b2;s22;56;53
b2;s22;57;20
b2;s22;58;19
b2;s22;59;58
b2;s22;60;37
b2;s22;61;52
b2;s22;62;33
b2;s22;63;100
b2;s22;64;56
b2;s22;65;51
b2;s22;66;74
b2;s22;67;62
b2;s22;68;58
b2;s22;69;47
b2;s22;70;69
b2;s22;71;57
b2;s22;72;33
b2;s22;73;3
b2;s22;74;17
b2;s22;75;81
b2;s22;76;0
b2;s22;77;23
b2;s22;78;38
b2;s22;79;76
b2;s22;80;99
b3;s22;1;75
b3;s22;2;14
b3;s22;3;99
b3;s22;4;74
b3;s22;5;68
b3;s22;6;65
b3;s22;7;50
b3;s22;8;72
b3;s22;9;86
b3;s22;10;82
b3;s22;11;78
b3;s22;12;54
b3;s22;13;84
b3;s22;14;49
b3;s22;15;64
b3;s22;16;54
b3;s22;17;66
b3;s22;18;85
b3;s22;19;54
b3;s22;20;56
b3;s22;21;25
b3;s22;22;92
b3;s22;23;22
b3;s22;24;85
b3;s22;25;95
b3;s22;26;15
b3;s22;27;31
b3;s22;28;31
b3;s22;29;26
b3;s22;30;61
b3;s22;31;53
b3;s22;32;31
b3;s22;33;81
b3;s22;34;7
b3;s22;35;55
b3;s22;36;85
b3;s22;37;87
b3;s22;38;57
b3;s22;39;66
b3;s22;40;17
b3;s22;41;60
b3;s22;42;56
b3;s22;43;57
b3;s22;44;55
b3;s22;45;85
b3;s22;46;78
b3;s22;47;38
b3;s22;48;75
b3;s22;49;77
b3;s22;50;56
b3;s22;51;57
b3;s22;52;30
b3;s22;53;52
b3;s22;54;78
b3;s22;55;14
b3;s22;56;37
b3;s22;57;69
b3;s22;58;88
b3;s22;59;57
b3;s22;60;56
b3;s22;61;81
b3;s22;62;54
b3;s22;63;66
b3;s22;64;55
b3;s22;65;54
b3;s22;66;100
b3;s22;67;54
b3;s22;68;52
b3;s22;69;87
b3;s22;70;90
b3;s22;71;56
b3;s22;72;63
b3;s22;73;81
b3;s22;74;28
b3;s22;75;83
b3;s22;76;14
b3;s22;77;51
b3;s22;78;8
b3;s22;79;54
b3;s22;80;57
b4;s22;1;2
b4;s22;2;3
b4;s22;3;3
b4;s22;4;2
b4;s22;5;3
b4;s22;6;3
b4;s22;7;2
b4;s22;8;3
b4;s22;9;3
b4;s22;10;3
b4;s22;11;3
b4;s22;12;2
b4;s22;13;3
b4;s22;14;3
b4;s22;15;2
b4;s22;16;3
b4;s22;17;1
b4;s22;18;2
b4;s22;19;3
b4;s22;20;3
b4;s22;21;2
b4;s22;22;2
b4;s22;23;3
b4;s22;24;3
b4;s22;25;2
b4;s22;26;3
b4;s22;27;3
b4;s22;28;2
b4;s22;29;3
b4;s22;30;3
b4;s22;31;3
b4;s22;32;3
b4;s22;33;3
b4;s22;34;3
b4;s22;35;3
b4;s22;36;2
b4;s22;37;3
b4;s22;38;3
b4;s22;39;2
b4;s22;40;3
b4;s22;41;2
b4;s22;42;2
b4;s22;43;2
b4;s22;44;3
b4;s22;45;3
b4;s22;46;3
b4;s22;47;2
b4;s22;48;3
b4;s22;49;2
b4;s22;50;2
b4;s22;51;3
b4;s22;52;3
b4;s22;53;2
b4;s22;54;2
b4;s22;55;3
b4;s22;56;3
b4;s22;57;2
b4;s22;58;3
b4;s22;59;3
b4;s22;60;2
b4;s22;61;3
b4;s22;62;3
b4;s22;63;2
b4;s22;64;3
b4;s22;65;2
b4;s22;66;2
b4;s22;67;3
b4;s22;68;3
b4;s22;69;2
b4;s22;70;2
b4;s22;71;3
b4;s22;72;3
b4;s22;73;2
b4;s22;74;3
b4;s22;75;3
b4;s22;76;3
b4;s22;77;3
b4;s22;78;3
b4;s22;79;2
b4;s22;80;2
b1;s23;1;43
b1;s23;2;69
b1;s23;3;50
b1;s23;4;35
b1;s23;5;26
b1;s23;6;65
b1;s23;7;67
b1;s23;8;65
b1;s23;9;82
b1;s23;10;39
b1;s23;11;28
b1;s23;12;49
b1;s23;13;31
b1;s23;14;76
b1;s23;15;22
b1;s23;16;24
b1;s23;17;34
b1;s23;18;26
b1;s23;19;33
b1;s23;20;78
b1;s23;21;83
b1;s23;22;79
b1;s23;23;49
b1;s23;24;89
b1;s23;25;23
b1;s23;26;81
b1;s23;27;71
b1;s23;28;58
b1;s23;29;52
b1;s23;30;67
b1;s23;31;67
b1;s23;32;87
b1;s23;33;25
b1;s23;34;17
b1;s23;35;50
b1;s23;36;58
b1;s23;37;79
b1;s23;38;85
b1;s23;39;71
b1;s23;40;23
b1;s23;41;63
b1;s23;42;36
b1;s23;43;21
b1;s23;44;21
b1;s23;45;65
b1;s23;46;82
b1;s23;47;81
b1;s23;48;11
b1;s23;49;19
b1;s23;50;44
b1;s23;51;43
b1;s23;52;57
b1;s23;53;97
b1;s23;54;24
b1;s23;55;13
b1;s23;56;41
b1;s23;57;54
b1;s23;58;39
b1;s23;59;54
b1;s23;60;89
b1;s23;61;53
b1;s23;62;76
b1;s23;63;60
b1;s23;64;48
b1;s23;65;45
b1;s23;66;71
b1;s23;67;45
b1;s23;68;81
b1;s23;69;95
b1;s23;70;86
b1;s23;71;85
b1;s23;72;50
b1;s23;73;31
b1;s23;74;27
b1;s23;75;67
b1;s23;76;49
b1;s23;77;88
b1;s23;78;76
b1;s23;79;81
b1;s23;80;82
b2;s23;1;45
b2;s23;2;70
b2;s23;3;87
b2;s23;4;16
b2;s23;5;38
b2;s23;6;55
b2;s23;7;74
b2;s23;8;11
b2;s23;9;76
b2;s23;10;37
b2;s23;11;65
b2;s23;12;65
b2;s23;13;8
b2;s23;14;72
b2;s23;15;62
b2;s23;16;52
b2;s23;17;15
b2;s23;18;32
b2;s23;19;31
b2;s23;20;79
b2;s23;21;73
b2;s23;22;37
b2;s23;23;23
b2;s23;24;26
b2;s23;25;40
b2;s23;26;69
b2;s23;27;82
b2;s23;28;72
b2;s23;29;80
b2;s23;30;60
b2;s23;31;62
b2;s23;32;92
b2;s23;33;52
b2;s23;34;35
b2;s23;35;60
b2;s23;36;43
b2;s23;37;30
b2;s23;38;54
b2;s23;39;64
b2;s23;40;28
b2;s23;41;80
b2;s23;42;39
b2;s23;43;56
b2;s23;44;45
b2;s23;45;56
b2;s23;46;83
b2;s23;47;74
b2;s23;48;58
b2;s23;49;66
b2;s23;50;71
b2;s23;51;23
b2;s23;52;22
b2;s23;53;78
b2;s23;54;34
b2;s23;55;55
b2;s23;56;16
b2;s23;57;38
b2;s23;58;37
b2;s23;59;65
b2;s23;60;86
b2;s23;61;74
b2;s23;62;76
b2;s23;63;76
b2;s23;64;91
b2;s23;65;65
b2;s23;66;67
b2;s23;67;35
b2;s23;68;21
b2;s23;69;95
b2;s23;70;76
b2;s23;71;74
b2;s23;72;83
b2;s23;73;76
b2;s23;74;20
b2;s23;75;70
b2;s23;76;61
b2;s23;77;40
b2;s23;78;73
b2;s23;79;4
b2;s23;80;20
b3;s23;1;28
b3;s23;2;46
b3;s23;3;78
b3;s23;4;66
b3;s23;5;25
b3;s23;6;39
b3;s23;7;38
b3;s23;8;77
b3;s23;9;69
b3;s23;10;70
b3;s23;11;62
b3;s23;12;31
b3;s23;13;13
b3;s23;14;47
b3;s23;15;12
b3;s23;16;23
b3;s23;17;76
b3;s23;18;69
b3;s23;19;58
b3;s23;20;91
b3;s23;21;84
b3;s23;22;4
b3;s23;23;15
b3;s23;24;19
b3;s23;25;35
b3;s23;26;22
b3;s23;27;13
b3;s23;28;45
b3;s23;29;67
b3;s23;30;65
b3;s23;31;2
b3;s23;32;28
b3;s23;33;36
b3;s23;34;60
b3;s23;35;54
b3;s23;36;78
b3;s23;37;60
b3;s23;38;30
b3;s23;39;82
b3;s23;40;44
b3;s23;41;64
b3;s23;42;56
b3;s23;43;72
b3;s23;44;64
b3;s23;45;60
b3;s23;46;21
b3;s23;47;78
b3;s23;48;70
b3;s23;49;75
b3;s23;50;48
b3;s23;51;45
b3;s23;52;10
b3;s23;53;87
b3;s23;54;9
b3;s23;55;67
b3;s23;56;19
b3;s23;57;60
b3;s23;58;91
b3;s23;59;90
b3;s23;60;17
b3;s23;61;27
b3;s23;62;26
b3;s23;63;92
b3;s23;64;53
b3;s23;65;28
b3;s23;66;88
b3;s23;67;29
b3;s23;68;65
b3;s23;69;98
b3;s23;70;71
b3;s23;71;87
b3;s23;72;19
b3;s23;73;65
b3;s23;74;41
b3;s23;75;9
b3;s23;76;63
b3;s23;77;69
b3;s23;78;32
b3;s23;79;68
b3;s23;80;13
b4;s23;1;3
b4;s23;2;3
b4;s23;3;3
b4;s23;4;3
b4;s23;5;3
b4;s23;6;2
b4;s23;7;3
b4;s23;8;3
b4;s23;9;3
b4;s23;10;3
b4;s23;11;3
b4;s23;12;3
b4;s23;13;3
b4;s23;14;3
b4;s23;15;3
b4;s23;16;3
b4;s23;17;3
b4;s23;18;3
b4;s23;19;3
b4;s23;20;3
b4;s23;21;3
b4;s23;22;3
b4;s23;23;3
b4;s23;24;3
b4;s23;25;3
b4;s23;26;3
b4;s23;27;3
b4;s23;28;3
b4;s23;29;3
b4;s23;30;3
