"Date","Subject","Age","Sex","Hand","Block","Bin","Trial","Task","Shape","corrResp","Resp","ACC","RT","Morality","Identity"
"01-Jun-2018_14:59:04",7337,22,"male","R",1,2,7,"Id","moralSelf","J","j",1,0.4789,"Good","Self"
"01-Jun-2018_14:59:06",7337,22,"male","R",1,2,8,"Id","moralSelf","J","j",1,0.3938,"Good","Self"
"01-Jun-2018_14:59:07",7337,22,"male","R",1,2,9,"Id","moralSelf","J","j",1,0.3656,"Good","Self"
"01-Jun-2018_14:59:09",7337,22,"male","R",1,2,10,"Id","moralOther","H","h",1,0.5096,"Good","Other"
"01-Jun-2018_14:59:10",7337,22,"male","R",1,2,11,"Id","immoralSelf","J","j",1,0.4278,"Bad","Self"
"01-Jun-2018_14:59:12",7337,22,"male","R",1,2,12,"Id","immoralOther","H","h",1,0.4556,"Bad","Other"
"01-Jun-2018_14:59:14",7337,22,"male","R",1,2,13,"Id","immoralOther","H","h",1,0.5202,"Bad","Other"
"01-Jun-2018_14:59:16",7337,22,"male","R",1,2,14,"Id","moralSelf","J","j",1,0.4972,"Good","Self"
"01-Jun-2018_14:59:17",7337,22,"male","R",1,2,15,"Id","immoralOther","H","h",1,0.4742,"Bad","Other"
"01-Jun-2018_14:59:19",7337,22,"male","R",1,2,16,"Id","immoralOther","H","h",1,0.6027,"Bad","Other"
"01-Jun-2018_14:59:21",7337,22,"male","R",1,2,17,"Id","immoralOther","H","h",1,0.392,"Bad","Other"
"01-Jun-2018_14:59:23",7337,22,"male","R",1,2,18,"Id","moralOther","H","j",0,0.4904,"Good","Other"
"01-Jun-2018_14:59:24",7337,22,"male","R",1,2,19,"Id","moralOther","H","h",1,0.4226,"Good","Other"
"01-Jun-2018_14:59:26",7337,22,"male","R",1,2,20,"Id","immoralSelf","J","j",1,0.4614,"Bad","Self"
"01-Jun-2018_14:59:28",7337,22,"male","R",1,2,21,"Id","moralOther","H","h",1,0.5594,"Good","Other"
"01-Jun-2018_14:59:30",7337,22,"male","R",1,2,22,"Id","immoralSelf","J","j",1,0.3904,"Bad","Self"
"01-Jun-2018_14:59:31",7337,22,"male","R",1,2,23,"Id","moralOther","H","h",1,0.344,"Good","Other"
"01-Jun-2018_14:59:33",7337,22,"male","R",1,2,24,"Id","immoralSelf","J","j",1,0.3642,"Bad","Self"
"01-Jun-2018_14:59:41",7337,22,"male","R",1,3,1,"Id","immoralOther","H","h",1,0.5857,"Bad","Other"
"01-Jun-2018_14:59:42",7337,22,"male","R",1,3,2,"Id","immoralSelf","J","j",1,0.4752,"Bad","Self"
"01-Jun-2018_14:59:45",7337,22,"male","R",1,3,3,"Id","moralOther","H","h",1,0.6809,"Good","Other"
"01-Jun-2018_14:59:47",7337,22,"male","R",1,3,4,"Id","immoralSelf","J","j",1,0.4843,"Bad","Self"
"01-Jun-2018_14:59:48",7337,22,"male","R",1,3,5,"Id","moralOther","H","j",0,0.4034,"Good","Other"
"01-Jun-2018_14:59:50",7337,22,"male","R",1,3,6,"Id","moralSelf","J","j",1,0.595,"Good","Self"
"01-Jun-2018_14:59:52",7337,22,"male","R",1,3,7,"Id","moralSelf","J","j",1,0.3815,"Good","Self"
"01-Jun-2018_14:59:54",7337,22,"male","R",1,3,8,"Id","moralOther","H","h",1,0.8968,"Good","Other"
"01-Jun-2018_14:59:56",7337,22,"male","R",1,3,9,"Id","moralSelf","J","j",1,0.4804,"Good","Self"
"01-Jun-2018_14:59:58",7337,22,"male","R",1,3,10,"Id","immoralSelf","J","j",1,0.4438,"Bad","Self"
"01-Jun-2018_14:59:59",7337,22,"male","R",1,3,11,"Id","immoralSelf","J","j",1,0.408,"Bad","Self"
"01-Jun-2018_15:00:01",7337,22,"male","R",1,3,12,"Id","immoralOther","H","h",1,0.4669,"Bad","Other"
"01-Jun-2018_15:00:03",7337,22,"male","R",1,3,13,"Id","immoralOther","H","h",1,0.4572,"Bad","Other"
"01-Jun-2018_15:00:05",7337,22,"male","R",1,3,14,"Id","moralOther","H","j",0,0.4666,"Good","Other"
"01-Jun-2018_15:00:07",7337,22,"male","R",1,3,15,"Id","immoralSelf","J","j",1,0.3797,"Bad","Self"
"01-Jun-2018_15:00:08",7337,22,"male","R",1,3,16,"Id","moralSelf","J","j",1,0.3839,"Good","Self"
"01-Jun-2018_15:00:10",7337,22,"male","R",1,3,17,"Id","moralOther","H","h",1,0.5511,"Good","Other"
"01-Jun-2018_15:00:12",7337,22,"male","R",1,3,18,"Id","immoralSelf","J","j",1,0.824,"Bad","Self"
"01-Jun-2018_15:00:14",7337,22,"male","R",1,3,19,"Id","moralOther","H","h",1,0.6788,"Good","Other"
"01-Jun-2018_15:00:16",7337,22,"male","R",1,3,20,"Id","immoralOther","H","h",1,0.6263,"Bad","Other"
"01-Jun-2018_15:00:18",7337,22,"male","R",1,3,21,"Id","immoralOther","H","h",1,0.4182,"Bad","Other"
"01-Jun-2018_15:00:19",7337,22,"male","R",1,3,22,"Id","immoralOther","H","h",1,0.4211,"Bad","Other"
"01-Jun-2018_15:00:21",7337,22,"male","R",1,3,23,"Id","moralSelf","J","j",1,0.3577,"Good","Self"
"01-Jun-2018_15:00:23",7337,22,"male","R",1,3,24,"Id","moralSelf","J","j",1,0.3365,"Good","Self"
"01-Jun-2018_15:00:25",7337,22,"male","R",1,4,1,"Id","moralOther","H","h",1,0.7037,"Good","Other"
"01-Jun-2018_15:00:27",7337,22,"male","R",1,4,2,"Id","immoralOther","H","h",1,0.5636,"Bad","Other"
"01-Jun-2018_15:00:28",7337,22,"male","R",1,4,3,"Id","immoralOther","H","h",1,0.4116,"Bad","Other"
"01-Jun-2018_15:00:30",7337,22,"male","R",1,4,4,"Id","moralOther","H","h",1,0.6135,"Good","Other"
"01-Jun-2018_15:00:32",7337,22,"male","R",1,4,5,"Id","moralSelf","J","j",1,0.4,"Good","Self"
"01-Jun-2018_15:00:33",7337,22,"male","R",1,4,6,"Id","immoralOther","H","h",1,0.4801,"Bad","Other"
"01-Jun-2018_15:00:36",7337,22,"male","R",1,4,7,"Id","moralOther","H","h",1,0.9341,"Good","Other"
"01-Jun-2018_15:00:37",7337,22,"male","R",1,4,8,"Id","moralSelf","J","j",1,0.5343,"Good","Self"
"01-Jun-2018_15:00:39",7337,22,"male","R",1,4,9,"Id","moralSelf","J","j",1,0.5221,"Good","Self"
"01-Jun-2018_15:00:41",7337,22,"male","R",1,4,10,"Id","moralOther","H","h",1,0.5697,"Good","Other"
"01-Jun-2018_15:00:43",7337,22,"male","R",1,4,11,"Id","moralSelf","J","j",1,0.5768,"Good","Self"
"01-Jun-2018_15:00:45",7337,22,"male","R",1,4,12,"Id","moralOther","H","h",1,0.5812,"Good","Other"
"01-Jun-2018_15:00:46",7337,22,"male","R",1,4,13,"Id","moralSelf","J","j",1,0.4066,"Good","Self"
"01-Jun-2018_15:00:48",7337,22,"male","R",1,4,14,"Id","moralSelf","J","j",1,0.3874,"Good","Self"
"01-Jun-2018_15:00:50",7337,22,"male","R",1,4,15,"Id","immoralOther","H","h",1,0.4215,"Bad","Other"
"01-Jun-2018_15:00:52",7337,22,"male","R",1,4,16,"Id","immoralSelf","J","j",1,0.5481,"Bad","Self"
"01-Jun-2018_15:00:54",7337,22,"male","R",1,4,17,"Id","immoralSelf","J","j",1,0.446,"Bad","Self"
"01-Jun-2018_15:00:55",7337,22,"male","R",1,4,18,"Id","immoralOther","H","h",1,0.4771,"Bad","Other"
"01-Jun-2018_15:00:57",7337,22,"male","R",1,4,19,"Id","immoralSelf","J","j",1,0.3657,"Bad","Self"
"01-Jun-2018_15:00:59",7337,22,"male","R",1,4,20,"Id","immoralOther","H","j",0,0.737,"Bad","Other"
"01-Jun-2018_15:01:01",7337,22,"male","R",1,4,21,"Id","immoralSelf","J","j",1,0.3423,"Bad","Self"
"01-Jun-2018_15:01:02",7337,22,"male","R",1,4,22,"Id","immoralSelf","J","j",1,0.4177,"Bad","Self"
"01-Jun-2018_15:01:04",7337,22,"male","R",1,4,23,"Id","immoralSelf","J","j",1,0.4864,"Bad","Self"
"01-Jun-2018_15:01:06",7337,22,"male","R",1,4,24,"Id","moralOther","H","h",1,0.6013,"Good","Other"
"01-Jun-2018_15:01:16",7337,22,"male","R",1,5,1,"Id","immoralSelf","J","j",1,0.4131,"Bad","Self"
"01-Jun-2018_15:01:18",7337,22,"male","R",1,5,2,"Id","immoralOther","H","h",1,0.5316,"Bad","Other"
"01-Jun-2018_15:01:20",7337,22,"male","R",1,5,3,"Id","immoralOther","H","h",1,0.6578,"Bad","Other"
"01-Jun-2018_15:01:21",7337,22,"male","R",1,5,4,"Id","immoralSelf","J","j",1,0.4066,"Bad","Self"
"01-Jun-2018_15:01:23",7337,22,"male","R",1,5,5,"Id","immoralSelf","J","j",1,0.3799,"Bad","Self"
"01-Jun-2018_15:01:25",7337,22,"male","R",1,5,6,"Id","moralSelf","J","h",0,0.5375,"Good","Self"
"01-Jun-2018_15:01:27",7337,22,"male","R",1,5,7,"Id","immoralOther","H","h",1,0.5212,"Bad","Other"
"01-Jun-2018_15:01:29",7337,22,"male","R",1,5,8,"Id","moralOther","H","h",1,0.5533,"Good","Other"
"01-Jun-2018_15:01:30",7337,22,"male","R",1,5,9,"Id","immoralSelf","J","j",1,0.6207,"Bad","Self"
"01-Jun-2018_15:01:32",7337,22,"male","R",1,5,10,"Id","moralSelf","J","j",1,0.3722,"Good","Self"
"01-Jun-2018_15:01:34",7337,22,"male","R",1,5,11,"Id","immoralSelf","J","j",1,0.4053,"Bad","Self"
"01-Jun-2018_15:01:36",7337,22,"male","R",1,5,12,"Id","immoralOther","H","h",1,0.4914,"Bad","Other"
"01-Jun-2018_15:01:38",7337,22,"male","R",1,5,13,"Id","immoralOther","H","h",1,0.5729,"Bad","Other"
"01-Jun-2018_15:01:40",7337,22,"male","R",1,5,14,"Id","moralOther","H","h",1,0.941,"Good","Other"
"01-Jun-2018_15:01:42",7337,22,"male","R",1,5,15,"Id","immoralSelf","J","j",1,0.3966,"Bad","Self"
"01-Jun-2018_15:01:43",7337,22,"male","R",1,5,16,"Id","moralSelf","J","j",1,0.3053,"Good","Self"
"01-Jun-2018_15:01:45",7337,22,"male","R",1,5,17,"Id","immoralOther","H","h",1,0.4654,"Bad","Other"
"01-Jun-2018_15:01:47",7337,22,"male","R",1,5,18,"Id","moralSelf","J","j",1,0.7737,"Good","Self"
"01-Jun-2018_15:01:49",7337,22,"male","R",1,5,19,"Id","moralSelf","J","j",1,0.3371,"Good","Self"
"01-Jun-2018_15:01:51",7337,22,"male","R",1,5,20,"Id","moralOther","H","h",1,0.7131,"Good","Other"
"01-Jun-2018_15:01:53",7337,22,"male","R",1,5,21,"Id","moralOther","H",NA,-1,1.0841,"Good","Other"
"01-Jun-2018_15:01:55",7337,22,"male","R",1,5,22,"Id","moralOther","H","j",0,0.4875,"Good","Other"
"01-Jun-2018_15:01:56",7337,22,"male","R",1,5,23,"Id","moralOther","H","j",0,0.3469,"Good","Other"
"01-Jun-2018_15:01:58",7337,22,"male","R",1,5,24,"Id","moralSelf","J","j",1,0.5549,"Good","Self"
"01-Jun-2018_15:04:14",7337,22,"male","R",2,1,1,"Val","immoralSelf","Y","y",1,1.0805,"Bad","Self"
"01-Jun-2018_15:04:16",7337,22,"male","R",2,1,2,"Val","moralSelf","U","u",1,0.8059,"Good","Self"
"01-Jun-2018_15:04:18",7337,22,"male","R",2,1,3,"Val","moralSelf","U","u",1,0.4738,"Good","Self"
"01-Jun-2018_15:04:20",7337,22,"male","R",2,1,4,"Val","immoralOther","Y","y",1,0.8046,"Bad","Other"
"01-Jun-2018_15:04:21",7337,22,"male","R",2,1,5,"Val","moralOther","U","u",1,0.5666,"Good","Other"
"01-Jun-2018_15:04:24",7337,22,"male","R",2,1,6,"Val","immoralSelf","Y","y",1,1.0678,"Bad","Self"
"01-Jun-2018_15:04:26",7337,22,"male","R",2,1,7,"Val","immoralSelf","Y","y",1,0.5273,"Bad","Self"
"01-Jun-2018_15:04:27",7337,22,"male","R",2,1,8,"Val","moralSelf","U","u",1,0.5852,"Good","Self"
"01-Jun-2018_15:04:30",7337,22,"male","R",2,1,9,"Val","immoralOther","Y","y",1,0.7815,"Bad","Other"
"01-Jun-2018_15:04:32",7337,22,"male","R",2,1,10,"Val","moralOther","U","u",1,0.9299,"Good","Other"
"01-Jun-2018_15:04:34",7337,22,"male","R",2,1,11,"Val","moralOther","U","u",1,0.9281,"Good","Other"
"01-Jun-2018_15:04:36",7337,22,"male","R",2,1,12,"Val","moralSelf","U","y",0,1.0627,"Good","Self"
"01-Jun-2018_15:04:38",7337,22,"male","R",2,1,13,"Val","immoralSelf","Y","y",1,0.7649,"Bad","Self"
"01-Jun-2018_15:04:40",7337,22,"male","R",2,1,14,"Val","immoralOther","Y","y",1,0.5245,"Bad","Other"
"01-Jun-2018_15:04:42",7337,22,"male","R",2,1,15,"Val","immoralSelf","Y","y",1,0.5829,"Bad","Self"
"01-Jun-2018_15:04:44",7337,22,"male","R",2,1,16,"Val","moralSelf","U","u",1,0.3901,"Good","Self"
"01-Jun-2018_15:04:46",7337,22,"male","R",2,1,17,"Val","immoralSelf","Y","y",1,0.6626,"Bad","Self"
"01-Jun-2018_15:04:48",7337,22,"male","R",2,1,18,"Val","moralOther","U","u",1,0.4472,"Good","Other"
"01-Jun-2018_15:04:50",7337,22,"male","R",2,1,19,"Val","immoralOther","Y","y",1,0.7259,"Bad","Other"
"01-Jun-2018_15:04:52",7337,22,"male","R",2,1,20,"Val","moralSelf","U","u",1,0.4845,"Good","Self"
"01-Jun-2018_15:04:54",7337,22,"male","R",2,1,21,"Val","moralOther","U","u",1,0.7895,"Good","Other"
"01-Jun-2018_15:04:55",7337,22,"male","R",2,1,22,"Val","immoralOther","Y","y",1,0.3707,"Bad","Other"
"01-Jun-2018_15:04:57",7337,22,"male","R",2,1,23,"Val","moralOther","U","y",0,0.3864,"Good","Other"
"01-Jun-2018_15:04:59",7337,22,"male","R",2,1,24,"Val","immoralOther","Y","y",1,0.8684,"Bad","Other"
"01-Jun-2018_15:05:00",7337,22,"male","R",2,2,1,"Val","moralOther","U","u",1,0.3507,"Good","Other"
"01-Jun-2018_15:05:02",7337,22,"male","R",2,2,2,"Val","moralOther","U","u",1,0.4073,"Good","Other"
"01-Jun-2018_15:05:04",7337,22,"male","R",2,2,3,"Val","moralSelf","U","u",1,0.4568,"Good","Self"
"01-Jun-2018_15:05:05",7337,22,"male","R",2,2,4,"Val","moralSelf","U","u",1,0.3877,"Good","Self"
"01-Jun-2018_15:05:07",7337,22,"male","R",2,2,5,"Val","immoralSelf","Y","y",1,0.4733,"Bad","Self"
"01-Jun-2018_15:05:09",7337,22,"male","R",2,2,6,"Val","immoralSelf","Y","y",1,0.559,"Bad","Self"
"01-Jun-2018_15:05:11",7337,22,"male","R",2,2,7,"Val","immoralSelf","Y","y",1,0.3822,"Bad","Self"
"01-Jun-2018_15:05:12",7337,22,"male","R",2,2,8,"Val","moralSelf","U","u",1,0.3945,"Good","Self"
"01-Jun-2018_15:05:14",7337,22,"male","R",2,2,9,"Val","immoralSelf","Y","y",1,0.5517,"Bad","Self"
"01-Jun-2018_15:05:16",7337,22,"male","R",2,2,10,"Val","moralOther","U","u",1,0.437,"Good","Other"
"01-Jun-2018_15:05:18",7337,22,"male","R",2,2,11,"Val","immoralOther","Y","y",1,0.7872,"Bad","Other"
"01-Jun-2018_15:05:20",7337,22,"male","R",2,2,12,"Val","moralOther","U","u",1,0.7741,"Good","Other"
"01-Jun-2018_15:05:22",7337,22,"male","R",2,2,13,"Val","immoralOther","Y","y",1,0.5431,"Bad","Other"
"01-Jun-2018_15:05:24",7337,22,"male","R",2,2,14,"Val","immoralOther","Y","y",1,0.5154,"Bad","Other"
"01-Jun-2018_15:05:25",7337,22,"male","R",2,2,15,"Val","moralSelf","U","u",1,0.3399,"Good","Self"
"01-Jun-2018_15:05:27",7337,22,"male","R",2,2,16,"Val","moralSelf","U","u",1,0.3348,"Good","Self"
"01-Jun-2018_15:05:29",7337,22,"male","R",2,2,17,"Val","immoralSelf","Y","y",1,0.4906,"Bad","Self"
"01-Jun-2018_15:05:30",7337,22,"male","R",2,2,18,"Val","immoralOther","Y","u",0,0.3552,"Bad","Other"
"01-Jun-2018_15:05:32",7337,22,"male","R",2,2,19,"Val","immoralOther","Y","y",1,0.3558,"Bad","Other"
"01-Jun-2018_15:05:33",7337,22,"male","R",2,2,20,"Val","moralSelf","U","u",1,0.377,"Good","Self"
"01-Jun-2018_15:05:35",7337,22,"male","R",2,2,21,"Val","immoralSelf","Y","y",1,0.4142,"Bad","Self"
"01-Jun-2018_15:05:37",7337,22,"male","R",2,2,22,"Val","moralOther","U","u",1,0.4966,"Good","Other"
"01-Jun-2018_15:05:39",7337,22,"male","R",2,2,23,"Val","moralOther","U","u",1,0.6153,"Good","Other"
"01-Jun-2018_15:05:41",7337,22,"male","R",2,2,24,"Val","immoralOther","Y","y",1,0.6092,"Bad","Other"
"01-Jun-2018_15:05:53",7337,22,"male","R",2,3,1,"Val","moralSelf","U","u",1,0.6017,"Good","Self"
"01-Jun-2018_15:05:55",7337,22,"male","R",2,3,2,"Val","moralOther","U",NA,-1,1.0841,"Good","Other"
"01-Jun-2018_15:05:57",7337,22,"male","R",2,3,3,"Val","immoralSelf","Y","y",1,0.8095,"Bad","Self"
"01-Jun-2018_15:05:59",7337,22,"male","R",2,3,4,"Val","moralOther","U","u",1,0.555,"Good","Other"
"01-Jun-2018_15:06:01",7337,22,"male","R",2,3,5,"Val","moralSelf","U","u",1,0.4773,"Good","Self"
"01-Jun-2018_15:06:03",7337,22,"male","R",2,3,6,"Val","immoralSelf","Y","y",1,0.5456,"Bad","Self"
"01-Jun-2018_15:06:04",7337,22,"male","R",2,3,7,"Val","immoralOther","Y","y",1,0.6648,"Bad","Other"
"01-Jun-2018_15:06:06",7337,22,"male","R",2,3,8,"Val","immoralOther","Y","y",1,0.4389,"Bad","Other"
"01-Jun-2018_15:06:07",7337,22,"male","R",2,3,9,"Val","immoralOther","Y","y",1,0.384,"Bad","Other"
"01-Jun-2018_15:06:09",7337,22,"male","R",2,3,10,"Val","immoralSelf","Y","y",1,0.9073,"Bad","Self"
"01-Jun-2018_15:06:11",7337,22,"male","R",2,3,11,"Val","immoralSelf","Y","y",1,0.7045,"Bad","Self"
"01-Jun-2018_15:06:13",7337,22,"male","R",2,3,12,"Val","immoralOther","Y","y",1,0.491,"Bad","Other"
"01-Jun-2018_15:06:14",7337,22,"male","R",2,3,13,"Val","immoralOther","Y","y",1,0.467,"Bad","Other"
"01-Jun-2018_15:06:16",7337,22,"male","R",2,3,14,"Val","immoralOther","Y","y",1,0.3179,"Bad","Other"
"01-Jun-2018_15:06:17",7337,22,"male","R",2,3,15,"Val","immoralSelf","Y","y",1,0.5434,"Bad","Self"
"01-Jun-2018_15:06:19",7337,22,"male","R",2,3,16,"Val","moralSelf","U","u",1,0.4244,"Good","Self"
"01-Jun-2018_15:06:21",7337,22,"male","R",2,3,17,"Val","moralOther","U","u",1,0.6626,"Good","Other"
"01-Jun-2018_15:06:23",7337,22,"male","R",2,3,18,"Val","moralSelf","U","u",1,0.3902,"Good","Self"
"01-Jun-2018_15:06:25",7337,22,"male","R",2,3,19,"Val","moralOther","U","u",1,0.7234,"Good","Other"
"01-Jun-2018_15:06:27",7337,22,"male","R",2,3,20,"Val","immoralSelf","Y","y",1,0.7235,"Bad","Self"
"01-Jun-2018_15:06:28",7337,22,"male","R",2,3,21,"Val","moralSelf","U","u",1,0.3726,"Good","Self"
"01-Jun-2018_15:06:30",7337,22,"male","R",2,3,22,"Val","moralOther","U","u",1,0.6211,"Good","Other"
"01-Jun-2018_15:06:32",7337,22,"male","R",2,3,23,"Val","moralSelf","U","u",1,0.4376,"Good","Self"
"01-Jun-2018_15:06:34",7337,22,"male","R",2,3,24,"Val","moralOther","U","u",1,0.592,"Good","Other"
"01-Jun-2018_15:06:35",7337,22,"male","R",2,4,1,"Val","moralOther","U","u",1,0.4589,"Good","Other"
"01-Jun-2018_15:06:37",7337,22,"male","R",2,4,2,"Val","moralOther","U","u",1,0.4863,"Good","Other"
"01-Jun-2018_15:06:39",7337,22,"male","R",2,4,3,"Val","immoralOther","Y","y",1,0.6036,"Bad","Other"
"01-Jun-2018_15:06:41",7337,22,"male","R",2,4,4,"Val","immoralSelf","Y","y",1,0.5566,"Bad","Self"
"01-Jun-2018_15:06:43",7337,22,"male","R",2,4,5,"Val","moralOther","U","u",1,0.5364,"Good","Other"
"01-Jun-2018_15:06:45",7337,22,"male","R",2,4,6,"Val","immoralSelf","Y","y",1,0.7365,"Bad","Self"
"01-Jun-2018_15:06:46",7337,22,"male","R",2,4,7,"Val","immoralOther","Y","y",1,0.5717,"Bad","Other"
"01-Jun-2018_15:06:48",7337,22,"male","R",2,4,8,"Val","moralSelf","U","u",1,0.4769,"Good","Self"
"01-Jun-2018_15:06:50",7337,22,"male","R",2,4,9,"Val","moralSelf","U","u",1,0.3499,"Good","Self"
"01-Jun-2018_15:06:52",7337,22,"male","R",2,4,10,"Val","moralOther","U","u",1,0.6511,"Good","Other"
"01-Jun-2018_15:06:53",7337,22,"male","R",2,4,11,"Val","immoralOther","Y","y",1,0.5199,"Bad","Other"
"01-Jun-2018_15:06:55",7337,22,"male","R",2,4,12,"Val","immoralSelf","Y","y",1,0.4644,"Bad","Self"
"01-Jun-2018_15:06:56",7337,22,"male","R",2,4,13,"Val","immoralOther","Y","y",1,0.4292,"Bad","Other"
"01-Jun-2018_15:06:58",7337,22,"male","R",2,4,14,"Val","moralSelf","U","u",1,0.3459,"Good","Self"
"01-Jun-2018_15:07:00",7337,22,"male","R",2,4,15,"Val","immoralSelf","Y","y",1,0.5587,"Bad","Self"
"01-Jun-2018_15:07:01",7337,22,"male","R",2,4,16,"Val","immoralSelf","Y","y",1,0.4026,"Bad","Self"
"01-Jun-2018_15:07:03",7337,22,"male","R",2,4,17,"Val","immoralOther","Y","y",1,0.4765,"Bad","Other"
"01-Jun-2018_15:07:04",7337,22,"male","R",2,4,18,"Val","immoralOther","Y","y",1,0.373,"Bad","Other"
"01-Jun-2018_15:07:06",7337,22,"male","R",2,4,19,"Val","moralOther","U","u",1,0.5153,"Good","Other"
"01-Jun-2018_15:07:08",7337,22,"male","R",2,4,20,"Val","moralSelf","U","u",1,0.4645,"Good","Self"
"01-Jun-2018_15:07:10",7337,22,"male","R",2,4,21,"Val","moralOther","U","y",0,0.5196,"Good","Other"
"01-Jun-2018_15:07:12",7337,22,"male","R",2,4,22,"Val","moralSelf","U","u",1,0.4759,"Good","Self"
"01-Jun-2018_15:07:14",7337,22,"male","R",2,4,23,"Val","immoralSelf","Y","y",1,0.443,"Bad","Self"
"01-Jun-2018_15:07:15",7337,22,"male","R",2,4,24,"Val","moralSelf","U","u",1,0.5203,"Good","Self"
"01-Jun-2018_15:07:29",7337,22,"male","R",2,5,1,"Val","moralSelf","U","u",1,0.4728,"Good","Self"
"01-Jun-2018_15:07:31",7337,22,"male","R",2,5,2,"Val","moralOther","U","u",1,0.6056,"Good","Other"
"01-Jun-2018_15:07:33",7337,22,"male","R",2,5,3,"Val","immoralSelf","Y","y",1,0.6086,"Bad","Self"
"01-Jun-2018_15:07:35",7337,22,"male","R",2,5,4,"Val","moralSelf","U","u",1,0.529,"Good","Self"
"01-Jun-2018_15:07:36",7337,22,"male","R",2,5,5,"Val","moralSelf","U","u",1,0.4053,"Good","Self"
"01-Jun-2018_15:07:38",7337,22,"male","R",2,5,6,"Val","moralSelf","U","u",1,0.6125,"Good","Self"
"01-Jun-2018_15:07:40",7337,22,"male","R",2,5,7,"Val","immoralSelf","Y","y",1,0.4746,"Bad","Self"
"01-Jun-2018_15:07:42",7337,22,"male","R",2,5,8,"Val","immoralOther","Y",NA,-1,1.0841,"Bad","Other"
"01-Jun-2018_15:07:44",7337,22,"male","R",2,5,9,"Val","moralSelf","U","u",1,0.2875,"Good","Self"
"01-Jun-2018_15:07:46",7337,22,"male","R",2,5,10,"Val","immoralOther","Y","y",1,0.4457,"Bad","Other"
"01-Jun-2018_15:07:47",7337,22,"male","R",2,5,11,"Val","immoralSelf","Y","y",1,0.4618,"Bad","Self"
"01-Jun-2018_15:07:49",7337,22,"male","R",2,5,12,"Val","moralOther","U","u",1,0.5437,"Good","Other"
"01-Jun-2018_15:07:51",7337,22,"male","R",2,5,13,"Val","immoralOther","Y","y",1,0.6007,"Bad","Other"
"01-Jun-2018_15:07:53",7337,22,"male","R",2,5,14,"Val","moralSelf","U","u",1,0.3937,"Good","Self"
"01-Jun-2018_15:07:55",7337,22,"male","R",2,5,15,"Val","immoralSelf","Y","y",1,0.6423,"Bad","Self"
"01-Jun-2018_15:07:57",7337,22,"male","R",2,5,16,"Val","moralOther","U","u",1,0.5013,"Good","Other"
"01-Jun-2018_15:07:58",7337,22,"male","R",2,5,17,"Val","moralOther","U","u",1,0.3982,"Good","Other"
"01-Jun-2018_15:08:00",7337,22,"male","R",2,5,18,"Val","moralOther","U","u",1,0.3419,"Good","Other"
"01-Jun-2018_15:08:02",7337,22,"male","R",2,5,19,"Val","immoralSelf","Y","y",1,0.8355,"Bad","Self"
"01-Jun-2018_15:08:04",7337,22,"male","R",2,5,20,"Val","immoralSelf","Y","y",1,0.6639,"Bad","Self"
"01-Jun-2018_15:08:06",7337,22,"male","R",2,5,21,"Val","immoralOther","Y","y",1,0.4531,"Bad","Other"
"01-Jun-2018_15:08:08",7337,22,"male","R",2,5,22,"Val","moralOther","U",NA,-1,1.0841,"Good","Other"
"01-Jun-2018_15:08:10",7337,22,"male","R",2,5,23,"Val","immoralOther","Y","y",1,0.9154,"Bad","Other"
"01-Jun-2018_15:08:12",7337,22,"male","R",2,5,24,"Val","immoralOther","Y","y",1,0.4867,"Bad","Other"
"01-Jun-2018_15:10:25",7337,22,"male","R",3,1,1,"Val","immoralSelf","Y","y",1,0.7794,"Bad","Self"
"01-Jun-2018_15:10:27",7337,22,"male","R",3,1,2,"Val","moralOther","U","u",1,0.6807,"Good","Other"
"01-Jun-2018_15:10:29",7337,22,"male","R",3,1,3,"Val","moralOther","U","u",1,0.4836,"Good","Other"
"01-Jun-2018_15:10:31",7337,22,"male","R",3,1,4,"Val","immoralSelf","Y","y",1,0.5679,"Bad","Self"
"01-Jun-2018_15:10:33",7337,22,"male","R",3,1,5,"Val","moralOther","U","u",1,0.5275,"Good","Other"
"01-Jun-2018_15:10:34",7337,22,"male","R",3,1,6,"Val","moralSelf","U","u",1,0.5295,"Good","Self"
"01-Jun-2018_15:10:36",7337,22,"male","R",3,1,7,"Val","immoralSelf","Y","y",1,0.5381,"Bad","Self"
"01-Jun-2018_15:10:38",7337,22,"male","R",3,1,8,"Val","moralSelf","U","u",1,0.5447,"Good","Self"
"01-Jun-2018_15:10:40",7337,22,"male","R",3,1,9,"Val","moralSelf","U","u",1,0.438,"Good","Self"
"01-Jun-2018_15:10:42",7337,22,"male","R",3,1,10,"Val","immoralOther","Y","y",1,0.4926,"Bad","Other"
"01-Jun-2018_15:10:44",7337,22,"male","R",3,1,11,"Val","immoralOther","Y","y",1,0.4522,"Bad","Other"
"01-Jun-2018_15:10:45",7337,22,"male","R",3,1,12,"Val","immoralOther","Y","y",1,0.2871,"Bad","Other"
"01-Jun-2018_15:10:47",7337,22,"male","R",3,1,13,"Val","moralSelf","U","u",1,0.4062,"Good","Self"
"01-Jun-2018_15:10:49",7337,22,"male","R",3,1,14,"Val","immoralSelf","Y","y",1,0.6269,"Bad","Self"
"01-Jun-2018_15:10:50",7337,22,"male","R",3,1,15,"Val","moralSelf","U","u",1,0.3028,"Good","Self"
