jatosResID,image,trial_main,mainRT,Moved,Beauty,trial_sr,srRT,SelfRelev
2455,2va009,2,80403,0.16,0.23,16,3626,0.32
2455,2va014,29,48335,0.68,0.62,23,3703,0.78
2455,2va025,16,34003,0.34,0.16,34,4789,0.04
2455,2va031,32,46516,0.02,0.04,6,3296,0.03
2455,2va033,20,40050,0.03,0.03,7,2883,0.01
2455,2va035,31,45760,0.64,0.64,25,5904,0.30
2455,2va057,13,26018,0.74,0.78,30,3875,0.59
2455,2va067,18,92935,0.69,0.84,15,3249,0.96
2455,2va071,44,42865,0.37,0.05,9,4290,0.02
2455,2va075,42,28218,0.30,0.30,21,3374,0.11
2455,2va078,19,50907,0.72,0.96,33,2763,0.87
2455,2va081,24,69604,0.11,0.75,8,3674,0.15
2455,2va106,26,28065,0.21,0.77,4,3446,0.43
2455,2va118,22,36181,0.03,0.01,36,5285,0.01
2455,2va131,10,50812,0.64,0.96,32,3908,0.38
2455,2va137,15,39562,0.02,0.03,22,6012,0.01
2455,art_001,37,45235,0.04,0.01,10,3841,0.01
2455,art_004,39,84686,0.49,0.64,42,3488,0.45
2455,art_010,4,43906,0.98,0.73,37,4192,0.00
2455,art_021,40,45682,0.99,0.52,28,7888,0.69
2455,art_024,33,53127,0.62,0.88,20,2635,0.76
2455,art_025,8,25115,0.87,0.91,17,3508,0.42
2455,art_032,23,29591,0.39,0.60,11,12723,0.01
2455,art_038,41,28388,0.16,0.14,27,3689,0.23
2455,art_039,5,64510,0.59,0.49,39,6197,0.77
2455,art_041,36,40474,0.01,0.02,2,3032,0.00
2455,art_043,21,29457,0.00,0.01,35,4667,0.01
2455,art_049,34,52765,0.53,0.14,12,3869,0.48
2455,art_061,30,37348,0.67,0.41,31,3880,0.47
2455,art_064,17,39646,0.04,0.09,5,4204,0.22
2455,art_070,9,43788,0.56,0.54,38,4434,0.01
2455,art_071,35,46502,0.49,0.64,19,2825,0.65
2455,art_073,25,40180,0.84,0.78,13,3523,0.56
2455,art_078,1,35627,0.91,0.89,26,8417,0.93
2455,art_083,38,35121,0.26,0.55,18,3149,0.52
2455,art_085,6,41340,0.93,0.69,43,2828,0.21
2455,art_100,27,67684,0.61,0.80,14,3422,0.88
2455,art_103,11,55298,0.46,0.66,41,3571,0.60
2455,art_105,12,36831,0.02,0.55,1,8803,0.05
2455,art_107,14,69010,0.49,0.56,29,6190,0.88
2455,art_109,3,56456,0.94,0.87,40,3965,0.41
2457,2va007,13,21838,0.68,0.81,10,3240,0.48
2457,2va009,4,26789,0.55,0.75,8,3724,0.57
2457,2va014,29,25464,0.62,0.58,21,3308,0.07
2457,2va025,2,35025,0.74,0.63,36,2940,0.37
2457,2va031,5,22068,0.51,0.48,7,3008,0.83
2457,2va033,37,30276,0.35,0.29,41,2172,0.25
2457,2va035,8,23259,0.71,0.70,18,2461,0.81
2457,2va057,6,28291,0.71,0.80,2,4574,0.61
2457,2va067,10,26829,0.74,0.88,5,3605,0.83
2457,2va071,27,21424,0.23,0.37,34,5511,0.30
2457,2va075,31,23415,0.41,0.51,26,5580,0.19
2457,2va078,25,26440,0.70,0.59,12,2923,0.66
2457,2va081,23,24654,0.47,0.72,13,2973,0.73
2457,2va106,24,22836,0.43,0.39,20,2559,0.15
2457,2va118,18,32533,0.33,0.21,19,2694,0.17
2457,2va131,30,26710,0.18,0.34,37,2394,0.06
2457,2va137,7,26182,0.39,0.56,1,8609,0.30
2457,art_001,11,26028,0.64,0.68,27,3709,0.09
2457,art_004,32,27392,0.62,0.42,33,2576,0.03
2457,art_010,28,23767,0.70,0.62,44,3446,0.50
2457,art_021,35,23420,0.85,0.20,42,3076,0.17
2457,art_024,22,19638,0.54,0.83,15,3813,0.48
2457,art_025,19,24885,0.89,0.49,35,2812,0.22
2457,art_032,38,33272,0.49,0.80,17,2896,0.66
2457,art_038,41,23314,0.46,0.59,6,3081,0.57
2457,art_039,17,37973,0.10,0.46,4,3845,0.40
2457,art_041,42,18370,0.85,0.56,22,2980,0.14
2457,art_043,14,27570,0.43,0.39,43,2476,0.10
2457,art_049,26,25676,0.73,0.64,39,2743,0.77
2457,art_061,33,19268,0.49,0.63,32,4008,0.57
2457,art_064,39,25289,0.39,0.44,16,3375,0.20
2457,art_070,21,24352,0.78,0.75,38,2412,0.50
2457,art_071,9,24493,0.73,0.68,31,2822,0.67
2457,art_073,1,46869,0.69,0.79,28,2324,0.70
2457,art_078,3,27588,0.92,0.94,40,1830,0.91
2457,art_083,16,30415,0.90,0.86,24,2262,0.87
2457,art_085,12,23400,0.95,0.95,9,3347,0.89
2457,art_100,36,23118,0.20,0.41,14,2441,0.20
2457,art_103,20,30159,0.34,0.33,23,2974,0.01
2457,art_105,34,22224,0.07,0.04,25,2479,0.00
2457,art_107,15,28304,0.14,0.45,29,2429,0.05
2457,art_109,43,22746,0.43,0.52,3,5156,0.25
2458,2va007,2,7358,0.72,0.44,44,777,0.66
2458,2va009,8,6524,0.62,0.61,14,1332,0.62
2458,2va014,5,7320,0.13,0.40,1,2100,0.32
2458,2va025,30,6151,0.60,0.13,26,708,0.76
2458,2va031,33,6809,0.45,0.25,7,742,0.65
2458,2va033,29,7048,0.35,0.21,8,777,0.62
2458,2va035,14,5548,0.62,0.71,40,611,0.68
2458,2va057,37,8754,0.37,0.43,42,919,0.69
2458,2va067,9,6044,0.29,0.55,33,1149,0.40
2458,2va071,1,7138,0.27,0.71,24,659,0.65
2458,2va075,7,8100,0.41,0.20,9,1006,0.30
2458,2va078,15,4978,0.41,0.27,15,757,0.61
2458,2va081,39,7142,0.36,0.56,12,764,0.35
2458,2va106,16,6224,0.47,0.31,39,838,0.57
2458,2va118,22,8242,0.46,0.70,38,793,0.50
2458,2va131,26,5842,0.34,0.30,34,784,0.25
2458,2va137,12,6608,0.66,0.41,18,745,0.71
2458,art_001,17,5924,0.50,0.39,20,737,0.88
2458,art_004,18,6398,0.32,0.66,5,757,0.43
2458,art_010,13,7091,0.80,0.25,3,1037,0.32
2458,art_021,35,6647,0.82,0.35,31,708,0.80
2458,art_024,41,6269,0.46,0.30,21,985,0.54
2458,art_025,38,6682,0.53,0.37,43,589,0.58
2458,art_032,19,9748,0.52,0.33,17,994,0.64
2458,art_038,4,6424,0.43,0.35,32,700,0.91
2458,art_039,3,7667,0.25,0.48,27,1060,0.85
2458,art_041,20,6189,0.86,0.69,25,1229,0.81
2458,art_043,44,7970,0.29,0.57,16,979,0.42
2458,art_049,31,5941,0.55,0.57,30,661,0.77
2458,art_061,40,9055,0.53,0.54,11,815,0.64
2458,art_064,25,8865,0.61,0.21,19,700,0.79
2458,art_070,32,6286,0.31,0.77,6,1353,0.43
2458,art_071,28,6280,0.50,0.71,4,770,0.70
2458,art_073,42,8134,0.51,0.56,28,1220,0.92
2458,art_078,21,12562,0.27,0.55,22,709,0.98
2458,art_083,36,6531,0.54,0.32,23,952,0.36
2458,art_085,6,6936,0.15,0.26,10,984,0.87
2458,art_100,23,6302,0.62,0.36,37,758,0.31
2458,art_103,27,6807,0.24,0.54,2,1322,0.59
2458,art_105,10,6769,0.38,0.17,41,865,0.66
2458,art_107,24,6927,0.30,0.43,13,889,0.54
2458,art_109,34,6261,0.14,0.36,36,757,0.48
2460,2va007,14,47302,0.58,0.69,43,11026,0.85
2460,2va009,38,38335,0.89,0.86,39,12176,1.00
2460,2va014,4,46255,0.50,0.56,1,20999,0.48
2460,2va025,8,60982,0.48,0.29,11,9962,0.13
2460,2va031,29,45354,0.64,0.63,37,14523,0.75
2460,2va033,31,52183,0.51,0.70,14,12876,0.87
2460,2va035,24,43601,0.26,0.27,33,6540,0.01
2460,2va057,1,35380,0.91,0.94,17,6438,0.91
2460,2va067,10,41754,0.80,0.81,6,22455,0.84
2460,2va071,17,57785,0.22,0.28,34,8330,0.04
2460,2va075,40,41998,0.61,0.54,19,8009,0.53
2460,2va078,25,46550,0.32,0.27,4,7909,0.08
2460,2va081,34,47951,0.50,0.45,25,8926,0.21
2460,2va106,36,34885,0.58,0.71,27,19028,0.72
2460,2va118,41,32521,0.67,0.84,16,8541,0.94
2460,2va131,28,43836,0.43,0.25,7,10207,0.21
2460,2va137,9,60713,0.85,0.85,42,17766,0.89
2460,art_001,16,50532,0.62,0.28,44,6259,0.04
2460,art_004,35,51302,0.29,0.24,9,12359,0.09
2460,art_010,33,45317,0.54,0.36,10,13509,0.66
2460,art_021,6,54152,0.77,0.63,32,13529,0.14
2460,art_024,3,51297,0.69,0.83,30,19660,0.59
2460,art_025,23,48584,0.11,0.13,29,9895,0.02
2460,art_032,27,44550,0.81,0.81,36,12711,0.81
2460,art_038,2,41930,0.90,0.50,41,9979,0.18
2460,art_039,13,65695,0.52,0.56,23,14208,0.20
2460,art_041,39,39359,0.83,0.87,2,12812,0.82
2460,art_043,22,37498,0.30,0.27,20,8458,0.31
2460,art_049,37,40515,0.83,0.73,21,16177,0.97
2460,art_061,5,51582,0.61,0.28,5,22440,0.17
2460,art_064,30,46902,0.52,0.59,28,12325,0.16
2460,art_070,11,39246,0.49,0.52,15,10176,0.11
2460,art_071,7,81212,0.71,0.43,3,8909,0.14
2460,art_073,12,65029,0.34,0.10,18,6693,0.04
2460,art_078,19,61133,0.61,0.59,22,9561,0.83
2460,art_083,18,46369,0.69,0.61,8,12675,0.68
2460,art_085,42,30959,0.77,0.91,13,15061,0.85
2460,art_100,26,39283,0.71,0.82,38,8945,0.94
2460,art_103,15,46684,0.86,0.88,12,11022,0.97
2460,art_105,43,37520,0.81,0.75,31,7112,0.71
2460,art_107,44,34286,0.32,0.26,35,7192,0.18
2460,art_109,32,45469,0.63,0.34,24,12910,0.44
2461,2va007,4,32119,0.54,0.70,43,2271,0.81
2461,2va009,30,18876,0.50,0.61,23,3133,0.81
2461,2va014,13,86675,0.18,0.13,25,3867,0.60
2461,2va025,31,75323,0.29,0.34,44,2963,0.30
2461,2va031,1,36396,0.20,0.41,8,2106,0.37
2461,2va033,3,24816,0.69,0.77,3,1482,0.81
2461,2va035,41,57945,0.60,0.43,14,3692,0.51
2461,2va057,34,34846,0.66,0.60,26,4166,0.87
2461,2va067,17,190946,0.37,0.27,33,1934,0.36
2461,2va071,29,101270,0.25,0.29,2,1892,0.32
2461,2va075,24,146454,0.46,0.38,5,2258,0.38
2461,2va078,35,29806,0.55,0.72,20,5019,0.59
2461,2va081,19,115257,0.62,0.63,41,2000,0.70
2461,2va106,21,73189,0.23,0.50,37,1724,0.25
2461,2va118,38,21087,0.49,0.53,36,2352,0.66
2461,2va131,39,95049,0.39,0.25,19,2242,0.41
2461,2va137,25,61032,0.32,0.34,11,4084,0.13
2461,art_001,2,26629,0.29,0.37,34,3753,0.04
2461,art_004,22,104280,0.39,0.30,27,1801,0.01
2461,art_010,43,26424,0.45,0.35,6,2729,0.35
2461,art_021,27,63492,0.52,0.35,24,5064,0.45
2461,art_024,9,26168,0.47,0.54,12,5218,0.38
2461,art_025,11,61382,0.63,0.41,30,2277,0.76
2461,art_032,26,42247,0.56,0.58,21,2234,0.90
2461,art_038,10,133567,0.68,0.61,40,2424,0.58
2461,art_039,32,113591,0.42,0.56,13,2377,0.45
2461,art_041,16,170441,0.55,0.49,39,3518,0.16
2461,art_043,42,16625,0.51,0.49,17,2177,0.08
2461,art_049,20,39015,0.64,0.62,16,2659,0.68
2461,art_061,36,69888,0.59,0.52,31,2039,0.18
2461,art_064,8,20786,0.19,0.39,1,4275,0.20
2461,art_070,44,36169,0.63,0.40,7,2119,0.61
2461,art_071,12,131789,0.65,0.58,42,3084,0.92
2461,art_073,18,89596,0.63,0.56,29,2036,0.72
2461,art_078,5,163822,0.86,0.96,10,1731,0.95
2461,art_083,40,47218,0.62,0.75,18,2540,0.90
2461,art_085,28,112708,0.42,0.74,32,3101,0.91
2461,art_100,14,136821,0.54,0.24,9,2496,0.17
2461,art_103,6,176204,0.00,0.02,38,1983,0.02
2461,art_105,15,26972,0.09,0.06,4,1824,0.02
2461,art_107,23,14469,0.28,0.21,28,2934,0.05
2461,art_109,7,264690,0.16,0.21,22,4137,0.04
2255,2va007,27,32006,0.84,0.99,36,2058,0.99
2255,2va009,31,54543,0.74,0.98,44,2220,0.98
2255,2va014,19,31876,0.56,0.80,10,5288,0.51
2255,2va025,28,34662,0.53,0.44,23,2574,0.01
2255,2va031,6,33525,0.75,0.99,14,2447,0.98
2255,2va033,15,52590,0.05,0.63,39,2819,0.23
2255,2va035,44,34547,0.52,0.36,31,7386,0.53
2255,2va057,5,38287,0.46,0.99,25,2938,0.15
2255,2va067,4,51497,0.71,0.34,28,3165,0.15
2255,2va071,35,35132,0.77,0.26,7,2939,0.02
2255,2va075,13,52022,0.10,0.66,29,5465,0.03
2255,2va078,21,35546,0.70,0.71,38,4388,0.64
2255,2va081,12,29739,0.99,0.99,21,1922,0.99
2255,2va106,24,34840,0.67,0.99,12,4725,0.87
2255,2va118,38,28850,0.72,0.73,27,2826,0.27
2255,2va131,33,40090,0.21,0.77,40,2924,0.23
2255,2va137,9,51837,0.92,1.00,22,2072,0.80
2255,art_001,36,42585,0.95,0.96,32,7606,0.97
2255,art_004,16,47209,0.68,0.55,26,2538,0.01
2255,art_010,25,41026,0.80,0.98,17,2157,0.94
2255,art_021,20,35680,0.67,0.90,16,2406,0.81
2255,art_024,37,36545,0.85,0.99,8,8435,0.99
2255,art_025,23,23763,0.97,0.88,6,3521,0.64
2255,art_032,11,30423,0.98,0.99,37,4418,0.98
2255,art_038,26,34609,0.54,0.73,5,2538,0.02
2255,art_039,1,40869,0.92,0.62,18,2509,0.92
2255,art_041,8,28048,0.98,0.46,42,2119,0.03
2255,art_043,17,36573,0.47,0.57,11,4318,0.01
2255,art_049,29,32624,0.99,0.98,13,4687,0.99
2255,art_061,41,32734,0.60,0.99,1,6022,0.10
2255,art_064,43,36530,0.84,0.99,34,2471,0.18
2255,art_070,18,41898,0.63,1.00,3,5849,0.50
2255,art_071,10,48464,0.93,0.52,33,2878,0.18
2255,art_073,14,27796,0.67,0.87,24,3422,0.64
2255,art_078,39,41289,0.86,0.99,20,1797,0.97
2255,art_083,42,43564,0.77,0.99,2,10398,0.31
2255,art_085,32,38384,0.32,0.54,41,3172,0.05
2255,art_100,40,54935,0.14,0.48,9,3342,0.14
2255,art_103,34,47393,0.14,0.06,43,2156,0.01
2255,art_105,2,58761,0.16,0.09,15,2288,0.01
2255,art_107,3,51721,0.01,0.38,4,3603,0.25
2255,art_109,22,50699,0.62,0.01,19,3269,0.02
2299,2va007,10,15398,0.56,0.89,6,1682,0.80
2299,2va009,13,15399,0.71,0.97,30,1540,0.90
2299,2va014,35,16922,0.34,0.66,42,1995,0.07
2299,2va025,9,19733,0.02,0.56,4,1833,0.09
2299,2va031,41,23353,0.09,0.28,3,3107,0.03
2299,2va033,38,21441,0.04,0.32,18,5009,0.00
2299,2va035,11,134938,0.72,0.93,1,6326,0.57
2299,2va057,27,22653,0.96,0.99,27,1648,0.92
2299,2va067,2,35671,0.65,0.27,28,2863,0.22
2299,2va071,1,22135,0.07,0.35,19,2428,0.67
2299,2va075,7,21349,0.70,0.86,15,1807,0.93
2299,2va078,19,16922,0.74,0.98,44,3146,0.55
2299,2va081,28,20603,0.82,0.97,21,1562,0.94
2299,2va106,22,21681,0.20,0.69,34,1582,0.25
2299,2va118,21,30038,0.17,0.54,16,3570,0.89
2299,2va131,26,17438,0.24,0.74,14,2021,0.15
2299,2va137,40,13480,0.10,0.79,22,2793,0.00
2299,art_001,36,22116,0.59,0.94,38,2190,0.15
2299,art_004,39,17731,0.71,0.97,11,2090,0.07
2299,art_010,20,18800,0.77,0.89,12,1587,0.98
2299,art_021,29,18509,0.51,0.36,43,1828,0.00
2299,art_024,18,25982,0.57,0.94,23,1578,0.79
2299,art_025,3,42564,0.72,0.90,26,2330,0.56
2299,art_032,6,21440,0.67,0.99,13,1689,0.89
2299,art_038,33,20840,0.73,0.96,29,1802,0.59
2299,art_039,14,18146,0.10,0.65,20,2223,0.38
2299,art_041,5,20629,0.03,0.04,36,2166,0.18
2299,art_043,4,25581,0.15,0.14,9,2110,0.03
2299,art_049,37,17968,0.23,0.99,5,1924,0.80
2299,art_061,32,17019,0.55,0.39,40,1833,0.11
2299,art_064,42,15782,0.62,0.98,32,1905,0.21
2299,art_070,24,15494,0.89,0.99,7,2401,0.69
2299,art_071,31,20806,0.21,0.96,17,1755,0.73
2299,art_073,25,12784,0.82,0.91,2,2140,0.76
2299,art_078,8,26044,0.96,0.97,37,2563,0.97
2299,art_083,16,19629,0.87,0.98,25,3499,0.97
2299,art_085,30,16497,0.74,0.98,33,2634,0.59
2299,art_100,23,23359,0.10,0.70,8,1746,0.22
2299,art_103,43,17918,0.49,0.57,41,2227,0.01
2299,art_105,12,23227,0.02,0.33,10,1736,0.02
2299,art_107,44,22712,0.06,0.26,31,2038,0.01
2299,art_109,17,16662,0.55,0.18,35,1689,0.07
2374,2va007,40,34001,0.74,0.91,37,2668,0.81
2374,2va009,41,24226,0.69,0.88,15,1538,0.94
2374,2va014,6,21293,0.46,0.90,35,1557,0.52
2374,2va025,3,60203,0.71,0.65,14,1840,0.77
2374,2va031,17,21172,0.64,0.73,21,2110,0.58
2374,2va033,4,93382,0.20,0.49,22,3191,0.61
2374,2va035,21,38936,0.29,0.76,23,1608,0.82
2374,2va057,5,46445,0.57,0.74,10,2803,0.73
2374,2va067,32,58168,0.85,0.71,32,2102,0.72
2374,2va071,2,38396,0.24,0.12,5,1953,0.21
2374,2va075,36,30659,0.28,0.62,30,2507,0.37
2374,2va078,27,28627,0.34,0.86,8,1400,0.76
2374,2va081,1,31979,0.58,0.69,16,1470,0.71
2374,2va106,12,30957,0.34,0.61,9,1737,0.20
2374,2va118,14,21975,0.71,0.15,27,2558,0.34
2374,2va131,22,66807,0.12,0.25,17,1691,0.18
2374,2va137,7,61987,0.42,0.63,18,1415,0.59
2374,art_001,26,58027,0.73,0.75,20,1672,0.74
2374,art_004,29,223194,0.69,0.84,39,1510,0.49
2374,art_010,24,31059,0.39,0.66,11,1170,0.69
2374,art_021,18,107509,0.84,0.86,29,1506,0.79
2374,art_024,35,182112,0.73,0.77,2,1507,0.74
2374,art_025,8,33417,0.57,0.86,6,1139,0.75
2374,art_032,11,45077,0.77,0.84,38,1442,0.79
2374,art_038,10,60065,0.70,0.93,7,1275,0.77
2374,art_039,13,90253,0.47,0.48,12,1635,0.67
2374,art_041,28,23852,0.58,0.50,28,1651,0.76
2374,art_043,25,131182,0.68,0.56,13,2387,0.63
2374,art_049,23,210532,0.64,0.69,1,6155,0.78
2374,art_061,33,99009,0.67,0.81,19,1671,0.78
2374,art_064,37,56470,0.70,0.74,33,2924,0.58
2374,art_070,9,29317,0.83,0.95,26,1673,0.94
2374,art_071,42,28360,0.69,0.79,3,1115,0.81
2374,art_073,19,40091,0.68,0.92,44,1236,0.82
2374,art_078,34,41216,0.74,0.94,42,5506,0.96
2374,art_083,31,36094,0.95,0.82,31,17816,0.99
2374,art_085,20,83191,0.82,0.94,4,1324,0.83
2374,art_100,30,74069,0.73,0.79,40,1923,0.67
2374,art_103,15,31777,0.15,0.36,24,1938,0.79
2374,art_105,39,40032,0.16,0.31,25,2140,0.02
2374,art_107,16,74432,0.30,0.27,34,1887,0.21
2374,art_109,43,112381,0.23,0.58,41,1585,0.14
2434,2va007,40,23271,0.02,0.20,39,5823,0.55
2434,2va009,8,25866,0.05,0.10,4,7947,0.67
2434,2va014,38,21569,0.01,0.00,10,2247,0.01
2434,2va025,11,31693,0.01,0.00,8,3117,0.00
2434,2va031,32,19964,0.03,0.02,13,3446,0.12
2434,2va033,4,24694,0.01,0.16,40,1984,0.55
2434,2va035,42,18529,0.01,0.00,3,2327,0.00
2434,2va057,37,29660,0.01,0.68,26,7654,0.55
2434,2va067,23,20000,0.01,0.13,11,6084,0.55
2434,2va071,36,19437,0.01,0.00,29,2407,0.03
2434,2va075,7,22094,0.01,0.01,32,2644,0.01
2434,2va078,43,20025,0.01,0.01,28,3888,0.51
2434,2va081,5,24087,0.01,0.16,5,3166,0.01
2434,2va106,35,18726,0.02,0.03,16,5288,0.30
2434,2va118,19,19349,0.03,0.06,12,2578,0.02
2434,2va131,39,18813,0.00,0.01,34,1840,0.01
2434,2va137,12,24478,0.00,0.03,23,1719,0.01
2434,art_001,14,20767,0.02,0.04,19,2015,0.03
2434,art_004,2,27883,0.01,0.01,9,2495,0.02
2434,art_010,3,32183,0.01,0.02,2,9002,0.51
2434,art_021,1,31180,0.01,0.01,15,3369,0.01
2434,art_024,16,26387,0.01,0.13,41,3708,0.54
2434,art_025,20,22131,0.02,0.03,22,2509,0.01
2434,art_032,31,24524,0.03,0.07,20,2340,0.55
2434,art_038,13,33708,0.01,0.04,24,2248,0.03
2434,art_039,17,20180,0.03,0.04,42,2454,0.02
2434,art_041,6,24265,0.01,0.01,7,2030,0.01
2434,art_043,29,28081,0.02,0.01,25,2928,0.01
2434,art_049,10,25179,0.01,0.01,17,2930,0.33
2434,art_061,18,21440,0.03,0.03,33,2611,0.02
2434,art_064,9,35587,0.02,0.00,43,3482,0.01
2434,art_070,44,19766,0.03,0.04,6,3498,0.03
2434,art_071,34,23174,0.01,0.04,38,4428,0.21
2434,art_073,24,22571,0.01,0.01,30,1990,0.02
2434,art_078,27,26640,0.02,0.52,36,2310,0.58
2434,art_083,15,26988,0.03,0.51,27,2179,0.53
2434,art_085,33,24869,0.01,0.31,1,8902,0.57
2434,art_100,26,19567,0.03,0.02,31,3865,0.21
2434,art_103,22,21879,0.02,0.01,35,2125,0.01
2434,art_105,30,20468,0.01,0.03,14,2482,0.00
2434,art_107,28,22141,0.01,0.00,37,2295,0.02
2434,art_109,41,21052,0.01,0.02,18,2114,0.01
2438,2va007,13,22347,0.67,0.66,38,2045,0.25
2438,2va009,2,27477,0.20,0.45,43,5445,0.26
2438,2va014,15,16155,0.68,0.90,34,2991,0.70
2438,2va025,27,19022,0.92,0.82,32,7523,0.44
2438,2va031,10,50971,0.21,0.04,3,3359,0.03
2438,2va033,35,45120,0.38,0.91,30,3647,0.49
2438,2va035,38,19796,0.47,0.21,2,2652,0.01
2438,2va057,3,33163,0.81,0.99,29,1874,0.74
2438,2va067,21,32048,0.17,0.57,12,3527,0.60
2438,2va071,41,22428,0.14,0.25,18,1982,0.16
2438,2va075,18,18101,0.54,0.66,40,3174,0.19
2438,2va078,42,16003,0.84,0.93,33,1991,0.64
2438,2va081,24,18547,0.77,0.75,15,3222,0.84
2438,2va106,5,26444,0.51,0.41,20,2204,0.38
2438,2va118,40,18849,0.61,0.12,36,2462,0.05
2438,2va131,14,38191,0.18,0.14,25,2707,0.01
2438,2va137,9,28657,0.51,0.27,22,2311,0.01
2438,art_001,44,40651,0.29,0.24,1,4636,0.05
2438,art_004,7,38209,0.28,0.34,13,4575,0.24
2438,art_010,39,20927,0.37,0.29,7,2210,0.48
2438,art_021,6,21106,0.62,0.02,26,3225,0.03
2438,art_024,25,20538,0.58,0.63,16,2542,0.81
2438,art_025,30,21706,0.71,0.36,17,3846,0.13
2438,art_032,17,27103,0.27,0.29,39,2233,0.08
2438,art_038,11,23152,0.72,0.15,8,3014,0.02
2438,art_039,37,16557,0.06,0.11,23,1925,0.01
2438,art_041,31,15302,0.19,0.07,24,2129,0.01
2438,art_043,34,14592,0.71,0.31,31,2049,0.02
2438,art_049,22,17547,0.18,0.54,6,2545,0.48
2438,art_061,23,18632,0.58,0.46,5,2345,0.02
2438,art_064,36,43349,0.70,0.82,14,2859,0.01
2438,art_070,19,22762,0.23,0.35,37,3107,0.07
2438,art_071,32,20970,0.34,0.25,11,4572,0.13
2438,art_073,12,18671,0.71,0.23,10,2239,0.03
2438,art_078,8,23454,0.79,0.95,27,1795,0.97
2438,art_083,16,18889,0.93,0.99,19,2853,0.49
2438,art_085,1,24406,0.57,0.60,35,2644,0.45
2438,art_100,20,22678,0.09,0.27,44,3928,0.22
2438,art_103,28,19384,0.32,0.08,9,2727,0.01
2438,art_105,29,17982,0.01,0.06,42,2921,0.02
2438,art_107,4,23057,0.01,0.02,21,2625,0.01
2438,art_109,33,14617,0.74,0.14,4,2158,0.00
2473,2va007,3,36729,0.63,0.72,16,2754,0.80
2473,2va009,31,36687,0.37,0.12,30,2045,0.06
2473,2va014,13,29495,0.62,0.47,35,2741,0.06
2473,2va025,32,29173,0.19,0.04,44,2630,0.01
2473,2va031,33,26868,0.60,0.50,43,2716,0.09
2473,2va033,8,30622,0.19,0.47,11,2772,0.12
2473,2va035,23,20700,0.67,0.55,22,2647,0.06
2473,2va057,15,31662,0.94,0.89,24,1682,0.89
2473,2va067,26,27749,0.82,0.73,7,1714,0.80
2473,2va071,11,28666,0.18,0.10,4,3217,0.55
2473,2va075,4,33739,0.68,0.58,17,2080,0.79
2473,2va078,42,22829,0.60,0.63,9,2547,0.11
2473,2va081,29,29080,0.59,0.58,12,2495,0.73
2473,2va106,12,24448,0.33,0.26,38,2015,0.28
2473,2va118,30,31482,0.66,0.05,20,3546,0.48
2473,2va131,18,24976,0.06,0.01,2,2390,0.03
2473,2va137,25,19612,0.69,0.56,25,2283,0.07
2473,art_001,1,31969,0.52,0.50,19,2164,0.08
2473,art_004,17,30282,0.31,0.19,3,4086,0.04
2473,art_010,28,33361,0.42,0.44,10,3448,0.91
2473,art_021,2,32040,0.21,0.30,5,4936,0.08
2473,art_024,7,43893,0.70,0.81,6,3017,0.64
2473,art_025,35,50812,0.72,0.43,34,2135,0.13
2473,art_032,34,28161,0.66,0.88,28,2677,0.45
2473,art_038,27,42665,0.68,0.20,15,2391,0.14
2473,art_039,6,29868,0.45,0.17,32,3089,0.18
2473,art_041,39,35841,0.69,0.01,13,3435,0.55
2473,art_043,10,26281,0.47,0.03,14,2325,0.02
2473,art_049,36,28046,0.71,0.59,42,2640,0.07
2473,art_061,38,25243,0.62,0.14,21,2399,0.09
2473,art_064,37,27112,0.58,0.42,36,2002,0.07
2473,art_070,20,23644,0.64,0.73,41,2551,0.05
2473,art_071,14,71238,0.32,0.56,40,3389,0.01
2473,art_073,40,31315,0.59,0.20,33,17799,0.09
2473,art_078,21,24415,0.97,0.97,18,1831,0.99
2473,art_083,44,33398,0.97,0.99,39,4282,0.96
2473,art_085,22,23529,0.99,0.99,26,2169,0.99
2473,art_100,43,38798,0.15,0.01,27,2088,0.00
2473,art_103,16,40354,0.01,0.02,1,3185,0.02
2473,art_105,9,32497,0.02,0.04,29,3242,0.03
2473,art_107,24,39420,0.00,0.19,23,2173,0.01
2473,art_109,5,30180,0.44,0.10,8,3446,0.14
2480,2va007,6,18807,0.67,0.83,31,5466,0.64
2480,2va009,7,24864,0.68,0.62,44,2770,0.72
2480,2va014,3,21517,0.20,0.64,43,5597,0.71
2480,2va025,35,28356,0.74,0.66,15,2399,0.13
2480,2va031,33,23043,0.66,0.65,9,3284,0.16
2480,2va033,42,23316,0.71,0.19,13,2692,0.13
2480,2va035,24,21848,0.35,0.70,19,4759,0.13
2480,2va057,22,26303,0.75,0.74,35,3204,0.66
2480,2va067,18,20744,0.26,0.66,5,2291,0.67
2480,2va071,9,19679,0.52,0.66,23,5094,0.38
2480,2va075,8,22261,0.18,0.46,28,3348,0.14
2480,2va078,31,18072,0.59,0.54,11,3099,0.40
2480,2va081,23,30479,0.22,0.79,24,3268,0.43
2480,2va106,14,15327,0.19,0.23,17,2246,0.23
2480,2va118,40,38847,0.50,0.63,32,2293,0.26
2480,2va131,25,17272,0.54,0.40,29,3299,0.41
2480,2va137,26,18606,0.51,0.76,6,2994,0.53
2480,art_001,15,22631,0.24,0.72,41,3041,0.30
2480,art_004,34,22481,0.81,0.94,26,2227,0.19
2480,art_010,29,22501,0.59,0.77,42,2617,0.18
2480,art_021,20,19573,0.55,0.21,22,3363,0.33
