"Temperature_t1","Temperature_t2","socialdiversity","Site","DEQ","ALEX1","ALEX2","ALEX3","ALEX4","ALEX5","ALEX6","ALEX7","ALEX8","ALEX9","ALEX10","ALEX11","ALEX12","ALEX13","ALEX14","ALEX15","ALEX16","langfamily"
36.7,36.1,8,"Tsinghua",30.58009338,2,4,2,3,2,4,4,4,4,2,2,4,3,2,4,3,3
36.4,36.4,7,"SMU",1.293106079,2,4,1,3,1,2,3,3,2,2,1,2,2,1,2,2,1
36.4,36.4,5,"Serbia",44.81860352,1,1,1,1,1,1,1,1,5,1,4,1,5,1,5,1,1
36.4,36.4,8,"Tsinghua",30.58009338,2,2,2,2,3,4,3,4,3,2,3,2,2,1,4,2,3
36.4,36.4,7,"METU",39.91169739,4,4,3,3,4,4,4,3,3,4,3,1,4,2,3,1,2
36.44444444,36.38888889,8,"VCU",37.5809021,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
36.38888889,36.44444444,7,"VCU",37.55220032,2,4,4,4,2,3,5,4,4,4,4,2,4,2,2,2,1
36.27777778,36.55555556,7,"VCU",37.55380249,2,4,2,4,4,1,2,3,3,2,1,1,1,4,2,1,1
36.25,36.6,5,"Serbia",44.81860352,4,5,1,5,3,2,2,2,5,3,1,3,4,3,3,3,1
35.94444444,36.94444444,6,"UCSB",34.4329071,2,2,3,2,1,1,2,4,4,3,2,2,2,1,2,3,1
36.4,36.5,5,"Serbia",44.81860352,2,3,1,4,4,2,4,4,2,4,1,2,2,3,4,2,1
36.3,36.6,8,"Kassel",49.19999695,2,3,2,2,1,1,2,2,2,2,4,1,1,2,4,1,1
36.3,36.6,6,"METU",39.91169739,1,3,1,3,2,4,4,2,3,4,3,1,1,3,2,1,2
36.7,36.2,6,"SMU",1.293106079,3,4,4,2,4,2,4,4,4,2,4,2,4,2,3,2,1
36.5,36.4,8,"Poland",52.25,2,1,2,2,3,4,4,1,1,2,2,4,1,1,2,1,1
36.72222222,36.22222222,7,"UCSB",34.4329071,1,3,1,4,1,2,1,3,2,1,1,2,1,2,3,3,1
36.3,36.7,7,"METU",39.91169739,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
36.5,36.5,5,"Oslo",59.91270447,3,3,3,4,2,2,2,3,2,2,1,2,2,3,4,2,1
36.44444444,36.55555556,7,"UCSB",34.4329071,4,5,3,5,3,1,5,3,3,4,4,3,2,1,2,3,1
36.5,36.5,5,"Serbia",44.81860352,3,3,1,3,4,1,2,3,3,1,2,2,2,2,3,1,1
36.3,36.7,7,"Oslo",59.91270447,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,1
36.3,36.7,5,"Serbia",44.81860352,3,3,2,3,3,2,3,2,2,3,4,2,3,2,3,3,1
36.3,36.7,7,"Kassel",53.10940552,2,1,1,2,2,2,2,2,1,1,4,2,2,2,1,4,1
36.5,36.5,5,"Serbia",44.81860352,4,2,2,4,4,4,5,2,2,4,4,1,3,2,3,3,1
36.6,36.4,NA,"Tsinghua",30.58009338,1,1,2,2,1,2,2,3,1,2,1,2,2,2,2,3,3
36.3,36.7,6,"Serbia",44.77920532,3,2,1,3,2,2,4,2,2,2,2,2,2,2,2,1,1
36.6,36.4,8,"Poland",52.25,4,3,3,3,4,4,4,3,4,3,4,2,4,1,2,2,1
36.5,36.5,5,"Serbia",44.81860352,3,2,1,2,3,2,2,1,1,1,2,1,1,1,3,2,1
36.6,36.4,5,"SMU",1.293106079,5,5,3,4,5,5,5,5,3,5,5,4,5,1,5,2,1
36.48,36.56,7,"Oslo",59.91270447,4,2,2,4,2,2,2,2,2,2,2,1,2,1,2,1,1
36.59,36.48,8,"Poland",52.25,2,2,3,1,2,2,3,2,2,3,2,3,2,2,3,2,1
36.6,36.5,6,"Serbia",44,4,4,3,5,4,4,4,5,4,5,3,3,3,3,2,3,1
36.6,36.5,6,"METU",39.91169739,2,2,2,2,2,2,2,2,3,2,2,2,1,4,4,1,2
36.5,36.6,5,"Serbia",44.81860352,5,4,2,4,3,3,4,5,3,4,2,2,3,2,3,2,1
36.5,36.6,7,"Serbia",44.77920532,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,1
36.5,36.6,8,"Tsinghua",30.58009338,1,3,3,2,2,4,4,2,4,2,2,1,4,2,2,2,3
36.7,36.4,5,"METU",39.91169739,4,5,4,4,4,4,4,4,2,5,2,2,2,3,4,3,2
36.5,36.6,5,"Serbia",43.92750549,5,4,2,5,5,4,4,2,3,5,5,4,1,1,1,1,1
36.4,36.7,8,"Poland",50.76669312,3,1,1,1,1,3,3,1,1,2,1,2,1,1,1,1,1
36.6,36.5,8,"Tsinghua",30.58009338,2,4,4,3,2,3,4,3,3,3,3,3,2,2,4,3,3
36.7,36.4,5,"METU",39.91169739,4,4,3,4,3,4,2,4,3,4,4,2,2,2,3,1,2
36.61111111,36.5,6,"UCSB",34.50210571,4,4,1,4,4,2,4,4,4,4,3,3,1,2,4,3,1
36.44444444,36.66666667,5,"UCSB",34.4329071,1,3,1,2,1,2,3,3,4,1,2,2,2,1,5,4,1
36.65,36.5,7,"Tsinghua",30.58009338,4,4,5,4,4,5,5,5,2,4,5,1,4,1,3,2,3
36.72222222,36.44444444,6,"UCSB",33.65789795,4,4,3,4,4,4,4,4,4,4,4,2,2,3,2,3,1
36.61111111,36.55555556,7,"VCU",37.55380249,2,2,1,2,2,2,3,2,4,2,2,1,2,4,4,3,1
36.6,36.6,8,"Poland",52.23330688,2,2,1,2,2,2,5,1,1,2,2,3,1,1,2,1,1
36.6,36.6,7,"Portugal",44.81860352,2,5,1,4,5,2,5,2,5,5,5,1,2,1,3,3,1
36.5,36.7,5,"Serbia",38.71670532,1,1,1,2,1,1,1,1,1,1,2,3,1,1,2,3,1
36.5,36.7,5,"Serbia",44.81860352,3,3,2,4,2,2,3,4,2,4,2,2,3,2,2,2,1
36.4,36.8,7,"Kassel",51.71710205,2,2,2,2,3,2,2,2,2,2,4,2,3,2,3,3,1
36.6,36.6,5,"METU",39.91169739,2,3,1,2,3,2,3,3,3,2,2,2,3,3,1,2,2
36.5,36.7,6,"Bamberg",48.77600098,2,3,1,4,1,1,2,2,2,2,2,2,2,2,4,2,1
36.8,36.4,5,"Serbia",44.81860352,2,3,1,5,2,1,2,3,3,2,3,1,1,2,1,1,1
36.6,36.6,5,"SMU",1.293106079,4,4,2,4,4,3,4,4,4,3,4,3,4,2,4,2,1
36.61111111,36.61111111,7,"UCSB",34.0184021,3,4,2,3,2,2,4,4,4,3,3,2,3,3,4,2,1
36.16666667,37.11111111,5,"UCSB",34.4329071,3,4,2,3,3,3,3,4,4,3,3,2,3,2,3,2,1
36.5,36.8,10,"Poland",54.36079407,4,3,4,4,2,4,4,3,4,4,4,2,3,1,3,2,1
36.6,36.7,5,"Serbia",44.81860352,3,3,2,2,3,3,4,2,2,4,2,3,3,4,3,3,1
36.6,36.7,8,"Poland",54.47450256,2,2,4,2,2,5,4,2,2,4,2,3,1,2,2,2,1
36.6,36.7,7,"Oslo",59.91270447,2,3,4,1,2,3,1,2,3,4,2,2,5,3,4,3,1
36.6,36.7,4,"Serbia",44.81860352,4,4,1,3,2,3,4,3,3,2,2,1,2,2,2,2,1
36.6,36.7,8,"Tsinghua",30.58009338,2,3,3,3,2,2,4,3,3,3,2,2,4,2,3,2,3
36.6,36.7,6,"METU",39.91169739,1,2,1,1,2,3,2,3,1,2,2,3,3,1,2,1,2
36.62,36.71,8,"Kassel",51.28779602,2,3,2,2,2,2,1,1,1,2,4,1,1,2,4,2,1
36.82,36.51,9,"Kassel",51.36669922,3,3,1,4,2,2,2,2,4,2,3,2,2,2,4,3,1
36.7,36.7,7,"Serbia",44.81860352,1,1,5,2,1,1,2,1,2,3,1,3,3,1,2,1,1
36.7,36.7,6,"Serbia",44.81860352,2,2,2,3,1,2,2,1,4,1,1,2,2,1,2,2,1
36.7,36.7,5,"Serbia",43.32470703,2,3,3,3,2,2,4,4,4,3,2,1,1,1,2,1,1
36.6,36.8,7,"Poland",52.25,4,4,4,4,5,3,5,4,3,3,5,2,3,2,4,3,1
36.6,36.8,5,"Serbia",44.81860352,3,2,1,3,4,3,3,4,2,2,5,1,2,2,1,2,1
36.7,36.7,8,"Tsinghua",39.92889404,2,2,2,2,2,4,3,3,2,2,2,2,4,1,3,3,3
36.7,36.7,5,"SMU",1.293106079,2,2,2,2,2,2,2,4,2,4,2,3,2,2,2,2,1
36.61111111,36.83333333,7,"UCSB",34.4335022,4,4,5,4,4,4,5,2,5,5,5,2,4,4,5,3,1
36.72222222,36.72222222,6,"UCSB",34.4329071,2,4,1,2,1,2,3,2,3,2,1,2,2,3,4,3,1
36.9,36.6,6,"METU",39.91169739,2,2,3,3,2,2,3,2,2,3,2,2,2,2,4,2,2
36.8,36.7,8,"Tsinghua",30.58009338,2,2,3,1,2,1,2,2,2,1,1,2,3,2,2,1,3
36.5,37,6,"Serbia",44.81860352,4,4,1,2,4,4,4,2,3,2,4,2,2,1,3,1,1
36.8,36.7,6,"Serbia",44.81860352,3,2,2,2,3,2,4,2,4,2,3,1,2,1,2,1,1
36.27777778,37.22222222,5,"UCSB",34.4329071,4,4,2,4,2,2,4,4,2,2,2,2,4,2,2,2,1
36.5,37,6,"Serbia",44.81860352,2,4,1,3,2,1,1,2,3,3,3,1,1,1,1,1,1
36.8,36.7,8,"Poland",52.25,2,3,1,3,4,2,4,2,2,2,2,2,2,2,3,2,1
36.8,36.7,6,"Serbia",44.81860352,3,4,3,2,4,4,5,2,2,4,4,3,4,3,2,4,1
36.7,36.8,7,"METU",39.91169739,2,2,2,3,2,2,4,1,5,2,2,2,2,2,3,2,2
36.8,36.7,6,"Serbia",44.81860352,3,3,1,3,2,1,4,1,1,4,1,2,1,2,2,2,1
36.5,37,6,"Serbia",44.81860352,1,1,1,1,2,1,1,1,2,1,2,1,3,1,1,1,1
36.7,36.8,NA,"Tsinghua",30.58009338,2,2,3,2,3,4,3,4,3,4,2,3,2,4,2,3,3
36.7,36.8,6,"Serbia",44.61529541,1,1,2,1,2,1,2,2,1,1,1,1,1,2,2,1,1
36.8,36.7,8,"Tsinghua",30.58009338,2,2,3,2,4,3,4,3,4,2,2,2,2,2,2,2,3
36.8,36.7,8,"Tsinghua",30.58009338,5,5,3,4,4,3,4,2,3,4,4,3,3,2,2,1,3
37,36.6,8,"Poland",NA,4,4,1,5,5,4,4,2,5,4,5,3,4,2,2,2,1
36.7,36.9,8,"Oslo",NA,2,2,1,2,2,2,2,2,1,1,2,3,2,2,2,2,1
36.8,36.8,5,"Serbia",44.81860352,4,4,3,4,4,2,4,4,3,4,4,3,4,2,4,2,1
36.6,37,6,"Serbia",44.81860352,5,5,2,5,4,3,4,5,5,5,4,2,2,3,5,2,1
36.7,36.9,9,"Tsinghua",30.58009338,2,3,1,4,2,3,4,3,3,3,2,2,4,1,2,2,3
36.8,36.8,7,"Serbia",44.81860352,4,4,1,4,2,3,4,4,5,2,2,1,3,2,2,2,1
36.8,36.8,6,"Serbia",44.81860352,2,2,1,2,2,4,3,2,2,2,1,2,3,2,2,2,1
37,36.6,8,"Tsinghua",30.58009338,2,3,2,3,2,2,3,4,2,2,2,3,4,2,4,3,3
36.8,36.8,5,"Serbia",42.99809265,5,5,1,5,4,4,5,4,5,4,3,1,4,2,3,1,1
36.77777778,36.83333333,6,"VCU",37.55220032,1,1,1,2,1,1,1,1,1,1,1,2,3,3,1,5,1
36.88888889,36.72222222,5,"VCU",37.55380249,4,4,4,4,4,4,4,2,4,4,2,2,2,3,4,3,1
36.77777778,36.83333333,6,"VCU",37.45350647,2,2,1,2,2,1,2,2,2,1,2,1,2,1,3,1,1
36.66666667,37,5,"UCSB",34.4329071,2,2,1,2,3,3,2,2,2,1,2,3,2,2,4,2,1
36.77777778,36.88888889,7,"UCSB",34.4329071,2,2,1,2,2,2,2,4,2,2,2,2,4,2,3,2,1
36.55555556,37.11111111,6,"UCSB",34.4329071,2,4,1,4,2,2,4,2,1,4,3,2,2,1,4,3,1
36.9,36.8,5,"Serbia",44.81860352,2,2,1,2,1,2,3,2,2,1,2,2,2,2,1,2,1
37.2,36.5,9,"Kassel",50.77940369,2,2,2,2,2,1,3,1,1,1,2,1,4,1,2,1,1
36.4,37.3,8,"Oslo",59.9506073,2,3,1,2,2,2,2,3,2,2,2,3,3,2,2,2,1
36.9,36.8,5,"Serbia",44.81860352,4,2,1,3,2,2,2,2,2,4,2,1,2,1,3,1,1
36.8,36.9,6,"Serbia",44.81860352,4,4,2,3,4,3,4,4,5,4,4,2,2,2,5,2,1
36.38888889,37.33333333,7,"UCSB",34.4329071,3,3,1,2,2,3,4,3,2,2,2,2,3,1,3,2,1
36.88888889,36.88888889,6,"UCSB",34.50210571,2,4,2,4,2,3,2,4,2,2,2,2,4,2,4,2,1
36.9,36.9,4,"Serbia",44.81860352,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,1
36.7,37.1,8,"Poland",52.25,2,2,1,2,2,2,3,2,2,2,2,2,1,1,1,2,1
37,36.8,8,"Tsinghua",30.58009338,2,4,2,4,4,2,4,4,4,3,2,2,2,2,2,1,3
37,36.8,5,"SMU",1.293106079,2,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,1
36.8,37,5,"Serbia",44.81860352,2,2,2,2,3,2,3,2,2,3,1,1,2,1,3,2,1
36.8,37.1,5,"METU",39.91169739,3,2,1,3,2,3,4,4,1,3,2,2,2,4,3,4,2
36.8,37.1,8,"Tsinghua",30.58009338,3,3,4,2,3,3,2,3,3,3,2,3,3,3,2,3,3
37.1,36.8,8,"Tsinghua",30.58009338,3,4,3,4,4,3,4,3,3,2,3,2,3,2,4,2,3
36.6,37.3,8,"SMU",1.293106079,3,3,2,2,3,4,4,2,2,3,3,2,2,1,2,2,1
36.7,37.2,8,"Tsinghua",30.58009338,3,4,4,3,4,4,4,4,3,2,1,2,2,1,2,1,3
36.9,37,8,"Poland",51.58329773,5,4,5,4,5,5,5,4,5,4,5,2,3,1,5,3,1
36.94444444,37,9,"UCSB",34.4329071,1,1,1,5,2,3,4,1,2,3,2,2,2,2,5,2,1
36.94444444,37.01111111,6,"UCSB",34.50210571,4,4,1,4,4,3,5,4,3,4,4,2,4,2,4,3,1
37,37,8,"Tsinghua",30.58009338,3,4,3,2,4,3,4,4,2,4,2,2,4,2,2,2,3
36.9,37.1,5,"Serbia",44.81860352,1,2,1,2,2,2,2,1,4,1,2,2,1,1,2,5,1
37,37,6,"Serbia",44.81860352,2,3,1,2,1,2,2,2,2,2,2,3,3,2,3,2,1
37,37,7,"Poland",52.25,2,2,2,2,2,2,3,2,2,2,2,3,2,1,2,2,1
37.1,36.9,8,"Tsinghua",30.58009338,5,4,2,3,2,3,5,4,3,2,2,2,4,2,3,2,3
36.9,37.1,5,"Serbia",44.81860352,4,3,1,4,5,1,5,4,1,3,5,1,2,1,2,1,1
37.2,36.9,8,"Tsinghua",30.58009338,2,2,2,3,3,2,3,2,2,4,3,3,2,2,2,2,3
37.1,37,NA,"Tsinghua",30.58009338,2,2,2,3,2,3,3,4,2,2,2,4,2,2,2,4,3
37.1,37,6,"Serbia",44.7467041,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,1
36.88888889,37.22222222,6,"UCSB",34.4329071,2,4,2,3,4,2,2,2,2,3,2,2,2,2,2,2,1
37.2,37,8,"Tsinghua",30.58009338,1,1,2,2,1,1,3,2,2,1,1,2,2,2,2,3,3
37,37.2,NA,"Tsinghua",30.58009338,3,4,4,2,4,3,2,4,4,4,2,2,2,4,2,3,3
37.16666667,37.05555556,7,"UCSB",34.4329071,2,2,3,2,2,2,2,3,4,2,2,2,1,3,2,3,1
37.5,36.8,6,"SMU",1.293106079,3,5,3,3,4,3,4,4,3,3,4,2,3,2,3,2,1
37.3,37.1,6,"Serbia",44.81860352,3,3,2,3,2,2,2,2,4,3,3,3,2,2,4,2,1
37.3,37.3,5,"Serbia",44.81860352,4,4,3,3,5,4,5,1,2,2,2,1,1,2,3,1,1
39.4,37.05,8,"Tsinghua",30.58009338,1,1,2,1,2,3,3,2,4,1,2,1,2,1,3,1,3
35,35.6,6,"Oxford",51.75,2,4,1,3,3,2,2,3,4,2,2,2,2,4,4,4,1
35.27777778,35.38888889,5,"VCU",37.55380249,2,4,4,3,4,4,4,4,2,4,2,3,3,2,4,3,1
35.1,35.7,5,"METU",39.91169739,2,4,4,4,4,2,4,2,2,5,2,3,4,4,3,2,2
35.1,36.3,7,"METU",39.91169739,2,4,2,2,2,4,4,2,2,2,2,2,2,2,2,1,2
35.9,35.5,7,"Serbia",44.81860352,4,4,4,3,4,4,4,4,3,4,4,1,2,1,2,1,1
36,35.44444444,5,"UCSB",34.4329071,3,4,1,3,4,4,4,4,2,3,2,1,1,1,4,3,1
35,36.5,5,"Oxford",51.75,3,4,1,4,4,2,3,4,3,4,2,1,1,4,5,2,1
36,35.5,5,"UCSB",34.4329071,4,3,3,4,4,4,3,3,2,3,2,2,3,3,3,2,1
35,36.7,8,"Oxford",51.75,3,2,2,2,2,2,2,2,1,2,4,3,4,2,3,2,1
35.3,36.6,5,"Oxford",51.75,4,2,2,1,4,2,5,5,3,2,3,1,2,2,3,1,1
35.77777778,36.22222222,5,"VCU",36.89289856,4,4,2,3,4,2,2,3,2,2,4,2,3,2,2,3,1
35,37,7,"Oxford",51.75,4,3,2,3,4,4,4,4,2,2,3,4,4,2,2,1,1
35.88888889,36.16666667,5,"UCSB",34.4329071,2,1,1,2,1,1,1,2,1,1,1,1,1,5,5,1,1
35.7,36.4,5,"Serbia",44.81860352,3,3,1,3,3,1,2,2,4,2,2,2,2,2,3,2,1
35.88888889,36.22222222,6,"UCSB",34.50210571,4,4,3,2,4,4,3,3,4,3,3,2,4,3,3,3,1
36.1,36.2,6,"Bamberg",52.08329773,4,3,1,4,2,2,4,3,4,2,4,3,2,2,4,2,1
35.9,36.4,6,"Bamberg",49.43609619,5,5,4,4,5,5,5,5,3,5,5,2,1,2,2,1,1
36.2,36.2,6,"Kassel",49.98730469,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1
35.8,36.6,5,"METU",NA,1,5,1,3,5,1,5,4,1,4,2,1,5,1,5,1,2
36.33333333,36.11111111,5,"UCSB",32.78309631,3,4,3,4,4,4,4,4,4,3,2,2,4,2,2,3,1
36.4,36.1,5,"Bamberg",48.77600098,2,2,1,3,2,3,4,2,2,2,2,2,1,2,3,1,1
36.22222222,36.27777778,5,"UCSB",34.4329071,4,4,2,4,2,3,3,3,3,3,2,3,3,3,4,2,1
36.1,36.5,6,"METU",39.91169739,2,4,2,3,4,2,4,2,2,3,3,2,2,2,2,2,2
36.22222222,36.44444444,7,"UCSB",34.4329071,2,3,2,4,3,2,2,3,1,2,4,2,3,1,2,4,1
36.8,35.9,8,"Tsinghua",30.58009338,3,4,3,3,4,4,4,3,2,4,3,4,4,2,4,3,3
36.2,36.5,8,"Tsinghua",30.58009338,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
36.33333333,36.38888889,6,"UCSB",34.0184021,2,4,2,2,1,2,2,4,2,2,3,2,2,2,2,2,1
36,36.77777778,6,"UCSB",34.4329071,5,5,3,5,3,4,5,4,5,5,4,2,2,2,3,3,1
36.4,36.4,6,"Portugal",38.71670532,1,4,1,5,1,1,1,5,3,3,1,3,3,3,1,2,1
36.2,36.6,7,"METU",39.91169739,4,2,2,2,2,2,3,4,2,4,2,2,3,4,2,2,2
36.3,36.5,8,"Tsinghua",39.92889404,1,1,1,2,1,1,3,3,2,3,2,1,1,2,4,5,3
36.44444444,36.44444444,5,"UCSB",34.4329071,1,4,1,4,2,1,2,3,1,1,1,4,4,4,4,4,1
36.16666667,36.72222222,6,"UCSB",34.4329071,2,5,1,3,1,2,5,2,4,2,2,1,2,3,2,2,1
36.6,36.4,6,"Serbia",44.81860352,3,2,1,3,4,2,2,3,2,1,3,3,2,2,2,3,1
36.5,36.5,5,"Serbia",44.81860352,4,4,3,4,3,4,4,3,3,3,4,2,4,2,3,2,1
36.6,36.5,5,"Bamberg",48.24569702,4,4,1,4,4,3,3,4,2,3,2,1,4,2,4,2,1
36.16666667,36.94444444,6,"UCSB",34.4329071,4,3,2,5,5,2,4,4,5,4,4,1,4,2,5,1,1
36.27777778,36.88888889,6,"UCSB",34.4329071,2,4,2,4,4,2,3,3,2,4,4,3,1,2,2,4,1
36.67,36.5,6,"Chile",33.44999695,2,3,3,3,4,4,4,2,2,2,4,2,2,2,3,2,1
36.7,36.5,7,"METU",39.91169739,5,5,3,5,5,5,5,5,5,5,5,2,5,3,2,2,2
36.6,36.6,5,"METU",39.91169739,3,2,1,2,3,4,4,1,1,2,2,1,1,2,4,1,2
36.33333333,36.88888889,7,"UCSB",34.4329071,4,5,4,5,3,4,2,5,3,5,2,2,2,2,3,1,1
36.55555556,36.72222222,7,"UCSB",NA,4,4,1,4,3,2,4,4,2,3,2,1,1,2,2,1,1
36.5,36.8,5,"Chile",33.44999695,4,4,1,4,4,4,5,4,3,4,2,3,3,1,3,1,1
36.7,36.6,7,"Portugal",38.71670532,3,3,2,1,3,2,2,3,2,5,2,3,2,3,5,3,1
36.3,37,8,"Tsinghua",39.92889404,2,3,1,1,2,2,3,3,2,2,1,5,5,1,3,1,3
36.7,36.6,8,"Tsinghua",30.58009338,3,2,3,2,2,4,4,4,4,3,2,2,2,2,4,2,3
36.11111111,37.22222222,5,"UCSB",34.4329071,4,4,4,4,4,2,4,4,4,3,4,2,2,3,2,2,1
36.16666667,37.22222222,5,"UCSB",34.4329071,3,2,2,2,3,3,2,2,2,2,2,3,3,4,3,3,1
36.44444444,36.94444444,6,"UCSB",34.4329071,3,3,3,2,3,3,3,4,3,4,4,3,4,2,4,2,1
36.6,36.8,8,"Tsinghua",30.58009338,3,3,2,4,3,2,4,3,4,3,2,2,3,2,3,2,3
36.7,36.7,5,"Serbia",44.81860352,3,1,1,3,1,2,2,1,1,2,1,4,2,1,1,3,1
36.6,36.8,8,"Tsinghua",30.58009338,2,3,2,2,4,4,4,4,3,2,2,2,2,2,2,2,3
36.72222222,36.72222222,5,"UCSB",37.55380249,2,4,3,2,3,3,3,2,4,3,2,2,4,2,3,2,1
36.72222222,36.72222222,5,"VCU",34.4329071,3,2,3,2,2,3,3,2,3,2,2,2,3,1,2,1,1
36.72222222,36.72222222,5,"UCSB",34.4329071,3,3,2,3,2,2,2,2,2,3,2,2,2,2,3,3,1
36.8,36.7,7,"Serbia",44.81860352,4,4,1,3,3,4,4,2,3,4,2,2,2,1,2,3,1
36.5,37,6,"UCSB",34.4329071,2,2,2,2,3,2,5,4,2,2,2,2,2,4,4,4,1
36.9,36.6,8,"Tsinghua",30.58009338,2,2,3,2,5,2,2,2,3,2,4,2,3,1,3,1,3
36.61111111,36.88888889,6,"UCSB",34.4329071,4,4,2,2,3,3,4,2,3,2,2,1,1,1,2,1,1
36.7,36.8,8,"Tsinghua",30.58009338,3,3,2,2,3,3,3,3,3,2,3,3,3,1,3,3,3
36.8,36.7,9,"Tsinghua",30.58009338,4,3,2,3,3,3,4,3,4,3,3,2,3,2,3,2,3
36.61111111,36.88888889,6,"UCSB",34.4329071,3,2,1,2,2,3,3,2,2,2,4,3,3,2,3,2,1
36.66666667,36.88888889,4,"UCSB",34.4329071,2,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,1
36.83333333,36.72222222,5,"UCSB",34.4329071,2,2,1,2,1,2,2,2,2,1,2,4,2,2,2,1,1
36.9,36.7,8,"Tsinghua",30.58009338,4,4,4,4,4,4,4,3,3,4,2,2,4,2,2,2,3
36.75,36.85,8,"Tsinghua",30.58009338,4,2,2,4,3,4,4,3,3,2,2,2,3,2,4,2,3
36.8,36.8,7,"Kassel",51,4,2,2,2,3,3,3,2,2,3,3,3,2,4,2,2,1
36.88,36.8,8,"Tsinghua",30.58009338,2,2,2,2,2,2,2,3,2,3,2,2,4,2,3,3,3
37.05555556,36.72222222,7,"UCSB",34.4329071,2,3,2,2,3,2,3,2,3,2,2,3,2,2,2,2,1
37,36.8,5,"Kassel",51.31669617,4,4,2,4,5,3,4,4,2,3,4,2,2,2,3,2,1
37,36.83333333,5,"UCSB",34.4329071,2,2,1,2,2,2,2,2,2,2,1,2,3,2,4,2,1
36.72222222,37.11111111,5,"UCSB",34.4329071,3,4,3,3,4,4,4,4,4,3,2,2,3,2,3,1,1
36.83333333,37.05555556,6,"UCSB",34.4329071,3,1,1,4,1,2,4,1,5,4,2,1,1,2,3,2,1
37,36.88888889,9,"UCSB",34.4329071,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
36.77777778,37.11111111,4,"UCSB",34.4329071,5,5,3,4,2,4,5,5,5,5,2,3,4,3,4,3,1
37,36.9,6,"Bamberg",49.88000488,4,5,2,5,3,4,5,4,4,3,5,3,2,2,5,3,1
36.77777778,37.16666667,6,"UCSB",34.4329071,2,2,2,2,2,3,2,2,2,2,2,2,4,2,2,4,1
36.94444444,37,5,"UCSB",34.4329071,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1
37.2,36.8,6,"Serbia",44.81860352,2,2,1,2,3,2,3,3,2,2,2,2,2,2,3,2,1
37,37,7,"Zurich",47.03039551,2,2,4,2,3,3,4,2,2,4,4,2,4,2,4,2,1
36.94444444,37.05555556,7,"UCSB",34.4329071,2,4,1,2,3,2,3,2,3,2,1,2,2,2,3,1,1
37.27777778,36.77777778,6,"UCSB",34.4329071,2,2,2,1,2,2,3,1,1,2,2,2,1,1,2,2,1
37,37.11111111,6,"UCSB",34.4329071,4,3,3,2,2,3,3,3,3,4,3,3,5,3,3,3,1
37,37.11111111,6,"UCSB",34.4329071,2,4,1,3,2,2,4,4,2,2,2,2,4,1,2,1,1
37.11111111,37.05555556,7,"UCSB",34.4329071,3,3,2,4,5,3,4,3,3,2,3,2,2,3,4,3,1
37.07,37.14,6,"Kassel",50.73330688,2,4,1,4,4,2,2,4,2,2,4,2,2,3,3,3,1
35.3,35.9,8,"Poland",51.1000061,3,3,2,3,3,3,3,3,2,3,2,3,2,1,3,2,1
35.74,36.01,8,"Kassel",51.36669922,4,3,3,3,4,4,5,4,2,4,2,2,3,4,4,3,1
36.7,36.5,9,"Poland",52.25,2,2,3,2,4,3,2,2,2,2,2,2,2,1,3,2,1
36.7,36.7,8,"Poland",54.3500061,2,4,2,4,2,2,3,3,3,2,2,2,2,1,4,2,1
36.8,36.9,7,"Zurich",NA,4,3,3,3,4,3,4,2,2,4,4,1,1,2,3,2,1
35.4,NA,0,"Zurich",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
35.55555556,35.55555556,7,"UCSB",34.0184021,4,4,4,2,4,4,4,4,4,4,4,2,4,2,4,2,1
35.6,NA,0,"Chile",33.42628098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
35.77777778,NA,6,"UCSB",NA,3,4,1,4,3,4,5,4,4,2,4,2,4,4,4,4,1
35.81,NA,6,"Kassel",NA,1,2,1,2,1,2,1,1,1,2,1,1,3,2,4,2,1
35.9,NA,7,"VCU",NA,5,5,1,1,4,3,4,5,4,4,5,1,2,1,1,1,1
35.94444444,NA,0,"VCU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
36,NA,8,"Oslo",NA,1,1,1,2,1,1,1,1,1,1,1,5,3,2,2,4,1
36,NA,0,"Poland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
36.1,NA,3,"Kassel",NA,1,1,1,5,1,1,1,1,1,1,1,5,1,5,1,5,1
