"Temperature_t1","Temperature_t2","socialdiversity","Site","DEQ","ALEX1","ALEX2","ALEX3","ALEX4","ALEX5","ALEX6","ALEX7","ALEX8","ALEX9","ALEX10","ALEX11","ALEX12","ALEX13","ALEX14","ALEX15","ALEX16","langfamily"
35.6,35.6,6,"SMU",1.293106079,4,4,2,3,2,2,4,4,4,2,2,2,2,3,4,2,1
35.3,36,8,"METU",39.91169739,5,5,3,4,5,2,4,5,2,2,5,4,5,2,2,5,2
35.3,36.1,7,"METU",NA,3,3,1,2,3,4,4,2,3,3,4,1,2,2,3,1,2
35.7,35.7,6,"SMU",1.293106079,3,3,4,3,3,2,4,3,3,4,4,2,4,4,4,3,1
35.7,35.7,6,"SMU",1.293106079,4,4,2,4,4,2,4,3,2,3,3,2,2,2,3,2,1
35.44444444,36,5,"VCU",37.55220032,2,2,2,2,2,2,2,2,2,3,2,1,1,2,4,2,1
35.5,36,7,"METU",39.91169739,2,2,1,2,2,2,2,3,2,2,2,1,2,2,2,2,2
35.7,35.8,8,"Kassel",50.13330078,3,4,1,4,2,2,2,2,4,1,2,3,2,2,2,2,1
35.1,36.5,7,"METU",39.91169739,4,4,2,2,2,4,4,4,3,2,2,2,4,4,2,2,2
35.2,36.4,5,"Zurich",NA,1,4,2,3,2,2,4,2,2,2,3,3,2,1,4,3,1
35.6,36,6,"SMU",1.293106079,2,2,2,4,1,1,4,1,2,1,1,1,2,2,2,4,1
35.61111111,36.05555556,7,"VCU",37.55220032,2,3,2,2,2,3,2,2,3,3,2,2,3,2,3,2,1
35.3,36.4,6,"METU",39.91169739,4,4,4,4,3,2,4,4,4,4,2,2,2,2,2,3,2
35.7,36,6,"METU",39.91169739,4,2,1,2,4,1,1,4,3,2,1,2,4,3,4,4,2
35.61111111,36.11111111,8,"VCU",NA,4,5,4,4,2,4,3,4,4,3,2,2,4,1,2,2,1
35.8,36,5,"SMU",1.293106079,3,4,2,3,2,3,4,2,3,2,3,3,1,1,2,1,1
35.55555556,36.33333333,7,"VCU",37.55220032,3,3,1,3,1,2,2,2,3,1,2,2,2,2,3,3,1
35.9,36,9,"Portugal",38.71670532,2,5,3,1,5,2,3,5,5,5,2,1,5,4,5,4,1
36,35.9,7,"Oslo",59.91270447,3,3,1,2,3,2,3,3,2,4,1,2,1,2,3,1,1
35.5,36.4,6,"SMU",1.293106079,4,4,3,3,4,4,5,4,3,4,4,3,4,2,3,2,1
35.4,36.6,7,"METU",39.91169739,2,2,1,2,2,2,1,3,2,2,2,2,1,2,2,2,2
35.7,36.3,6,"METU",39.91169739,1,2,1,2,1,1,1,1,2,1,2,1,1,5,4,5,2
35.6,36.4,7,"Kassel",51.23330688,2,2,3,2,4,2,2,2,2,2,3,2,2,2,2,2,1
36.16666667,35.88888889,7,"VCU",37.55220032,2,4,2,2,2,2,2,2,2,2,2,2,1,1,4,1,1
36,36.1,6,"SMU",1.293106079,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,3,1
35.7,36.4,7,"METU",39.91169739,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
35.9,36.2,6,"SMU",NA,2,2,3,2,2,2,3,3,2,2,2,3,2,2,4,3,1
35.5,36.6,7,"METU",39.91169739,2,2,4,2,1,4,1,4,2,4,4,2,4,4,4,2,2
35.72222222,36.38888889,5,"VCU",38.81149292,3,4,2,4,2,2,4,2,4,3,2,2,3,2,3,2,1
36.27777778,35.88888889,4,"VCU",37.55380249,1,1,3,1,1,4,1,2,1,2,1,1,1,1,2,1,1
35.8,36.4,6,"METU",39.91169739,2,4,1,2,2,2,4,3,3,3,5,1,1,2,4,2,2
36.1,36.1,6,"SMU",1.293106079,4,4,4,2,4,4,4,3,3,4,3,2,3,3,4,3,1
36.2,36,4,"SMU",1.293106079,3,3,3,2,3,3,3,3,3,3,3,2,4,2,4,2,1
35.9,36.3,10,"Tsinghua",30.58009338,5,3,4,2,2,3,4,4,4,3,1,3,2,1,4,1,3
36,36.3,4,"Kassel",50.01759338,2,4,2,2,4,4,4,2,2,3,2,2,2,2,4,3,1
35.6,36.7,8,"Oslo",59.91270447,4,2,3,3,2,2,2,3,2,3,1,2,2,1,3,1,1
35.9,36.4,8,"Oslo",59.91270447,2,2,1,3,2,3,2,2,2,2,2,2,2,2,3,3,1
36.2,36.1,5,"SMU",1.293106079,4,4,4,4,4,3,3,3,4,3,1,2,4,3,2,3,1
36.3,36,5,"METU",39.91169739,2,3,3,2,2,2,4,2,3,3,2,2,4,2,4,2,2
36.27777778,36.05555556,8,"VCU",37.55380249,2,2,4,3,2,4,4,2,2,2,2,2,4,3,3,1,1
36.2,36.2,5,"METU",39.91169739,2,4,1,4,4,3,4,4,4,3,4,2,3,4,4,2,2
36.2,36.2,5,"METU",39.91169739,4,5,3,4,5,4,4,4,4,5,5,3,1,3,1,1,2
35.9,36.5,9,"Tsinghua",NA,3,3,3,3,3,3,4,2,3,3,4,3,3,2,4,2,3
36.1,36.3,6,"Bamberg",48.28329468,4,4,1,3,2,4,4,4,2,2,2,3,2,1,4,2,1
35.5,37,6,"METU",39.91169739,2,2,2,2,3,4,3,2,2,2,3,4,2,4,2,2,2
36.2,36.3,7,"SMU",1.293106079,2,3,2,2,2,3,2,2,3,2,4,2,4,1,3,2,1
36.1,36.4,8,"Tsinghua",30.58009338,2,1,2,3,2,1,1,4,1,2,1,4,2,1,4,2,3
36.3,36.3,6,"METU",39.91169739,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2
36.3,36.3,7,"METU",39.91169739,2,2,4,2,1,1,2,2,2,1,1,1,1,2,1,2,2
36.4,36.2,5,"SMU",1.293106079,3,3,3,3,2,2,3,3,3,4,2,3,3,2,3,3,1
36.2,36.4,5,"SMU",1.293106079,2,2,1,2,1,1,2,2,3,2,2,2,2,2,3,2,1
36,36.6,8,"Tsinghua",30.58009338,2,2,3,3,2,3,4,2,4,2,2,2,3,1,4,2,3
36.2,36.4,6,"SMU",1.293106079,2,2,1,2,1,2,2,4,4,2,1,1,4,1,4,2,1
36.33333333,36.27777778,8,"VCU",37.51600647,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1
36.5,36.16666667,7,"VCU",37.50230408,4,4,3,4,4,3,4,4,3,4,4,3,3,3,3,3,1
36.4,36.3,7,"SMU",1.293106079,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
36.3,36.4,5,"SMU",1.293106079,3,4,2,4,3,3,3,4,4,3,3,3,4,3,4,3,1
36.3,36.4,5,"METU",39.91169739,4,3,1,4,1,3,4,4,4,3,3,1,1,3,2,1,2
36.27777778,36.44444444,5,"VCU",37.44490051,2,2,2,3,1,3,2,1,3,2,2,2,2,5,4,4,1
36.5,36.22222222,6,"VCU",37.55220032,2,2,1,2,2,1,2,2,2,2,2,1,2,1,3,2,1
36.5,36.3,4,"Oslo",59.91670227,2,3,1,2,2,2,2,2,1,4,1,2,3,1,1,1,1
36.4,36.4,8,"Tsinghua",30.58009338,2,2,2,2,2,3,2,2,2,2,3,2,3,2,2,2,3
36.3,36.5,6,"SMU",1.293106079,3,4,3,4,1,4,4,4,1,3,2,3,4,1,3,2,1
36.3,36.5,8,"Tsinghua",30.58009338,1,2,1,2,2,1,2,2,3,2,2,3,3,1,4,2,3
35.8,37,6,"METU",39.91169739,2,3,1,3,4,2,4,2,1,4,1,3,4,5,2,1,2
36.3,36.5,8,"Tsinghua",30.66670227,4,4,4,4,4,4,4,2,2,4,2,4,4,2,3,2,3
36.44444444,36.44444444,9,"VCU",37.19520569,1,1,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1
36.3,36.6,5,"Oxford",51.75,5,5,5,4,4,5,5,4,2,2,1,1,4,4,4,1,1
36.4,36.5,10,"Tsinghua",30.58009338,2,2,3,3,4,3,2,2,3,2,2,2,2,2,2,2,3
36.3,36.6,8,"Tsinghua",39.92889404,4,3,3,3,4,3,4,3,2,2,2,1,2,2,5,3,3
36.1,36.8,NA,"Tsinghua",30.66670227,4,3,4,3,3,4,4,3,3,3,3,4,2,3,2,2,3
36.4,36.5,5,"Oxford",51.75,4,4,1,3,4,3,5,5,2,4,2,2,2,2,2,2,1
36.38888889,36.61111111,6,"VCU",37.55769348,2,4,2,4,2,3,3,3,4,3,3,3,2,1,4,2,1
36.4,36.6,7,"Serbia",43.58000183,2,4,2,4,1,2,3,2,4,4,4,1,4,2,4,1,1
36.6,36.4,5,"SMU",1.293106079,3,4,3,4,3,2,4,4,4,2,3,2,3,2,4,2,1
36.5,36.5,7,"METU",39.91169739,2,2,1,1,2,4,4,1,3,3,1,2,2,3,4,2,2
36.5,36.6,6,"Serbia",44.81860352,4,3,3,3,3,3,4,3,3,3,3,3,3,2,2,2,1
36.3,36.8,6,"METU",NA,2,3,1,2,2,2,2,2,1,2,1,2,2,3,4,2,2
36.7,36.4,6,"Zurich",46.00219727,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,2,1
36.5,36.66666667,6,"VCU",37.55769348,2,4,1,4,4,2,5,4,3,2,2,2,2,2,3,2,1
36.6,36.6,8,"Poland",52.25,4,2,2,2,2,2,4,3,2,2,2,2,1,2,2,1,1
36.5,36.7,8,"Tsinghua",30.58009338,2,2,2,2,2,3,2,2,3,2,2,2,2,1,4,2,3
36.6,36.6,9,"Zurich",NA,2,2,3,2,3,4,3,2,2,3,5,2,2,2,3,2,1
36.5,36.7,7,"Poland",52.23330688,2,4,2,3,2,2,2,2,4,3,2,3,1,1,4,1,1
36.3,36.9,5,"SMU",1.293106079,2,3,3,3,2,4,3,2,3,2,2,1,3,2,3,1,1
36.5,36.7,4,"Oxford",51.75,2,2,2,3,2,2,2,2,4,2,2,3,2,2,4,3,1
36.45,36.75,8,"Tsinghua",30.58009338,2,3,2,3,2,4,2,2,3,2,2,2,2,1,1,1,3
36.6,36.6,6,"METU",39.91169739,2,3,3,3,3,3,4,3,2,3,3,2,2,4,4,2,2
36.5,36.7,9,"Chile",33.44999695,3,3,1,3,2,2,3,1,2,2,2,5,2,1,1,1,1
36.61111111,36.61111111,7,"VCU",37.55220032,4,4,1,4,4,1,4,2,4,2,2,2,2,3,4,2,1
36.72222222,36.5,7,"VCU",NA,4,4,3,4,2,3,4,4,2,4,2,3,2,2,3,2,1
36.94444444,36.33333333,6,"VCU",37.5809021,1,2,2,4,1,2,2,2,2,2,2,4,1,3,2,4,1
36.4,36.9,5,"METU",39.91169739,1,1,1,2,1,1,2,1,1,2,2,1,1,5,1,1,2
36.7,36.6,5,"SMU",1.293106079,4,4,4,2,4,4,4,4,2,4,4,2,4,2,4,2,1
36.8,36.5,7,"SMU",1.293106079,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,2,1
36.8,36.5,5,"METU",39.91169739,4,4,4,3,4,3,4,3,3,4,3,1,4,2,4,3,2
36.6,36.7,7,"Zurich",NA,2,2,2,2,4,3,4,2,2,2,2,2,2,2,4,4,1
36.5,36.8,5,"SMU",1.293106079,2,3,2,3,2,3,4,2,2,2,2,3,2,2,3,2,1
36.83333333,36.55555556,8,"VCU",37.46769714,2,2,1,2,2,2,2,2,2,2,1,3,3,1,3,2,1
36.7,36.7,6,"SMU",1.293106079,2,2,1,3,1,2,2,2,2,2,2,3,3,3,2,3,1
36.6,36.8,6,"SMU",1.293106079,1,2,2,2,2,1,1,2,1,2,1,2,2,2,3,4,1
36.6,36.8,7,"Oxford",51.75,3,3,2,3,2,2,2,2,3,2,3,2,2,2,3,2,1
36.8,36.6,8,"Bamberg",49.43710327,2,2,1,2,1,3,4,2,2,2,1,2,2,2,3,1,1
36.8,36.6,5,"METU",39.91169739,2,2,2,2,2,2,3,2,4,2,2,2,3,2,1,2,2
36.7,36.7,7,"Oslo",59.91270447,1,1,1,2,1,1,1,3,1,1,1,2,1,2,1,2,1
36.8,36.7,8,"Tsinghua",39.92889404,2,2,2,2,2,1,2,2,3,2,2,3,4,2,2,2,3
37.2,36.4,4,"SMU",1.293106079,2,3,2,4,2,2,2,3,3,2,2,2,2,3,4,4,1
36.7,36.9,6,"METU",39.91169739,2,2,2,3,3,3,4,4,4,3,2,2,3,4,4,4,2
36.6,37,6,"SMU",1.293106079,4,2,2,2,2,2,2,4,2,4,2,2,4,2,2,4,1
36.8,36.9,4,"SMU",1.293106079,2,4,2,2,3,2,2,3,4,3,2,2,2,2,3,2,1
36.8,36.9,8,"Tsinghua",30.58009338,1,1,2,2,1,2,3,1,3,1,1,2,2,2,4,3,3
36.7,37,6,"SMU",1.293106079,4,3,3,4,4,3,4,4,2,3,3,2,2,2,4,2,1
36.8,37,7,"Poland",54.58329773,2,3,4,4,4,3,4,3,2,3,2,2,2,3,3,2,1
37,36.8,6,"Oxford",51.75,2,2,2,3,2,2,2,2,3,2,2,4,2,2,2,4,1
37,36.9,8,"Poland",52.23330688,3,2,1,2,1,2,4,2,1,1,1,1,1,1,1,1,1
36.7,37.2,8,"Tsinghua",30.58009338,2,1,1,2,2,2,2,1,3,1,1,2,1,1,4,2,3
37.1,36.9,6,"METU",39.91169739,2,4,2,4,2,2,2,3,4,2,2,2,4,4,4,2,2
36.94444444,37.05555556,6,"VCU",37.55380249,3,4,1,3,4,1,3,3,2,3,4,2,3,2,3,2,1
37,37.1,6,"SMU",1.293106079,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
37.1,37.1,7,"SMU",1.293106079,4,2,2,2,3,2,4,2,2,3,2,1,2,1,2,3,1
37.11111111,37.11111111,6,"VCU",37.55380249,1,1,2,1,1,4,2,1,2,1,2,2,4,1,2,2,1
37.05555556,37.61111111,8,"VCU",37.55380249,2,4,4,2,2,2,4,2,2,4,4,3,2,4,4,3,1
35.2,35.3,7,"Oslo",59.91670227,3,3,2,3,2,3,3,3,3,2,3,2,2,3,4,3,1
36.7,33.9,7,"Oxford",51.75,2,3,3,2,3,2,2,2,2,1,1,1,3,3,4,3,1
35.1,35.6,5,"METU",39.91169739,2,2,1,3,2,2,3,3,2,2,1,1,2,1,2,1,2
35.4,35.3,5,"SMU",1.293106079,2,3,3,3,2,3,2,3,4,3,2,1,2,2,4,4,1
35.5,35.4,8,"Oslo",NA,3,3,3,3,3,3,4,3,2,3,1,2,3,2,3,3,1
35.1,35.9,6,"Kassel",51.31669617,2,4,2,3,2,2,2,2,2,2,2,3,2,2,3,2,1
34.6,36.4,6,"METU",39.91169739,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,2
35,36.1,4,"Kassel",51.31669617,1,2,2,2,5,3,3,4,1,1,4,2,3,2,5,3,1
35.3,35.9,5,"Oxford",51.75,2,2,1,2,3,3,4,2,1,3,2,4,4,4,2,4,1
35.5,35.8,6,"METU",39.91169739,2,3,2,3,2,2,2,4,4,3,3,2,2,2,4,2,2
34.7,36.6,6,"Kassel",51.28779602,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,5,1
35.4,35.9,4,"Oxford",51.75,4,4,1,4,4,1,4,4,3,4,4,3,3,2,3,2,1
35.33333333,36,9,"VCU",37.55380249,2,4,2,2,2,2,3,3,4,2,2,1,3,4,3,2,1
34.7,36.7,5,"Oxford",51.75,4,4,2,4,4,3,4,4,3,2,4,1,4,2,2,2,1
35.6,35.8,6,"Oslo",59.91670227,2,2,1,2,2,2,2,3,4,2,2,1,4,2,3,2,1
35.3,36.2,6,"METU",39.91169739,2,1,3,3,4,2,3,2,2,2,3,2,2,2,3,2,2
35.7,35.8,5,"Oslo",59.91270447,4,4,1,4,4,4,3,3,5,4,2,2,3,3,3,2,1
35.5,36,6,"METU",39.91169739,2,3,2,2,2,2,2,2,4,3,3,2,2,4,4,1,2
34.9,36.7,6,"Oslo",59.91270447,4,2,1,2,3,2,4,2,2,2,1,1,4,1,1,1,1
35,36.6,5,"Oxford",51.75,2,2,4,2,2,2,2,2,3,2,2,2,2,2,3,2,1
35.83333333,35.83333333,7,"VCU",37.55380249,3,3,1,4,3,3,4,3,2,1,3,3,2,2,4,2,1
35.55555556,36.11111111,8,"VCU",37.5809021,4,4,2,3,4,4,4,4,2,3,3,2,3,2,3,2,1
35.6,36.1,8,"Oslo",59.91670227,3,3,1,3,2,4,4,3,1,4,1,2,2,3,4,3,1
35.3,36.4,7,"Zurich",47.36669922,2,2,1,2,2,2,2,2,2,2,2,3,4,2,3,2,1
35.7,36,6,"SMU",1.293106079,2,2,1,2,4,2,3,2,2,2,2,2,2,2,3,3,1
35.7,36,8,"Tsinghua",39.92889404,2,2,1,2,4,3,3,4,2,2,3,2,4,2,3,3,3
35.84,35.88,8,"Zurich",47.34159851,2,3,1,4,4,4,3,2,4,2,4,1,1,2,4,3,1
35.55555556,36.16666667,7,"VCU",37.55220032,3,2,2,3,2,2,4,2,2,2,2,2,2,3,2,4,1
35.6,36.2,5,"Oslo",59.91270447,3,2,1,5,4,5,4,3,4,4,3,1,1,1,3,1,1
35.8,36,8,"Poland",52.25,1,4,2,4,3,4,4,2,2,2,1,1,1,1,1,1,1
35.5,36.3,6,"METU",39.91169739,4,2,1,2,1,2,1,2,1,2,1,1,1,4,5,5,2
35.9,35.9,6,"SMU",1.293106079,2,2,2,4,3,2,4,4,2,3,2,3,3,2,3,3,1
36.33,35.55555556,6,"VCU",NA,2,3,2,4,2,2,2,2,5,2,2,3,2,4,4,4,1
35.9,36,6,"Portugal",38.71670532,2,2,1,3,2,2,1,1,2,1,1,3,5,3,5,2,1
35.9,36,5,"SMU",1.293106079,1,2,1,2,2,1,2,2,2,1,2,2,1,2,2,3,1
35.7,36.2,8,"Poland",49.94979858,4,4,4,4,4,4,4,4,2,4,3,2,4,3,4,3,1
36.11111111,35.83333333,10,"VCU",37.55220032,3,3,1,2,2,2,4,2,2,2,2,1,2,2,3,1,1
35.5,36.5,7,"METU",39.91169739,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2
35.3,36.7,7,"METU",39.91169739,2,2,4,3,2,3,3,3,4,3,3,4,2,3,2,2,2
36.05555556,36,9,"VCU",39.34300232,2,1,1,1,1,2,2,2,1,2,1,1,1,2,2,1,1
36,36.1,5,"Serbia",44.81860352,4,3,1,4,4,2,3,3,3,3,2,2,2,1,2,2,1
36,36.1,7,"SMU",1.293106079,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,1
36,36.1,5,"METU",39.91169739,2,3,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2
35.5,36.6,6,"Kassel",51.31669617,2,1,2,1,2,2,2,1,2,2,2,1,2,2,3,1,1
35.8,36.3,NA,"Tsinghua",39.92889404,2,4,2,2,2,3,2,3,1,3,2,5,2,4,2,4,3
36,36.2,7,"Poland",51.63330078,1,2,1,2,1,2,2,2,2,2,1,1,1,2,4,2,1
35.9,36.3,6,"Kassel",51.31669617,3,2,3,2,3,2,3,2,1,3,2,2,2,2,3,2,1
36,36.2,6,"METU",39.91169739,2,4,1,3,1,4,4,4,4,2,1,2,2,1,4,2,2
35.8,36.4,5,"METU",39.91169739,4,4,4,3,4,4,4,4,2,4,3,3,3,2,2,2,2
35.6,36.6,5,"METU",39.91169739,4,4,4,4,4,4,4,4,4,5,4,2,3,2,3,2,2
35.7,36.5,7,"Kassel",51.28779602,2,3,2,3,2,3,4,2,2,2,2,2,3,2,3,2,1
36.1,36.1,5,"SMU",1.293106079,4,4,3,2,4,4,2,2,2,2,2,1,2,2,2,2,1
36,36.2,8,"Tsinghua",30.58009338,2,2,2,4,4,4,4,2,2,4,2,2,1,2,2,2,3
36.2,36.1,8,"Tsinghua",30.66670227,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
35.8,36.5,6,"Oslo",59.91670227,4,5,1,4,2,3,5,1,2,3,4,2,1,2,2,1,1
36.4,35.9,6,"SMU",1.293106079,3,3,2,3,3,2,3,3,3,3,2,3,3,2,3,2,1
35.8,36.5,5,"METU",39.91169739,1,3,3,5,2,3,2,3,2,3,2,3,3,3,4,3,2
36,36.3,8,"METU",39.91169739,5,5,2,4,5,4,5,4,2,4,5,1,5,2,4,1,2
36.22222222,36.11111111,5,"VCU",NA,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,1
36.05555556,36.28,8,"VCU",37.55220032,3,4,1,4,2,3,3,4,4,3,2,2,2,4,4,4,1
36.24444444,36.12777778,6,"VCU",37.55220032,5,3,2,4,4,5,4,4,3,4,4,2,4,2,2,4,1
36.72222222,35.66666667,7,"VCU",37.55769348,1,5,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1
35.8,36.6,6,"Oxford",51.75,2,4,1,4,3,1,2,2,1,4,2,1,1,2,2,2,1
36.1,36.3,5,"Serbia",44.81860352,2,2,1,2,2,4,4,1,1,1,2,2,2,2,3,3,1
35.9,36.5,7,"METU",39.91169739,3,4,2,3,2,3,5,4,3,4,2,2,3,4,4,1,2
36,36.4,5,"METU",39.91169739,3,2,2,4,2,2,1,3,1,3,2,3,3,4,3,4,2
36.3,36.1,8,"Tsinghua",30.66670227,3,3,3,2,4,2,4,2,2,3,3,2,3,2,3,2,3
35.7,36.7,6,"METU",39.91169739,3,2,3,2,2,4,2,2,4,2,2,2,1,3,2,2,2
36.05555556,36.38888889,7,"UCSB",34.0184021,1,1,1,1,1,2,1,1,2,2,1,1,1,1,3,1,1
36.2,36.3,5,"METU",39.91169739,2,3,2,2,4,2,3,2,1,3,1,1,1,4,3,2,2
36.33333333,36.16666667,5,"VCU",37.55220032,2,4,2,4,3,2,3,2,2,2,2,2,2,2,2,2,1
35.8,36.7,5,"Oxford",51.75,3,4,2,2,2,2,2,4,2,2,2,1,2,2,2,2,1
36,36.5,7,"Oslo",NA,4,4,1,4,3,2,3,4,3,4,3,2,2,2,4,3,1
35.9,36.6,6,"Oxford",51.75,2,3,2,2,2,2,3,2,2,2,2,3,3,2,2,2,1
35.77777778,36.72222222,5,"VCU",37.51600647,4,4,2,4,3,2,3,4,5,2,2,2,4,3,3,2,1
35.8,36.7,6,"METU",39.91169739,3,3,2,3,3,2,4,3,2,3,2,3,2,2,5,1,2
36.3,36.2,5,"SMU",1.293106079,3,4,3,3,3,3,4,4,3,3,3,2,4,2,3,3,1
36.22222222,36.33333333,5,"VCU",38.86399841,1,4,1,4,1,1,1,2,1,1,2,2,1,1,2,1,1
36.22222222,36.33333333,7,"VCU",37.55380249,2,4,2,4,2,2,4,4,2,2,1,2,2,2,4,5,1
36.28,36.28,7,"VCU",37.53419495,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,1
36.4,36.2,5,"Serbia",44.81860352,1,1,1,1,1,1,2,2,2,1,1,2,3,2,2,2,1
36,36.6,6,"Kassel",49.14230347,2,2,3,2,2,2,2,3,2,2,2,2,2,2,3,2,1
35.6,37,6,"Oxford",51.75,5,4,1,5,4,2,4,5,2,4,2,2,4,3,5,2,1
36.5,36.11111111,11,"VCU",37.61410522,3,4,3,3,4,3,3,3,3,3,2,3,3,3,3,3,1
36.33333333,36.33333333,7,"VCU",37.55220032,2,2,2,2,2,4,2,2,2,1,1,2,2,1,1,2,1
36.22222222,36.44444444,7,"VCU",37.55220032,2,4,2,4,2,4,2,2,3,2,2,2,2,2,3,4,1
36.4,36.3,5,"SMU",1.293106079,2,2,4,3,2,3,2,2,4,2,1,2,2,4,4,2,1
36.5,36.2,8,"Tsinghua",30.58009338,1,3,4,3,1,4,3,3,4,2,5,2,1,1,4,3,3
36.3,36.4,8,"Tsinghua",30.58009338,4,4,2,2,3,4,4,4,4,2,4,2,4,2,3,2,3
36,36.7,8,"Tsinghua",39.92889404,3,4,4,3,3,3,2,2,3,2,2,2,4,2,4,3,3
36.1,36.6,6,"SMU",1.293106079,3,4,3,2,4,4,4,2,2,4,2,2,4,1,3,1,1
36.27777778,36.44444444,8,"VCU",37.55220032,2,2,1,2,3,2,3,2,2,2,1,2,4,2,3,3,1
36.37,36.37,8,"Oslo",59.74389648,1,2,1,2,1,1,2,2,4,1,1,1,1,1,2,1,1
36.44444444,36.33333333,5,"VCU",37.51600647,2,4,2,2,2,3,3,2,2,2,2,2,2,1,2,1,1
36.2,36.6,6,"METU",39.91169739,3,2,1,2,2,1,2,3,1,1,2,1,2,2,3,2,2
36.5,36.3,8,"Tsinghua",30.58009338,4,4,2,3,2,3,3,3,4,3,5,4,3,4,3,3,3
36.3,36.5,4,"Oxford",51.75,4,4,1,3,5,2,3,2,2,4,5,4,4,2,5,4,1
36.27777778,36.61111111,6,"VCU",36.93400574,3,2,2,3,3,2,4,3,2,4,4,4,2,3,4,2,1
36.16666667,36.72222222,7,"VCU",37.5809021,2,2,2,4,3,3,3,2,3,3,3,2,2,3,3,3,1
36.2,36.7,6,"Oxford",51.75,2,2,1,2,2,2,2,2,2,2,2,3,2,2,3,2,1
36.6,36.3,5,"Oxford",51.75,4,3,3,2,2,4,4,2,2,5,2,2,2,2,2,1,1
36.2,36.7,8,"Tsinghua",30.58009338,4,4,2,2,3,3,4,4,4,4,2,2,3,2,3,2,3
36.4,36.5,7,"METU",39.91169739,3,3,1,4,3,4,4,3,3,4,2,3,5,4,3,2,2
36.3,36.6,8,"Tsinghua",30.66670227,3,3,3,2,2,3,2,3,3,3,3,4,2,2,3,4,3
36.6,36.3,6,"SMU",1.293106079,3,3,2,2,2,3,3,2,2,2,2,2,4,2,3,2,1
36.5,36.4,5,"Kassel",50.72129822,3,4,1,3,2,3,3,4,2,4,3,2,3,3,4,2,1
36.61111111,36.33333333,9,"VCU",37.55380249,2,3,1,3,3,3,3,3,3,2,3,2,3,1,3,4,1
36.33333333,36.61111111,6,"VCU",37.61920166,2,3,2,3,2,2,2,4,2,2,2,4,2,2,2,2,1
36.5,36.5,6,"Serbia",44.77920532,2,2,2,2,2,2,2,2,2,2,1,4,2,2,2,3,1
37,36,6,"UCSB",34.4329071,2,3,1,3,1,2,2,1,4,2,1,1,1,2,4,2,1
36.5,36.5,8,"Kassel",53.55000305,2,2,2,1,2,2,3,2,2,2,2,2,2,3,3,2,1
36,37,8,"Kassel",50.93260193,2,2,1,2,3,2,3,2,2,2,2,2,2,2,2,2,1
36.44444444,36.55555556,7,"VCU",37.50230408,2,4,2,2,2,2,2,2,3,2,2,2,2,2,4,2,1
36.5,36.5,6,"SMU",1.293106079,1,4,1,5,1,1,1,3,3,3,1,1,2,5,4,2,1
36.4,36.6,5,"SMU",1.293106079,2,3,2,4,2,2,3,2,4,3,2,2,3,3,2,3,1
36.7,36.3,5,"Serbia",44.81860352,2,2,1,3,1,3,5,3,5,5,4,1,1,2,2,4,1
36.4,36.6,8,"Tsinghua",30.66670227,4,5,3,3,5,5,4,5,5,5,5,3,3,1,4,2,3
36.4,36.6,6,"SMU",1.293106079,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,2,1
36.61111111,36.38888889,7,"VCU",38.32049561,4,5,1,4,3,1,5,4,4,3,3,1,1,4,2,1,1
36.38888889,36.61111111,7,"VCU",37.55220032,3,2,2,4,1,2,2,3,3,2,2,2,3,2,4,3,1
36,37,6,"METU",39.91169739,5,4,4,4,2,5,5,4,3,5,5,2,4,2,4,2,2
36.61111111,36.44444444,6,"UCSB",34.44119263,4,2,3,3,3,2,4,2,3,4,2,2,4,1,2,1,1
36.22222222,36.83333333,6,"VCU",37.55380249,4,4,4,2,3,4,4,3,2,4,4,2,3,1,2,2,1
36.4,36.7,8,"METU",39.91169739,2,2,2,2,2,2,1,2,4,2,1,1,2,4,2,2,2
36.6,36.5,5,"Serbia",44.81860352,5,5,4,5,4,4,5,5,2,4,4,2,2,2,2,2,1
36.4,36.7,8,"Kassel",51,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,1
36.4,36.7,9,"Tsinghua",30.58009338,2,4,1,3,3,1,2,2,4,2,1,2,2,2,1,3,3
36.4,36.7,7,"METU",39.91169739,4,2,5,2,5,4,4,2,2,3,4,2,4,3,1,1,2
