"strata","Which_wave","ResponseId","Act3","ActiveBaseline","AffordSubsidiesEndline","Age","AgeChild1","AgeChild2","AgeChild3","AgeChild4","AgeChild5","AgeChild6","AgeChild7","AgeChild8","AppAssMat","AppCreche","Assignment","BabyFemale","CodePostalBaseline","ComputerYN","DeprivBills","DeprivBillsIrrelevant","DeprivClothes","DeprivClothesIrrelevant","DeprivFood","DeprivFoodIrrelevant","DeprivHolidays","DeprivHolidaysIrrelevant","DeprivHousing","DeprivHousingIrrelevant","Dep","Discount501or0","ECSApp","ECSPlanToBaseline","ECSUseYes","Educ","Educ2","FrenchYNBaseline","HighLowECECBaseline","HigherThanMeadianISEIFather","HigherThanMeadianISEIMother","HigherThanMeadianSESIndex","KnowsCreche","KnowsCrecheOnly","KnownNbTypeECS","LanguageBaseline","LevelComprehensionExPost","LikertAccessInfoBaseline","LikertAccessSoc","LikertReturnHK1or0","LikertReturnHKBaseline","MaternityWardBaseline","NormsBaseline","LevelInfoSubExPost","NUMCOMBaseline","NumberChildren","OrderedEduc.x","PregMonth","Primipare","Relationship","SingleMum","Suivi_administratif","Taux.de.couv.EAJE...ensemble","Taux.de.couv.assistantes.maternelles","Taux.de.couv.global","TAUXCOUV_COM","tauxcouv_com","nbr_city_baseline","latitude","longitude","UseCreche","UsedECEC","WorkBefore","WorkMotherReduced","WorkNoPlan","WorkPlanNotTo","WorkPlanTo","AccessEasyBaseline","AccessHoursBaseline","AccessInformalCareBaseline","Suivi_administratif1_0","TotalMinutes_AdminSupport","Responded","ResponseStatus","StrataWave","BirthPlace","BirthPlace2","AffordSubsidiesEndline1or0","T1","T2","InfoBaseline","HighEduc","DepCov","DepHighLow","HighLowCoverageGlobal","OrderedEduc","Date.référence","Nom.commune","Numéro.EPCI","Nom.EPCI","Numéro.Département","Nom.Département","Taux.de.couv.EAJE.PSU","Taux.de.couv.hors.EAJE.PSU","Taux.de.couv.EAJE...ensemble_2021","Taux.de.couv.préscolarisation","Taux.de.couv.assistantes.maternelles_2021","Taux.de.couv.salarié.à.domicile","Taux.de.couv.accueil.individuel...ensemble","Taux.de.couv.global_2021","NationalAvgTauxCouv2021","High_SES","NoMigrationBackground","HighCoverageBaseline","High_knowledge","HighCoverage_total","PresentOrientated","IntendUse","Income","FmlyIncome","NormsOpposedN","FmilyEarnLessThan2500","NumberOfChildren3","NormsOpposedYes","DescriptiveNorms","BabyBirthDate","TrustCreche1or0","BabyBornJanuary","AttitudesScore","AttitudeScoreMoreThanMedian","ECSNoECSAppAnswer","ECSIdealNotReason","ECSIdealNotReason_5_TEXT","ECSNoECSAppAnswer_simple","ECSNoECSAppAnswer_long","ECSIdealNotReason_recoded","ECSIdealNotReasonClean"
2,"Wave7","R_bhBqr8N70u6BkRC","Inactive","Inactive","Yes",25,3,NA,NA,NA,NA,NA,NA,NA,0,1,"T1",TRUE,94430,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"94",1,1,TRUE,0,"Bac","Low-SES","Abroad","High ECEC covering",NA,0,0,1,FALSE,2,"français","pas de doutes sur la compréhension des questions","Assez en désaccord","Très d’accord","No","Assez en désaccord","KB","La plupart","Bonne",94019,1,"Bac",7,FALSE,"Couple non cohabitant",FALSE,"No",53,16.5,72,49.8,71.9,5,48.797651232,2.541482148,0,"Yes",0,FALSE,FALSE,FALSE,TRUE,"assez difficile","Je ne sais pas encore","Oui, autant que nécessaire",0,NA,1,"Respondent",14,"Afrique subsaharienne","En France métropolitaine",1,1,0,"High knowledge",0,"Mid","Lower","Low coverage","Bac",2021,"CHENNEVIERES SUR MARNE",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",51.8,1.2,53,0,16.5,2.4,18.9,72,59.1,0,0,1,1,0,1,"Intend and already has used ECEC","700-1000","2500-3000",0,"No","1","No","Yes",2023-02-11,"Yes","After January",0.5,"No","Oui,  on été acceptés dans au moins 1 mais on a refusé (à cause d'un problème, etc.)",NA,NA,"Other","Declined because inadequate",NA,"Declined because inadequate"
3,"Wave6","R_bHMqRwleRDTSiHw","Inactive","Inactive","No_NSP",33,2,NA,NA,NA,NA,NA,NA,NA,0,0,"Control",TRUE,93400,"Non","Un peu",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Un peu",FALSE,"93",1,1,TRUE,1,"Bac","Low-SES","Abroad","High ECEC covering",0,0,0,1,TRUE,1,"français","pas de doutes sur la compréhension des questions","Très d’accord","Très d’accord","Yes","Très d’accord","Bichat","La plupart","Basique",93070,1,"Bac",6,FALSE,"Couple cohabitant",FALSE,"No",23.7,14.6,46.7,42.5,46.7,44,48.90958922,2.333479974,0,"No",0,NA,FALSE,TRUE,FALSE,"très difficile","Oui","Non",0,NA,1,"Respondent",20,"MENA (Maghreb +Arabie saoudite, etc.)","En France métropolitaine",0,0,0,"High knowledge",0,"Low","Lower","Low coverage","Bac",2021,"SAINT OUEN SUR SEINE",200054781,"METROPOLE DU GRAND PARIS",93,"SEINE SAINT DENIS",21.1,2.6,23.7,1.7,14.6,6.6,21.3,46.7,59.1,0,0,1,1,0,1,"Intend and has never used ECEC","- 500","NSP",0,"Yes","1","No","Yes",2023-03-03,"Yes","After January",1,"Yes",NA,NA,NA,NA,NA,NA,NA
8,"Wave5","R_bIqvq8RuShrFbm2","Active","Active","Yes",23,5,NA,NA,NA,NA,NA,NA,NA,0,1,"T1",TRUE,94600,"Non","Pas du tout",FALSE,"Un peu",FALSE,"Pas du tout",FALSE,"Beaucoup",FALSE,"Beaucoup",FALSE,"94",1,1,TRUE,1,"Bac","Low-SES","Abroad","Low ECEC covering",0,0,0,1,FALSE,2,"français","pas de doutes sur la compréhension des questions","Assez en désaccord","Très d’accord","Yes","Très d’accord","KB","Toutes","Bonne",94022,1,"Bac",6,FALSE,"Famille monoparentale",TRUE,"No",24.4,16.9,44,41.6,44,24,48.764258643,2.417182182,1,"Yes",1,NA,FALSE,FALSE,TRUE,"assez difficile","Non, mais on prendra un autre mode de garde en plus","Oui, autant que nécessaire",0,NA,1,"Respondent",54,"Afrique subsaharienne",NA,1,1,0,"High knowledge",0,"Mid","Lower","Low coverage","Bac",2021,"CHOISY LE ROI",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",21.6,2.8,24.4,1.8,16.9,0.9,17.8,44,59.1,0,0,0,1,0,1,"Intend and already has used ECEC","700-1000",NA,0,NA,"1","No","Yes",2023-01-29,"Yes","After January",1,"Yes",NA,NA,NA,NA,NA,NA,NA
1,"Wave4","R_bivjSRJb6w3V8Z8","Inactive","Inactive","Yes",27,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Control",TRUE,94550,"Non","Beaucoup",FALSE,"Beaucoup",FALSE,"Un peu",FALSE,"Beaucoup",FALSE,"Beaucoup",FALSE,"94",1,0,FALSE,0,"Bac","Low-SES","Abroad","High ECEC covering",NA,NA,0,0,FALSE,0,"arabe","pas de doutes sur la compréhension des questions","Très d’accord","Assez en désaccord","No","Très en désaccord","KB","Moitié moitié","Basique",94021,0,"Brevet",8,TRUE,"Couple cohabitant",FALSE,"No",37.9,17.1,56.4,52.6,56.3,18,48.76689918,2.352941911,0,"No",0,NA,FALSE,FALSE,TRUE,"assez difficile","Oui","Oui, autant que nécessaire",0,NA,1,"Respondent",4,"MENA (Maghreb +Arabie saoudite, etc.)","MENA (Maghreb +Arabie saoudite, etc.)",1,0,0,"High knowledge",0,"Mid","Lower","High coverage","Brevet",2021,"CHEVILLY LARUE",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",36.6,1.4,37.9,0.1,17.1,1.2,18.3,56.4,59.1,0,0,1,1,1,1,"Else","- 500","700-1000",8,"Yes","0","Yes","No",2022-12-10,"Yes","Before January",0.5,"No",NA,"Le mode de garde que je préférais coûtait trop cher.",NA,NA,NA,NA,"Le mode de garde que je préférais coûtait trop cher."
7,"Wave4","R_bJ4FBcHfu4TFKs7","Inactive","Inactive",NA,26,4,2,NA,NA,NA,NA,NA,NA,0,0,"T1",NA,94400,"Oui","Un peu",FALSE,"Un peu",FALSE,"Pas du tout",FALSE,"Beaucoup",FALSE,"Beaucoup",FALSE,"94",1,NA,FALSE,NA,"Bac","Low-SES","Abroad","Low ECEC covering",NA,NA,NA,1,FALSE,1,"français","pas de doutes sur la compréhension des questions","Très d’accord","Très d’accord","No","Très en désaccord","KB","La plupart","Basique",94081,2,"CAP",7,FALSE,"Couple cohabitant",FALSE,"Yes",20,6.6,29,28.5,29,57,48.788118568,2.394516098,0,"No",0,NA,FALSE,FALSE,TRUE,"assez difficile","Je ne sais pas encore","Oui, de temps en temps",1,NA,0,NA,46,"Afrique subsaharienne","Afrique subsaharienne",NA,1,0,"High knowledge",0,"Mid","Lower","Low coverage","CAP",2021,"VITRY SUR SEINE",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",17.8,2.2,20,1.2,6.6,1.1,7.8,29,59.1,0,0,0,1,0,1,"Else","- 500","1500-2000",6,"Yes","2 or more","Yes","Yes",NA,"Yes","Don't know",0.5,"No",NA,NA,NA,NA,NA,NA,NA
11,"Wave2","R_bjadI48uJF9BMEt","Inactive","Inactive","Yes",36,7,6,NA,NA,NA,NA,NA,NA,0,1,"Control",TRUE,75015,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Un peu",FALSE,"Pas du tout",FALSE,"75",1,1,TRUE,0,"Sup","High-SES","France","Low ECEC covering",NA,1,1,1,FALSE,6,"français","pas de doutes sur la compréhension des questions","Très d’accord","Très d’accord","Yes","Très d’accord","Necker","Toutes","Basique",75115,2,"Bac + 4/5",9,FALSE,"Couple cohabitant",FALSE,"No",50.4,4.4,69.1,71.9,69.1,58,48.840071988,2.292837347,0,"Yes",0,NA,FALSE,FALSE,TRUE,"quasiment impossible","Oui","Oui, pour dépanner / très ponctuellement",0,NA,1,"Respondent",72,"En France métropolitaine","En France métropolitaine",1,0,0,"High knowledge",1,"High","Higher","High coverage","Bac + 4/5",2021,"PARIS 15E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",45.7,4.7,50.4,1.1,4.4,13.3,17.7,69.1,59.1,1,1,0,1,1,1,"Intend and already has used ECEC","- 500","1000-1500",0,"Yes","2 or more","No","Yes",2022-10-14,"Yes","Before January",1,"Yes","Oui, on a été rejetés","Je n’ai pas eu de place dans le mode de garde que je préférais.",NA,"Rejected","Rejected",NA,"Je n’ai pas eu de place dans le mode de garde que je préférais.,Rejected"
12,"Wave4","R_bKBg3WhsSxJIiIX","Inactive","Inactive",NA,36,2,1,NA,NA,NA,NA,NA,NA,0,0,"Control",NA,94400,"Oui","Un peu",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Beaucoup",FALSE,"94",1,NA,TRUE,NA,"Sup","High-SES","Abroad","Low ECEC covering",NA,NA,NA,1,FALSE,3,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Assez en désaccord","No","Très en désaccord","KB","Aucune","Basique",94081,2,"Bac + 3",4,FALSE,"Couple cohabitant",FALSE,"No",20,6.6,29,28.5,29,57,48.788118568,2.394516098,0,"No",0,NA,FALSE,TRUE,FALSE,"quasiment impossible","Oui","Non",0,NA,0,NA,81,"MENA (Maghreb +Arabie saoudite, etc.)","En France métropolitaine",NA,0,0,"High knowledge",1,"Mid","Lower","Low coverage","Bac + 3",2021,"VITRY SUR SEINE",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",17.8,2.2,20,1.2,6.6,1.1,7.8,29,59.1,1,0,0,1,0,1,"Intend and has never used ECEC","- 500","1500-2000",7,"Yes","2 or more","Yes","No",NA,"Yes","Don't know",0.5,"No",NA,NA,NA,NA,NA,NA,NA
6,"Wave2","R_bKHWryIyWtRANhh","Active","Active","Yes",35,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"T1",FALSE,94100,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"94",0,1,TRUE,1,"Sup","High-SES","France","High ECEC covering",NA,1,1,1,FALSE,8,"français","pas de doutes sur la compréhension des questions","Très d’accord","Assez d’accord","No","Je ne sais pas","Trousseau","Toutes","Excellente",94068,0,"+ Bac+5",7,TRUE,"Couple cohabitant",FALSE,"No",37.9,19.3,66.7,62.2,66.7,16,48.798824614,2.494496787,0,"No",1,TRUE,FALSE,FALSE,TRUE,"quasiment impossible","Oui","Oui, de temps en temps",0,NA,1,"Respondent",37,"En France métropolitaine","En France métropolitaine",1,1,0,"High knowledge",1,"Mid","Lower","High coverage","+ Bac+5",2021,"SAINT MAUR DES FOSSES",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",32,5.8,37.9,2.7,19.3,6.8,26.2,66.7,59.1,1,1,1,1,1,0,"Intend and has never used ECEC","2500-3000","6000-7000",0,"No","0","No","Yes",2022-11-26,"Yes","Before January",0.5,"No",NA,"Je n’ai pas eu de place dans le mode de garde que je préférais.",NA,NA,NA,NA,"Je n’ai pas eu de place dans le mode de garde que je préférais."
11,"Wave6","R_bkkGJ2nqDiOraBl","Active","Active","Yes",33,7,NA,NA,NA,NA,NA,NA,NA,0,1,"T1",TRUE,75020,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"75",1,1,TRUE,0,"Sup","High-SES","Abroad","Low ECEC covering",1,0,1,1,FALSE,4,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Très d’accord","Yes","Très d’accord","Bichat","Toutes","Bonne",75120,1,"Bac + 3",4,FALSE,"Couple cohabitant",FALSE,"No",53,5.9,65.4,63.8,54.8,171,48.817381128,2.046651464,0,"Yes",1,NA,FALSE,FALSE,TRUE,"assez facile","Oui","Oui, autant que nécessaire",0,NA,1,"Respondent",76,"Afrique subsaharienne","En France métropolitaine",1,1,0,"High knowledge",1,"High","Higher","High coverage","Bac + 3",2021,"PARIS 20E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",51,1.9,53,1.1,5.9,5.5,11.3,65.4,59.1,1,0,0,1,1,1,"Intend and already has used ECEC","2500-3000","7000-8000",3,"No","1","Yes","Yes",2023-05-13,"Yes","After January",1,"Yes","Oui, on est sur la liste d’attente","Je n’ai pas eu de place dans le mode de garde que je préférais.",NA,"Waiting list","Waiting list",NA,"Je n’ai pas eu de place dans le mode de garde que je préférais.,Waiting list"
12,"Wave2","R_bKwS4lTDKs6Rm0x","Active","Active","Yes",31,2,NA,NA,NA,NA,NA,NA,NA,0,1,"Control",FALSE,93800,"Oui","Un peu",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Beaucoup",FALSE,"93",1,1,TRUE,1,"Sup","High-SES","Abroad","Low ECEC covering",NA,1,1,0,FALSE,0,"français","pas de doutes sur la compréhension des questions","Très d’accord","Très d’accord","No","Très en désaccord","Trousseau","La plupart","Basique",93031,1,"Bac + 4/5",7,FALSE,"Couple cohabitant",FALSE,"No",15.7,8.5,28.2,26.6,28.2,7,48.955045923,2.313968877,0,"No",1,FALSE,TRUE,FALSE,FALSE,"très difficile","Oui","Oui, pour dépanner / très ponctuellement",0,NA,1,"Respondent",79,"MENA (Maghreb +Arabie saoudite, etc.)","MENA (Maghreb +Arabie saoudite, etc.)",1,0,0,"High knowledge",1,"Low","Lower","Low coverage","Bac + 4/5",2021,"EPINAY SUR SEINE",200054781,"METROPOLE DU GRAND PARIS",93,"SEINE SAINT DENIS",15.3,0.4,15.7,3.1,8.5,1,9.5,28.2,59.1,1,0,0,1,0,1,"Intend and has never used ECEC","1500-2000","3000-4500",8,"No","1","Yes","Yes",2022-11-25,"Yes","Before January",0.5,"No",NA,"Je n’ai pas eu de place dans le mode de garde que je préférais.",NA,NA,NA,NA,"Je n’ai pas eu de place dans le mode de garde que je préférais."
5,"Wave6","R_blVWoyBaIwoScTu","Active","Active",NA,36,2,NA,NA,NA,NA,NA,NA,NA,0,0,"Control",NA,93190,"Oui","Un peu",FALSE,"Beaucoup",FALSE,"Un peu",FALSE,"Beaucoup",FALSE,"Beaucoup",FALSE,"93",1,NA,TRUE,NA,"Sup","High-SES","Abroad","High ECEC covering",NA,NA,NA,1,FALSE,2,"français","pas de doutes sur la compréhension des questions","Très d’accord","Très d’accord","Yes","Très d’accord","Bichat","Moitié moitié","Bonne",93046,1,"Bac + 3",7,FALSE,"Couple non cohabitant",FALSE,"Yes",21,13.6,35.6,31.7,35.6,11,48.920002762,2.535619525,0,"Yes",1,NA,FALSE,FALSE,TRUE,"très difficile","Oui","Non",1,NA,0,NA,34,"MENA (Maghreb +Arabie saoudite, etc.)","En France métropolitaine",NA,0,0,"High knowledge",1,"Low","Lower","Low coverage","Bac + 3",2021,"LIVRY GARGAN",200054781,"METROPOLE DU GRAND PARIS",93,"SEINE SAINT DENIS",18.7,2.3,21,0,13.6,1,14.6,35.6,59.1,1,0,1,1,0,1,"Intend and already has used ECEC","- 500","NSP",0,"Yes","1","No","No",NA,"Yes","Don't know",1,"Yes",NA,NA,NA,NA,NA,NA,NA
12,"Wave2","R_bmsH5AjUuxTT3c0","Active","Active",NA,30,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"T1",NA,94440,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"94",1,NA,TRUE,NA,"Sup","High-SES","France","Low ECEC covering",NA,NA,NA,1,FALSE,4,"français","pas de doutes sur la compréhension des questions","Assez en désaccord","Assez d’accord","Yes","Très d’accord","Villeneuve","Toutes","Bonne",94048,0,"Bac + 4/5",9,TRUE,"Couple cohabitant",FALSE,"Yes",NA,NA,NA,41.3,42.7,7,48.739547757,2.554858687,0,"No",1,NA,FALSE,FALSE,TRUE,"quasiment impossible","Oui","Non",1,NA,0,NA,79,"En France métropolitaine","Dans un territoire français d’outre-mer",NA,1,0,"High knowledge",1,"Mid","Lower","Low coverage","Bac + 4/5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,"Intend and has never used ECEC","2500-3000","6000-7000",0,"No","0","No","Yes",NA,"Yes","Don't know",1,"Yes",NA,NA,NA,NA,NA,NA,NA
8,"Wave1","R_bmTj96Un4SUqpTn","Active","Active","Yes",25,1,NA,NA,NA,NA,NA,NA,NA,0,1,"Control",FALSE,75015,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Un peu",FALSE,"75",0,1,TRUE,1,"Bac","Low-SES","France","Low ECEC covering",0,1,0,1,FALSE,4,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Très d’accord","No","Je ne sais pas","Necker","Toutes","Basique",75115,1,"Bac",9,FALSE,"Couple cohabitant",FALSE,"No",50.4,4.4,69.1,71.9,69.1,58,48.840071988,2.292837347,1,"Yes",1,NA,FALSE,FALSE,TRUE,"très facile","Oui","Oui, autant que nécessaire",0,NA,1,"Respondent",50,"En France métropolitaine","MENA (Maghreb +Arabie saoudite, etc.)",1,0,0,"High knowledge",0,"High","Higher","High coverage","Bac",2021,"PARIS 15E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",45.7,4.7,50.4,1.1,4.4,13.3,17.7,69.1,59.1,0,1,0,1,1,0,"Intend and already has used ECEC","1500-2000","2500-3000",0,"No","1","No","Yes",2022-09-20,"Yes","Before January",0.5,"No",NA,"Je n’ai pas eu de place dans le mode de garde que je préférais.",NA,NA,NA,NA,"Je n’ai pas eu de place dans le mode de garde que je préférais."
6,"Wave7","R_bmzJnWbD5K9KwNK","Active","Active","Yes",31,4,5,NA,NA,NA,NA,NA,NA,1,1,"T2",TRUE,93230,"Oui","Un peu",FALSE,"Un peu",FALSE,"Pas du tout",FALSE,"Un peu",FALSE,"Pas du tout",FALSE,"93",1,1,TRUE,0,"Sup","High-SES","France","High ECEC covering",NA,1,1,1,FALSE,1,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Très en désaccord","No","Je ne sais pas","Tenon","La plupart","Bonne",93063,2,"Bac + 4/5",4,FALSE,"Couple cohabitant",FALSE,"No",27.7,18,51.2,48.3,51.2,27,48.884683095,2.438075777,0,"No",1,NA,FALSE,FALSE,TRUE,"assez difficile","Oui","Non",0,0,1,"Respondent",42,"En France métropolitaine","En France métropolitaine",1,0,1,"High knowledge",1,"Low","Lower","Low coverage","Bac + 4/5",2021,"ROMAINVILLE",200054781,"METROPOLE DU GRAND PARIS",93,"SEINE SAINT DENIS",24.7,3,27.7,0,18,5.5,23.5,51.2,59.1,1,1,1,1,0,1,"Intend and has never used ECEC","Ne veut pas répondre","Ne veut pas répondre",0,"No","2 or more","No","Yes",2023-04-24,"Yes","After January",0.5,"No","Oui, on a été rejetés","Je n’ai pas eu de place dans le mode de garde que je préférais.",NA,"Rejected","Rejected",NA,"Je n’ai pas eu de place dans le mode de garde que je préférais.,Rejected"
3,"Wave4","R_bn4F6PaPom5gzs0","Active","Active","Yes",35,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"T1",FALSE,93500,"Non","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Beaucoup",FALSE,"93",1,1,TRUE,1,"Bac","Low-SES","Abroad","High ECEC covering",0,0,0,1,FALSE,2,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Assez d’accord","No","Je ne sais pas","Debré","La plupart","Basique",93055,0,"Bac",9,TRUE,"Couple cohabitant",FALSE,"No",24.5,9.1,41.5,38.7,41.5,48,48.898544399,2.409100445,0,"No",1,FALSE,FALSE,FALSE,TRUE,"très difficile","Oui","Non",0,NA,1,"Respondent",18,"MENA (Maghreb +Arabie saoudite, etc.)","MENA (Maghreb +Arabie saoudite, etc.)",1,1,0,"High knowledge",0,"Low","Lower","Low coverage","Bac",2021,"PANTIN",200054781,"METROPOLE DU GRAND PARIS",93,"SEINE SAINT DENIS",22.5,2,24.5,2.2,9.1,5.6,14.8,41.5,59.1,0,0,1,1,0,1,"Intend and has never used ECEC","1000-1500","1500-2000",NA,"Yes","0","No","Yes",2022-12-06,"Yes","Before January",0.5,"No",NA,NA,NA,NA,NA,NA,NA
8,"Wave4","R_boiFl4RYgIqgpDf","Active","Active","Yes",33,7,4,NA,NA,NA,NA,NA,NA,0,1,"Control",TRUE,93270,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Un peu",FALSE,"93",0,1,TRUE,1,"Bac","Low-SES","France","Low ECEC covering",0,0,0,1,FALSE,2,"français","pas de doutes sur la compréhension des questions","Très d’accord","Très d’accord","Yes","Assez d’accord","Debré","Moitié moitié","Bonne",93071,2,"Bac",5,FALSE,"Couple cohabitant",FALSE,"No",11.9,7.5,23.2,22.2,23.2,4,48.938717628,2.530589988,0,"Yes",1,TRUE,FALSE,FALSE,TRUE,"assez difficile","Oui","Oui, de temps en temps",0,NA,1,"Respondent",53,"En France métropolitaine","En France métropolitaine",1,0,0,"High knowledge",0,"Low","Lower","Low coverage","Bac",2021,"SEVRAN",200054781,"METROPOLE DU GRAND PARIS",93,"SEINE SAINT DENIS",11.6,0.3,11.9,3.4,7.5,0.3,7.8,23.2,59.1,0,1,0,1,0,0,"Intend and already has used ECEC","1500-2000","3000-4500",0,"No","2 or more","No","No",2023-03-07,"Yes","After January",1,"Yes",NA,NA,NA,NA,NA,NA,NA
5,"Wave5","R_boy8aAVMFF8XtZO","Active","Active","Yes",30,3,15,NA,NA,NA,NA,NA,NA,0,1,"Control",FALSE,94220,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"94",1,1,TRUE,1,"Sup","High-SES","France","High ECEC covering",NA,1,1,1,FALSE,2,"français","pas de doutes sur la compréhension des questions","Très d’accord","Très d’accord","Yes","Très d’accord","Debré","Toutes","Excellente",94018,2,"+ Bac+5",7,FALSE,"Couple cohabitant",FALSE,"No",47.7,11.9,69.6,71.4,69.5,7,48.822572708,2.406597157,1,"Yes",1,TRUE,FALSE,FALSE,TRUE,"assez facile","Non, mais on prendra un autre mode de garde en plus","Oui, autant que nécessaire",0,NA,1,"Respondent",33,"En France métropolitaine","En France métropolitaine",1,0,0,"High knowledge",1,"Mid","Lower","High coverage","+ Bac+5",2021,"CHARENTON LE PONT",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",44.8,2.8,47.7,0,11.9,10,21.9,69.6,59.1,1,1,1,1,1,1,"Intend and already has used ECEC","Ne veut pas répondre","Ne veut pas répondre",0,"No","2 or more","No","Yes",2023-01-19,"Yes","After January",1,"Yes",NA,NA,NA,NA,NA,NA,NA
5,"Wave5","R_bpBmLPVm3oSXLym","Active","Active","Yes",29,1,NA,NA,NA,NA,NA,NA,NA,0,0,"Control",FALSE,93260,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"93",0,1,TRUE,1,"Sup","High-SES","France","High ECEC covering",NA,1,1,1,FALSE,2,"français","pas de doutes sur la compréhension des questions","Très d’accord","Assez en désaccord","Yes","Très d’accord","Debré","Toutes","Excellente",93045,1,"Bac +2",6,FALSE,"Couple cohabitant",FALSE,"No",23.4,23.2,52,51.9,52.1,17,48.881603076,2.420221831,0,"Yes",1,TRUE,FALSE,FALSE,TRUE,"assez facile","Oui","Oui, autant que nécessaire",0,NA,1,"Respondent",33,"En France métropolitaine","En France métropolitaine",1,0,0,"High knowledge",1,"Low","Lower","Low coverage","Bac +2",2021,"LES LILAS",200054781,"METROPOLE DU GRAND PARIS",93,"SEINE SAINT DENIS",23.2,0.1,23.4,0.6,23.2,4.8,28.1,52,59.1,1,1,1,1,0,0,"Intend and already has used ECEC","2000-2500","4500-5000",0,"No","1","No","Yes",2023-02-21,"Yes","After January",1,"Yes",NA,NA,NA,NA,NA,NA,NA
7,"Wave6","R_bpwwjIqpik58qz0","Inactive","Inactive","Yes",27,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"T2",FALSE,94000,"Oui","Un peu",FALSE,"Un peu",FALSE,"Beaucoup",FALSE,"Un peu",FALSE,"Pas du tout",FALSE,"94",1,0,FALSE,0,"Bac","Low-SES","Abroad","Low ECEC covering",NA,0,0,1,FALSE,1,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Assez d’accord","No","Je ne sais pas","Créteil","Moitié moitié","Basique",94028,0,"Bac",7,TRUE,"Couple cohabitant",FALSE,"Yes",36.9,7.7,49.4,48.4,49.3,87,48.783768446,2.454728618,0,"No",0,NA,TRUE,FALSE,FALSE,"assez difficile","Oui","Oui, pour dépanner / très ponctuellement",1,7,1,"Respondent",48,"MENA (Maghreb +Arabie saoudite, etc.)","MENA (Maghreb +Arabie saoudite, etc.)",1,0,1,"High knowledge",0,"Mid","Lower","Low coverage","Bac",2021,"CRETEIL",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",36.2,0.8,36.9,2.8,7.7,2,9.6,49.4,59.1,0,0,0,1,0,1,"Else","- 500","Ne veut pas répondre",NA,"No","0","No","No",2023-02-24,"No","After January",0,"No",NA,NA,NA,NA,NA,NA,NA
