"strata","Which_wave","ResponseId","Act3","ActiveBaseline","AffordSubsidiesEndline","Age","AgeChild1","AgeChild2","AgeChild3","AgeChild4","AgeChild5","AgeChild6","AgeChild7","AgeChild8","AppAssMat","AppCreche","Assignment","BabyFemale","CodePostalBaseline","ComputerYN","DeprivBills","DeprivBillsIrrelevant","DeprivClothes","DeprivClothesIrrelevant","DeprivFood","DeprivFoodIrrelevant","DeprivHolidays","DeprivHolidaysIrrelevant","DeprivHousing","DeprivHousingIrrelevant","Dep","Discount501or0","ECSApp","ECSPlanToBaseline","ECSUseYes","Educ","Educ2","FrenchYNBaseline","HighLowECECBaseline","HigherThanMeadianISEIFather","HigherThanMeadianISEIMother","HigherThanMeadianSESIndex","KnowsCreche","KnowsCrecheOnly","KnownNbTypeECS","LanguageBaseline","LevelComprehensionExPost","LikertAccessInfoBaseline","LikertAccessSoc","LikertReturnHK1or0","LikertReturnHKBaseline","MaternityWardBaseline","NormsBaseline","LevelInfoSubExPost","NUMCOMBaseline","NumberChildren","OrderedEduc.x","PregMonth","Primipare","Relationship","SingleMum","Suivi_administratif","Taux.de.couv.EAJE...ensemble","Taux.de.couv.assistantes.maternelles","Taux.de.couv.global","TAUXCOUV_COM","tauxcouv_com","nbr_city_baseline","latitude","longitude","UseCreche","UsedECEC","WorkBefore","WorkMotherReduced","WorkNoPlan","WorkPlanNotTo","WorkPlanTo","AccessEasyBaseline","AccessHoursBaseline","AccessInformalCareBaseline","Suivi_administratif1_0","TotalMinutes_AdminSupport","Responded","ResponseStatus","StrataWave","BirthPlace","BirthPlace2","AffordSubsidiesEndline1or0","T1","T2","InfoBaseline","HighEduc","DepCov","DepHighLow","HighLowCoverageGlobal","OrderedEduc","Date.référence","Nom.commune","Numéro.EPCI","Nom.EPCI","Numéro.Département","Nom.Département","Taux.de.couv.EAJE.PSU","Taux.de.couv.hors.EAJE.PSU","Taux.de.couv.EAJE...ensemble_2021","Taux.de.couv.préscolarisation","Taux.de.couv.assistantes.maternelles_2021","Taux.de.couv.salarié.à.domicile","Taux.de.couv.accueil.individuel...ensemble","Taux.de.couv.global_2021","NationalAvgTauxCouv2021","High_SES","NoMigrationBackground","HighCoverageBaseline","High_knowledge","HighCoverage_total","PresentOrientated","IntendUse","Income","FmlyIncome","NormsOpposedN","FmilyEarnLessThan2500","NumberOfChildren3","NormsOpposedYes","DescriptiveNorms","BabyBirthDate","TrustCreche1or0","BabyBornJanuary","AttitudesScore","AttitudeScoreMoreThanMedian","ECSNoECSAppAnswer","ECSIdealNotReason","ECSIdealNotReason_5_TEXT","ECSNoECSAppAnswer_simple","ECSNoECSAppAnswer_long","ECSIdealNotReason_recoded","ECSIdealNotReasonClean"
1,"Wave4","R_3JAKx23JY49t7ss","Inactive","Inactive","Yes",32,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"T2",FALSE,93500,"Oui","Un peu",FALSE,"Un peu",FALSE,"Un peu",FALSE,"Beaucoup",FALSE,"Beaucoup",FALSE,"93",1,1,FALSE,1,"Bac","Low-SES","Abroad","High ECEC covering",NA,0,0,1,TRUE,0,"français","pas de doutes sur la compréhension des questions","Très en désaccord","Assez d’accord","No","Très en désaccord","Debré","Une minorité","Aucun ou très bas",93055,0,"CAP",4,TRUE,"Couple cohabitant",FALSE,"No",24.5,9.1,41.5,38.7,41.5,48,48.898544399,2.409100445,1,"No",0,NA,FALSE,FALSE,TRUE,"très difficile","Oui","Non",0,0,1,"Respondent",4,"MENA (Maghreb +Arabie saoudite, etc.)","MENA (Maghreb +Arabie saoudite, etc.)",1,0,1,"Low knowledge",0,"Low","Lower","Low coverage","CAP",2021,"PANTIN",200054781,"METROPOLE DU GRAND PARIS",93,"SEINE SAINT DENIS",22.5,2,24.5,2.2,9.1,5.6,14.8,41.5,59.1,0,0,1,0,0,1,"Else","700-1000","1500-2000",3,"Yes","0","Yes","No",2023-04-16,"No","After January",0,"No",NA,NA,NA,NA,NA,NA,NA
5,"Wave5","R_3jQhwZ43B7eYfyL","Active","Active","Yes",29,4,2,NA,NA,NA,NA,NA,NA,0,1,"T1",TRUE,93500,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"93",0,1,TRUE,0,"Sup","High-SES","France","High ECEC covering",NA,1,1,1,FALSE,2,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Très d’accord","No","Très en désaccord","Debré","La plupart","Excellente",93055,2,"Bac + 3",8,FALSE,"Couple cohabitant",FALSE,"No",24.5,9.1,41.5,38.7,41.5,48,48.898544399,2.409100445,0,"Yes",1,NA,FALSE,FALSE,TRUE,"assez facile","Oui","Oui, de temps en temps",0,NA,1,"Respondent",33,"En France métropolitaine","En France métropolitaine",1,1,0,"High knowledge",1,"Low","Lower","Low coverage","Bac + 3",2021,"PANTIN",200054781,"METROPOLE DU GRAND PARIS",93,"SEINE SAINT DENIS",22.5,2,24.5,2.2,9.1,5.6,14.8,41.5,59.1,1,1,1,1,0,0,"Intend and already has used ECEC","2000-2500","4500-5000",2,"No","2 or more","Yes","Yes",2022-12-18,"Yes","Before January",0.5,"No","Oui, on a été rejetés","Je n’ai pas eu de place dans le mode de garde que je préférais.",NA,"Rejected","Rejected",NA,"Je n’ai pas eu de place dans le mode de garde que je préférais.,Rejected"
4,"Wave1","R_3jtLzSEZMhu3DmH","Active","Active",NA,30,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"T1",NA,75010,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Un peu",FALSE,"Un peu",FALSE,"75",1,NA,FALSE,NA,"Sup","High-SES","Abroad","High ECEC covering",NA,NA,NA,1,FALSE,2,"français","quelques doutes sur la compréhension des questions","Assez d’accord","Très en désaccord","No","Je ne sais pas","Tenon","Aucune","Aucun ou très bas",75110,0,"Bac + 3",9,TRUE,"Couple cohabitant",FALSE,"No",56.8,5.3,78.1,75.9,78.1,21,48.876129334,2.360715102,0,"No",1,NA,FALSE,FALSE,TRUE,"assez difficile","Non","Non",0,NA,0,NA,22,"MENA (Maghreb +Arabie saoudite, etc.)","MENA (Maghreb +Arabie saoudite, etc.)",NA,1,0,"Low knowledge",1,"High","Higher","High coverage","Bac + 3",2021,"PARIS 10E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",52.8,4,56.8,0.6,5.3,15.4,20.7,78.1,59.1,1,0,1,0,1,1,"Else","1000-1500","1000-1500",10,"Yes","0","Yes","No",NA,"Yes","Don't know",0.5,"No",NA,NA,NA,NA,NA,NA,NA
11,"Wave3","R_3k1Z4nCIOb0Qpah","Active","Active","Yes",27,4,2,NA,NA,NA,NA,NA,NA,0,0,"T1",FALSE,94440,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Un peu",FALSE,"Pas du tout",FALSE,"94",0,1,TRUE,1,"Sup","High-SES","France","Low ECEC covering",1,1,1,1,FALSE,5,"français","pas de doutes sur la compréhension des questions","Très d’accord","Très d’accord","No","Très en désaccord","Créteil","La plupart","Bonne",94048,2,"Bac + 3",4,FALSE,"Couple cohabitant",FALSE,"No",NA,NA,NA,41.3,42.7,7,48.739547757,2.554858687,0,"Yes",1,NA,FALSE,FALSE,TRUE,"assez difficile","Oui","Oui, pour dépanner / très ponctuellement",0,NA,1,"Respondent",73,"En France métropolitaine","Afrique subsaharienne",1,1,0,"High knowledge",1,"Mid","Lower","Low coverage","Bac + 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,"Intend and already has used ECEC","1500-2000","3000-4500",0,"No","2 or more","No","Yes",2023-01-10,"Yes","After January",0.5,"No",NA,NA,NA,NA,NA,NA,NA
12,"Wave1","R_3kc8s91bPGVJ0EX","Active","Active","Yes",32,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"T2",TRUE,75015,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Beaucoup",FALSE,"75",0,1,TRUE,1,"Sup","High-SES","France","Low ECEC covering",1,1,1,1,FALSE,3,"français","pas de doutes sur la compréhension des questions","Assez en désaccord","Très en désaccord","No","Assez en désaccord","Necker","Toutes","Bonne",75115,0,"Bac + 4/5",8,TRUE,"Couple cohabitant",FALSE,"Yes",50.4,4.4,69.1,71.9,67,58,48.91591925,2.287808861,0,"No",1,TRUE,FALSE,FALSE,TRUE,"quasiment impossible","Non","Oui, pour dépanner / très ponctuellement",1,25,1,"Respondent",78,"En France métropolitaine","En France métropolitaine",1,0,1,"High knowledge",1,"High","Higher","High coverage","Bac + 4/5",2021,"PARIS 15E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",45.7,4.7,50.4,1.1,4.4,13.3,17.7,69.1,59.1,1,1,0,1,1,0,"Intend and has never used ECEC","3000-4500","7000-8000",5,"No","0","Yes","Yes",2022-11-18,"Yes","Before January",0.5,"No",NA,NA,NA,NA,NA,NA,NA
12,"Wave6","R_3kekv7PMFlGQK2b","Active","Active","Yes",26,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Control",FALSE,93320,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"93",0,1,TRUE,1,"Sup","High-SES","France","Low ECEC covering",NA,0,0,1,FALSE,2,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Assez en désaccord","Yes","Très d’accord","Tenon","La plupart","Bonne",93057,0,"Bac + 3",5,TRUE,"Couple cohabitant",FALSE,"No",22.1,9.3,34.8,29.7,34.9,8,48.908338487,2.503357206,1,"No",1,FALSE,FALSE,FALSE,TRUE,"très difficile","Non, mais on prendra un autre mode de garde en plus","Oui, de temps en temps",0,NA,1,"Respondent",83,"En France métropolitaine","MENA (Maghreb +Arabie saoudite, etc.)",1,0,0,"High knowledge",1,"Low","Lower","Low coverage","Bac + 3",2021,"LES PAVILLONS SOUS BOIS",200054781,"METROPOLE DU GRAND PARIS",93,"SEINE SAINT DENIS",20.9,1.2,22.1,1.4,9.3,2.1,11.4,34.8,59.1,1,1,0,1,0,0,"Intend and has never used ECEC","1500-2000","4500-5000",0,"No","0","No","Yes",2023-03-28,"Yes","After January",1,"Yes",NA,NA,NA,NA,NA,NA,NA
6,"Wave2","R_3kV3EBE7diRUrG6","Active","Active",NA,32,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"T1",NA,75011,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"75",1,NA,TRUE,NA,"Sup","High-SES","Abroad","High ECEC covering",NA,NA,NA,1,FALSE,5,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Assez d’accord","No","Je ne sais pas","Trousseau","Toutes","Bonne",75111,0,"Bac + 3",6,TRUE,"Couple cohabitant",FALSE,"Yes",61.1,3.4,78.1,78.5,78.1,51,48.859054908,2.380025153,0,"No",1,NA,FALSE,FALSE,TRUE,"très difficile","Oui","Non",1,NA,0,NA,37,"Europe/Amérique du Nord, Australie","En France métropolitaine",NA,1,0,"High knowledge",1,"High","Higher","High coverage","Bac + 3",2021,"PARIS 11E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",56.7,4.4,61.1,0.7,3.4,12.8,16.3,78.1,59.1,1,0,1,1,1,1,"Intend and has never used ECEC","3000-4500","6000-7000",0,"No","0","No","Yes",NA,"Yes","Don't know",0.5,"No",NA,NA,NA,NA,NA,NA,NA
5,"Wave1","R_3l2PdjYbNwMvDUd","Active","Active",NA,32,8,7,1,NA,NA,NA,NA,NA,0,0,"T1",NA,93170,"Oui","Un peu",FALSE,"Un peu",FALSE,"Un peu",FALSE,"Beaucoup",FALSE,"Pas du tout",FALSE,"93",1,NA,TRUE,NA,"Sup","High-SES","Abroad","High ECEC covering",NA,NA,NA,1,FALSE,1,"français","pas de doutes sur la compréhension des questions","Très d’accord","Très d’accord","Yes","Très d’accord","Tenon","Moitié moitié","Bonne",93006,3,"Bac + 3",7,FALSE,"Famille monoparentale",TRUE,"Yes",27.5,12.9,45.9,36.2,45.9,27,48.869038019,2.422697136,0,"Yes",1,NA,FALSE,FALSE,TRUE,"très difficile","Oui","Oui, pour dépanner / très ponctuellement",1,NA,0,NA,29,"Afrique subsaharienne",NA,NA,1,0,"High knowledge",1,"Low","Lower","Low coverage","Bac + 3",2021,"BAGNOLET",200054781,"METROPOLE DU GRAND PARIS",93,"SEINE SAINT DENIS",25.9,1.6,27.5,2.5,12.9,3.1,15.9,45.9,59.1,1,0,1,1,0,1,"Intend and already has used ECEC","2000-2500",NA,0,NA,"2 or more","No","No",NA,"Yes","Don't know",1,"Yes",NA,NA,NA,NA,NA,NA,NA
6,"Wave2","R_3Lbh5G1DvtD2xuS","Inactive","Inactive",NA,40,5,3,NA,NA,NA,NA,NA,NA,0,0,"T1",NA,94880,"Oui","Pas du tout",FALSE,"Un peu",FALSE,"Pas du tout",FALSE,"Un peu",FALSE,"Pas du tout",FALSE,"94",0,NA,TRUE,NA,"Sup","High-SES","France","High ECEC covering",NA,NA,NA,1,FALSE,1,"français","pas de doutes sur la compréhension des questions","Très d’accord","Très d’accord","No","Assez en désaccord","Villeneuve","Une minorité","Bonne",94053,2,"Bac + 4/5",8,FALSE,"Couple cohabitant",FALSE,"Yes",NA,NA,NA,63.9,66.8,3,48.774206475,2.554580908,0,"No",0,NA,FALSE,FALSE,TRUE,"très difficile","Oui","Non",1,NA,0,NA,37,"En France métropolitaine","En France métropolitaine",NA,1,0,"High knowledge",1,"Mid","Lower","High coverage","Bac + 4/5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,"Intend and has never used ECEC","- 500","2000-2500",5,"Yes","2 or more","Yes","No",NA,"Yes","Don't know",0.5,"No",NA,NA,NA,NA,NA,NA,NA
11,"Wave2","R_3LEycu8bG6pNAvf","Inactive","Inactive","Yes",33,2,NA,NA,NA,NA,NA,NA,NA,0,1,"T2",TRUE,75020,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"75",0,1,TRUE,1,"Sup","High-SES","France","Low ECEC covering",NA,1,1,1,FALSE,5,"français","pas de doutes sur la compréhension des questions","Très d’accord","Très d’accord","Yes","Assez d’accord","Trousseau","Toutes","Bonne",75120,1,"Bac + 4/5",8,FALSE,"Couple cohabitant",FALSE,"No",53,5.9,65.4,63.8,65.4,171,48.863457789,2.401155799,1,"Yes",0,FALSE,FALSE,FALSE,TRUE,"assez difficile","Oui","Oui, autant que nécessaire",0,0,1,"Respondent",72,"En France métropolitaine","En France métropolitaine",1,0,1,"High knowledge",1,"High","Higher","High coverage","Bac + 4/5",2021,"PARIS 20E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",51,1.9,53,1.1,5.9,5.5,11.3,65.4,59.1,1,1,0,1,1,0,"Intend and already has used ECEC","2000-2500","+8000",0,"No","1","No","Yes",2022-10-27,"Yes","Before January",1,"Yes",NA,"Autre raison.","car a obtenu une place à la crèche beaucoup plus tôt le 27/01/2023",NA,NA,"Timing","Timing"
11,"Wave1","R_3lhia1S3IwD2xgE","Active","Active","Yes",34,3,NA,NA,NA,NA,NA,NA,NA,0,1,"T2",TRUE,75015,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Un peu",FALSE,"75",0,1,TRUE,1,"Sup","High-SES","France","Low ECEC covering",0,1,1,1,FALSE,3,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Assez en désaccord","No","Assez en désaccord","Necker","La plupart","Basique",75115,1,"Bac + 4/5",5,FALSE,"Couple cohabitant",FALSE,"Yes",50.4,4.4,69.1,71.9,69.1,58,48.840071988,2.292837347,1,"Yes",1,NA,FALSE,FALSE,TRUE,"très difficile","Oui","Oui, de temps en temps",1,12,1,"Respondent",71,"En France métropolitaine","Dans un territoire français d’outre-mer",1,0,1,"High knowledge",1,"High","Higher","High coverage","Bac + 4/5",2021,"PARIS 15E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",45.7,4.7,50.4,1.1,4.4,13.3,17.7,69.1,59.1,1,1,0,1,1,0,"Intend and already has used ECEC","3000-4500","5000-6000",0,"No","1","No","Yes",2022-12-18,"Yes","Before January",0.5,"No",NA,NA,NA,NA,NA,NA,NA
5,"Wave3","R_3LMLyzyBUXWLCDj","Active","Active","Yes",33,6,4,2,NA,NA,NA,NA,NA,1,1,"T2",TRUE,93400,"Oui","Un peu",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Un peu",FALSE,"Pas du tout",FALSE,"93",1,1,TRUE,1,"Sup","High-SES","France","High ECEC covering",0,1,1,1,FALSE,5,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Assez d’accord","Yes","Très d’accord","Bichat","Une minorité","Excellente",93070,3,"Bac + 4/5",4,FALSE,"Couple cohabitant",FALSE,"Yes",23.7,14.6,46.7,42.5,46.7,44,48.90958922,2.333479974,1,"Yes",1,FALSE,FALSE,FALSE,TRUE,"très difficile","Oui","Oui, autant que nécessaire",1,9,1,"Respondent",31,"En France métropolitaine","MENA (Maghreb +Arabie saoudite, etc.)",1,0,1,"High knowledge",1,"Low","Lower","Low coverage","Bac + 4/5",2021,"SAINT OUEN SUR SEINE",200054781,"METROPOLE DU GRAND PARIS",93,"SEINE SAINT DENIS",21.1,2.6,23.7,1.7,14.6,6.6,21.3,46.7,59.1,1,1,1,1,0,1,"Intend and already has used ECEC","2000-2500","3000-4500",1,"No","2 or more","Yes","No",2023-02-27,"Yes","After January",1,"Yes",NA,NA,NA,NA,NA,NA,NA
11,"Wave6","R_3LZ1Mso4krafur9","Inactive","Inactive","Yes",36,5,NA,NA,NA,NA,NA,NA,NA,0,0,"T2",FALSE,94500,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Un peu",FALSE,"Pas du tout",FALSE,"94",0,0,TRUE,0,"Sup","High-SES","Abroad","Low ECEC covering",NA,0,0,1,FALSE,4,"français","pas de doutes sur la compréhension des questions","Très d’accord","Assez en désaccord","Yes","Très d’accord","Créteil","Toutes","Bonne",94017,1,"Bac + 4/5",8,FALSE,"Couple cohabitant",FALSE,"No",20.3,16.2,40.6,38,40.6,37,48.817396568,2.516989292,0,"Yes",0,NA,FALSE,FALSE,TRUE,"très difficile","Oui","Non",0,7,1,"Respondent",76,"MENA (Maghreb +Arabie saoudite, etc.)","MENA (Maghreb +Arabie saoudite, etc.)",1,0,1,"High knowledge",1,"Mid","Lower","Low coverage","Bac + 4/5",2021,"CHAMPIGNY SUR MARNE",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",18.2,2.1,20.3,2.7,16.2,1.3,17.5,40.6,59.1,1,0,0,1,0,0,"Intend and already has used ECEC","500-700","1500-2000",2,"Yes","1","Yes","Yes",2023-02-04,"Yes","After January",1,"Yes",NA,"Autre raison.","je ne n'avais pas le temps de m'informer",NA,NA,"Lack of information","Lack of information"
5,"Wave6","R_3MjYPXu8QHbhELu","Active","Active","Yes",36,7,NA,NA,NA,NA,NA,NA,NA,0,1,"T1",FALSE,94120,"Oui","Un peu",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Un peu",FALSE,"Un peu",FALSE,"94",1,1,TRUE,1,"Sup","High-SES","Abroad","High ECEC covering",0,NA,1,1,FALSE,3,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Assez en désaccord","Yes","Assez d’accord","Debré","Une minorité","Bonne",94033,1,"Bac + 4/5",6,FALSE,"Couple cohabitant",FALSE,"No",29,18.5,58.6,53.4,58.6,15,48.851226859,2.474030123,0,"Yes",1,NA,FALSE,FALSE,TRUE,"très difficile","Oui","Non",0,NA,1,"Respondent",34,"Asie (hors MENA)","Asie (hors MENA)",1,1,0,"High knowledge",1,"Mid","Lower","High coverage","Bac + 4/5",2021,"FONTENAY SOUS BOIS",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",26.1,2.9,29,2.5,18.5,8.5,27,58.6,59.1,1,0,1,1,1,1,"Intend and already has used ECEC","- 500","1000-1500",0,"Yes","1","No","No",2023-04-02,"Yes","After January",1,"Yes",NA,"Je n’ai pas eu de place dans le mode de garde que je préférais.",NA,NA,NA,NA,"Je n’ai pas eu de place dans le mode de garde que je préférais."
12,"Wave1","R_3MsKWzm4gKMBkk1","Active","Active","Yes",36,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"T1",TRUE,75016,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"75",0,1,TRUE,1,"Sup","High-SES","Abroad","Low ECEC covering",1,1,1,1,FALSE,2,"français","pas de doutes sur la compréhension des questions","Assez en désaccord","Très d’accord","No","Je ne sais pas","Necker","La plupart","Excellente",75116,0,"Bac + 4/5",8,TRUE,"Couple cohabitant",FALSE,"No",32,1.3,59.1,60.8,59.1,18,48.860373457,2.261967959,0,"No",1,NA,FALSE,FALSE,TRUE,"quasiment impossible","Oui","Non",0,NA,1,"Respondent",78,"Europe/Amérique du Nord, Australie","En France métropolitaine",1,1,0,"High knowledge",1,"High","Higher","High coverage","Bac + 4/5",2021,"PARIS 16E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",26.5,5.5,32,2.1,1.3,23.7,25,59.1,59.1,1,0,0,1,1,0,"Intend and has never used ECEC","3000-4500","+8000",0,"No","0","No","Yes",2022-10-19,"Yes","Before January",0.5,"No",NA,"Je n’ai pas eu de place dans le mode de garde que je préférais.",NA,NA,NA,NA,"Je n’ai pas eu de place dans le mode de garde que je préférais."
7,"Wave1","R_3oIDbsw8cJePJd3","Inactive","Inactive","No_NSP",30,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"T1",FALSE,75020,"Non","Je ne souhaite pas répondre",FALSE,"Beaucoup",FALSE,"Pas du tout",FALSE,"Beaucoup",FALSE,"Beaucoup",FALSE,"75",1,1,FALSE,1,"Bac","Low-SES","Abroad","Low ECEC covering",NA,NA,0,0,FALSE,0,"français","pas de doutes sur la compréhension des questions","Très en désaccord","Assez d’accord","No","Je ne sais pas","Tenon","Ne sait pas","Aucun ou très bas",75120,0,"Bac",7,TRUE,"Couple cohabitant",FALSE,"No",53,5.9,65.4,63.8,65.4,171,48.863457789,2.401155799,1,"No",0,NA,FALSE,FALSE,TRUE,"je ne sais pas","Je ne sais pas encore","Non",0,NA,1,"Respondent",43,"Afrique subsaharienne","Afrique subsaharienne",0,1,0,"Low knowledge",0,"High","Higher","High coverage","Bac",2021,"PARIS 20E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",51,1.9,53,1.1,5.9,5.5,11.3,65.4,59.1,0,0,0,0,1,1,"Else","- 500","NSP",NA,"Yes","0","No","No",2022-11-13,"Yes","Before January",0.5,"No",NA,NA,NA,NA,NA,NA,NA
9,"Wave5","R_3Q91BjEMUKlZCAw","Inactive","Inactive",NA,24,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"T1",FALSE,94200,"Non","Beaucoup",FALSE,"Beaucoup",FALSE,"Beaucoup",FALSE,"Beaucoup",FALSE,"Beaucoup",FALSE,"94",1,NA,TRUE,NA,"Bac","Low-SES","Abroad","Low ECEC covering",NA,NA,NA,1,TRUE,1,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Assez en désaccord","Yes","Assez d’accord","KB","La plupart","Basique",94041,0,"Brevet",8,TRUE,"Couple cohabitant",FALSE,"No",33.1,12.2,50.5,49.2,50.4,46,48.8122892,2.387712363,0,"No",0,NA,FALSE,FALSE,TRUE,"je ne sais pas","Je ne sais pas encore","Non",0,NA,0,NA,61,"Afrique subsaharienne","Afrique subsaharienne",NA,1,0,"High knowledge",0,"Mid","Lower","Low coverage","Brevet",2021,"IVRY SUR SEINE",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",29.2,3.9,33.1,3.2,12.2,2,14.2,50.5,59.1,0,0,0,1,0,1,"Intend and has never used ECEC","- 500","- 500",0,"Yes","0","No","Yes",2023-01-06,"Yes","After January",1,"Yes",NA,NA,NA,NA,NA,NA,NA
5,"Wave4","R_3QPUUuwH14j6ya4","Active","Active","Yes",29,6,NA,NA,NA,NA,NA,NA,NA,1,0,"T1",TRUE,93160,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"93",0,1,TRUE,1,"Sup","High-SES","France","High ECEC covering",NA,1,1,1,FALSE,1,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Assez d’accord","No","Assez en désaccord","Trousseau","La plupart","Basique",93051,1,"Bac +2",6,FALSE,"Couple cohabitant",FALSE,"No",21.7,17.5,42.7,40.3,42.7,11,48.836247784,2.564607121,0,"Yes",1,FALSE,FALSE,FALSE,TRUE,"très difficile","Oui","Oui, autant que nécessaire",0,NA,1,"Respondent",32,"En France métropolitaine","En France métropolitaine",1,1,0,"High knowledge",1,"Low","Lower","Low coverage","Bac +2",2021,"NOISY LE GRAND",200054781,"METROPOLE DU GRAND PARIS",93,"SEINE SAINT DENIS",20.4,1.3,21.7,1.9,17.5,1.6,19.1,42.7,59.1,1,1,1,1,0,0,"Intend and already has used ECEC","1000-1500","3000-4500",0,"No","1","No","Yes",2022-12-27,"Yes","Before January",0.5,"No",NA,NA,NA,NA,NA,NA,NA
7,"Wave5","R_3qyw0OAhdzxRcNP","Active","Active",NA,23,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"T2",NA,93370,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Un peu",FALSE,"Pas du tout",FALSE,"93",0,NA,FALSE,NA,"Bac","Low-SES","France","Low ECEC covering",NA,NA,NA,1,TRUE,0,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Très d’accord","No","Je ne sais pas","KB","Aucune","Basique",93047,0,"Brevet",6,TRUE,"Couple cohabitant",FALSE,"Yes",19.2,11,32.2,29.5,32.2,3,48.898040819,2.566549678,0,"No",1,NA,FALSE,TRUE,FALSE,"assez difficile","Oui","Oui, autant que nécessaire",1,0,0,NA,47,"En France métropolitaine","En France métropolitaine",NA,0,1,"High knowledge",0,"Low","Lower","Low coverage","Brevet",2021,"MONTFERMEIL",200054781,"METROPOLE DU GRAND PARIS",93,"SEINE SAINT DENIS",18.4,0.8,19.2,1.6,11,0.4,11.4,32.2,59.1,0,1,0,1,0,0,"Else","Ne veut pas répondre","Ne veut pas répondre",10,"No","0","Yes","No",NA,"No","Don't know",0,"No",NA,NA,NA,NA,NA,NA,NA
