age,ALEX1,ALEX2,ALEX3,ALEX4,ALEX5,ALEX6,ALEX7,ALEX8,ALEX9,ALEX10,ALEX11,ALEX12,ALEX13,ALEX14,ALEX15,ALEX16,anxiety,artgluctot,attachhome,attachphone,AvgHumidity,avoidance,cigs,DIDF,eatdrink,ECR1,ECR2,ECR3,ECR4,ECR5,ECR6,ECR7,ECR8,ECR9,ECR10,ECR11,ECR12,ECR13,ECR14,ECR15,ECR16,ECR17,ECR18,ECR19,ECR20,ECR21,ECR22,ECR23,ECR24,ECR25,ECR26,ECR27,ECR28,ECR29,ECR30,ECR31,ECR32,ECR33,ECR34,ECR35,ECR36,endtime,EOT,exercise,gluctot,health,HOME1,HOME2,HOME3,HOME4,HOME5,HOME6,HOME7,HOME8,HOME9,KAMF1,KAMF2,KAMF3,KAMF4,KAMF5,KAMF6,KAMF7,networksize,nostalgia,onlineid,onlineid1,onlineid2,onlineid3,onlineid4,onlineid5,onlineid6,onlineid7,onlineid8,onlineid9,onlineid10,onlineide11,phone1,phone2,phone3,phone4,phone5,phone6,phone7,phone8,phone9,romantic,scontrol1,scontrol2,scontrol3,scontrol4,scontrol5,scontrol6,scontrol7,scontrol8,scontrol9,scontrol10,scontrol11,scontrol12,scontrol13,selfcontrol,sex,smoke,SNI1,SNI2,SNI3,SNI4,SNI5,SNI6,SNI7,SNI8,SNI9,SNI10,SNI11,SNI12,SNI13,SNI14,SNI15,SNI16,SNI17,SNI18,SNI19,SNI20,SNI21,SNI22,SNI23,SNI24,SNI25,SNI26,SNI27,SNI28,SNI29,SNI30,SNI31,SNI32,SNS1,SNS2,SNS3,SNS4,SNS5,SNS6,SNS7,socialdiversity,socialembedded,STRAQ_1,STRAQ_2,STRAQ_3,STRAQ_4,STRAQ_6,STRAQ_7,STRAQ_8,STRAQ_9,STRAQ_10,STRAQ_11,STRAQ_12,STRAQ_19,STRAQ_20,STRAQ_21,STRAQ_22,STRAQ_23,STRAQ_24,STRAQ_25,STRAQ_26,STRAQ_27,STRAQ_28,STRAQ_29,STRAQ_30,STRAQ_31,STRAQ_32,STRAQ_33,STRAQ_5,STRAQ_13,STRAQ_14,STRAQ_15,STRAQ_16,STRAQ_17,STRAQ_18,STRAQ_34,STRAQ_35,STRAQ_36,STRAQ_37,STRAQ_38,STRAQ_39,STRAQ_40,STRAQ_41,STRAQ_42,STRAQ_43,STRAQ_44,STRAQ_45,STRAQ_46,STRAQ_47,STRAQ_48,STRAQ_49,STRAQ_50,STRAQ_51,STRAQ_52,STRAQ_53,STRAQ_54,STRAQ_55,STRAQ_56,STRAQ_57,stress,stress1,stress2,stress3,stress4,stress5,stress6,stress7,stress8,stress9,stress10,stress11,stress12,stress13,stress14,Temperature_t1,Temperature_t2,thermotype,avgtemp,filter_$,mintemp,language,langfamily,Zanxiety,Zavoidance,Site
1994,2,2,1,2,2,4,4,1,1,1,2,2,2,2,3,3,3.16666666666667,0,4.55555555555556,2.11111111111111,65,3.23076923076923, ,2,1,3,2,2,2,5,3,3,2,6,1,3,1,1,4,8,2,8,1,4, ,4, ,4,2,8,3, ,1,1,1,1,8,4, ,1, ,10:37:43,2.4,2,1,4,4,5,4,5,5,5,4,4,5,4,3,5,1,1,3,3,23,6.33333333333333,1.81818181818182,4,1,1,3,3,2,1,1,1,2,1,2,1,1,2,1,1,4,3,4,2,4,2,3,2,3,2,3,2,3,4,2,3,4,2.84615384615385,2,2,2,1, ,4,4,5, ,6,6,5,4,1, ,2,8,1, , ,3,1, ,2,Politička stranka(ne bih da navodim njeno ime), , , , ,5, , , , ,6,7,7,7,6,5,5,6,2,1,5,3,2,5,1,2,3,5,5,4,3,4,4,4,5,3,1,1,1,3,5,2,3,2,2,1,4,4,4,4,4,3,1,4,3,5,5,1,3,1,3,4,1,1,3,4,1,1,4,5,5,2,3,3,3,2,2.61538461538462,3,3,3,1,2,2,2,3,3,2,4,5,4,2,36.1,36.3,2,36.2,1,8,6,1,-.0664812629110485,-.400496137748433,Serbia
1997,4,4,3,4,3,4,4,3,3,3,4,2,4,2,3,2,4.11764705882353,0,3.22222222222222,4,56,3.58823529411765,15,3.54545454545455,1,5,4,4,8,4,4,2,5, ,2,4,4,4,4,5,2,4,5,4,3,4,6,3,5,4,3,4,3,3,4,3,2,4,3, ,3,10:37:35,2.6,2, ,4,4,3,3,3,3,4,3,3,3,3,3,3,2,1,2,2,21,4.5,3.63636363636364,4,4,3,4,3,3,4,4,3,4,4,4,4,3,4,4,5,4,3,5,1,2,2,2,3,3,2,4,1,1,4,2,2,5,2.53846153846154,1,1,2,1, ,4,4,5, ,2,2,6,6,1, ,2,8,1, , ,1,1, ,2,Kosarkaski klub, , , , ,10, , , , ,5,5,5,4,6,2,4,6,3,2,4,2,4,2,3,4,3,4,3,3,3,4,3,3,4,4,4,3,2,3,4,4,2,2,3,2,4,3,3,3,4,3,4,4,4,3,4,3,2,3,3,3,3,2,3,4,3,3,5,4,5,2,4,3,5,3,2.92307692307692,2,4,3,4,2,2,3,3,3,2,3,4,4,3,36.5,36.5,1,36.5,1,6,6,1,.739428109091865,-.0701320105697953,Serbia
1992,2,2,1,2,1,1,2,1,2,2,2,2,2,2,4,2,4.22222222222222,0,3.88888888888889,2.22222222222222,56,3.375,8,1.63636363636364,1,3,3,4,5,7,5,2,5,4,4,4,5,5,4,5,4,4,3,1, ,7,1,3,2,2,3,3,3,3,4,3,1,7,7, ,4,10:37:22,2.4,2,3,4,4,4,4,5,4,3,3,4,4,4,4,5,1,3,4,4,14,2.5,2.36363636363636,3,4,4,2,2,1,1,1,2,2,4,2,3,3,2,2,1,2,2,3,2,4,5,4,4,3,5,4,4,4,3,4,3,5,4,2,1,2,1, ,4,4,5, ,4,2,6,6,1, ,2,8,1, , ,1,1, ,1, , , , , , , , , , ,2,2,3,3,3,2,3,6,3,3,2,2,5,4,3,2,3,2,2,3,3,4,4,3,4,4,2,2,2,3,2,4,2,4,2,3,1,2,3,2,4,4,1,5,3,4,2,2,3,2,4,4,1,2,4,4,1,3,4,2,5,4,2,4,3,4,2.23076923076923,2,4,2,2,2,2,2,2,2,2,3,4,2,2,36.8,36.8,2,36.8,1,6,6,1,.828050445532048,-.267200485168445,Serbia
1995,2,1,1,2,1,1,1,2,4,1,2,1,2,1,1,2,1.88235294117647,0,4,2.11111111111111,65,3.41666666666667, ,1.63636363636364,1,1,1,1,4,4,1,2,1, ,1,5,1,1,1,1,5,1,1,3,1,7,1,2,4,2, , , , ,1, ,5,7,7, ,1,10:35:11,1.4,2,0,4,4,4,4,5,5,3,3,4,4,3,3,2,1,2,1,3,12,2.83333333333333,2.90909090909091,4,4,2,4,4,2,3,3,2,1,3,2,3,2,3,1,1,2,1,4,1,4,5,5,5,4,4,5,4,5,4,3,5,5,4.46153846153846,2,2,2,1, ,4,4,5, ,3,1,5,3,1, ,2,5,1, , ,3,1, ,1, , , , , , , , , , ,2,3,3,3,3,3,3,6,2,3,3,3,5,3,3,3,3,4,2,2,3,4,2,4,4,3,1,1,1,3,3,3,3,3,1,4,1,1,4,4,4,4,1,1,4,3,3,2,4,3,4,5,2,3,3,4,4,4,4,3,5,2,3,3,3,3,1.61538461538462,1,3,3,2,1,1,1,1,2,1,3,5,1,1,36.8,37,1,36.9,1,10,6,1,-1.15487433231704,-.228692852200893,Serbia
1996,3,2,1,3,2,2,4,2,2,2,2,2,2,2,2,1,3.66666666666667,0,3.33333333333333,3.22222222222222,53,3.54545454545455, ,2.27272727272727,1,3,3,3,5,5,5,2,8,3,2,5,2,2,5,2,2,8,1,2, ,8, ,2,2,2, , ,3, ,3,3,2,6,6, , ,10:30:15,1.8,2,1,4,4,3,4,4,4,4,2,3,2,4,4,5,1,2,3,4,36,5.66666666666667,3.18181818181818,4,4,4,3,2,2,4,2,4,2,4,3,4,4,4,4,2,2,2,4,2,2,2,4,3,4,2,2,4,4,2,4,4,4,3.15384615384615,2,2,2,1, ,4,4,5, ,8,8,8,8,1, ,2,8,1, , ,1,2,7,2,Klub studenata pedagogije, , , , ,7, , , , ,6,6,6,6,5,5,5,7,4,3,4,4,4,2,4,2,2,5,2,2,5,4,4,5,3,3,2,2,4,4,4,2,3,2,2,1,3,2,4,2,5,4,4,5,2,4,3,1,2,1,5,2,4,2,4,4,2,3,5,1,4,4,2,2,3,5,2.53846153846154,3,3,3,2,2,2,3,3,3,2,3,5,2,2,36.3,36.7,1,36.5,1,6,6,1,.357244283193576,-.109669259392095,Serbia
1995,1,3,2,3,3,2,2,3,2,2,1,1,2,1,2,1,2.11111111111111,0,4,1.55555555555556,65,1.88888888888889,10,2.18181818181818,1,4,2,1,1,4,1,2,2,1,1,1,1,4,4,2,1,5,1,1,1,3,1,4,1,1,4,1,1,1,1,1,1,6,4,1,1,10:29:24,1.4,2,4,4,4,4,4,5,5,3,2,4,5,5,7,7,1,7,7,8,19,5.5,2.27272727272727,4,3,3,3,2,1,2,2,1,1,3,2,2,2,2,1,1,2,1,1,1,4,3,5,3,3,2,2,2,4,2,3,4,3,3.07692307692308,2,1,2,1, ,4,4,5, ,5,5,7,6,1, ,2,8,1, , ,3,1, ,1, , , , , , , , , , ,6,6,4,4,7,6,5,6,3,1,5,1,5,5,2,2,5,2,1,3,4,5,4,1,4,4,1,1,1,1,2,5,1,4,1,3,4,3,3,5,3,5,4,4,3,3,3,2,5,3,2,5,4,1,5,5,4,4,5,2,4,3,5,5,3,2,2.69230769230769,2,4,3,2,4,2,3,2,3,2,4,4,2,2,36.2,36.6,2,36.4,1,2,6,1,-.961012971354145,-1.64063939434447,Serbia
1996,1,1,1,2,1,1,1,1,1,1,2,3,1,1,2,3,3.29411764705882,1,3.77777777777778,1.88888888888889,44,3.66666666666667,5,1.18181818181818,1,2,2,2,2,3,5,3,3, ,2,3,8,2,2,5,5,5,2,3,3,2, ,2,5,2, , , , ,5,3,3,7,6, ,3,10:27:13,2,2,2,4,5,4,4,5,5,4,2,1,4,5,7,6,3,5,3,5,12,5.33333333333333,2.36363636363636,4,4,2,4,1,1,1,1,1,3,4,2,2,1,1,1,2,3,1,4,2,3,4,4,2,3,4,3,4,4,4,3,4,4,3.53846153846154,2,1,2,1, ,4,4,5, ,5,3,4,3,1, ,2,8,1, , ,1,1, ,1, , , , , , , , , , ,7,6,2,6,6,5,6,6,2,4,2,2,5,4,2,2,4,2,2,2,5,5,4,4,5,4,1,2,1,1,2,2,2,2,1,4,3,2,4,4,5,5,2,1,4,2,4,2,2,3,4,3,1,1,5,5,5,5,5,2,5,4,2,4,3,4,2.84615384615385,3,3,4,3,2,2,3,3,3,2,4,4,2,3,36.5,36.7,2,36.6,1,12,6,1,.0415272096254245,.00235294560442019,Serbia
1996,3,3,2,3,2,2,2,2,4,3,3,3,2,2,4,2,3.27777777777778,0,4.22222222222222,3,61,4.11111111111111, ,2.63636363636364,1,2,3,1,3,8,3,5,2,5,2,5,2,2,2,3,2,4,5,3, ,8, ,3,3,2, , ,3, , , ,2,7,6, , ,10:25:59,2.6,2,3,4,4,3,5,4,4,4,4,5,5,1,5,6,3,3,3,4,15,3.16666666666667,3.18181818181818,4,4,4,4,3,2,2,2,3,3,4,3,4,2,4,3,2,3,2,4,1,2,2,4,3,3,3,2,3,3,3,3,3,3,2.84615384615385,2,2,2,1, ,4,4,4,2,3,1,4,4,1, ,2,8,1, , ,3,1, ,1, , , , , , , , , , ,5,3,4,3,2,2,3,7,2,3,3,2,4,2,1,2,2,5,4,3,3,4,3,3,4,3,1,2,2,4,4,4,2,4,1,1,1,4,4,4,4,4,2,2,4,4,1,2,4,3,4,4,2,2,4,5,3,3,4,3,5,4,4,3,1,4,3.61538461538462,4,4,5,3,3,3,3,5,3,3,4,5,3,4,37.3,37.1,1,37.2,1,1,6,1,.0276799695566459,.413101030591643,Serbia
1996,4,2,1,4,4,1,4,2,2,4,4,2,3,3,3,2,1.5,0,5,3.44444444444444,61,1.71428571428571, ,2.90909090909091,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,2,1,5,1,1, ,3,1,2,1,1, ,1,1,1, , ,1,5,4,1,1,10:22:58,2.6,2,1,4,5,5,5,5,5,5,5,5,5,4,4,5,1,3,4,5,19,4.5,3.63636363636364,4,4,4,4,5,3,3,3,3,3,4,3,3,3,3,4,2,4,5,4,1,3,3,5,5,4,3,3,4,4,4,5,2,3,3.69230769230769,2,2,2,1, ,4,4,4,4,6,3,5,5,1, ,2,8,1, , ,2,1, ,1, , , , , , , , , , ,4,4,5,4,5,5,5,7,3,4,4,4,3,2,4,4,2,5,4,4,5,5,5,3,5,5,1,1,4,4,5,2,4,1,1,2,3,3,5,5,4,5,2,5,4,4,2,1,4,2,4,3,4,2,4,4,5,3,4,1,3,5,3,3,2,5,3.38461538461538,3,4,3,4,3,3,3,4,3,4,4,3,2,4,35.9,36.3,2,36.1,1,1,6,1,-1.47889974992646,-1.80200471344659,Serbia
1996,4,4,2,4,4,2,4,4,4,3,4,2,2,2,2,2,4.11764705882353,0,5,4.33333333333333,61,3.76923076923077, ,3.54545454545455,1,3,4,2,5,8,5,3,8, ,2,5,2,3,2,5,3,8,2,2, ,8, ,2,2,2,6,4, , ,3, ,2,6,6,3,3,10:22:11,2,2,10,4,5,5,5,5,5,5,5,5,5,5,6,3,2,4,4,4,17,5,3.45454545454545,5,4,4,3,4,2,4,4,1,2,5,4,4,4,4,5,4,4,5,5,2,2,1,4,3,3,2,3,2,2,3,3,4,4,2.76923076923077,2,2,2,1, ,4,4,5, ,4,3,8,8,1, ,2,8,1, , ,1,1, ,1, , , , , , , , , , ,5,5,5,5,5,5,5,6,3,2,4,2,4,4,2,2,4,5,4,4,4,4,4,2,4,4,2,1,2,3,4,4,2,3,2,2,2,3,4,3,4,4,4,4,4,5,1,2,4,3,4,4,2,2,5,5,4,4,4,2,4,4,4,4,1,2,3.07692307692308,2,4,4,3,3,2,3,3,3,3,4,4,2,4,36.2,36.2,1,36.2,1,1,6,1,.739428109091865,.0971409652168563,Serbia
1996,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2.4375,0,4.22222222222222,3.66666666666667,83,3.92857142857143, ,1.90909090909091,1,2,2,3,2,3,2,2,2, ,5, ,2,1,2,2,5,2,2,5,3,8, ,3,5,2,3, ,3,3,3,3,2,6,6, , ,10:19:56,2.2,2,8,4,5,5,4,5,4,4,3,4,4,4,6,5,2,3,3,6,18,5.66666666666667,2.81818181818182,5,3,4,4,4,2,2,1,1,1,4,4,4,3,4,4,4,3,4,3,1,3,4,4,3,4,3,3,2,4,3,3,2,4,3.23076923076923,2,2,2,1, ,4,4,5, ,6,3,7,7,2,1,2,8,1, , ,2,1, ,1, , , , , , , , , , ,7,5,5,5,6,6,6,7,3,2,4,2,5,2,4,3,2,2,2,3,4,4,4,2,4,4,2,2,4,3,2,3,2,2,2,4,3,3,2,4,3,4,1,4,4,4,1,3,2,4,4,5,3,2,4,4,4,3,4,3,3,3,3,2,4,3,2.15384615384615,2,4,3,2,2,2,1,2,2,2,3,4,2,1,37.1,37,1,37.05,1,4,6,1,-.684414350980293,.244400924257605,Serbia
1996,4,4,1,4,2,1,4,4,4,4,2,3,3,2,4,2,3,0,3.77777777777778,1.33333333333333,45,5.55555555555556, ,3.09090909090909,1,1,2,1,1,1,8,1,1,7,1,6,1,1,4,8,1,8,1,1,7,1,7,8,1,4,7,7,7,7,7,7,1,7,7,7,7,10:17:40,2.8,2,0,4,4,4,4,4,4,3,3,4,4,1,4,4,3,3,4,4,8,5,2.18181818181818,4,2,4,2,2,1,1,2,1,1,4,2,1,1,2,1,2,1,1,1,2,3,3,2,3,3,4,2,3,2,4,3,2,4,2.92307692307692,2,2,2,1, ,2,2,5, ,1, ,4,4,1, ,2,4,1, , ,1,1, ,1, , , , , , , , , , ,6,5,6,5,4,4,5,5,0,1,4,1,3,3,3,2,2,5,4,3,3,3,3,3,3,2,1,1,2,5,5,2,1,1,1,1,3,2,5,5,3,5,3,3,3,3,3,2,4,3,3,4,3,1,5,4,3,3,4,3,3,3,3,3,2,2,2.92307692307692,2,2,4,3,4,3,3,4,3,3,3,5,2,2,36.3,36.5,2,36.4,1,12,6,1,-.20772311161259,1.74803230680012,Serbia
1993,4,3,3,3,3,3,4,3,3,3,3,3,3,2,2,2,3.38888888888889,0,4.33333333333333,2.44444444444444,88,4.16666666666667, ,3.18181818181818,1,3,3,4,4,4,4,2,3,5,2,3,3,4,3,3,5,3,3,4,3,5,3,3,4,4,4,5,3,3,5,5,3,6,4,5,6,10:16:44,2.4,2,2,4,4,4,4,5,5,4,4,4,5,4,6,5,1,4,4,6,35,5,1.81818181818182,3,2,2,2,2,2,1,1,2,1,2,2,3,3,3,2,2,2,3,2,1,4,4,5,4,2,3,1,4,4,4,3,4,4,3.53846153846154,2,2,2,1, ,4,4,5, ,8,5,7,5,1, ,2,8,3,8,8,2,1, ,2,Studentska grupa, , , , ,2, , , , ,6,5,5,4,5,5,5,7,3,3,3,4,4,3,3,3,3,5,3,3,4,3,3,3,3,3,3,2,3,4,3,3,3,2,3,1,4,2,4,3,4,3,3,2,3,3,4,3,3,3,4,3,3,3,4,3,2,3,3,3,4,3,3,3,3,3,2.53846153846154,2,4,2,3,2,2,2,3,2,2,3,4,3,3,36.5,36.6,2,36.55,1,9,6,1,.12184120202434,.464444541215046,Serbia
1996,3,4,1,2,1,1,2,2,1,2,1,1,1,1,1,1,3.88235294117647,0,4.77777777777778,2.77777777777778,65,2.05882352941176, ,1.81818181818182,1,5,1,2,5,4,7,8,3,5,1, ,1,2,4,1,8,8,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,7,7,1, ,10:15:53,1,2,0,4,5,5,5,5,5,5,5,5,3,4,6,7,1,6,6,6,25,6,2.09090909090909,3,2,3,4,1,1,1,1,3,1,3,2,5,3,3,2,1,1,4,4,1,4,4,2,3,5,2,2,3,3,4,3,5,5,3.46153846153846,2,2,2,1, ,4,4,4,1,4,2,4,4,1, ,2,8,1, , ,1,2,3,2,Plesni klub,Demonstratori Centra za promociju nauke, , , ,10,2, , , ,6,6,6,6,6,6,6,8,2,4,2,2,5,3,4,4,3,4,4,3,5,5,4,2,5,3,1,1,1,3,2,2,3,1,1,2,2,4,4,2,4,5,3,5,5,2,1,2,3,3,5,4,5,1,3,5,4,4,4,1,4,5,4,5,1,5,3.07692307692308,3,4,5,2,2,2,2,5,2,3,4,5,2,4,36.4,36.3,2,36.35,1,10,6,1,.540027852101454,-1.483588655967,Serbia
1996,3,2,1,3,4,3,3,4,2,2,5,1,2,2,1,2,3.38888888888889,0,4,3.66666666666667,51,3.7, ,2.90909090909091,1,2,2,2,5,8,4,2,5,3,2,3,4,4,4,2,7,1,1,2, ,8, ,2,2,2,3, , , , , ,1,6,7, ,4,10:15:10,1.6,2,2,4,5,4,4,5,5,3,2,4,4,4,4,6,2,4,4,4,14,4.33333333333333,3.90909090909091,5,5,4,5,4,4,3,4,2,3,4,4,4,4,5,2,3,3,4,4,2,3,5,4,4,4,1,5,5,4,3,4,3,5,3.84615384615385,2,2,2,1, ,4,2,5, ,8,3,7,6,1, ,2,8,1, , ,2,1, ,1, , , , , , , , , , ,6,5,5,3,4,3,4,6,3,4,3,2,4,2,3,5,2,4,3,1,5,4,5,3,3,5,1,1,1,3,4,3,3,1,3,2,3,3,4,5,4,5,1,2,3,3,4,4,3,3,4,4,3,4,1,4,3,4,4,4,3,3,2,3,3,2,2.92307692307692,3,4,5,2,3,2,2,1,4,3,5,5,1,3,36.6,36.8,1,36.7,1,5,6,1,.12184120202434,.0331590519784622,Serbia
1994,1,1,1,2,3,2,2,1,1,2,2,2,1,1,3,1,5.22222222222222,0,3.88888888888889,3.44444444444444,95,3, ,1.63636363636364,1,7,8,2,7,7,8,7,5,6,2,6,7,2,2,5,5,7,1,2,1,4,1,3,2,5,3,3, , ,1, ,1,6,6, ,4,10:10:14,1.6,2,2,4,5,3,5,5,4,4,1,4,4,3,2,3,1,2,2,3,20,5,4,4,5,5,5,5,2,4,4,3,3,4,3,5,3,5,2,1,5,2,5,1,2,1,3,4,3,1,1,3,3,1,1,2,2,2.07692307692308,2,2,2,1, ,4,4,5, ,6,4,7,6,1, ,2,6,1, , ,2,1, ,2,Udruzenje studenata, , , , ,3, , , , ,5,6,4,4,6,5,5,6,3,2,5,4,3,2,2,5,4,5,5,5,3,5,3,4,3,3,1,2,4,4,4,3,3,2,1,1,2,2,4,4,4,5,5,4,5,2,2,2,2,4,5,3,1,1,5,5,2,1,5,2,4,5,4,1,1,2,2.92307692307692,3,4,4,3,3,2,4,4,2,2,4,5,1,2,37.2,36.8,2,37,1,6,6,1,1.6755015377413,-.613769181876414,Serbia
1996,5,5,1,5,4,4,5,4,5,4,3,1,4,2,3,1,4.16666666666667,0,4.88888888888889,4.66666666666667,51,4.33333333333333, ,4.09090909090909,1,4,4,4,4,4,4,4,4,4,4,3,4,4,1,7,4,8,4,4,4,4,4,4,4,4,7,7,4,4,4,4,4,4,4,4,4,10:09:15,2.2,2, ,4,5,5,5,5,5,5,4,5,5,1,2,1,1,2,2,2,11,4.5,3.18181818181818,5,5,5,5,5,1,1,1,1,1,5,5,5,3,5,5,4,5,5,5,2,2,3,2,3,1,2,1,5,1,4,3,1,4,2.46153846153846,2,2,2,1, ,4,2,5, ,4,2,5,5,1, ,2,8,1, , ,1,1, ,1, , , , , , , , , , ,5,4,4,4,5,5,5,6,3,1,1,1,5,5,3,1,5,2,2,3,1,5,5,4,3,4,3,1,1,1,1,5,1,5,3,3,1,1,5,5,3,1,1,1,5,4,2,2,2,4,1,5,1,1,5,5,1,1,4,3,5,4,2,1,1,5,3.23076923076923,4,3,4,1,1,3,3,4,4,5,4,5,3,3,36.8,36.8,2,36.8,1,5,6,1,.780969829298201,.618475073085254,Serbia
1992,2,2,3,2,2,1,5,1,5,3,3,1,1,1,2,1,1.05555555555556,0,2.55555555555556,2.11111111111111,50,1.44444444444444, ,2.63636363636364,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,10:04:44,1.2,2,0,4,5,4,3,5,1,2,1,1,1,5,4,5,1,2,2,3,23,3,2.09090909090909,3,3,3,3,1,1,1,1,3,1,3,2,1,1,3,3,1,2,1,5,1,3,4,4,4,4,2,3,4,2,3,4,5,5,3.61538461538462,2,2,2,1, ,4,4,5, ,7,6,8,7,1, ,2,8,3,1,2,1,2,1,1, , , , , , , , , , ,3,4,6,1,2,2,4,8,3,2,4,3,3,4,3,1,1,5,2,1,5,5,3,2,5,1,1,3,4,3,4,4,4,5,1,2,5,3,5,4,3,5,1,2,4,3,5,3,1,3,5,1,5,1,5,5,5,3,1,3,5,1,3,1,3,4,2.07692307692308,1,4,3,2,1,1,2,2,2,2,3,5,2,2,36.8,36.8,2,36.8,1,8,6,1,-1.85554467979724,-2.05138747933169,Serbia
1996,3,3,1,3,2,1,4,1,1,4,1,2,1,2,2,2,3.88888888888889,0,4.88888888888889,3.22222222222222,70,4.07142857142857, ,2.18181818181818,1,4,4,4,5,8,8,3,5,3,2,4,2,5,2,2,2,5,2,2, ,8, ,2,3,4,4,3,3, ,5,3,5,6,6, ,3,10:01:47,1.8,2,0,4,5,5,5,5,5,5,4,5,5,5,6,6,1,4,3,6,17,6.33333333333333,2.81818181818182,4,4,3,3,2,1,3,3,2,3,3,3,4,1,4,3,3,3,4,4,2,2,2,5,3,2,1,1,2,2,3,5,4,4,2.76923076923077,2,2,2,1, ,4,4,5, ,5,3,4,3,1, ,2,7,1, , ,1,2,5,1, , , , , , , , , , ,6,7,7,5,7,6,6,7,3,2,3,3,3,4,3,2,4,4,3,2,4,4,4,4,3,3,2,2,4,3,4,3,3,2,2,2,2,3,2,2,4,4,4,4,4,4,2,2,2,3,4,3,3,2,3,4,4,3,4,2,4,4,2,2,3,2,3.69230769230769,4,5,5,3,4,4,3,5,2,2,2,5,4,5,36.8,36.7,4,36.75,1,1,6,1,.545566748128965,.376427094432069,Serbia
1997,3,1,1,3,1,2,2,1,1,2,1,4,2,1,1,3,2.75,0,5,2.11111111111111,45,2.93333333333333, ,1.63636363636364,1,2,2,2,5,2,2,5,5, ,5, ,2,1,1,2,1,5,2,2,1,8,1,1,1,1, ,1,5,1,6, ,2,6,7,1, ,9:59:24,2.2,2,4,4,5,5,5,5,5,5,5,5,5,5,6,6,1,6,6,6,18,5.5,1.72727272727273,4,4,1,3,1,1,1,1,1,1,1,2,2,1,3,3,2,1,2,3,2,3,4,4,4,5,4,2,2,4,2,2,3,4,3.30769230769231,2,2,2,1, ,4,4,5, ,8,4,7,7,1, ,2,8,1, , ,2,1, ,1, , , , , , , , , , ,7,4,6,6,4,6,6,6,3,2,2,2,4,5,2,2,2,3,2,2,5,5,5,4,4,4,1,1,1,2,2,3,2,4,2,3,4,4,3,2,4,5,2,1,4,4,1,1,2,5,4,4,4,1,4,4,4,4,4,3,5,5,4,4,3,2,2.76923076923077,3,4,2,4,3,2,2,3,2,2,3,5,4,2,36.7,36.7,2,36.7,1,12,6,1,-.419585884664902,-.675381394624497,Serbia
1996,5,5,2,5,4,3,4,5,5,5,4,2,2,3,5,2,3.55555555555556,0,4,2.88888888888889,44,5.8125, ,4.27272727272727,1,3,2,4,2,5,4,2,4,3,4,3,3,3,2,8,3,5,4,7,4,7, ,8,8,8,5,5,5, ,5,3,5,7,6,7,3,9:54:26,2.8,2,0,4,4,4,5,4,4,4,4,3,4,5,6,4,4,4,4,6,22,6,2.36363636363636,4,1,4,2,3,1,2,1,2,2,4,4,4,2,3,3,3,2,3,2,2,1,5,3,3,2,2,4,4,3,1,1,2,5,2.76923076923077,2,2,2,1, ,4,4,5, ,4,2,6,6,1, ,2,8,1, , ,2,2,4,2,Mind the Mind volonteri, , , , ,3, , , , ,7,5,5,5,7,7,7,7,3,3,3,1,4,1,3,3,2,3,2,4,4,2,4,2,2,4,2,2,1,2,2,4,2,2,3,4,2,2,5,3,3,3,1,1,3,3,4,4,2,4,3,4,2,2,2,5,2,2,4,4,4,3,4,4,3,4,3.46153846153846,3,5,5,2,2,3,3,5,2,4,4,5,2,5,36.6,37,1,36.8,1,12,6,1,.263083050725882,1.98549604343335,Serbia
1994,2,3,1,2,1,1,1,2,4,1,2,2,1,1,5,1,1.94117647058824,0,3.55555555555556,2.88888888888889,95,1.6875,12,1.81818181818182,1,1,1,1,1,5,5,3,1,1,2, ,1,1,1,2,1,5,1,3,1,3,1,2,1,1,1,1,1,1,3,3,1, ,3,1, ,9:53:09,2,2,2,4,4,4,4,5,3,3,2,4,3,4,2,4,1,2,1,3,18,3.16666666666667,3.27272727272727,5,4,5,4,3,1,2,2,2,3,5,4,2,1,4,2,2,5,1,5,1,2,3,3,5,4,1,1,2,1,2,5,3,2,2.61538461538462,2,1,2,1, ,4,4,4,1,6,3,7,4,1, ,2,8,1, , ,1,2,4,1, , , , , , , , , , ,3,4,5,3,2,2,5,8,2,2,2,4,4,5,1,1,3,3,2,4,4,5,3,5,5,2,1,3,3,2,1,4,3,3,2,3,2,2,4,2,5,5,4,5,4,4,3,2,1,1,4,3,1,1,4,5,2,2,4,2,5,3,4,4,1,3,2.92307692307692,4,2,4,3,2,3,3,5,2,2,1,5,4,3,37.1,37,1,37.05,1,11,6,1,-1.10502426806944,-1.82675962035431,Serbia
